severity,sheet,event_id,event_name,discipline,placement,players,issue_type,details
HIGH,1983,1983_worlds_boulder,World Championships 1983 (NHSA),Doubles Ultra,1,Garry Griggs,doubles_only_one_player,Only one player found in doubles placement group
INFO,1983,1983_worlds_golden,1983 World Footbag Championships,Advanced Singles,1,Gary Griggs | Doug Krob,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1983,1983_worlds_golden,1983 World Footbag Championships,Open Singles,1,Jon Lind | Bruce Guettich,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1983,1983_worlds_golden,1983 World Footbag Championships,Women's Singles,1,Tricia George | Jodi Sebastian,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1997,1997_bedford_australia_indoor,Bedford (Australia) Indoor Footbag Championships,Open Singles Net,1,Grant Corbett | John Burrage,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1997,1997_bedford_australia_indoor,Bedford (Australia) Indoor Footbag Championships,Open Singles Net,2,John Burrage | Trevor Mazzucchelli,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1997,1997_bedford_australia_indoor,Bedford (Australia) Indoor Footbag Championships,Open Singles Net,3,Grant Corbett | Trevor Mazzucchelli,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1997,1997_eastregion,The 15th Annual EAST COAST FOOTBAG CHAMPIONSHIPS,Singles Net,1,John Mortensen | Toxic Tom B.,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1997,1997_eastregion,The 15th Annual EAST COAST FOOTBAG CHAMPIONSHIPS,Singles Net,2,Anthony Intemann | Josh Penney,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1997,1997_eastregion,The 15th Annual EAST COAST FOOTBAG CHAMPIONSHIPS,Singles Net,3,Jamie Lepley | Lonn Vo,singles_tie_group,tie_size=2 tie_class=small_tie
HIGH,1997,1997_eugene_celebration,Eugene Celebration Footbag Tournament,Doubles Golf,5,Doug Gannon,doubles_only_one_player,Only one player found in doubles placement group
HIGH,1997,1997_eugene_celebration,Eugene Celebration Footbag Tournament,Doubles Golf,6,Brandon Crum,doubles_only_one_player,Only one player found in doubles placement group
HIGH,1997,1997_eugene_celebration,Eugene Celebration Footbag Tournament,Doubles Golf,7,Christy Rapp,doubles_only_one_player,Only one player found in doubles placement group
HIGH,1997,1997_eugene_celebration,Eugene Celebration Footbag Tournament,Doubles Golf,8,Chuck Baldwin,doubles_only_one_player,Only one player found in doubles placement group
HIGH,1997,1997_eugene_celebration,Eugene Celebration Footbag Tournament,Doubles Golf,9,Steve Dusablon,doubles_only_one_player,Only one player found in doubles placement group
HIGH,1997,1997_eugene_celebration,Eugene Celebration Footbag Tournament,Doubles Golf,10,Becca English-Ross,doubles_only_one_player,Only one player found in doubles placement group
HIGH,1997,1997_eugene_celebration,Eugene Celebration Footbag Tournament,Doubles Golf,11,Aaron Gregg,doubles_only_one_player,Only one player found in doubles placement group
HIGH,1997,1997_eugene_celebration,Eugene Celebration Footbag Tournament,Doubles Golf,12,Bobby Heiney,doubles_only_one_player,Only one player found in doubles placement group
INFO,1997,1997_heartoffootbag,HEART OF FOOTBAG Freestyle Tournament,Open Singles,5,Steve Goldberg | Steve Kremer,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1997,1997_montreal,Montreal International Footbag Championships,Open Singles Net,3,Alexis Deschenes | Yves Archambault,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1998,1998_air_a_zona,Air-A-Zona 2nd Annual Footbag Net Championships,Open Singles,5,Jake Leong | Sean Flynn,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1998,1998_air_a_zona,Air-A-Zona 2nd Annual Footbag Net Championships,Open Singles,7,Alexis Deschenes | Rob Adams,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1998,1998_air_a_zona,Air-A-Zona 2nd Annual Footbag Net Championships,Open Singles,9,David Butcher | Jim Caveney | Scott Milne | Yossarian Kelley,singles_tie_group,tie_size=4 tie_class=large_group
INFO,1998,1998_air_a_zona,Air-A-Zona 2nd Annual Footbag Net Championships,Open Singles,13,Andrew Morgan | Jason Langis | P.T. Lovern | Steve Sinclair,singles_tie_group,tie_size=4 tie_class=large_group
INFO,1998,1998_air_a_zona,Air-A-Zona 2nd Annual Footbag Net Championships,Open Singles,17,Chris Seibert | DJ Dourney | Dave Spears | Greg Potts | Hung Chang | JJ Jones | James Harley | Jerry Vigil,singles_tie_group,tie_size=8 tie_class=large_group
INFO,1998,1998_air_a_zona,Air-A-Zona 2nd Annual Footbag Net Championships,Open Singles,25,Garrett Young | Geoff Hand | John Leys | Patrick Keehan | Phil Madigan | Vincent Bradley,singles_tie_group,tie_size=6 tie_class=large_group
INFO,1998,1998_u_s,U. S. Open Footbag Net Championships,Open Singles Net 16 Entrants,9,Chris Siebert / Chard Cook | Chris Seibert,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,1998,1998_westregion,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Intermediate Singles Net,13,Brent Allard | Derric Scalf | Hugh Harrell | Iain McKechnie | Jeremy Williams | Matt Hillebrand,singles_tie_group,tie_size=6 tie_class=large_group
INFO,1998,1998_westregion,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Intermediate Singles Net,19,Craig Lewis | Eric Burgess | Ian Cummings | James Leberknight | Lee Hammons | Rax Ander,singles_tie_group,tie_size=6 tie_class=large_group
INFO,1998,1998_westregion,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Open Singles Net,13,Brent Stewart | Greg Durrett | Greg Landis | John Leys | Patrick Keehan | Vincent Bradley,singles_tie_group,tie_size=6 tie_class=large_group
INFO,1998,1998_westregion,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Open Singles Net,19,Adrian Verhoef | Edwin Veltman | Jeremiah Vigil | Jim Curtis | Kerry Chun,singles_tie_group,tie_size=5 tie_class=large_group
INFO,1998,1998_westregion,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Open Singles Net,24,JJ Jones | Tim Tucker,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1998,1998_westregion,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Women's Intermediate Singles Net,5,Amber Ott | Ann Kaplan,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1998,1998_winter_windchill_warm,1998 Winter Windchill Warm-Up (l'Hivernal),Intermediate Singles Net,3,Philippe Larose | Sean Doiron,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1998,1998_winter_windchill_warm,1998 Winter Windchill Warm-Up (l'Hivernal),Open Singles Net,3,Martin Graton | Steve Smith,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1998,1998_worlds_montreal,1998 WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Singles Footbag Net,3,"Pierre-Jacques Daigle / Montreal, Quebec, Canada | Pierre",singles_tie_group,tie_size=3 tie_class=small_tie
INFO,1998,1998_worlds_montreal,1998 WORLD FOOTBAG CHAMPIONSHIPS,Women's Intermediate Singles Footbag Net,3,"Marie | Marie-Ange Cossette-Trudel / Montreal, Quebec, Canada",singles_tie_group,tie_size=3 tie_class=small_tie
INFO,1999,1999_usopen_portland,12th Annual U.S. Open Footbag Net Championships,Open Singles Net 17 Entrants,3,Alexis Deschenes | Yossarian Kelley,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1999,1999_usopen_portland,12th Annual U.S. Open Footbag Net Championships,Open Singles Net 17 Entrants,7,Dave Bernard | Hung Chang,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1999,1999_usopen_portland,12th Annual U.S. Open Footbag Net Championships,Women's Singles Net,5,Becca English-Ross | Juliet Pendray,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1999,1999_vancouver,13th Annual Vancouver Open Footbag Net Tournament,Open Singles,7,Scott Milne | Steve Dusablon,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1999,1999_vancouver,13th Annual Vancouver Open Footbag Net Tournament,Open Singles,12,Chris Seibert | Evanne LaMarche | Patrick Keehan,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,1999,1999_vancouver,13th Annual Vancouver Open Footbag Net Tournament,Open Singles,15,Adrian Verhoef | Ben Cochrane | Crass Eddicott | Greg Durrett | Jody Rusnak | Jon Hayduk | Kimball Isaacson | Mike Stephanelli,singles_tie_group,tie_size=8 tie_class=large_group
INFO,1999,1999_vancouver,13th Annual Vancouver Open Footbag Net Tournament,Open Singles,23,Chris Young | David Lewis | François Leh | Geoff Hand | Jared Clark | Kerry Chun | Nick Jaros | Sage Woodmansee,singles_tie_group,tie_size=8 tie_class=large_group
INFO,1999,1999_westregion,1999 Western Regional Footbag Championships,Intermediate Singles Net,5,Hugh Harrell | Mike Stoler | Randy Pace | Sam Gregory,singles_tie_group,tie_size=4 tie_class=large_group
INFO,1999,1999_westregion,1999 Western Regional Footbag Championships,Intermediate Singles Net,10,AJ Shultz | Brett Perkinson | Kern McNutt,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,1999,1999_westregion,1999 Western Regional Footbag Championships,Open Singles Net,11,Mike Voightmann | Thomas Whitworth,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1999,1999_westregion,1999 Western Regional Footbag Championships,Open Singles Net,13,Chard Cook | Greg Durrett | Jason Davis | Kerry Chun | Tim Tucker | Vincent Bradley,singles_tie_group,tie_size=6 tie_class=large_group
INFO,1999,1999_westregion,1999 Western Regional Footbag Championships,Open Singles Net,19,Cory Current | Dave Wedertz | Jeff Bowling | Jim Hankins | Matt Quint,singles_tie_group,tie_size=5 tie_class=large_group
INFO,1999,1999_westregion,1999 Western Regional Footbag Championships,Open Women's Singles Net,5,Amy Westberg | Tricia George,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1999,1999_westregion,1999 Western Regional Footbag Championships,Open Women's Singles Net,7,Ann Lasken | Kelly Kelley | Lonya Julin,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,1999,1999_worlds_chicago,WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Singles Freestyle,10,Andrew Hires | Anthony Glick | Bob Green | Chris Zagars | Dan Klokow | Ian Dubman | Matt Churney | Neil Payne | Yacine Merzouk,singles_tie_group,tie_size=9 tie_class=large_group
INFO,1999,1999_worlds_chicago,WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Singles Net,9,Antti Lehtovirta | Ariel Santesteban | Brett Bennett | Carolyn Cruz | Gordon Gilges | Jack Lentz | Jim Pomey | Matt Churney | Sam Gregory | Steve Richardson | Tim Peters | Varvel Josh | Yacine Merzouk,singles_tie_group,tie_size=13 tie_class=large_group
INFO,1999,1999_worlds_chicago,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,9,Daryl Genz | Derrick Fogle | Ilkka Malin | James Roberts | Jonathan Schneider | Juho Vesa | Justin Sexton | Tu Vu,singles_tie_group,tie_size=8 tie_class=large_group
INFO,1999,1999_worlds_chicago,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,17,Chard Cook | James L. Widman | Joshua Penney | Matt Strong,singles_tie_group,tie_size=4 tie_class=large_group
INFO,1999,1999_worlds_chicago,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Net,25,James Roberts | Jim Hankins,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1999,1999_worlds_chicago,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Net,29,Christopher Young | Greg Durrett,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1999,1999_worlds_chicago,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Net,31,Jerry Vigil | Jesse Ruotsolainen | Jon Hayduk,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,1999,1999_worlds_chicago,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Net,40,Mike Voightmann | Olli Savoilainen,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,1999,1999_worlds_chicago,WORLD FOOTBAG CHAMPIONSHIPS,Women's Singles Net,9,Marilyn Demuy | Maude Laudreville,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2000,2000_eastregion,East Coast Footbag Championships,Intermediate Singles Net,1,Dan Kramer | Dan Kramer (NY / New York Footbag Association),singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2000,2000_eastregion,East Coast Footbag Championships,Intermediate Singles Net,2,Lovell McIlwain (MD / DC All-Stars) | Lovell McIlwain,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2000,2000_eastregion,East Coast Footbag Championships,Open Singles Net,3,"Yves Archambault (Montreal, Quebec / Aqaf) | Yves Archambault",singles_tie_group,tie_size=3 tie_class=small_tie
HIGH,2000,2000_funtastik_summer,Funtastik Summer Classic Footbag Tournament,Novice Doubles Net,1,Kathy Schubel,doubles_only_one_player,Only one player found in doubles placement group
INFO,2000,2000_new_zealand,New Zealand Footbag Championships,Consecutive Under 13 Singles,2,Andy Ellis | Owain Metcalf,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2000,2000_new_zealand,New Zealand Footbag Championships,Freestyle Open Mens Singles,7,Andrew Fagan | Steve Ramsey,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2000,2000_new_zealand,New Zealand Footbag Championships,Net Open Mens Singles,3,Kian Malone | Steve Blades,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2000,2000_philly,The 2nd Annual Philly Open Footbag Championships,Singles Net,1,Jeremy Walters | Mark Hunsburger | Steve Smith,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2000,2000_philly,The 2nd Annual Philly Open Footbag Championships,Singles Net,2,Amy Noller | Dan Kramer | Jason Langis,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2000,2000_philly,The 2nd Annual Philly Open Footbag Championships,Singles Net,3,Lovell McIlwain | Ray Adams | Vincent Bradley,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2000,2000_quebec_city,Quebec City Footbag Net Championships,Open Singles,5,Benjamin Rochon | Robert Lavigne | Stephane Comeau | Éric Côté,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2000,2000_quebec_city,Quebec City Footbag Net Championships,Open Singles,11,Jean | Philippe Larose,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2000,2000_quebec_city,Quebec City Footbag Net Championships,Open Singles,13,Alexandre Bélanger | Jonathan Tremblay | Natasha Mercure | Philippe Lessard,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2000,2000_worlds_vancouver,WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Singles Freestyle,3,Matt Emmings (Pender Is / BC -Canada) | Matt Emmings,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2000,2000_worlds_vancouver,WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Singles Freestyle,15,"Brian Pihl | Brian Pihl (Chicago,IL / USA)",singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2000,2000_worlds_vancouver,WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Singles Net,10,Jeremy Kumbruch (Victoria / BC -Canada) | Bill Paris | Bill Paris (Seattle / WA -USA) | Jim Pomey (Cary / IL -USA) | Jeremy Kumbruch | Jim Pomey,singles_tie_group,tie_size=9 tie_class=large_group
INFO,2000,2000_worlds_vancouver,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Net,23,Jody Rusnak | Thomas Loria,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2000,2000_worlds_vancouver,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Net,35,Chris Eddicott | Patrick Quinn,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2000,2000_worlds_vancouver,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Net,42,Greg Durrett | Jeff Bowling | Olli Savoilainen,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2000,2000_worlds_vancouver,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Net,47,Chris James | Jim Cobb,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2000,2000_worlds_vancouver,WORLD FOOTBAG CHAMPIONSHIPS,Women's Singles Net,5,Marilyn Demuy | Maude Laudreville,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2000,2000_worlds_vancouver,WORLD FOOTBAG CHAMPIONSHIPS,Women's Singles Net,7,Kelly Kelley | Pauline Bechtel,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_3_me_de,3ème Open de France de Footbag,Men's Singles,9,Christophe Gobbart | Olivier Gonelle,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_lhivernal_windchill,L'Hivernal (The Windchill) Footbag Tournament,Intermediate Singles Net,3,Joel Dion | Fabien Eggena,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_lhivernal_windchill,L'Hivernal (The Windchill) Footbag Tournament,Open Singles Net,7,Renaud Fanoni | Mario Vaillancourt,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_lhivernal_windchill,L'Hivernal (The Windchill) Footbag Tournament,Open Singles Net,13,Benjamin Rochon | Éric Côté,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_montreal,Montreal International Footbag Net Championships 2001,Open Singles,13,Benjamin Rochon | Patrick Keehan,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_montreal,Montreal International Footbag Net Championships 2001,Open Singles,19,Jean-Philippe Rochefort | Alexandre Bélanger | Natasha Mercure,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2001,2001_southern,2001 Southern Regional Footbag Championships,Open Singles Net,5,Eric Burgess | Jeff Wells,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_southern,2001 Southern Regional Footbag Championships,Open Singles Net,7,Ariel Santesteban | Lance Rapp,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_southern,2001 Southern Regional Footbag Championships,Open Singles Net,9,Dallas Wiard | Matt Strong,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_vancouver,Vancouver Open Footbag Tournament,Open Singles,8,Jon Hayduk (Vancouver / BC) or | Jon Hayduk,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2001,2001_vancouver,Vancouver Open Footbag Tournament,Open Singles,12,Maude Landreville (Vancouver / BC) or | Maude Laudreville,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2001,2001_vancouver,Vancouver Open Footbag Tournament,Open Singles,13,Ben Cochrane (Edmonton / AB) or | Ben Cochrane,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2001,2001_westregion,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,9,Alex Zerbe | Avery McCombs,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_westregion,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,11,Bryan Fournier / (Scores not comparable to finals pool above.) | Brian Fournier | Forest Schrodt,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Singles Freestyle,13,Brian Pihl | Chris Thomas Wollick | Jim Moreau | Theodore Fritsch,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Singles Freestyle,17,Jake Milofsky | Mathias John Edawrds | Nick Szwarc,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Singles Net,7,Jeremy Kumbruch | Tim Livson,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Singles Net,11,Ariel Santesteban | Leanne Makcrow | Ole Schnack,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,11,Alex Zerbe | Sunil Jani,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,13,Chad Devlahovich | Toby Robinson,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,15,Juho Vesa | Sebastien Duchesne,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,17,Jere Vainikka | Richie Abshire,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,19,Gordon Bevier | Jan Zimmermann,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,21,Alexander Faber | Dylan Fry | Ilkka Malin | Jere Linnanen | Tu Vu,singles_tie_group,tie_size=5 tie_class=large_group
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,26,Adam Keith | Gary Lautt | Jeff Lopes | Jon Nagela,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Net,30,Jesse Fryckman | Tim Tucker,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Net,32,Greg Nice Neumann | Kern McNutt | Nick Jaros | Steve Goldberg,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2001,2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,Women's Singles Net,9,Darlene House | Leanne Makcrow,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2002,2002_footbagjam_frankfurt,3. Frankfurt Footbag Open,Singles Net Open,9,Frank / Marcellus,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2002,2002_quebec_city,Quebec City Footbag Net Championships 2002,Open Singles,5,Alexis Deschenes | Chris Seibert,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2002,2002_quebec_city,Quebec City Footbag Net Championships 2002,Open Singles,9,Alexandre Bélanger | Benjamin Rochon,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2002,2002_quebec_city,Quebec City Footbag Net Championships 2002,Open Singles,15,Jean | Olivier Tronchon,singles_tie_group,tie_size=2 tie_class=small_tie
HIGH,2002,2002_worlds_san_francisco,23rd Annual WORLD FOOTBAG CHAMPIONSHIPS,Open Mixed Doubles Net,8,Emmanuel Bouchard (Canada),doubles_only_one_player,Only one player found in doubles placement group
HIGH,2002,2002_worlds_san_francisco,23rd Annual WORLD FOOTBAG CHAMPIONSHIPS,Women's Doubles Net,3,Genevičve Bousquet (Canada),doubles_only_one_player,Only one player found in doubles placement group
HIGH,2002,2002_worlds_san_francisco,23rd Annual WORLD FOOTBAG CHAMPIONSHIPS,Women's Doubles Net,6,Merry McCown (USA),doubles_only_one_player,Only one player found in doubles placement group
INFO,2003,2003_eastregion,2003 East Coast Championships - The BIG 2-0,Open Singles,13,Genevičve Bousquet | Marilyn Demuy,singles_tie_group,tie_size=2 tie_class=small_tie
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Intermediate Singles Freestyle 33 Player,9,Antek Szczeniowski | Daniel Neufeld | Jakob Mai | Martin Sladek,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Intermediate Singles Freestyle 33 Player,13,Matthew Baker | Nico Mosca | Petr Cerveny | Piotr Abramowicz,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Intermediate Singles Freestyle 33 Player,17,Joseph Crain | Robert Walter | Tobias Larsen | Viktor Kirchner,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Intermediate Singles Freestyle 33 Player,21,David Kaufmann | Jochen Bauer | Michael Nielson | Rico Böhme,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Intermediate Singles Freestyle 33 Player,26,Bernd Peters | Bernhard Leiner | Michal Sauren | Torben Hansen | Virak Oum,singles_tie_group,tie_size=5 tie_class=large_group
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Intermediate Singles Freestyle 33 Player,31,Alex Shocki | Pascal Weidemann | Rune Lau Petersen,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Open Singles Freestyle 38 Player,9,Felix Zenger | Jan Zimmermann | Tuukka Antikainen | Yves Kreil,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Open Singles Freestyle 38 Player,13,Ondrej Skrabal | Samuel Hufschmidt | Vesa Ruuskaanen,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Open Singles Freestyle 38 Player,17,Jan Struz | Kahu Weber | Matthias Lino Schmidt | Pavel Cerveny,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Open Singles Freestyle 38 Player,21,Dylan Fry | Fred Touzelet | Paul Cronjaeger | Stefan Siegert | Tomas Laboutka,singles_tie_group,tie_size=5 tie_class=large_group
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Open Singles Freestyle 38 Player,26,Alex Michelewski | Chris Dubois | Damian Budzik | Jakob Wagner | Mads Neuhard,singles_tie_group,tie_size=5 tie_class=large_group
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Open Singles Freestyle 38 Player,31,Ali Djastranj | Grischa Tellenbach | Jendrik Schroeder | Mads Hole | Tomas Tyrpekl,singles_tie_group,tie_size=5 tie_class=large_group
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Open Singles Freestyle 38 Player,36,Chris Reyer | Sevi Fischer | Vlad Eskenasy,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Open Singles Freestyle Women 15 Player,10,Johanna Nigisch | Milli Rumpf | Verena Lenneis,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2003,2003_eurochamp_frankfurt,European Footbag Championships 2003,Open Singles Freestyle Women 15 Player,13,Corina Giger | Nora Locher | Rikke Villadsen,singles_tie_group,tie_size=3 tie_class=small_tie
INFO,2003,2003_footbagjam_frankfurt,4. Frankfurt Footbag Open,Singles Net Open,5,Aleksandar Dojci | Christian Löw | Hannés Daniel | Sam Maleki,singles_tie_group,tie_size=4 tie_class=large_group
INFO,2003,2003_footbagjam_frankfurt,4. Frankfurt Footbag Open,Singles Net Open,9,Eurik Lindner | Faris Barakat | Markus Kapszak | Markus Portenkirchner | Max Gerhardt | Max Koendgen | Michael Müller | Phillip Schaefer | Tammo Rockel | Uli Haase | Yannik Rockel | Yassin Khateeb,singles_tie_group,tie_size=12 tie_class=large_group
INFO,2003,2003_montreal,2003 Montreal International Footbag Championships,Open Singles Net,3,Chris Seibert | John Leys,singles_tie_group,tie_size=2 tie_class=small_tie
