event_id,year,Tournament Name,Date,Location,Event Type,Host Club,placements_count,results_lines,event_source
1142360459,2006,3rd Annual JFK Net Battle,"May 19-20, 2006","Jyväskylä, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",26,31,
1143027870,2006,Commalamaison Contest 2,"March 25, 2006","Paris, France",net,Rien N'est Hacky - RNH Footbag,16,19,
1143155263,2006,U. S. Open Footbag Championships,"August 11-13, 2006","Park Portland, Oregon, United States",mixed,Sole Purpose,72,111,
1143172220,2006,2006 Jersey Spike & Shred,"May 27-29, 2006","Somerville, New Jersey, United States",mixed,Ministry of Silly Walks,43,73,
1143195910,2006,Hack Ski Sack,"April 1-8, 2006","Savoie, France",net,Rien N'est Hacky - RNH Footbag,7,10,
1146356760,2006,1st Annual North Alabama Footbag Competition,"July 22, 2006","Athens, Alabama, United States",mixed,,5,18,
1146789209,2006,East Coast Footbag Championships 2006,"June 10-11, 2006","College Park, Maryland, United States",mixed,D.C. All-Stars,10,20,
1146843672,2006,Montreal Spring Jam,"June 3-4, 2006","Quebec, Canada",freestyle,,9,13,
1148241486,2006,2006 Steel City Shred Off,"June 24-25, 2006","Blvd.) Pittsburgh, Pennsylvania, United States",freestyle,Steel City Freestyle,20,34,
1148374547,2006,Championnats de France 2006,"July 1-2, 2006","Carnon, France",mixed,Icarus Footbag,41,58,
1149763452,2006,8e OPEN de France de Footbag,"November 10-12, 2006","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,144,181,
1149881200,2006,Funtastik Summer Classic Tournament and Festival,"September 2-4, 2006","Harrisburg, Pennsylvania, United States",mixed,,39,68,
1153345992,2006,"""KC"" Memorial Footbag Tournament","September 9, 2006","Park Memphis, Tennessee, United States",net,Memphis Footworks,9,12,
1154685554,2007,9th Annual IFPA European Footbag Championships,"July 19-22, 2007","Vienna, Austria",freestyle,Footbag-Vienna,43,56,
1155788760,2006,2006 Southeast Regionals,"October 14-15, 2006","Murfreesboro, Tennessee, United States",mixed,Nashville Kicks,14,24,
1156283186,2006,The Hackrifice Open 2006,"September 30-October 1, 2006","Manitoba, Canada",mixed,Hackrifice,15,30,
1157398732,2006,Danish Footbag Championships 2006,"September 30-October 1, 2006","Copenhagen, Denmark",freestyle,FootbagDenmark,26,38,
1157942368,2006,New Year's Jam 2006,"December 28-30, 2006","Place Chicago, Illinois, United States",freestyle,MIDWEST FOOTBAG ASSOCIATION,17,33,
1158263300,2006,Zocha Jam 2006,"December 2-3, 2006","Wroclaw, Poland",mixed,PSF Polish Footbag Association,53,74,
1160579826,2006,CommALaMaison Contest 3,"October 21-22, 2006","Paris, France",net,Rien N'est Hacky - RNH Footbag,9,31,
1161167528,2006,German Footbag Championships 2006,"December 16-17, 2006","Berlin, Germany",mixed,FC Footstar Berlin e.V.,26,49,
1161871029,2006,Finnish Footbag Championships 2006,"December 8-10, 2006","Naantali, Finland",freestyle,Footcraft,60,77,
1161888703,2006,Cornell Footbag Jam,"November 10-12, 2006","NY, US",freestyle,,12,17,
1163624128,2006,Moonin' & Noonin' Beaver Open Post Turkey Day Blues Footbag Golf!,"November 25, 2006","West Linn, Oregon, United States",golf,NPR,1,4,
1163784775,2007,2007 IFPA WORLD FOOTBAG CHAMPIONSHIPS,"August 11-18, 2007","Buena Vista, Florida, United States",worlds,,268,310,
1164034575,2006,Southeastern 4-Square Championship,"December 2, 2006","Center Chattanooga, Tennessee, United States",social,River City Footbag,4,7,
1164845982,2007,The Green Cup 2007 - Presented By Chaos,"May 26-28, 2007","San Francisco, California, United States",net,Chaos Footbag Club,35,47,
1166622628,2007,RNH Contest 2007,"January 20-21, 2007","Paris, France",freestyle,Rien N'est Hacky - RNH Footbag,18,25,
1167422711,2007,'07 Southeastern Net Championships,"April 14-15, 2007","Park Memphis, Tennessee, United States",net,Memphis Footworks,7,10,
1168634226,2007,Todexon 8,"April 5-8, 2007","Prague, Czech Republic",freestyle,Czech Footbag Association,19,28,
1170456736,2007,"L'Hivernal 2007, The 2007 Windchill","March 31-April 1, 2007","QC, Canada",net,"Association Qu""b""coise de Footbag",30,41,
1172329753,2007,Shercle Session #3 - Estonian Footbag Camp,"February 24, 2007","Vinni, Harjumaa, Estonia",social,Tallinn Footbag Club,0,0,
1172562114,2007,Santa Cruz Soul Jam,"May 5-6, 2007","Santa Cruz, California, United States",net,Santa Cruz Footbag Club,11,14,
1172931308,2007,Montreal Spring Jam 2,"June 1-3, 2007","Quebec, Canada",freestyle,,15,27,
1173467292,2007,4th annual Montana Freestyle Jam,"April 28-29, 2007","Park Missoula, Montana, United States",freestyle,Missoula Footbag Alliance,28,40,
1173606489,2007,4th Annual JFK Net Battle,"May 26-27, 2007","Jyväskylä, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",29,35,
1176318174,2007,2007 U.S. Open Footbag Championships,"July 6-8, 2007","Park Portland, Oregon, United States",mixed,Sole Purpose,81,118,
1176650845,2007,3rd New Jersey Spike and Shred,"May 12-13, 2007","Budd Lake, New Jersey, United States",mixed,,26,38,
1176844933,2007,Texas Statewide Footbag Tournament 2007,"October 13-14, 2007","Lamar Austin, Texas, United States",net,Austin Style Footbag Club - Texas Footbag League,10,17,
1177512537,2007,Championnats de France de Footbag,"June 9-10, 2007","Carnon, France",mixed,Icarus Footbag,41,59,
1177615498,2007,8th Annual Turku Open,"July 7-8, 2007","Turku, Finland",net,Footcraft,31,38,
1179679872,2007,German Footbag Championships 2007,"June 29-30, 2007","Aachen, Germany",mixed,TSK Aachen e.V.,25,52,
1179874637,2007,2007 Montreal Footbag Championships,"July 21-22, 2007","QC, Canada",net,"Association Qu""b""coise de Footbag",16,25,
1180373807,2007,Finnish Footbag Championships 2007,"September 7-9, 2007","Jyväskylä, Finland",mixed,"Jyv""skyl""n Footbag-klubi, JFK",60,77,
1180496320,2007,20th Annual Vancouver Open Net Footbag Tournament,"July 28-29, 2007","BC, Canada",net,Kitsilano Footbag Association,14,25,
1181021804,2007,ShrEdmonton Freestyle Assembly 2007,"June 22-24, 2007","Alberta, Canada",freestyle,Edmonton Footbag Club,19,26,
1182542776,2007,Funtastik Summer Classic,"September 1-3, 2007","Harrisburg, Pennsylvania, United States",freestyle,,63,95,
1183654670,2007,1st South American IFPA Footbag Championships,"October 12-15, 2007","Antioquia, Colombia",freestyle,Footbag Medellin,24,33,
1183729267,2007,9e Open de France de Footbag,"November 1-4, 2007","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,153,185,
1185458086,2007,Footbagmania 3007 - Polish Footbag Championships,"August 24-26, 2007","Malopolska, Poland",mixed,Maniac Footbag Team,40,74,
1185556078,2007,Austrian Footbag Championships 2007,"September 7-9, 2007","Linz, Austria",mixed,gravityfighters Linz,41,60,
1186079315,2007,7th Swiss National Footbag Championship,"September 15-16, 2007","Aarau, Aargau, Switzerland",mixed,unBAGrenzt Aarau,0,0,
1188233129,2007,The 9th Hackrifice Open 2007,"September 29-30, 2007","Manitoba, Canada",mixed,Hackrifice,22,37,
1189345008,2007,5th Annual Wilanow Footbag Open 2007,"September 29-30, 2007","Warszawa, Poland",freestyle,,46,59,
1189467124,2008,Phoenix Open,"January 19-21, 2008","Park Phoenix, Arizona, United States",net,AIR-A-ZONA FOOTBAG NET CLUB,24,31,
1189535136,2007,3rd Annual Shred Idaho Jam,"September 14-16, 2007","Park Boise, Idaho, United States",freestyle,Northwest Footbag Alliance,11,18,
1189657133,2007,New Years Footbag Jam '07,"December 28-30, 2007","McCormick Place, Hall A Chicago, Illinois, USA",freestyle,MIDWEST FOOTBAG ASSOCIATION,0,10,
1189977929,2008,2008 Southern Regional Footbag Championships,"May 17, 2008","Park Houston, Texas, United States",net,Houston Skyliners Footbag Club,18,27,
1190256479,2007,1st Annual NYFA Freestyle Symposium,"November 10-11, 2007","New York, New York, United States",freestyle,New York Footbag Association,13,22,
1191627566,2007,Cornell Footbag Jam 2,"October 27-28, 2007","Room) Ithaca, New York, United States",freestyle,,5,12,
1192722292,2007,Russian Footbag Freestyle Jam,"October 27-28, 2007","Saint-Petersburg, Russia",freestyle,RFA (Russian Footbag Association),6,9,
1193783964,2008,U.S. Open Footbag Championships,"July 12-13, 2008","Portland Portland, Oregon, United States",mixed,Sole Purpose,97,138,
1194517448,2008,2008 IFPA WORLD FOOTBAG CHAMPIONSHIPS,"August 10-17, 2008","Prague, Czech Republic",worlds,Czech Footbag Association,202,225,
1195585401,2008,The 2008 Green Cup Presented by Chaos,"May 24-26, 2008","San Francisco, California, United States",net,Chaos Footbag Club,52,75,
1195677906,2008,FC Footstar's 10th anniversary,"January 12-13, 2008","Berlin, Germany",mixed,FC Footstar Berlin e.V.,1,13,
1195773772,2007,Zocha Jam 2007,"December 8-9, 2007","Wroclaw, Poland",mixed,PSF Polish Footbag Association,30,54,
1196344513,2008,Todexon 9,"March 15, 2008","Prague, Czech Republic",freestyle,Czech Footbag Association,23,30,
1199106237,2008,10th Annual IFPA European Footbag Championships,"July 3-6, 2008","Montpellier, France",mixed,Icarus Footbag,171,203,
1200325415,2008,Greater Rochester Area Shred Symposium 2008,"April 18-20, 2008","RIT Campus, Clark Gum (Building 3) Rochester, New York, USA",freestyle,The Rochester Footbag Association,0,36,
1200725314,2008,SoCali Jam 08,"February 15-18, 2008","San Diego, California, United States",social,,7,12,
1201396433,2008,Second Annual NYFA Freestyle Symposium,"July 25-27, 2008","New York, New York, United States",freestyle,New York Footbag Association,11,20,
1201811757,2008,Southeastern Net Championships,"April 5-6, 2008","Island Memphis, Tennessee, United States",net,Memphis Footworks,18,23,
1202118857,2008,JFK March Mayhem,"March 1-2, 2008","Jyväskylä, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",14,17,
1202444182,2008,Shred for Savvy,"March 22, 2008","Record Armory College Park, Maryland, USA",mixed,D.C. All-Stars,0,0,
1203102773,2008,The 2008 Windy City Cup,"June 13-15, 2008","Pier Chicago, Illinois, United States",net,Chicago Lake Coast Kickers,25,37,
1203604560,2008,CommALaMaison Contest 2008,"March 1, 2008","Paris, France",net,Rien N'est Hacky - RNH Footbag,17,21,
1204006435,2008,The 2008 Pro Kicker Windchill,"April 12-13, 2008","QC, Canada",net,"Association Qu""b""coise de Footbag",28,35,
1204009603,2008,The 2008 Pro Kicker Montreal Footbag Championships,"July 18-20, 2008","QC, Canada",net,"Association Qu""b""coise de Footbag",37,47,
1204904987,2008,RNH Contest 2008,"April 26-27, 2008","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,40,51,
1205552627,2008,5th Annual JFK Net Battle,"May 17-18, 2008","Jyvaskyla, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",32,40,
1206161350,2008,Montreal Spring Jam 3,"June 13-15, 2008","Qc, Canada",freestyle,,14,24,
1208064566,2008,The 10th Annual Hackrifice Open Footbag Championship,"September 19-21, 2008","Manitoba, Canada",freestyle,Hackrifice,9,14,
1208345952,2008,9th Annual Turku Open,"July 26-27, 2008","TURKU, Finland",net,Footcraft,40,48,
1208408135,2008,ShrEdmonton Freestyle Assembly 2008,"June 27-29, 2008","Alberta, Canada",freestyle,Edmonton Footbag Club,18,25,
1212406878,2008,French Footbag Championships 2008,"June 13-14, 2008","Marseille, France",mixed,Icarus Footbag,26,35,
1212769063,2008,24th Annual Midwest Regional Footbag Championships,"July 5-6, 2008","Pavillion Chicago, Illinois, United States",freestyle,MIDWEST FOOTBAG ASSOCIATION,6,14,
1216058526,2008,Funtastik Summer Classic Footbag Tournament,"August 30-September 1, 2008","Harrisburg, Pennsylvania, United States",mixed,,43,81,
1216742033,2008,The 2008 Second City Cup presented by CLCK,"September 20-21, 2008","Park Chicago, Illinois, United States",net,Chicago Lake Coast Kickers,11,16,
1216849705,2008,Texas Statewide Tournament 2008,"October 18-19, 2008","Park Austin, Texas, United States",mixed,Austin Style Footbag Club - Texas Footbag League,27,46,
1218721346,2008,Memphicago Kick Volley Challenge 1,"August 17, 2008","Park Salem, Illinois, United States",net,Memphis Footworks,2,11,
1219405634,2008,8th Annual Polish Footbag Championships 2008,"September 20-21, 2008","Warszawa, Poland",mixed,PSF Polish Footbag Association,97,121,
1220466807,2008,East Coast Footbag Championships,"September 27-28, 2008","Silver Spring, Maryland, United States",mixed,D.C. All-Stars,39,54,
1220519679,2008,Finnish Footbag Singles Net Championships,"December 5-6, 2008","Naantali, Finland",net,Footcraft,21,26,
1221506867,2008,JFK Fall Fury,"October 18, 2008","Jyväskylä, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",10,13,
1222687523,2008,10e Open de France de Footbag,"October 31-November 2, 2008","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,124,149,
1224962900,2008,Zocha Jam 2008,"December 6-7, 2008","Wroclaw, Poland",mixed,PSF Polish Footbag Association,47,74,
1225370942,2009,Frankfurt Footbag Open - *Bembel Cup 2009*,"July 11-12, 2009","Frankfurt, Germany",net,SG Frankfurt Footbag e.V.,25,32,
1226205667,2008,2nd IFPA South American Footbag Championships,"December 18-21, 2008","Táchira, Venezuela",freestyle,Footbag T?chira Venezuela,26,35,
1226378339,2009,Phoenix Open 2009,"January 17-19, 2009","Park Chandler, Arizona, United States",net,AIR-A-ZONA FOOTBAG NET CLUB,16,21,
1226549669,2009,"""The Mud Island Belt"" 2009 presented by Memphis Footworks","April 18-19, 2009","Island Memphis, Tennessee, United States",net,Memphis Footworks,25,30,
1226679678,2009,30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 19-26, 2009","Berlin, Germany",worlds,FC Footstar Berlin e.V.,227,272,
1226938152,2008,Finnish Footbag Championships,"December 20, 2008","Helsinki, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),28,37,
1228946926,2008,Czech Footbag Championships,"December 20, 2008","Praha-vychod, Czech Republic",freestyle,Czech Footbag Association,31,42,
1229435305,2009,2009 Windy City Cup presented by CLCK,"June 12-14, 2009","Pier Chicago, Illinois, United States",freestyle,Chicago Lake Coast Kickers,18,23,
1230850031,2009,"Montreal's 2009 First Single Net Footbag Championships, presented by AKIQ","January 17, 2009","Québec, Canada",net,Aki Qu?bec,18,23,
1231286017,2009,2009 U.S. Open Footbag Net Championships,"June 20-21, 2009","Park Portland, Oregon, United States",net,NPR,36,50,
1231432184,2009,Todexon 10,"March 27-29, 2009","Praha, Czech Republic",freestyle,Czech Footbag Association,33,43,
1232474501,2009,2009 Green Cup Presented by Chaos,"May 23-25, 2009","San Francisco, California, United States",net,Chaos Footbag Club,54,61,
1233299407,2009,2009 U.S. Open Freestyle Footbag Championships,"July 11-12, 2009","Facility Vancouver, Washington, United States",freestyle,Sole Purpose,32,53,
1233718528,2009,The 7th Australian National Footbag Championships,"April 17-19, 2009","NSW, Australia",freestyle,Sydney Freestyle,17,26,
1234761224,2009,Kick Volley 01,"March 21-22, 2009","QC, Canada",net,"Association Qu""b""coise de Footbag",11,16,
1235149093,2009,RNH Contest 2009,"April 18-19, 2009","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,97,114,
1235253768,2009,2009 Southern Regional Footbag Championships,"May 16-17, 2009","Park Houston, Texas, United States",mixed,Houston Skyliners Footbag Club,30,53,
1235504528,2009,JFK March Mayhem,"March 21-22, 2009","Jyväskylä, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",10,13,
1235653935,2009,11th Annual IFPA European Footbag Championships - Strzelin,"June 26-28, 2009","Strzelin, Poland",mixed,DST Footbag Club Strzelin,135,181,
1237771561,2009,IFPA's Montreal Open 09 : Footbag Freestyle,"June 12-14, 2009","Quebec, Canada",freestyle,,14,19,
1238728089,2009,2009 Winter Buce League,"May 3, 2009","NSW, Australia",social,,0,0,
1239056543,2009,"The AkiSphere 2009, presented by AKIQ (Montreal Net)","July 3-5, 2009","Québec, Canada",net,Aki Qu?bec,36,41,
1239721441,2009,End of Winter Jam,"April 18-19, 2009","Wroclaw/Strzelin, Poland",freestyle,PSF Polish Footbag Association,12,21,
1240469006,2009,Turku Open 2009,"July 4-5, 2009","TURKU, Finland",net,Footcraft,27,34,
1241011525,2009,2009 French Footbag Championships,"June 13-14, 2009","Nantes, France",mixed,,51,64,
1241031822,2009,Frisbee Footbag Fest,"May 9-11, 2009","Moscow, Russia",mixed,Footbag Empire,30,41,
1242210886,2009,JFK Net Battle,"May 23-24, 2009","Jyväskylä, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",24,29,
1244553505,2009,Helsinki Open 2009,"June 13-14, 2009","Helsinki, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),20,30,
1245199707,2009,22nd Annual Vancouver Open Footbag Tournament,"August 15-16, 2009","BC, Canada",golf,Kitsilano Footbag Association,26,35,
1245404642,2009,6# Swiss Footbag Open,"September 18-20, 2009","Vaud, Switzerland",freestyle,Les Pieds ? Gilles,23,30,
1245432804,2009,Austrian Footbag Championships 2009,"August 7-9, 2009","Neustadt, Austria",mixed,AUTsiders,31,53,
1245793403,2009,Funtastik Summer Classic,"September 5-7, 2009","Sts. Harrisburg, Pennsylvania, United States",mixed,,31,54,
1248033041,2009,Texas Statewide 2009,"October 24-25, 2009","Austin, Texas, United States",net,Austin Style Footbag Club - Texas Footbag League,24,35,
1248864536,2009,Polish Footbag Championships 2009,"August 21-23, 2009","Bia?ystok, Poland",mixed,Pasikonik BFT,52,81,
1250478677,2009,Montreal End-of-Summer Jam 1,"September 11-13, 2009","Quebec, Canada",freestyle,Aki Freestyle Montr?al,7,11,
1251952403,2009,X-PRO Cup (Copa X-PRO),"September 19-20, 2009","Capital, Venezuela",net,X-PRO,32,41,
1251990500,2009,6th Annual Wilanow Footbag Open 2009,"October 10-11, 2009","Mazowieckie, Poland",freestyle,WSF Warsaw Footbag Association,47,60,
1252110023,2009,2009 East-Coast Footbag Championships,"October 3-4, 2009","College Park, Maryland, United States",freestyle,D.C. All-Stars,46,60,
1252451527,2010,Funtastik Summer Classic,"September 4-6, 2010","Harrisburg, Pennsylvania, United States",mixed,,67,94,
1254662073,2010,FC Footstar Berlin 12th Birthday Jam,"January 16-17, 2010","Berlin, Germany",mixed,FC Footstar Berlin e.V.,18,27,
1254724022,2010,Phoenix Open 2010,"January 16-18, 2010","Chandler, Arizona, United States",social,AIR-A-ZONA FOOTBAG NET CLUB,0,0,
1254829577,2009,Finnish Footbag Championships,"December 11-13, 2009","Naantali, Finland",mixed,Footcraft,48,65,
1255269216,2009,25th Midwest Regionals Tournament & New Year's Jam,"December 27-28, 2009","Center Chicago, Illinois, United States",freestyle,MIDWEST FOOTBAG ASSOCIATION,13,22,
1255335697,2009,Prague Net Open,"November 20-22, 2009","Praha, Czech Republic",net,Czech Footbag Association,23,28,
1255957016,2009,Zocha Jam 2009,"December 5-6, 2009","Wroclaw, Poland",mixed,PSF Polish Footbag Association,53,78,
1256202918,2010,11e Open de France de Footbag,"February 26-28, 2010","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,136,158,
1257621700,2009,German Footbag Championships 2009,"December 5-6, 2009","Hamburg, Germany",mixed,Hamburg Footkings e.V.,38,59,
1258513500,2009,IFPA South American Championships,"December 17-21, 2009","Cundinamarca, Colombia",net,Fundaci?n Footbag Colombia - IFC,36,42,
1260368810,2010,Frankfurt Footbag 10th Anniversary Jam,"March 5-7, 2010","Frankfurt, Germany",net,SG Frankfurt Footbag e.V.,30,43,
1260517364,2009,Footbag Open Meeting,"December 12-13, 2009","Zagora, Bulgaria",mixed,Urban Komba,13,22,
1262288759,2010,2010 U.S. Open Footbag Net Championships,"June 26-27, 2010","Park Portland, Oregon, United States",net,NPR,50,65,
1262631137,2010,Urban Komba Footbag Open Footbag Jam,"January 30-31, 2010","Zagora, Bulgaria",mixed,Urban Komba,12,22,
1262691385,2010,Todexon 11,"March 19-21, 2010","Praha, Czech Republic",freestyle,Czech Footbag Association,14,21,
1263589392,2010,FB-Golf-Hamburg,"January 30, 2010","Hamburg, Germany",golf,Tu Wat,0,0,
1264098849,2010,2010 Mud Island Belt Presented by Memphis Footworks,"April 10-11, 2010","Park Memphis, Tennessee, United States",net,Memphis Footworks,30,35,
1265745512,2010,31st IFPA WORLD FOOTBAG CHAMPIONSHIPS,"August 1-7, 2010","Center Oakland, California, United States",worlds,,268,313,
1265850138,2010,U. S. Open Freestyle Footbag Championships,"July 24-25, 2010","Vancouver WA., WA., United States",freestyle,Sole Purpose,30,47,
1267199851,2010,WSF Mistrzostwa Pragi w Grze w Zoske,"May 1-2, 2010","Warszawa, Poland",mixed,WSF Warsaw Footbag Association,55,79,
1267469140,2010,Footcamp 2010,"April 1-3, 2010","Táchira, Venezuela",net,Footbag T?chira Venezuela,26,31,
1267718326,2010,3rd Annual Windy City Cup,"June 19-20, 2010","Pier Chicago, Illinois, United States",net,Chicago Lake Coast Kickers,22,27,
1267920908,2010,KICK VOLLEY 02,"April 17-18, 2010","QC, Canada",net,"Association Qu""b""coise de Footbag",9,12,
1267996189,2010,Footbag again in the Zara,"March 13-14, 2010","Zagora, Bulgaria",mixed,Urban Komba,12,22,
1268191383,2010,2010 Southern Regional Footbag Championships,"May 1-2, 2010","Downtown Houston, Texas, United States",mixed,Houston Skyliners Footbag Club,12,27,
1268338685,2010,II Spanish OPEN,"May 1-2, 2010","Rivas-Vaciamadrid, Madrid, Spain",mixed,Madrid Footbag Club,0,0,
1268407783,2010,2010 East Coast Footbag Championships,"May 22-23, 2010","College Park, Maryland, United States",net,D.C. All-Stars,44,51,
1268445253,2010,2010 Green Cup Presented by Chaos,"July 24-28, 2010","Lake Tahoe, California, United States",net,Chaos Footbag Club,1,48,
1269111845,2010,"The King of the Hill 2010, presented by Aki Qu?bec","May 29-30, 2010","Québec, Canada",net,Aki Qu?bec,24,27,
1269266785,2010,12th Annual IFPA European Footbag Championships - Brussels,"June 25-27, 2010","Ixelles, Belgium",mixed,Brussels Footbag Club,193,225,
1269860787,2010,March Mayhem 2010,"March 27-28, 2010","Jyväskylä, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",7,10,
1270518636,2010,Texas State Footbag Championships 2010,"October 16-17, 2010","Austin, Texas, United States",golf,Austin Style Footbag Club - Texas Footbag League,14,21,
1270631935,2010,RNH Contest 2010,"June 5-6, 2010","Paris, France",net,Rien N'est Hacky - RNH Footbag,50,56,
1271270281,2010,*Bembel Cup 2010*,"August 28-29, 2010","Meer, Germany",net,SG Frankfurt Footbag e.V.,19,22,
1271275118,2010,Turku Open 2010,"July 17-18, 2010","TURKU, Finland",net,Footcraft,10,15,
1272817638,2010,"The AkiSphere 2010, presented by AKIQ","July 2-4, 2010","Québec, Canada",net,Aki Qu?bec,32,37,
1273248665,2010,4th Annual NYFA Freestyle and Net Symposium,"May 29-31, 2010","New York, New York, United States",mixed,New York Footbag Association,38,59,
1277805979,2010,French Footbag Championships 2010,"July 3-4, 2010","Montpellier, France",mixed,Icarus Footbag,30,42,
1278603677,2010,10th Annual Polish Footbag Championships 2010,"August 6-8, 2010","Silesia, Poland",freestyle,WSF Warsaw Footbag Association,56,71,
1280002674,2010,Finnish Footbag Championships,"September 17-19, 2010","Jyväskylä, Finland",mixed,"Jyv""skyl""n Footbag-klubi, JFK",32,45,
1280907422,2010,10th Swiss Footbag Championships,"September 11-12, 2010","Luzern, Switzerland",mixed,Swirl Pool,24,38,
1282224512,2010,12th Annual German Footbag Championships,"November 13-14, 2010","Berlin, Germany",mixed,FC Footstar Berlin e.V.,93,117,
1282647603,2010,Net Orange Jam II (Net D?em),"September 4-5, 2010","Cracow, Poland",net,Maniac Footbag Team,11,14,
1282912320,2010,7th Annual Wilanow Footbag Open 2010,"October 9-10, 2010","Warszawa, Poland",mixed,WSF Warsaw Footbag Association,42,63,
1284182261,2010,1era COPA VENEZUELA,"September 18-19, 2010","Miranda, Venezuela",net,X-PRO,12,33,
1284588517,2010,Austrian Footbag Championships 2010,"December 10-12, 2010","Vienna, Austria",freestyle,Footbag-Vienna,30,39,
1285506605,2010,2010 NYJ/Midwest Regionals Footbag Championships,"December 18-20, 2010","Center Chicago, Illinois, United States",freestyle,MIDWEST FOOTBAG ASSOCIATION,17,26,
1285989828,2010,Footbag T?chira Cup (Copa Tachira),"October 23-24, 2010","Táchira, Venezuela",net,Footbag T?chira Venezuela,18,23,
1286381206,2010,2da. Copa X-PRO,"November 20-21, 2010","Capital, Venezuela",mixed,X-PRO,23,26,
1286381599,2010,4to Campeonato Suramericano de Footbag,"December 18-21, 2010","Capital, Venezuela",net,X-PRO,49,68,
1286644859,2010,Czech Footbag Championship 2010,"November 6, 2010","Králové, Czech Republic",mixed,,19,31,
1287439208,2010,Naantalin Seudun Mestaruuskilpailut,"December 11, 2010","Naantali, Finland",net,Footcraft,4,9,
1287703732,2011,Kick Volley 03,"March 26-27, 2011","QC, Canada",net,"Association Qu""b""coise de Footbag",8,11,
1288096032,2010,Zocha Jam 2010,"December 4-5, 2010","Wroclaw, Poland",mixed,PSF Polish Footbag Association,70,96,
1290861524,2011,Bembel Cup 2011: Gimbledon Championships,"July 23-24, 2011","Funkfurt, Germany",net,SG Frankfurt Footbag e.V.,22,37,
1293877677,2011,32nd IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 31-August 6, 2011","Helsinki, Finland",worlds,Suomen Footbag Liitto ry. (Finnish Footbag Association),379,430,
1293877917,2011,13th Annual IFPA European Footbag Championships,"July 8-10, 2011","Madrid, Spain",mixed,Madrid Footbag Club,109,183,
1293878155,2011,Todexon 12,"April 16, 2011","Prague, Czech Republic",freestyle,Czech Footbag Association,27,36,
1294262550,2011,12e Open de France de Footbag,"February 24-27, 2011","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,110,133,
1294779128,2011,2011 Mud Island Belt presented by Memphis Footworks,"April 9-10, 2011","Park Memphis, Tennessee, United States",net,Memphis Footworks,20,25,
1295120951,2011,2011 Green Cup Presented by Chaos,"May 28-30, 2011","Oakland, California, United States",mixed,Chaos Footbag Club,66,91,
1295262886,2011,2011 Prague Open,"February 19, 2011","Ko¹íøe, Czech Republic",net,Czech Footbag Association,10,15,
1295842442,2011,US OPEN Footbag Net Championships 2011,"June 25-26, 2011","Park Portland, Oregon, United States",net,NPR,52,67,
1297811412,2011,11th Annual Polish Footbag Championships 2011,"August 19-21, 2011","Plonsk, Poland",mixed,Footbayerzy Footbag Club Nowe Miasto,157,185,
1297909685,2011,2da Copa Ciencias,"March 12-13, 2011","Caracas, Venezuela",net,X-PRO,37,48,
1298063977,2011,April Assault!,"April 2, 2011","Jyväskylä, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",11,14,
1298627369,2011,13th Annual German Footbag Championships,"October 21-23, 2011","Kiel, Germany",mixed,Nordlicht Footbag Club e.V.,93,115,
1299019355,2011,10 years Pieds ? Gilles - 7th Swiss Footbag Open,"August 26-28, 2011","Vaud, Switzerland",net,Les Pieds ? Gilles,18,48,
1299532552,2011,4th Annual Windy City Cup Footbag Net Championships,"June 17-19, 2011","Pier Chicago, Illinois, United States",net,Chicago Lake Coast Kickers,35,44,
1300316952,2011,Paris Net Battle 2011,"April 16-17, 2011","Paris, France",net,Rien N'est Hacky - RNH Footbag,28,33,
1301104070,2011,Footcamp 2011,"April 22-24, 2011","Táchira, Venezuela",net,Footbag T?chira Venezuela,11,14,
1301243982,2011,Aachen Outdoor Open - The Rally Cup,"June 11-12, 2011","Nrw, Germany",net,TSK Aachen e.V.,19,24,
1301675662,2011,2da Copa Venezuela,"June 24-26, 2011","Caracas, Venezuela",net,X-PRO,45,56,
1301837216,2011,"The King of the Hill 2011, presented by Aki Qu?bec","August 27-28, 2011","Québec, Canada",net,Aki Qu?bec,12,16,
1301837824,2011,"The AkiSphere 2011, presented by AKIQ","July 1-3, 2011","Québec, Canada",net,Aki Qu?bec,21,28,
