event_id,year,Tournament Name,Date,Location,Event Type,Host Club,placements_count,results_lines,event_source
913061034,1999,Finnish Freestyle Festival '99,"March 13, 1999","Helsinki, Finland",freestyle,,18,25,
915561090,1999,WORLD FOOTBAG CHAMPIONSHIPS,"July 12-18, 1999","Tournament Chicago, Illinois, United States",worlds,,42,46,
916193231,1999,1999 Montreal International Footbag Championship,"July 2-4, 1999","Quebec, Canada",mixed,"Association Qu""b""coise de Footbag",24,42,
916977484,1999,State Games of Oregon Footbag Tournament,"May 15-16, 1999","Field Eugene, Oregon, United States",net,,21,38,
917278465,1999,EUROPEAN FOOTBAG OPEN,"June 19-20, 1999","Berlin, Germany",mixed,,34,53,
917741782,1999,2nd Annual Illini Footbag Festival,"April 10-11, 1999","Stadium) Champaign, Illinois, United States",mixed,,18,33,
919703711,1999,13th Annual Vancouver Open Footbag Net Tournament,"August 21-22, 1999","B.C., Canada",net,,57,78,
919885513,1999,Montreal Windchill (l'HIVERNAL),"April 10-11, 1999","Quebec, Canada",net,,14,23,
920579000,1999,East Coast Footbag Championships,"May 8-9, 1999","College Park, Maryland, United States",mixed,,24,43,
924977661,1999,16th Annual Emerald City Open,"June 12-13, 1999","Park Seattle, Washington, United States",net,,40,67,
929217368,1999,14th Annual Funtastik Summer Classic,"September 4-6, 1999","Island Harrisburg, Pennsylvania, United States",mixed,,41,68,
931840905,1999,1st Annual Montana Invitational,"September 18-19, 1999","Park Bigfork, Montana, United States",mixed,,54,87,
933099911,2000,4th Annual Air-A-Zona Footbag Net Tournament,"January 15-17, 2000","ASU Tempe, Arizona, United States",net,AIR-A-ZONA FOOTBAG NET CLUB,12,21,
933115858,2000,Colorado Shred Symposium,"February 19-21, 2000","Campus) Boulder, Colorado, United States",freestyle,,9,15,
933870505,1999,Finnish Footbag Open Championships 1999,"August 28-29, 1999","Helsinki, Finland",mixed,,42,57,
937727262,1999,California State Footbag Championships,"October 23-24, 1999","San Francisco, California, United States",mixed,,24,37,
937854594,1999,Turku Tournee 1999,"September 25, 1999","Turku, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),16,21,
941418343,2000,WORLD FOOTBAG CHAMPIONSHIPS,"August 14-20, 2000","BC, Canada",worlds,Kitsilano Footbag Association,226,299,
942013549,1999,German Footbag Freestyle Battle 99,"December 19, 1999","Berlin, Germany",freestyle,FC Footstar Berlin e.V.,7,11,
944242404,2000,Todexon Cup Freestyle Tournament,"February 5, 2000","Praha, Czech Republic",freestyle,Czech Footbag Association,8,11,
945548940,2000,U.S. Open Footbag Net Championships,"August 11-13, 2000","Park Portland, Oregon, United States",net,,12,19,
946940201,2000,East Coast Footbag Championships,"April 29-30, 2000","College Park, Maryland, United States",mixed,,18,43,
947026077,2000,The 2nd Annual Philly Open Footbag Championships,"March 25-26, 2000","YMCA Phoenixville, Pennsylvania, United States",mixed,,29,45,
947196813,2000,New Zealand Footbag Championships,"April 1-2, 2000","Wellington, New Zealand",net,,18,34,
948198763,2000,European Footbag Championships 2000,"July 14-16, 2000","Paris, France",mixed,,62,96,
948943299,2000,First Annual Arica Open,"February 3, 2000","Arica, Chile",net,,6,15,
949991621,2000,6th Annual Southern California Footbag Championships,"April 15-16, 2000","Hermosa Beach, California, United States",freestyle,OOPS,11,19,
952906680,2000,Montreal International Footbag Championships,"July 7-9, 2000","Quebec, Canada",freestyle,"Association Qu""b""coise de Footbag",38,72,
953918475,2000,Funtastik Summer Classic Footbag Tournament,"September 2-4, 2000","Pa. Harrisburg, Pennsylvania, United States",mixed,,39,67,
955745735,2000,4th Annual Kansas Footbag Open,"May 20-21, 2000","Side Wichita, Kansas, United States",mixed,,24,47,
955831740,2000,Turku Open 2000,"June 10-11, 2000","Turku, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),22,36,
957240514,2000,Emerald City Open,"June 24-25, 2000","Park Seattle, Washington, United States",net,,19,38,
957778745,2000,Footbag Meeting Bern,"June 17, 2000","Bern, Switzerland",mixed,Sole Rebels Z?rich,12,19,
959353403,2000,2000 Southeast Idaho Footbag Championships,"July 15, 2000","Pocatello, Idaho, United States",freestyle,Idaho State University Footbag Club,13,28,
961053916,2000,Footbag Oulu-Open 2000,"July 29-30, 2000","Oulu, Finland",mixed,,23,38,
961626997,2000,Quebec City Footbag Net Championships,"July 2-3, 2000","Quebec, Canada",net,,29,37,
967817818,2000,Texas State Footbag Championships,"November 11-12, 2000","Gate) Austin, Texas, United States",mixed,Austin Style Footbag Club - Texas Footbag League,48,85,
972427576,2001,L'Hivernal (The Windchill) Footbag Tournament,"February 10-11, 2001","Quebec, Canada",mixed,"Association Qu""b""coise de Footbag",53,76,
973573676,2001,2nd Annual New Zealand Footbag Championships,"January 6, 2001","Auckland, New Zealand",freestyle,The Auckland Freestyle Footbag Club (AFFC),9,23,
974683678,2001,COLORADO SHRED SYMPOSIUM 2,"February 25, 2001","Playhouse Boulder, Colorado, United States",freestyle,,14,29,
977260894,2001,Second Annual Arica Open,"January 10, 2001","Arica, Chile",net,,8,13,
978967004,2001,Southern California Footbag Championships,"April 28-29, 2001","Hermosa Beach, California, United States",mixed,OOPS,42,59,
979089216,2001,First Annual Eugene Freestyle Freekout!!!,"March 24-25, 2001","GRANGE Eugene, Oregon, United States",freestyle,,15,22,
979334083,2001,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,"May 26-28, 2001","Palo Alto, California, United States",mixed,Stanford University Footbag Club,87,137,
979816633,2001,1st Hungarian Footbag Cup,"February 3, 2001","Budapest, Hungary",net,FreeStall,10,21,
980253113,2001,Swiss Footbag Jam,"January 27-28, 2001","Zurich, Switzerland",freestyle,Sole Rebels Z?rich,0,0,
980502839,2001,European Footbag Championships,"July 19-22, 2001","Prague, Czech Republic",mixed,Czech Footbag Association,50,77,
980969461,2001,WORLD FOOTBAG CHAMPIONSHIPS,"August 6-12, 2001","Bay Area, California, United States",worlds,,202,252,
981129410,2001,East Coast Footbag Championships,"April 28-29, 2001","College Park, Maryland, United States",mixed,,53,86,
981560223,2001,Swiss Footbag Championships (FootJam),"May 26-27, 2001","Zurich, Switzerland",mixed,Sole Rebels Z?rich,33,136,
984694623,2001,1st Montreal Summer Freestyle Challenge,"July 20-22, 2001","Quebec, Canada",freestyle,,8,27,
984874006,2001,P.S.T. Obligatory Footbag Forum,"March 31-April 1, 2001","State College, Pennsylvania, United States",freestyle,,0,4,
987361779,2001,Cornerstone Festival 2001 Largest Footbag Circle World Record Attempt,"July 6, 2001","Cornerstone Farm Bushnell, Illinois, USA",freestyle,,0,0,
988325277,2001,Saskatchewan Footbag Championships,"August 18-19, 2001","Saskatchewan, Canada",freestyle,,9,12,
988434364,2001,2001 Southern Regional Footbag Championships,"May 19-20, 2001","Festival Richardson, Texas, United States",mixed,Dallas Footbag Club,56,87,
989875090,2001,Chicago Inner Circle Museum of Science and Industry Jam,"July 20-21, 2001","Chicago, Illinois, United States",freestyle,Chicago Inner Circle,10,20,
990512631,2001,3rd annual Turku International Open Championships 2001 Finland,"June 9, 2001","Turku, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),22,33,
990626988,2001,Polish Footbag Competition,"June 22, 2001","Wroclaw, Poland",freestyle,PSF Polish Footbag Association,1,10,
990905420,2001,Vancouver Open Footbag Tournament,"August 25-26, 2001","BC, Canada",golf,Kitsilano Footbag Association,31,59,
991285803,2001,Montreal International Footbag Net Championships 2001,"July 14-15, 2001","Quebec, Canada",net,"Association Qu""b""coise de Footbag",37,47,
991757909,2001,Funtastik Summer Classic Footbag Tournament,"September 1-3, 2001","Island Harrisburg, Pennsylvania, United States",mixed,,44,76,
992517335,2001,Keuruu Footbag Jam 2001,"June 16, 2001","Keuruu, Finland",freestyle,,24,33,
994186570,2001,Faith Footbag Forum,"July 14, 2001","Church Washington, Pennsylvania, United States",freestyle,,0,0,
996293200,2001,Australian Footbag Championships,"December 7-9, 2001","Wales, Australia",freestyle,,18,27,
996678489,2001,Vienna Footbag Festival,"August 19, 2001","Vienna, Austria",freestyle,Footbag-Vienna,0,17,
999985344,2001,Estonian Footbag Championships,"October 7, 2001","Harjumaa, Estonia",mixed,Tallinn Footbag Club,35,44,
1000071985,2001,2001 Frankfurt Footbag Open,"September 29, 2001","Hessen, Germany",freestyle,SG Frankfurt Footbag e.V.,2,7,
1001076203,2001,3?me Open de France de Footbag,"November 9-11, 2001","Hérault, France",net,,20,31,
1001076315,2001,5th Annual Finnish Footbag Championships,"September 28-30, 2001","Turku, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),24,54,
1001905008,2001,Fall Footbag Party,"October 20-21, 2001","Manassas, Virginia, United States",mixed,D.C. All-Stars,0,0,
1001942070,2001,Texas State Footbag Championships,"November 17-18, 2001","Field Austin, Texas, United States",mixed,Austin Style Footbag Club - Texas Footbag League,29,53,
1003802417,2001,II Torneo Hacky Sack,"November 9, 2001","Universidad de Sonora Enfrente de laboratorio de Qu?mica Edificio 5-N Hermosillo, Sonora, Mexico",net,,0,0,
1004370976,2001,Bootf?gers Shred,"November 10, 2001","Basel-Stadt, Switzerland",freestyle,Bootf?gers Basel,6,11,
1005667143,2001,Finnstyle Footbag JAM,"November 24, 2001","Helsinki, Finland",freestyle,,5,23,
1011291051,2002,Quebec City Footbag Net Championships 2002,"July 12-14, 2002","Quebec, Canada",net,,38,49,
1011324897,2002,PennStateTrio's O.F.F. 2,"March 2-3, 2002","State College, Pennsylvania, United States",freestyle,,12,21,
1011556608,2002,FOOTJAM meets 3BORDERSCUP,"June 1-2, 2002","Basel, Switzerland",mixed,Bootf?gers Basel,13,27,
1012638214,2002,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,"May 25-27, 2002","Palo Alto, California, United States",mixed,Stanford University Footbag Club,70,97,
1013283071,2002,23rd Annual WORLD FOOTBAG CHAMPIONSHIPS,"August 5-11, 2002","San Francisco, California, United States",worlds,,75,93,
1015198403,2002,Footbag Barbarian Training Camp,"June 22-23, 2002","Manassas, Virginia, United States",social,D.C. All-Stars,0,0,
1015303046,2002,S.L.O. Kickin's 1st annual footbag net tournament,"June 22, 2002","Luis Obispo, California, United States",net,,10,17,
1016457376,2002,Cinco de Mayo Footbag Fest,"May 5, 2002","Park Augusta, Georgia, United States",freestyle,,21,38,
1018812342,2002,Czech Footbag Championships,"August 31-September 1, 2002","Praha, Czech Republic",freestyle,Czech Footbag Association,33,51,
1018925821,2002,Tri-State Area Footbag Jam,"May 18, 2002","Portersville, Pennsylvania, United States",freestyle,,4,9,
1019193491,2002,Finnsta City Jam,"June 15-16, 2002","Helsinki, Finland",freestyle,Finnsta,16,22,
1021665982,2002,2002 East Coast Footbag Championships,"June 15-16, 2002","Laurel, Maryland, United States",freestyle,D.C. All-Stars,53,63,
1022992222,2002,Shred Zero Summer Open 2002,"July 5-7, 2002","Alberta, Canada",freestyle,,7,12,
1024091202,2002,III. Hungarian Footbag Festival,"July 13, 2002","Kiskunfelegyhaza, Hungary",freestyle,Sunshred Footbag Crew,14,23,
1025084282,2002,1st Queensland Footbag Challenge,"August 18, 2002","Queensland, Australia",freestyle,,5,14,
1027925383,2002,Finnish Footbag Championships 2002,"September 28-29, 2002","Helsinki, Finland",mixed,Finnsta,44,59,
1028218784,2002,2002 Texas State Footbag Championships,"October 19-20, 2002","Parkway Houston, Texas, United States",mixed,Houston Skyliners Footbag Club,53,84,
1028233308,2002,US Open Freestyle Championships,"December 27-29, 2002","Place Chicago, Illinois, United States",freestyle,MIDWEST FOOTBAG ASSOCIATION,30,48,
1028800969,2002,3. Frankfurt Footbag Open,"August 24-25, 2002","Hessen, Germany",mixed,SG Frankfurt Footbag e.V.,18,32,
1029347412,2002,Woodstower: French Opening,"September 7-8, 2002","Lyon, France",freestyle,,1,7,
1030830356,2002,4e Open de France de Footbag,"November 9-11, 2002","Montpellier, France",mixed,Icarus Footbag,50,75,
1031334528,2003,Funtastik Summer Classic Footbag Tournament,"August 30-September 1, 2003","Island Harrisburg, Pennsylvania, United States",mixed,,50,79,
1032472601,2003,The 3rd Annual Chilly Philly Freestyle Jam,"January 4-5, 2003","Hotel Philadelphia, Pennsylvania, United States",freestyle,Philly Footworks,13,20,
1032602594,2002,Victorian Footbag Championships,"October 5, 2002","Victoria, Australia",freestyle,,3,11,
1034212755,2002,Fall Footbag Party 2002,"October 26-27, 2002","Ocean City, Maryland, United States",mixed,D.C. All-Stars,0,0,
1034985978,2003,2003 Canadian Open Footbag Championships,"July 19-20, 2003","BC, Canada",mixed,Canadian Footbag Alliance,16,36,
1035042753,2002,SwissJam No. 6 1/2 (Bootf?gers Shred #2),"October 26, 2002","Hochwald, Switzerland",mixed,Bootf?gers Basel,0,0,
1035277529,2003,24th Annual WORLD FOOTBAG CHAMPIONSHIPS,"July 28-August 3, 2003","Prague, Czech Republic",worlds,Czech Footbag Association,180,210,
1035817350,2002,New South Wales Footbag Championships,"December 7, 2002","Wales, Australia",freestyle,,5,9,
1036298726,2003,Colorado Shred Symposium 4,"March 1-2, 2003","Fort Collins, Colorado, United States",freestyle,,46,60,
1036653244,2003,2003 Shred Zero Summer Open,"June 28-29, 2003","Alberta, Canada",freestyle,,9,14,
1038895913,2003,Seapa NZ Freestyle Footbag Championships,"February 21-23, 2003","Wellington, New Zealand",freestyle,,27,42,
1039550946,2003,2003 Montreal International Footbag Championships,"July 11-13, 2003","Quebec, Canada",net,"Association Qu""b""coise de Footbag",13,28,
1041241196,2003,MECCA Footbag Cup,"February 28-March 1, 2003","Gy?r, Hungary",freestyle,Sunshred Footbag Crew,6,16,
1042821772,2003,European Footbag Championships 2003,"July 18-20, 2003","Hessen, Germany",mixed,SG Frankfurt Footbag e.V.,117,140,
1043096425,1985,East Coast Championships - 3rd Annual - 1985,"September 14-15, 1985","Long Branch, New Jersey, United States",mixed,,27,52,
1043370312,2003,4th Annual UCSF Footbag Jam,"March 29-30, 2003","Milberry Conference Center, UCSF San Francisco, California, USA",mixed,,0,0,
1043430155,2002,Tri-State Area Footbag Jam,"May 18, 2002","Portersville, Pennsylvania, United States",freestyle,,4,9,
1044624680,2003,2003 Southeastern Regional Championships,"April 26, 2003","Park Augusta, Georgia, United States",freestyle,,22,34,
1044952105,2003,"L'Hivernal, The Windchill","March 15, 2003","QC, Canada",net,"Association Qu""b""coise de Footbag",7,13,
1045628278,2003,Montreal Footbag Challenge 2003,"May 31, 2003","Quebec, Canada",freestyle,,11,21,
1046985067,2003,2003 Steel City Footbag Open,"May 16-18, 2003","Festival Ambridge, Pennsylvania, United States",freestyle,,8,15,
1049457912,2003,2003 East Coast Championships - The BIG 2-0,"June 28-29, 2003","Laurel, Maryland, United States",freestyle,D.C. All-Stars,80,100,
1050067583,2003,Turku Open,"June 6-7, 2003","Turku, Finland",freestyle,Footcraft,11,20,
1050140930,2003,German Footbag Open 2003,"July 4-5, 2003","Zeil, Germany",mixed,FC Footstar Berlin e.V.,29,47,
1050745947,2003,RNH Contest 2003,"May 10-11, 2003","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,23,39,
1052775366,2003,Danish Footbag Open 03,"August 29-31, 2003","Copenhagen, Denmark",mixed,FootbagDenmark,29,50,
1054616435,2003,1st Annual Eugene Freestyle Festival,"October 18-19, 2003","Eugene, Oregon, United States",freestyle,,0,0,
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,"September 30, 1986","Long Branch, New Jersey, United States",mixed,,32,62,
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,"August 31, 1990","Park Beachwood, New Jersey, United States",mixed,,33,62,
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,"October 5-6, 1991","Beachwood, NK, United States",mixed,,35,67,
1057773472,2003,23rd Annual Moonin' & Noonin' Beaver Open,"August 30-September 1, 2003","Near Salem, Oregon, United States",mixed,,3,10,
1058378281,2003,Texas State Footbag Championships,"October 18-19, 2003","Fields Austin, Texas, United States",mixed,Austin Style Footbag Club - Texas Footbag League,49,90,
1058877971,2003,"""Kick Til You're Sick"" Fall Freestyle Fest","October 17-18, 2003","Club Newtown, Pennsylvania, United States",freestyle,Philly Footworks,12,19,
1059060870,2003,Footbag Hall of Fame East/West Celebration,"August 30, 2003","Salem, OR / Harrisburg, PA, USA",social,,0,0,
1061212821,2003,19th Annual Midwest Regional Championships and Exhibition,"December 27-29, 2003","Chicago Chicago, Illinois, United States",freestyle,MIDWEST FOOTBAG ASSOCIATION,24,46,
1061453080,2003,Australian East Coast Regionals,"September 27-28, 2003","Victoria, Australia",freestyle,,22,40,
1061921260,2003,Pre Season Footbag Golf Open,"August 26, 2003","Paris, France",golf,Rien N'est Hacky - RNH Footbag,0,0,
1063109533,2003,2003 Philly Area Oktoberfest Freestyle Jam,"September 21, 2003","Butler Avenue and Spring Garden Street Ambler, Pennsylvania, USA",freestyle,Philly Footworks,0,0,
1063788560,2003,Finnish Footbag Championships 2003,"September 19-21, 2003","Turku, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),40,57,
1064245646,2003,Swissjam,"November 29, 2003","Regina Mundi Fribourg, Switzerland",social,,0,0,
1064330873,2003,4. Frankfurt Footbag Open,"September 27-28, 2003","Hessen, Germany",net,SG Frankfurt Footbag e.V.,34,41,
1064849293,2003,1st French Footbag Championships,"November 8-11, 2003","Montpellier, France",mixed,Icarus Footbag,56,80,
1065478531,2004,The Windchill -- L'Hivernal de Footbag 2004,"March 13, 2004","QC, Canada",net,"Association Qu""b""coise de Footbag",12,15,
1068406344,2004,2nd Annual MECCA Footbag Cup,"February 28-29, 2004","Gy?r, Hungary",freestyle,Sunshred Footbag Crew,13,20,
1069415266,2003,"Party Golf @ ""Salon de l'Education""","November 21-23, 2003","Paris, France",golf,Rien N'est Hacky - RNH Footbag,0,0,
1069791565,2004,5th Annual Open de France,"January 24-25, 2004","Lyon, France",mixed,,21,40,
1069929277,2004,25th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 26-August 1, 2004","Quebec, Canada",worlds,"Association Qu""b""coise de Footbag",240,277,
1070400528,2003,West Coast Xmas Shred,"December 28, 2003","Milberry Union, UCSF Campus, Paranassus San Francisco, California, USA",freestyle,,0,0,
1070734498,2004,TODEXON 5,"March 20, 2004","Praha, Czech Republic",freestyle,Czech Footbag Association,20,30,
1070954568,2004,5th Annual Colorado Shred Symposium,"February 28-29, 2004","Center Denver, Colorado, United States",freestyle,,51,65,
1071060801,2004,Aachen Indoor Open 2004,"February 7-8, 2004","Aachen, Germany",net,TSK Aachen e.V.,8,13,
1074511718,2004,Swiat Zoski,"March 5-6, 2004","Wroclaw, Poland",mixed,PSF Polish Footbag Association,12,27,
1075781798,2004,Funtastik Summer Classic Footbag Tournament,"September 4-6, 2004","Island Harrisburg, Pennsylvania, United States",mixed,,43,75,
1076876907,2004,Russian Open Footbag Series/ Stage 1,"March 19-21, 2004","Saint-Petersburg, Russia",freestyle,,7,15,
1076952530,2004,SOUF 2004 Southeastern Regional Footbag Championships,"May 8, 2004","Church Atlanta, Georgia, United States",freestyle,,7,10,
1077766197,2004,2004 New Paltz Footbag Jam,"April 24-25, 2004","New Paltz, New York, United States",mixed,,3,10,
1079024287,2004,Shercle Session #1,"April 24, 2004","Harjumaa, Estonia",freestyle,Tallinn Footbag Club,6,13,
1079444598,2004,German Footbag Open 2004,"June 10-12, 2004","Frankfurt, Germany",mixed,SG Frankfurt Footbag e.V.,28,58,
1079605499,2004,6th Annual IFPA European Footbag Championships,"July 15-18, 2004","Copenhagen, Denmark",mixed,FootbagDenmark,68,94,
1079664495,2004,May Day '04,"May 1-2, 2004","BC, Canada",social,Victoria Footbag,0,0,
1080138513,2004,RNH Contest 2004,"April 24-25, 2004","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,43,65,
1080757998,2004,Space City Freestyle Jam 2004,"May 1-2, 2004","Festival Houston, Texas, United States",freestyle,Houston Skyliners Footbag Club,17,28,
1080896073,2004,Turku Open 2004,"June 11-12, 2004","TURKU, Finland",net,Footcraft,11,14,
1081766954,2004,Russian Open Footbag Series/ Stage 2,"May 8, 2004","Moscow, Russia",mixed,FOOTFORCE Moscow,7,18,
1083699966,2004,JFK Net Battle,"May 16, 2004","Jyväskylä, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",10,13,
1089373321,2004,6e Open de France de Footbag,"November 11-14, 2004","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,95,127,
1090437706,2004,Zocha Jam 2004,"October 22-23, 2004","Wroclaw, Poland",mixed,PSF Polish Footbag Association,54,75,
1090569022,2004,Montpellier Sunny Jam Open,"September 4-5, 2004","Montpellier, France",net,Icarus Footbag,24,29,
1091802943,2004,2004 Texas State Footbag Championships,"November 13, 2004","Austin, Texas, United States",freestyle,,0,0,
1092044099,2004,Russian Open Footbag Series/ Stage 4,"August 27-29, 2004","Moscow, Russia",mixed,FOOTFORCE Moscow,6,15,
1092073845,2004,Czech Championships 2004,"September 4-5, 2004","Prague, Czech Republic",mixed,Czech Footbag Association,41,68,
1093115479,2004,2nd Annual SoCal Labor Day Jam,"September 5, 2004","Harvey Mudd College Claremont, California, USA",social,,0,0,
1093955766,2004,"Russian Open Footbag Series/ Stage 5, Brooks Cup","September 11, 2004","Moscow, Russia",mixed,FOOTFORCE Moscow,6,13,
1094071528,2004,1. Footbag- Net- Jam Berlin 04,"October 30-31, 2004","Berlin, Germany",net,FC Footstar Berlin e.V.,8,13,
1094123527,2004,8th Annual Footbag Finnish Open 2004,"September 24-25, 2004","Helsinki, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),48,59,
1094201584,2004,Frankfurt Footbag Open 2004,"October 2-3, 2004","Frankfurt, Germany",mixed,SG Frankfurt Footbag e.V.,12,22,
1095965765,2004,2nd Annual Piliscsaba Footbag Open,"November 6, 2004","Piliscsaba, Hungary",freestyle,Sunshred Footbag Crew,9,16,
1096318324,2004,3rd Annual Seattle Juggling and Footbag Festival,"November 12-14, 2004","Center Seattle, Washington, United States",freestyle,Rain City Shred,30,37,
1096695238,2004,2nd Annual UMaine Hacky Sack Club Tournament,"October 16, 2004","Campus Orono, Maine, United States",freestyle,,33,40,
1097686137,2005,Swiss Championships 2005,"April 9-10, 2005","Switzerland, Switzerland",mixed,,23,36,
1097785506,2004,Finnish Singles Net Footbag Championships 2004,"December 4-5, 2004","Naantali, Finland",net,Footcraft,14,17,
1100728799,2005,FC Footstar's 7th Anniversary,"January 15-16, 2005","Berlin, Germany",net,FC Footstar Berlin e.V.,4,7,
1102227996,2005,The Green Cup Presented by Chaos,"May 28-30, 2005","Oakland, California, United States",net,Chaos Footbag Club,18,23,
1102443443,2005,Footbag Fiesta,"January 28-29, 2005","Zachodnio-pomorskie, Poland",freestyle,ToMiStyKa Footbag Club,34,47,
1102447093,2004,"(pre-mirror event, 2004)",,,net,,3,0,synthetic_pre_mirror
1102576153,2005,26th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 23-30, 2005","Helsinki, Finland",worlds,Suomen Footbag Liitto ry. (Finnish Footbag Association),222,271,
1102788509,2005,3rd Annual Sunshred Footbag Open (LIVE),"February 26, 2005","Gy?r, Hungary",freestyle,Sunshred Footbag Crew,11,21,
1103297805,2005,2e Championnat de France de Footbag,"March 26-28, 2005","Lyon, France",mixed,,12,77,
1103724325,2005,RNH Contest 2005,"February 26-27, 2005","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,54,71,
1104851808,2005,7th Annual IFPA European Footbag Championships,"July 14-17, 2005","Wroclaw, Poland",freestyle,PSF Polish Footbag Association,30,41,
1105087209,2005,IFPA Swiss Footbag Open 2005: FootJam05,"May 14-16, 2005","Zurich, Switzerland",mixed,Sole Rebels Z?rich,70,79,
1105353373,2005,5 years Frankfurt Footbag e.V.,"February 26, 2005","Frankfurt, Germany",mixed,SG Frankfurt Footbag e.V.,9,21,
1106561176,2005,Aachen Indoor Open 05,"March 5-6, 2005","Aachen, Germany",freestyle,TSK Aachen e.V.,0,11,
1107289556,2005,The Windchill Footbag net tournament,"March 5, 2005","QC, Canada",net,"Association Qu""b""coise de Footbag",7,10,
1107290435,2005,The 2005 Montreal International Footbag Championships,"July 8-10, 2005","QC, Canada",net,"Association Qu""b""coise de Footbag",32,37,
1109356644,2005,Funtastik Summer Classic,"September 3-5, 2005","Harrisburg, Pennsylvania, United States",mixed,,47,76,
1109682847,2005,Shercle Session #2,"April 16, 2005","Harjumaa, Estonia",freestyle,Tallinn Footbag Club,5,10,
1109802420,2005,6th Annual IFPA Turku Open,"June 18, 2005","TURKU, Finland",net,Footcraft,8,11,
1110562712,2005,2005 Austrian Footbag & Disc Open,"April 29-May 1, 2005","Podersdorf, Austria",mixed,Footbag-Vienna,7,26,
1111735438,2005,Greater Rochester Area Shred Symposium and RIT Juggle-IN,"May 6-8, 2005","RIT Rochester, New York, United States",freestyle,The Rochester Footbag Association,10,20,
1113344236,2005,2005 IFPA U.S. OPEN FOOTBAG NET CHAMPIONSHIPS,"June 18-19, 2005","Linn Portland, Oregon, United States",net,NPR,6,11,
1113844078,2005,Footbag Camp Croatia 2005,"August 5-14, 2005","Baska Voda Praha-vychod, Czech Republic",golf,Czech Footbag Association,0,0,
1114277529,2005,Czech Footbag Championships,"August 26-28, 2005","Praha-vychod, Czech Republic",freestyle,Czech Footbag Association,32,44,
1117746703,2005,6th Frankfurt Footbag Open,"August 13-14, 2005","Frankfurt, Germany",mixed,SG Frankfurt Footbag e.V.,20,38,
1121753561,2006,2006 Australian Footbag Championships,"January 13-15, 2006","Victoria, Australia",freestyle,,9,16,
1124035486,2005,IFPA Sun City Spike,"September 10-11, 2005","Turku, Finland",net,Footcraft,15,20,
1124840254,2005,The Hackrifice Open 2005,"September 3-4, 2005","Manitoba, Canada",freestyle,Hackrifice,20,38,
1125004188,2005,Tennessee Net Championships,"September 3-4, 2005","Fields Murfreesboro, Tennessee, United States",net,Nashville Kicks,14,23,
1125936037,2005,7e Open de France de Footbag,"November 11-13, 2005","Paris, France",mixed,Rien N'est Hacky - RNH Footbag,113,146,
1126086921,2005,Polish Footbag Championships 2005,"October 14-15, 2005","Zachodnio-pomorskie, Poland",mixed,ToMiStyKa Footbag Club,39,63,
1127155729,2005,Zocha Jam 2005,"November 26-27, 2005","Wroclaw, Poland",mixed,PSF Polish Footbag Association,56,73,
1131659634,2006,2006 Green Cup Presented by Chaos,"May 27-29, 2006","Oakland/San Francisco, California, United States",net,Chaos Footbag Club,20,34,
1132511088,2005,Finnish Footbag Championships 2005,"December 2-4, 2005","Kuopio, Finland",mixed,"Jyv""skyl""n Footbag-klubi",42,57,
1133888413,2006,Valentines Day Massacre,"February 18, 2006","Center Murfreesboro, Tennessee, United States",mixed,Nashville Kicks,11,19,
1134914723,2006,RNH Contest 2006,"February 4-5, 2006","arr., France",mixed,Rien N'est Hacky - RNH Footbag,52,72,
1135116604,2006,27th IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 16-22, 2006","Frankfurt, Germany",worlds,SG Frankfurt Footbag e.V.,267,310,
1137347261,2006,7th Annual Colorado Shred Symposium,"February 24-26, 2006","Campus Denver, Colorado, United States",freestyle,,26,39,
1137937282,2006,Czech Footbag Championships,"August 26-27, 2006","Litomerice, Czech Republic",mixed,Footbag Litomerice,32,49,
1137942486,2006,8th Annual IFPA European Footbag Championships,"June 2-4, 2006","Lausanne, Switzerland",mixed,Les Pieds ? Gilles,92,127,
1138601883,2006,Santa Cruz Invitational,"June 10-11, 2006","Santa Cruz, California, United States",freestyle,Santa Cruz Footbag Club,27,34,
1139778550,2006,Swedish Open Footbag Net,"June 17-18, 2006","Stockholm, Sweden",net,Ma?ana Footbag Club,25,35,
1141576257,2006,7th Annual Turku Open,"July 1-2, 2006","TURKU, Finland",net,Footcraft,17,22,
