sheet,event_id,event_name,issue_type,count
2012,2012_footbagjam_dresden,German Footbag Open (14th Annual German Footbag Championships),singles_tie_group,15
2012,2012_footbagjam_helsinki,Finnish Footbag Open,near_duplicate_names_same_event,2
2012,2012_footbagjam_helsinki,Finnish Footbag Open,singles_tie_group,3
2012,2012_french,French Footbag Championships 2012,suspicious_placement_gap,2
2012,2012_green_chaos,2012 Green Cup Presented by Chaos,singles_tie_group,1
2012,2012_jfk,JFK March Mayhem 2012,near_duplicate_names_same_event,1
2012,2012_paris_battle_2,Paris Net Battle 2,near_duplicate_names_same_event,1
2012,2012_polish,12th Annual IFPA Polish Footbag Championships 2012,duplicate_player_same_event_discipline,4
2012,2012_polish,12th Annual IFPA Polish Footbag Championships 2012,near_duplicate_names_same_event,1
2012,2012_polish,12th Annual IFPA Polish Footbag Championships 2012,suspicious_placement_gap,9
2012,2012_praha,Praha Open,suspicious_placement_gap,1
2012,2012_suramericano_de,6o Suramericano de Footbag,suspicious_placement_gap,1
2012,2012_swiss,Swiss Footbag Championships 2012,near_duplicate_names_same_event,2
2012,2012_todexon_13,Todexon 13,suspicious_placement_gap,2
2012,2012_torneo_footcamp,6to Torneo FootCamp,near_duplicate_names_same_event,2
2012,2012_torneo_nacional_de,1o Torneo Nacional de Footbag,duplicate_player_same_event_discipline,5
2012,2012_usopen_portland,2012 US Open Freestyle Footbag Championships,singles_tie_group,2
2012,2012_usopen_portland_2,U.S. OPEN Footbag Net Championships 2012,near_duplicate_names_same_event,1
2012,2012_worlds_warsaw,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,doubles_only_one_player,2
2012,2012_worlds_warsaw,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,near_duplicate_names_same_event,16
2012,2012_worlds_warsaw,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,singles_tie_group,2
2012,2012_worlds_warsaw,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,suspicious_placement_gap,5
2013,2013_5_copa_t,5º Copa Táchira,near_duplicate_names_same_event,1
2013,2013_akisphere,Akisphere,near_duplicate_names_same_event,1
2013,2013_austrian,Austrian Footbag Championships 2013,near_duplicate_names_same_event,1
2013,2013_austrian,Austrian Footbag Championships 2013,suspicious_placement_gap,2
2013,2013_copa_ciencias,4ta. Copa Ciencias,suspicious_placement_gap,2
2013,2013_copa_pro,5ta Copa X-PRO,suspicious_placement_gap,2
2013,2013_copa_venezuela,4ta Copa Venezuela,near_duplicate_names_same_event,1
2013,2013_de_france_de,13e Open de France de Footbag,near_duplicate_names_same_event,3
2013,2013_de_france_de,13e Open de France de Footbag,suspicious_placement_gap,1
2013,2013_eurochamp_moscow,15th Annual IFPA European Footbag Championships,near_duplicate_names_same_event,1
2013,2013_eurochamp_moscow,15th Annual IFPA European Footbag Championships,suspicious_placement_gap,2
2013,2013_footbagjam_burgas,Burgas Summer Footbag Jam V,doubles_only_one_player,2
2013,2013_footbagjam_helsinki,17th Annual Finnish Footbag Open,near_duplicate_names_same_event,3
2013,2013_footbagjam_lausanne,Swiss Footbag Open & Championships,near_duplicate_names_same_event,2
2013,2013_footbagjam_warsaw,WSF Stare Babice Footbag Jam 2013,duplicate_player_same_event_discipline,3
2013,2013_footbagjam_warsaw,WSF Stare Babice Footbag Jam 2013,suspicious_placement_gap,1
2013,2013_footcamp,FOOTCAMP 2013,near_duplicate_names_same_event,1
2013,2013_helsinki,4th annual Helsinki Open Footbag Tournament,near_duplicate_names_same_event,1
2013,2013_mud_island_belt,2013 Mud Island Belt presented by Memphis Footworks,near_duplicate_names_same_event,1
2013,2013_polish,13th Annual Polish Footbag Championships 2013,duplicate_player_same_event_discipline,12
2013,2013_polish,13th Annual Polish Footbag Championships 2013,near_duplicate_names_same_event,6
2013,2013_polish,13th Annual Polish Footbag Championships 2013,singles_tie_group,1
2013,2013_todexon_14,Todexon 14,singles_tie_group,4
2013,2013_usopen_portland,U.S. OPEN Footbag Net Championships 2013,suspicious_placement_gap,3
2013,2013_usopen_seattle,2013 U.S. Open Freestyle Footbag Championships,singles_tie_group,1
2013,2013_worlds_montreal,34th IFPA WORLD FOOTBAG CHAMPIONSHIPS,near_duplicate_names_same_event,1
2013,2013_worlds_montreal,34th IFPA WORLD FOOTBAG CHAMPIONSHIPS,singles_tie_group,3
2013,2013_years_fc_footstar,15 Years FC Footstar,near_duplicate_names_same_event,1
2014,2014_akisphere,Akisphere,near_duplicate_names_same_event,1
2014,2014_eastregion,32nd Annual East Coast Footbag Championships,near_duplicate_names_same_event,4
2014,2014_eastregion,32nd Annual East Coast Footbag Championships,singles_tie_group,1
2014,2014_eurochamp_turku,16th Annual IFPA European Footbag Championships,near_duplicate_names_same_event,2
2014,2014_eurochamp_turku,16th Annual IFPA European Footbag Championships,singles_tie_group,1
2014,2014_eurochamp_turku,16th Annual IFPA European Footbag Championships,suspicious_placement_gap,1
2014,2014_footbagjam_freiburg,16th Annual German Footbag Open,suspicious_placement_gap,1
2014,2014_footbagjam_lausanne,Swiss Footbag Open,near_duplicate_names_same_event,2
2014,2014_footbagjam_stara_zagora,bulgarian open footbag jam part 24,near_duplicate_names_same_event,2
2014,2014_polish,14th Annual Polish Footbag Championships 2014,duplicate_player_same_event_discipline,3
2014,2014_polish,14th Annual Polish Footbag Championships 2014,near_duplicate_names_same_event,5
2014,2014_polish,14th Annual Polish Footbag Championships 2014,suspicious_placement_gap,1
2014,2014_seventh_windy_city,Seventh Annual Windy City Cup Footbag Net Championships,singles_tie_group,1
2014,2014_swiss_z_rich,Swiss Jam Zürich,singles_tie_group,1
2014,2014_todexon_15,Todexon 15,singles_tie_group,3
2014,2014_todexon_15,Todexon 15,suspicious_placement_gap,1
2014,2014_u_s,U. S. Open Footbag Championships 2014,near_duplicate_names_same_event,3
2014,2014_u_s,U. S. Open Footbag Championships 2014,singles_tie_group,1
2014,2014_worlds_paris,35th IFPA WORLD FOOTBAG CHAMPIONSHIPS,near_duplicate_names_same_event,3
2014,2014_worlds_paris,35th IFPA WORLD FOOTBAG CHAMPIONSHIPS,singles_tie_group,7
2015,2015_akisphere,Akisphere 2015,suspicious_placement_gap,1
2015,2015_austrian,Austrian Footbag Championships 2015,near_duplicate_names_same_event,1
2015,2015_austrian,Austrian Footbag Championships 2015,suspicious_placement_gap,1
2015,2015_copa_pro,7ma Copa X-PRO,near_duplicate_names_same_event,1
2015,2015_copa_venezuela,5ta Copa Venezuela,near_duplicate_names_same_event,1
2015,2015_eastregion,33rd Annual East Coast Footbag Championships,near_duplicate_names_same_event,2
2015,2015_eastregion,33rd Annual East Coast Footbag Championships,suspicious_placement_gap,1
2015,2015_footbagjam_helsinki,19th Annual Finnish Footbag Open (FFA 20th anniversary special edition),near_duplicate_names_same_event,1
2015,2015_footbagjam_stara_zagora,Bulgarian Open Footbag Jam,suspicious_placement_gap,1
2015,2015_perpetual_flame_challenge,The Perpetual Flame Footbag Net Challenge,doubles_only_one_player,1
2015,2015_perpetual_flame_challenge,The Perpetual Flame Footbag Net Challenge,near_duplicate_names_same_event,1
2015,2015_perpetual_flame_challenge,The Perpetual Flame Footbag Net Challenge,singles_tie_group,1
2015,2015_todexon_16,Todexon 16,duplicate_player_same_event_discipline,1
2015,2015_usopen_west_linn,U.S. Open Footbag Championships 2015,near_duplicate_names_same_event,1
2015,2015_usopen_west_linn,U.S. Open Footbag Championships 2015,suspicious_placement_gap,1
2015,2015_worlds_copenhagen,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,near_duplicate_names_same_event,1
2015,2015_worlds_copenhagen,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,singles_tie_group,6
2015,2015_worlds_copenhagen,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,suspicious_placement_gap,5
2015,2015_xv_polish,XV IFPA Polish Footbag Championships,duplicate_player_same_event_discipline,2
2015,2015_xv_polish,XV IFPA Polish Footbag Championships,near_duplicate_names_same_event,3
2016,2016_akisphere,Akisphere 2016,near_duplicate_names_same_event,1
2016,2016_bembel,Bembel Cup 2016,suspicious_placement_gap,1
2016,2016_eurochamp_frankfurt,18th Annual IFPA European Footbag Championships 2016,near_duplicate_names_same_event,2
2016,2016_eurochamp_frankfurt,18th Annual IFPA European Footbag Championships 2016,suspicious_placement_gap,1
2016,2016_footbagjam_bremen,18th Annual German Footbag Open,near_duplicate_names_same_event,1
2016,2016_footbagjam_bremen,18th Annual German Footbag Open,suspicious_placement_gap,3
2016,2016_malopolska_mistrzostwa_ma,Malopolska Footbag Championships 2016 // Mistrzostwa Ma³opolski w Zo¶kê 2016,duplicate_player_same_event_discipline,2
2016,2016_malopolska_mistrzostwa_ma,Malopolska Footbag Championships 2016 // Mistrzostwa Ma³opolski w Zo¶kê 2016,near_duplicate_names_same_event,4
2016,2016_mud_island_belt,2016 Mud Island Belt presented by Memphis Footworks,near_duplicate_names_same_event,1
2016,2016_polish,16th Annual Polish Footbag Championships,duplicate_player_same_event_discipline,2
2016,2016_polish,16th Annual Polish Footbag Championships,near_duplicate_names_same_event,1
2016,2016_rnh_contest,RNH Contest 2016,suspicious_placement_gap,1
2016,2016_usopen_west_linn,U.S. Open Footbag Net Championships 2016,near_duplicate_names_same_event,2
2016,2016_worlds_trnava,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,near_duplicate_names_same_event,1
2016,2016_worlds_trnava,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,singles_tie_group,14
2016,2016_worlds_trnava,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,suspicious_placement_gap,1
2017,2017_austrian,Austrian Footbag Championships 2017,suspicious_placement_gap,4
2017,2017_championnat_de_france,Championnat de France de Footbag 2017,near_duplicate_names_same_event,1
2017,2017_eurochamp_aranjuez,19th Annual IFPA European Footbag Championships,duplicate_player_same_event_discipline,5
2017,2017_eurochamp_aranjuez,19th Annual IFPA European Footbag Championships,near_duplicate_names_same_event,3
2017,2017_eurochamp_aranjuez,19th Annual IFPA European Footbag Championships,suspicious_placement_gap,8
2017,2017_footbagjam_lausanne,Swiss Footbag Open 2017,near_duplicate_names_same_event,1
2017,2017_german,19th Annual German Footbag Championships 2017,near_duplicate_names_same_event,2
2017,2017_german,19th Annual German Footbag Championships 2017,suspicious_placement_gap,1
2017,2017_lakeerie,Lake Erie Footbag Tournament,singles_tie_group,5
2017,2017_lakeerie,Lake Erie Footbag Tournament,suspicious_placement_gap,1
2017,2017_polish,17th Annual Polish Footbag Championships,duplicate_player_same_event_discipline,3
2017,2017_polish,17th Annual Polish Footbag Championships,near_duplicate_names_same_event,4
2017,2017_tenth_windy_city,Tenth Annual Windy City Cup Footbag Net Championships,near_duplicate_names_same_event,1
2017,2017_worlds_portland,38th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2017,near_duplicate_names_same_event,2
2017,2017_worlds_portland,38th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2017,singles_tie_group,1
2017,2017_worlds_portland,38th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2017,suspicious_placement_gap,2
2018,2018_akisphere,Akisphere 2018,near_duplicate_names_same_event,4
2018,2018_austrian,Austrian Footbag Championships 2018,suspicious_placement_gap,4
2018,2018_copa_medellin_de,Copa Medellin De Footbag,near_duplicate_names_same_event,1
2018,2018_eastregion,36th Annual East Coast Footbag Championships,near_duplicate_names_same_event,2
2018,2018_eurochamp_kranj,20th Annual IFPA European Footbag Championships,near_duplicate_names_same_event,2
2018,2018_eurochamp_kranj,20th Annual IFPA European Footbag Championships,suspicious_placement_gap,1
2018,2018_footbagjam_lausanne,Swiss Footbag Open,near_duplicate_names_same_event,1
2018,2018_lakeerie,Lake Erie Footbag Tournament & Freestyle Jam,near_duplicate_names_same_event,2
2018,2018_mud_belt_memphis,2018 Mud Belt presented by Memphis Footworks,near_duplicate_names_same_event,1
2018,2018_worlds_sofia,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,suspicious_placement_gap,2
2018,2018_xviii_polish_krakow,XVIII Polish Footbag Championships - Krakow 2018,near_duplicate_names_same_event,3
2019,2019_akisphere,Akisphere 2019,near_duplicate_names_same_event,1
2019,2019_copa_bobston_de,4ta Copa BoBston de Footbag 2019,suspicious_placement_gap,1
2019,2019_footbagjam_berlin,German Footbag Open 2019,near_duplicate_names_same_event,1
2019,2019_lakeerie,Lake Erie Footbag Tournament,near_duplicate_names_same_event,2
2019,2019_medejam_de,MedeJam de Footbag 2019,near_duplicate_names_same_event,2
2019,2019_usopen_boston,US Open Footbag Championships 2019,near_duplicate_names_same_event,1
2019,2019_worlds_warsaw,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,duplicate_player_same_event_discipline,4
2019,2019_worlds_warsaw,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,near_duplicate_names_same_event,15
2019,2019_xix_polish_krakow,XIX Polish Footbag Championships - Krakow 2019,near_duplicate_names_same_event,4
2019,2019_xix_polish_krakow,XIX Polish Footbag Championships - Krakow 2019,suspicious_placement_gap,3
2020,2020_akisphere,Akisphere 2020,near_duplicate_names_same_event,1
2020,2020_eastregion,38th Annual East Coast Footbag Championships,near_duplicate_names_same_event,1
2020,2020_xx_polish_warsaw,XX Polish Footbag Championships - Warsaw 2020,duplicate_player_same_event_discipline,4
2020,2020_xx_polish_warsaw,XX Polish Footbag Championships - Warsaw 2020,near_duplicate_names_same_event,4
2021,2021_akisphere,Akisphere 2021,near_duplicate_names_same_event,1
2021,2021_eastregion,39th Annual East Coast Footbag Championships,near_duplicate_names_same_event,2
2021,2021_eurochamp_krakow,21st IFPA European Footbag Net Championships,near_duplicate_names_same_event,4
2021,2021_footbagjam,Bulgarian Footbag Open 2021,near_duplicate_names_same_event,1
2021,2021_worlds_online,2021 IFPA Online World Footbag Freestyle Championships,near_duplicate_names_same_event,1
2021,2021_worlds_online,2021 IFPA Online World Footbag Freestyle Championships,suspicious_placement_gap,1
2021,2021_xxi_polish_warsaw,XXI Polish Footbag Championships - Warsaw 2021,duplicate_player_same_event_discipline,2
2021,2021_xxi_polish_warsaw,XXI Polish Footbag Championships - Warsaw 2021,near_duplicate_names_same_event,2
2022,2022_akisphere,Akisphere 2022,near_duplicate_names_same_event,1
2022,2022_cracow_3,Cracow Net Jam 3,near_duplicate_names_same_event,1
2022,2022_eastregion,40th Annual East Coast Footbag Championships,near_duplicate_names_same_event,1
2022,2022_eastregion,40th Annual East Coast Footbag Championships,singles_tie_group,1
2022,2022_eastregion,40th Annual East Coast Footbag Championships,suspicious_placement_gap,1
2022,2022_ereaga,II. Ereaga Tournament of Footbag Net,singles_tie_group,1
2022,2022_eurochamp_jaworzno,22nd Annual IFPA European Footbag Championships,near_duplicate_names_same_event,3
2022,2022_eurochamp_jaworzno,22nd Annual IFPA European Footbag Championships,singles_tie_group,2
2022,2022_refaski,Refaski Cup 2022,near_duplicate_names_same_event,1
2022,2022_worlds_krakow,41st IFPA WORLD FOOTBAG CHAMPIONSHIPS 2022,near_duplicate_names_same_event,6
2022,2022_worlds_krakow,41st IFPA WORLD FOOTBAG CHAMPIONSHIPS 2022,suspicious_placement_gap,2
2022,2022_xxii_polish_warsaw,XXII Polish Footbag Championships - Warsaw 2022,near_duplicate_names_same_event,3
2022,2022_xxii_polish_warsaw,XXII Polish Footbag Championships - Warsaw 2022,singles_tie_group,1
2022,2022_xxii_polish_warsaw,XXII Polish Footbag Championships - Warsaw 2022,suspicious_placement_gap,3
2023,2023_akisphere,Akisphere,near_duplicate_names_same_event,3
2023,2023_eastregion,41st Annual East Coast Footbag Championships,near_duplicate_names_same_event,1
2023,2023_eurochamp_krakow,23rd IFPA European Footbag Championships 2023,near_duplicate_names_same_event,2
2023,2023_footbagjam_berlin,German Footbag Open 2023,suspicious_placement_gap,3
2023,2023_footbagjam_helsinki,Finnish Footbag Open 2023,duplicate_player_same_event_discipline,1
2023,2023_footbagjam_helsinki,Finnish Footbag Open 2023,singles_tie_group,3
2023,2023_footbagjam_stara_zagora,Bulgarian Footbag Open 2023,near_duplicate_names_same_event,1
2023,2023_suramericano,8vo Suramericano Footbag Net 2023,doubles_only_one_player,1
2023,2023_suramericano,8vo Suramericano Footbag Net 2023,duplicate_player_within_placement,1
2023,2023_suramericano,8vo Suramericano Footbag Net 2023,near_duplicate_names_same_event,1
2023,2023_usopen_erie,2023 US Open,near_duplicate_names_same_event,1
2023,2023_worlds_medellin,42nd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2023,near_duplicate_names_same_event,5
2023,2023_worlds_medellin,42nd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2023,singles_tie_group,1
2023,2023_worlds_medellin,42nd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2023,suspicious_placement_gap,3
2023,2023_xxiii_polish_warsaw,XXIII Polish Footbag Championships - Warsaw 2023,duplicate_player_same_event_discipline,5
2023,2023_xxiii_polish_warsaw,XXIII Polish Footbag Championships - Warsaw 2023,near_duplicate_names_same_event,1
2023,2023_xxiii_polish_warsaw,XXIII Polish Footbag Championships - Warsaw 2023,suspicious_placement_gap,2
2024,2024_1era_copa_altos,1era Copa Footbag Net - Altos Mirandinos,near_duplicate_names_same_event,2
2024,2024_1era_copa_altos,1era Copa Footbag Net - Altos Mirandinos,singles_tie_group,1
2024,2024_akisphere,Akisphere 2024,near_duplicate_names_same_event,2
2024,2024_eastregion,42nd Annual East Coast Footbag Championships,near_duplicate_names_same_event,1
2024,2024_footbagjam_lausanne,Swiss Footbag Open 2024,near_duplicate_names_same_event,1
2024,2024_polish_krakow,24th Polish Footbag Championships - Krakow 2024,duplicate_player_same_event_discipline,1
2024,2024_polish_krakow,24th Polish Footbag Championships - Krakow 2024,near_duplicate_names_same_event,2
2024,2024_worlds_montreal,43rd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2024,near_duplicate_names_same_event,1
2024,2024_worlds_montreal,43rd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2024,suspicious_placement_gap,1
2025,2025_akisphere,Akisphere 2025,near_duplicate_names_same_event,3
2025,2025_copa_bobston_de,6a Copa Bobston de Footbag,near_duplicate_names_same_event,1
2025,2025_eastregion,43rd Annual East Coast Footbag Championships,near_duplicate_names_same_event,1
2025,2025_eurochamp_frankfurt,25th IFPA European Footbag Championships 2025,near_duplicate_names_same_event,4
2025,2025_polish_jaworzno,25th Polish Footbag Championships - Jaworzno 2025,near_duplicate_names_same_event,1
2025,2025_usopen_west_linn,US Open Footbag Championships,near_duplicate_names_same_event,1
2025,2025_worlds_nantes,44th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2025,duplicate_player_same_event_discipline,1
2025,2025_worlds_nantes,44th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2025,near_duplicate_names_same_event,5
2025,2025_worlds_nantes,44th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2025,singles_tie_group,1
