event_id,division_canon,parsed_places,parsed_max_place
1138601883,Shred 30,6,3
1138601883,Sick 1,12,3
1138601883,Sick 3,9,3
1139778550,Double Net,8,8
1139778550,Mixed Net,2,2
1139778550,Single Net,14,14
1139778550,Single Net Women,2,2
1141576257,Open Doubles Net,8,8
1141576257,Open Singles Net,9,9
1142360459,Doubles Net 20.5.2006,10,10
1142360459,Singles Net 19.5.2006,16,16
1143027870,Mini Net,16,16
1143155263,Circle,4,4
1143155263,Intermediate Big Trick,3,3
1143155263,Intermediate Doubles Net,6,6
1143155263,Intermediate Routines,4,4
1143155263,Intermediate Shred 30,3,3
1143155263,Intermediate Sick 3,3,3
1143155263,Intermediate Singles Net,2,2
1143155263,Mixed Doubles Net,9,9
1143155263,Novice Doubles Net,3,3
1143155263,Novice Singles Net,2,2
1143155263,Open Big Trick,3,3
1143155263,Open Doubles Net,12,12
1143155263,Open Routines,3,3
1143155263,Open Shred 30,3,3
1143155263,Open Sick 3,4,4
1143155263,Open Singles Net,6,6
1143155263,Women's Doubles Net,2,2
1143172220,Golf,3,3
1143172220,Intermediate Battle Royal,4,4
1143172220,Intermediate Doubles Net,3,3
1143172220,Intermediate Freestyle Routines,3,3
1143172220,Intermediate Shred 30,3,3
1143172220,Intermediate Singles Net,3,3
1143172220,Open Battle Royal,7,7
1143172220,Open Big 3,4,4
1143172220,Open Doubles Net,3,3
1143172220,Open Freestyle Routines,3,3
1143172220,Open Shred 30,5,5
1143172220,Open Singles Net,3,3
1143195910,Single Net Competition,7,7
1146356760,4-Square,1,1
1146356760,Novice Singles Consecutive,1,1
1146356760,Open Doubles Net,1,1
1146356760,Open Singles Freestyle,2,2
1146789209,Open Doubles Net,4,4
1146789209,Open Singles Freestyle,3,3
1146789209,Open Singles Net,4,4
1146843672,Open Singles Freestyle,9,10
1148241486,Intermediate Big 3,3,3
1148241486,Intermediate Sick 1,3,3
1148241486,Open Rippin' Run,6,3
1148241486,Open Shred 30,3,3
1148241486,Open Sick 1,3,3
1148241486,Open Sick 3,3,3
1148374547,Double Net,7,7
1148374547,Freestyle,15,11
1148374547,Golf,6,6
1148374547,Single Net,16,16
1149763452,Circle Contest,4,4
1149763452,Golf,5,5
1149763452,Intermediate Doubles Net,6,6
1149763452,Intermediate Freestyle,9,9
1149763452,Intermediate Singles Net,12,12
1149763452,Mixed Doubles Net,9,9
1149763452,Open Doubles Net,13,13
1149763452,Open Singles Freestyle,10,9
1149763452,Open Singles Net,24,24
1149763452,Open Team Freestyle,3,3
1149763452,Shred 30?,14,14
1149763452,Sick 3,12,12
1149763452,Spinning Simple Swirl,3,8
1149763452,Women's Doubles Net,4,4
1149763452,Women's Freestyle,3,3
1149763452,Women's Singles Net,9,9
1149881200,Doubles Net- Intermediate,4,4
1149881200,Freestyle ? Novice,3,3
1149881200,Freestyle-Amateur,3,3
1149881200,Golf -Amateur,2,2
1149881200,Master's Singles Net,6,6
1149881200,Pro Doubles Net,3,3
1149881200,Pro Freestyle- Single,5,5
1149881200,Pro Golf,3,3
1149881200,Pro Single Net,4,4
1149881200,Singles Net- Intermediate,4,4
1149881200,Singles Net- Novice,3,3
1153345992,Open Doubles Net,9,9
1154685554,Intermediate Singles Routines,8,8
1154685554,Open Circle Contest,4,4
1154685554,Open Shred:30,9,9
1154685554,Open Sick 3-Trick,8,8
1154685554,Open Singles Routines,8,8
1154685554,Women's Singles Routines,6,6
1155788760,Net Doubles,5,5
1155788760,Shred 30,5,5
1155788760,Sick 3,5,5
1156283186,Doubles Net,2,2
1156283186,Intermediate,1,1
1156283186,Intermediate Sick Trick,1,1
1156283186,Open Shred 30,4,4
1156283186,Open Sick 1,4,4
1156283186,Open Sick 3,2,2
1156283186,Open Sick Trick,4,4
1156283186,Singles Net,2,2
1157398732,Circle Competition,4,4
1157398732,Intermediate Routines,4,4
1157398732,Open Routines,7,7
1157398732,Shred 30,10,10
1157398732,Sick 3,8,8
1157942368,2-Square,3,3
1157942368,4-Square,3,3
1157942368,Circle Jam,4,4
1157942368,Novice Consecutives,1,1
1157942368,Sick 1,4,4
1157942368,Sick 3,3,3
1158263300,Circle Contest,3,3
1158263300,Doubles Freestyle,4,4
1158263300,Intermediate Freestyle,3,3
1158263300,Most Rippin Run,3,3
1158263300,Open Doubles Net,3,3
1158263300,Open Freestyle,20,20
1158263300,Open Golf,3,3
1158263300,Open Singles Net,8,8
1158263300,Shred30,3,3
1158263300,Sick3,3,3
1158263300,Women Freestyle,3,3
1160579826,Mini Net,9,5
1161167528,Double Net,16,8
1161167528,Intermediate Freestyle,3,3
1161167528,Open Freestyle,8,8
1161167528,Shred 30,4,5
1161167528,Single Net,8,8
1161167528,Women Freestyle,3,3
1161871029,Circle Contest,8,7
1161871029,Mixed Doubles,4,4
1161871029,Open Doubles,13,13
1161871029,Open Freestyle,8,7
1161871029,Open Singles,19,19
1161871029,Shred 30,6,6
1161871029,Women Singles,4,4
1161888703,[U]Open Circle Competition[/U],7,3
1161888703,[U]Sick One[/U],5,3
1163624128,Unknown,1,1
1163784775,Circle Contest Final,3,3
1163784775,Intermediate Doubles Net,5,5
1163784775,Intermediate Shred :30,19,19
1163784775,Intermediate Singles Freestyle,26,25
1163784775,Intermediate Singles Net,8,8
1163784775,Masters Doubles Net,6,5
1163784775,Masters Singles Net,7,5
1163784775,Mixed Doubles Freestyle,3,3
1163784775,Mixed Doubles Net,14,10
1163784775,Open Doubles Freestyle,4,4
1163784775,Open Doubles Net,26,26
1163784775,Open Shred :30,34,34
1163784775,Open Singles Freestyle,42,41
1163784775,Open Singles Net,36,34
1163784775,Open Women's Doubles Net,7,7
1163784775,Open Women's Singles Net,6,6
1163784775,Sick 3,5,4
1163784775,Women's Shred :30,9,9
1163784775,Women's Singles Freestyle,9,9
1164034575,The Top 4-Square Finalists,4,4
1164845982,Open Doubles - Division A,8,8
1164845982,Open Doubles - Division B,7,15
1164845982,Open Mixed Doubles,3,3
1164845982,Open Singles - Division A,12,12
1164845982,Open Singles - Division B,6,18
1166622628,Open Circle Contest,6,6
1166622628,Open Shred:30,5,5
1166622628,Open Singles Routines,7,7
1167422711,Open Doubles Net,9,9
1168634226,Open Shred:30,3,3
1168634226,Open Sick 3-Trick,3,3
1168634226,Open Singles Routines,8,8
1168634226,Women's Singles Routines,5,5
1170456736,Intermediate Doubles,3,3
1170456736,Intermediate Singles,4,4
1170456736,King Of The Hill,1,1
1170456736,Open Doubles,10,10
1170456736,Open Singles,12,12
1172562114,Open Doubles Net,11,11
1172931308,4-Square,3,3
1172931308,Best Trick,3,3
1172931308,Intermediate Circle Contest,7,4
1172931308,Unknown,3,3
1173467292,Intermediate,7,6
1173467292,Open,9,8
1173606489,Open Doubles Net 26.5.2007,12,12
1173606489,Singles Net 27.5.2007,18,18
1176318174,"""B"" Division Doubles Net",9,5
1176318174,"""B"" Division Singles Net",3,3
1176318174,Circle,4,4
1176318174,Intermediate Big 3,4,4
1176318174,Intermediate Rippin' Run,2,2
1176318174,Intermediate Routines,3,3
1176318174,Intermediate Shred 30,4,4
1176318174,Intermediate Sick Trick,4,4
1176318174,Mixed Doubles Net,5,5
1176318174,Open Doubles Net,8,8
1176318174,Open Rippin' Run,3,3
1176318174,Open Routines,6,6
1176318174,Open Shred 30,7,7
1176318174,Open Sick 3,4,4
1176318174,Open Sick Trick,7,7
1176318174,Open Singles Net,6,6
1176318174,Women's Doubles Net,3,3
1176650845,Freestyle Routines Finals,10,6
1176650845,Intermediate Singles Net,4,4
1176650845,Open Double Net,7,7
1176650845,Open Singles Net,6,6
1176844933,Open Doubles Footbag Net,5,5
1176844933,Open Golf,5,3
1177512537,Doubles Net,8,8
1177512537,Shred 30,3,3
1177512537,Sick3,3,3
1177512537,Singles Freestyle,11,7
1177512537,Singles Net,15,15
1177512537,Team Freestyle,3,3
1177615498,Mixed Doubles Net,4,4
1177615498,Open Doubles Net,11,11
1177615498,Open Singles Net,16,16
1179679872,Footbag Net Doubles,11,7
1179679872,Footbag Net Single,13,9
1179679872,Intermediate Freestyle Routine,8,8
1179679872,Open Freestyle Routine,1,4
1179874637,Intermediate Doubles,3,3
1179874637,Intermediate Singles,3,3
1179874637,Open Doubles,5,5
1179874637,Open Singles,5,5
1180373807,Circle Competition,4,4
1180373807,Mixed Doubles Net,5,5
1180373807,Open Doubles Net,15,15
1180373807,Open Freestyle,6,6
1180373807,Open Shred 30,6,6
1180373807,Open Singles Net,20,20
1180373807,Women Singles Net,4,4
1180496320,Doubles,4,4
1180496320,Golf,3,3
1180496320,Mixed Doubles,3,3
1180496320,Singles,4,4
1181021804,Inter Sick1,1,2
1181021804,Intermediate Shred30,2,2
1181021804,Open Shred30,8,10
1181021804,Open Sick1,4,5
1182542776,2-Square Champion,1,1
1182542776,Intermediate,6,6
1182542776,Intermediate Doubles,4,4
1182542776,Intermediate Routines,3,3
1182542776,Intermediate Singles,4,4
1182542776,Ironman,1,1
1182542776,Masters Singles,2,2
1182542776,Novice Routines,4,4
1182542776,Open,5,5
1182542776,Open Doubles,10,10
1182542776,Open Routines,6,6
1182542776,Open Singles,17,17
1182542776,Shred,3,3
1183654670,Open Shred:30,8,10
1183654670,Open Sick 3-Trick,3,3
1183654670,Open Sick Trick,5,5
1183654670,Open Singles Routines,8,10
1183729267,Circle,4,4
1183729267,Intermediate Doubles Net,4,4
1183729267,Intermediate Singles Freestyle,5,5
1183729267,Intermediate Singles Net,9,9
1183729267,Mini-Net / Foot-C,4,3
1183729267,Mixed Doubles Net,8,8
1183729267,Open Doubles Freestyle,6,6
1183729267,Open Doubles Net,21,21
1183729267,Open Singles Freestyle,20,17
1183729267,Open Singles Net,32,32
1183729267,Shred 30,19,16
1183729267,Women's Doubles Net,3,3
1183729267,Women's Singles Freestyle,5,5
1183729267,Women's Singles Net,6,6
1185458086,Big One ? Trick Competition,3,3
1185458086,Circle Contest,3,3
1185458086,Doubles Net,3,3
1185458086,Intermediate Freestyle,8,8
1185458086,Open Doubles Freestyle,3,3
1185458086,Open Freestyle,8,8
1185458086,Open Golf,6,3
1185458086,Open Shred 30,8,8
1185458086,Open Woman Freestyle,3,3
1185458086,Sick 3,3,3
1185458086,Singles Net,3,3
1185556078,Intermediate Freestyle,3,3
1185556078,Open Doubles Freestyle,3,3
1185556078,Open Doubles Net,4,4
1185556078,Open Freestyle,17,8
1185556078,Open Golf,4,4
1185556078,Open Women Freestyle,1,1
1185556078,Shred 30Sec,7,7
1188233129,Intermediate Shred 30,4,4
1188233129,Intermediate Sick 1,4,4
1188233129,Open Shred 30,4,4
1188233129,Open Sick 1,4,4
1188233129,Open Sick 3,3,3
1188233129,Singles Net,3,3
1189345008,Circle Contest,4,4
1189345008,Doubles Routines,3,3
1189345008,Four Square,4,4
1189345008,Freestyle Big 3,7,7
1189345008,Freestyle Most Rippin' Run,4,4
1189345008,Freestyle Routines,16,15
1189345008,Request Contest,7,4
1189345008,Shred 30,18,15
1189345008,Women's Routines,1,1
1189467124,Open Doubles,9,7
1189467124,Open Mixed Doubles Net,3,3
1189467124,Open Singles,12,9
1189535136,Circle Comp,4,4
1189535136,Routines,6,6
1189535136,Unknown,1,1
1189977929,Golf,6,6
1189977929,Open Doubles Net,4,4
1189977929,Singles Net,8,8
1190256479,Open Circle Contest,3,3
1190256479,Open Shred:30,4,4
1190256479,Open Sick 3-Trick,2,2
1190256479,Open Singles Routines,4,4
1191627566,Intermediate Circle,3,3
1191627566,Open Circle,4,4
1192722292,Freestyle-,6,6
1193783964,Circle,4,4
1193783964,Intermediate Big Trick,7,7
1193783964,Intermediate Doubles Net,1,1
1193783964,Intermediate Doubles Net:,5,6
1193783964,Intermediate Routines,3,3
1193783964,Intermediate Shred 30,3,3
1193783964,Intermediate Sick 3,4,4
1193783964,Intermediate Singles Net,1,10
1193783964,Intermediate Singles Net:,12,13
1193783964,Open Big Trick,3,3
1193783964,Open Doubles Net:,11,11
1193783964,Open Routines,8,8
1193783964,Open Shred 30,5,3
1193783964,Open Sick 3,3,4
1193783964,Open Singles Net:,17,17
1193783964,Women's Big Trick,3,3
1193783964,Women's Routines,5,5
1193783964,Women's Shred 30,3,3
1193783964,Women's Sick 3,2,3
1194517448,Intermediate Doubles Net,9,7
1194517448,Intermediate Singles Freestyle,22,21
1194517448,Intermediate Singles Net,7,5
1194517448,Master's Doubles Net,5,5
1194517448,Master's Singles Net,7,7
1194517448,Open Circle Contest,4,4
1194517448,Open Doubles Freestyle,7,7
1194517448,Open Doubles Net,39,39
1194517448,Open Mixed Doubles Freestyle,4,4
1194517448,Open Mixed Doubles Net,14,14
1194517448,Open Request Contest,3,3
1194517448,Open Short Technical Program,3,3
1194517448,Open Shred:30,28,28
1194517448,Open Sick 3-Trick Contest,3,3
1194517448,Open Singles Freestyle,55,49
1194517448,Open Singles Net,72,72
1194517448,Open Women's Circle Contest,3,3
1194517448,Open Women's Doubles Net,6,6
1194517448,Open Women's Shred:30,3,3
1194517448,Open Women's Singles Freestyle,15,15
1194517448,Open Women's Singles Net,10,10
1195585401,Advance Doubles -,8,8
1195585401,Open Doubles - For The Green Cup,22,22
1195585401,Open Mixed Doubles,4,4
1195585401,Open Singles,32,32
1195677906,Circle Competition,3,3
1195677906,Doubles Net,3,3
1195773772,Circle Contest,6,3
1195773772,Footbag Golf,3,3
1195773772,Open Doubles Freestyle,3,3
1195773772,Open Doubles Net,3,3
1195773772,Open Shred30,3,3
1195773772,Open Sick3,3,3
1195773772,Open Singles Freestyle,3,3
1195773772,Open Singles Net,3,3
1195773772,Open Women Freestyle,3,3
1196344513,Intermediate Singles Routines,8,8
1196344513,Open Singles Routines,12,12
1196344513,Women's Singles Routines,3,3
1199106237,Mixed Doubles Net,12,12
1199106237,Open Circle Freestyle,4,4
1199106237,Open Doubles Net,27,27
1199106237,Open Golf,17,17
1199106237,Open Shred30 Freestyle,10,10
1199106237,Open Singles Freestyle,20,17
1199106237,Open Singles Net,48,48
1199106237,Open Team Freestyle,6,6
1199106237,Request Contest,4,3
1199106237,Short Technical Program,6,6
1199106237,Women Doubles Net,5,5
1199106237,Women Singles Freestyle,3,3
1199106237,Women Singles Net,10,10
1200325415,Circle,3,3
1200325415,Routines,3,3
1200325415,Sick 1,3,3
1200325415,Sick 3,3,3
1200325415,Ten,3,3
1200725314,Open Singles Freestyle,6,4
1201396433,Open Circle Contest,3,3
1201396433,Open Sick 3-Trick,3,3
1201396433,Open Singles Routines,3,3
1201396433,Women's Circle Contest,2,2
1201811757,Doubles,8,7
1201811757,Singles,10,12
1202118857,Open Doubles Net,14,14
1203102773,Golf,2,2
1203102773,Intermediate Singles Net,5,5
1203102773,Open Doubles Net,8,9
1203102773,Open Singles Net,11,11
1203604560,Mini-Net / Foot-C,17,17
1204006435,Intermediate Singles,5,5
1204006435,Open Doubles,11,7
1204006435,Open Singles,12,12
1204009603,Intermediate Singles,5,5
1204009603,Mixed Doubles,2,2
1204009603,Open Doubles,15,15
1204009603,Open Singles,16,16
1204904987,Open Doubles Net,13,13
1204904987,Open Singles Net,18,18
1204904987,Routine,6,6
1204904987,Sick 3,3,4
1205552627,Mixed Doubles Net,4,4
1205552627,Open Doubles Net,11,11
1205552627,Open Singles Net,18,18
1206161350,Inter Circle,4,4
1206161350,Open Circle,4,4
1206161350,Request Contest,7,4
1208064566,Intermediate Routine,4,4
1208064566,Open Routines,5,5
1208345952,Mixed Doubles Net,5,5
1208345952,Open Doubles Net,12,12
1208345952,Open Singles Net,24,22
1208408135,Intermediate Shred 30,3,3
1208408135,Intermediate Sick 3,3,3
1208408135,Intermediate Sick Trick,3,3
1208408135,Open Animation Freestyle,3,3
1208408135,Open Glow Four Square,3,3
1208408135,Open Shred 30,3,3
1208408135,Open Sick 3,2,2
1208408135,Open Sick Trick,3,3
1212406878,En Double Net,8,8
1212406878,En Single Freestyle,5,5
1212406878,En Single Net,13,13
1212769063,Circle Contest,5,3
1212769063,Novice Consecutives,1,1
1216058526,Amateur Doubles Net - Prizes,4,4
1216058526,Amateur Freestyle-Prizes,3,3
1216058526,Amateur Singles Net -Prizes,7,7
1216058526,Masters Singles Net- Prizes,8,8
1216058526,Pro Doubles Net,10,10
1216058526,Pro Freestyle- Single,8,8
1216058526,Pro Golf,2,2
1216058526,Pro Single Net,13,13
1216058526,Unknown,1,23
1216742033,Doubles Net,4,4
1216742033,Singles Net,7,5
1216849705,Freestyle Best 3,4,4
1216849705,Freestyle Big 1,5,5
1216849705,Freestyle Circle Competition,5,5
1216849705,Golf,5,5
1216849705,Net Doubles,3,3
1216849705,Net Singles,6,6
1216849705,Unknown,3,3
1218721346,Open Doubles Net,8,8
1219405634,Circle Contest,33,23
1219405634,Doubles Freestyle Routines,3,3
1219405634,Intermediate Freestyle Routines,4,4
1219405634,Open Doubles Net,3,3
1219405634,Open Freestyle Routines,23,22
1219405634,Open Golf,6,5
1219405634,Open Single Net,3,3
1219405634,Shred30,13,13
1219405634,Sick3,3,3
1219405634,Woman Freestyle Routines,5,5
1220466807,Circle,1,1
1220466807,Circle Freestyle,4,4
1220466807,Doubles Net,8,6
1220466807,Singles Net,17,9
1220466807,Singles Routines,3,3
1220466807,Singles Routines Freestyle,6,6
1220519679,Mixed Doubles Net,3,3
1220519679,Open Singles Net,18,18
1221506867,Open Doubles Net,10,10
1222687523,Circle Contest,4,4
1222687523,Intermediate Singles Net,8,8
1222687523,Mixed Doubles Net,7,7
1222687523,Open Doubles Freestyle,4,4
1222687523,Open Doubles Net,27,27
1222687523,Open Singles Freestyle,12,12
1222687523,Open Singles Net,37,37
1222687523,Shred 30,10,10
1222687523,Sick 3,8,8
1222687523,Women Singles Freestyle,3,2
1222687523,Women Singles Net,4,4
1224962900,2 Square,3,3
1224962900,Circle Contest,3,3
1224962900,Doubles Freestyle,3,3
1224962900,Footbag Golf,3,3
1224962900,Intermediate Freestyle,3,3
1224962900,Open Freestyle,20,14
1224962900,Request Contest,3,3
1224962900,Shred30,3,3
1224962900,Sick3,3,3
1224962900,Singles Net,3,3
1224962900,Women Freestyle,3,3
1225370942,Open Cash Game Golf,3,3
1225370942,Open Double Net,22,22
1226205667,Open Circle Contest,7,7
1226205667,Open Sick 3-Trick,7,7
1226205667,Open Sick Trick,6,6
1226205667,Open Singles Routines,6,6
1226378339,Open Doubles Net,8,5
1226378339,Open Singles Net,8,9
1226549669,Open Doubles Rankings,10,10
1226549669,Open Singles Rankings,15,15
1226679678,Intermediate Doubles Net,3,3
1226679678,Intermediate Singles Freestyle,8,8
1226679678,Intermediate Singles Net,3,3
1226679678,Master's Doubles Net,4,4
1226679678,Master's Singles Net,7,7
1226679678,Mixed Doubles Net,16,16
1226679678,Open 2-Square,8,5
1226679678,Open Doubles Freestyle,6,6
1226679678,Open Doubles Net,42,42
1226679678,Open Golf,3,3
1226679678,Open Mixed Doubles Freestyle,7,7
1226679678,Open Request Contest,2,2
1226679678,Open Shred:30,11,11
1226679678,Open Sick3-Trick,10,11
1226679678,Open Singles Freestyle,8,8
1226679678,Open Singles Net,72,72
1226679678,Women's Doubles Net,6,6
1226679678,Women's Open Shred:30,5,5
1226679678,Women's Open Singles Freestyle,6,6
1226679678,Women's Singles Net,10,10
1226938152,Circle Competition,4,4
1226938152,Freestyle Routines,6,6
1226938152,Open Doubles Net,12,12
1226938152,Shred30,7,7
1228946926,Cfa Shred,11,11
1228946926,Open Routine,11,11
1228946926,Sick 3,12,9
1229435305,Doubles,7,7
1229435305,Singles,11,11
1230850031,Intermediate,6,6
1230850031,Pro,12,12
1231286017,Intermediate Doubles Net: 4 Teams,3,4
1231286017,Intermediate Singles Net: 6 Players,6,6
1231286017,Mixed Doubles Net: 10 Teams,10,10
1231286017,Open Doubles Net: 7 Teams,6,7
1231286017,Open Singles Net: 8 Players,8,7
1231286017,Women's Doubles Net: 4 Teams,4,4
1231432184,Intermediate Freestyle,3,3
1231432184,Open Doubles Freestyle,3,3
1231432184,Open Singles Freestyle,25,24
1231432184,Open Singles Routines,26,24
1231432184,Women Singles,3,3
1231432184,Women's Singles Routines,3,3
1232474501,Mixed Doubles Net,3,3
1232474501,Open Doubles Net,21,21
1232474501,Open Singles Net,30,30
1233299407,Five Minute Consecutive Timed Kick,1,1
1233299407,Intermediate Routines,4,4
1233299407,Last Kicker Standing,1,1
1233299407,Open Circle,4,4
1233299407,Open Performance Routines,9,9
1233299407,People's Choice Awards,2,2
1233299407,Request Competition,3,3
1233299407,Women's Circle,6,3
1233299407,Women's Performance Routines,2,2
1233718528,Open Circle Contest,1,1
1233718528,Open Shred:30,3,3
1233718528,Open Sick 3-Trick,6,6
1233718528,Open Singles Routines,7,7
1234761224,Intermediate Doubles,2,2
1234761224,Open Doubles,9,9
1235149093,Initial Seeding Open Doubles Net,31,13
1235149093,Initial Seeding Open Singles Net,22,22
1235149093,Mixed Doubles Net,1,1
1235149093,Results Mixed Doubles Net,3,3
1235149093,Results Open Circle,5,5
1235149093,Results Open Doubles Net,13,13
1235149093,Results Open Singles Net,22,22
1235253768,Mixed Doubles Net,3,3
1235253768,Open Doubles Net,5,5
1235253768,Open Golf,7,7
1235253768,Open Men Speed Consecutive 100,3,3
1235253768,Open Men Speed Consecutive 50,3,3
1235253768,Open Women Speed Consecutive 100,2,2
1235253768,Open Women Speed Consecutive 50,2,2
1235253768,Singles Freestyle,5,5
1235504528,Open Doubles Net,10,10
1235653935,Intermediate Doubles Net,3,3
1235653935,Intermediate Singles Freestyle,4,4
1235653935,Intermediate Singles Net,3,3
1235653935,Open Circle Contest,21,21
1235653935,Open Doubles Freestyle,6,6
1235653935,Open Doubles Net,15,15
1235653935,Open Mixed Doubles Freestyle,3,3
1235653935,Open Mixed Doubles Net,6,6
1235653935,Open Request Contest,3,3
1235653935,Open Shred:30 Final,8,8
1235653935,Open Sick 3-Trick Final,3,3
1235653935,Open Singles Freestyle,22,21
1235653935,Open Singles Golf,3,3
1235653935,Open Singles Net,23,23
1235653935,Unknown,1,11
1235653935,Women's Doubles Net,3,3
1235653935,Women's Singles Freestyle,7,7
1235653935,Women's Singles Net,4,4
1237771561,Open Circle Contest,10,7
1237771561,Open Singles Routines,4,4
1239056543,Doubles,15,15
1239056543,Singles,21,21
1239721441,2 Square,2,2
1239721441,Circle Contest,7,4
1239721441,Request Contest,3,3
1239721441,Sick 3,10,10
1240469006,Mixed Doubles Net,4,4
1240469006,Open Doubles Net,11,11
1240469006,Open Singles Net,12,10
1241011525,Mixed Doubles Net,4,4
1241011525,Open Doubles Net,15,15
1241011525,Open Singles Net,23,23
1241011525,Singles Freestyle,7,7
1241011525,Women's Singles Net,2,2
1241031822,Circle,8,8
1241031822,Net Doubles,5,5
1241031822,Routine,10,7
1241031822,Singles,7,7
1242210886,Open Doubles Net,10,10
1242210886,Open Singles Net,14,13
1244553505,Doubles Net,9,9
1244553505,Request Contest,2,2
1244553505,Singles Net,10,11
1245199707,Golf,5,5
1245199707,Mixed Doubles,5,5
1245199707,Open Doubles,8,8
1245199707,Open Singles,8,8
1245404642,Open Circle Contest,9,9
1245404642,Open Singles Routines,11,9
1245404642,Women's Singles Routines,3,2
1245432804,Intermediate Freestyle Routines,3,3
1245432804,Open Doubles Freestyle,1,1
1245432804,Open Doubles Net,3,3
1245432804,Open Men Freestyle Routines,9,8
1245432804,Open Singles Net,4,4
1245432804,Open Women Freestyle Routines,3,3
1245432804,Request Contest,2,2
1245432804,Shred 30,4,4
1245432804,Sick 1,3,3
1245432804,Sick 3,3,3
1245793403,Doubles Net- Intermediate,2,2
1245793403,Freestyle-Amateur/Intermediate,5,5
1245793403,Masters Net,5,5
1245793403,Pro Doubles Net,4,4
1245793403,Pro Freestyle- Single,5,5
1245793403,Pro Golf,4,4
1245793403,Pro Single Net,4,4
1245793403,Singles Net- Intermediate,4,4
1248033041,Golf,8,8
1248033041,Mixed Doubles Net - 3 Teams,3,3
1248033041,Open Doubles Net - 7 Teams,7,7
1248033041,Open Singles Net - 6 Competitors,6,6
1248864536,Intermediate Freestyle,3,3
1248864536,Open 2 Squares,3,3
1248864536,Open Doubles Choreographed Routines,3,3
1248864536,Open Doubles Net,3,3
1248864536,Open Golf,17,15
1248864536,Open Request Contest,3,3
1248864536,Open Shred 30,3,3
1248864536,Open Sick 3,3,3
1248864536,Open Singles Choreographed Routines,8,8
1248864536,Open Singles Net,3,3
1248864536,Women's Choreographed Routines,3,3
1250478677,2-Square,8,8
1251952403,Final Results Doubles,13,13
1251952403,Singles,19,19
1251990500,Open 2-Square,16,13
1251990500,Open Circle Contest,11,9
1251990500,Open Sick 3-Trick,5,5
1251990500,Open Singles Routines,12,11
1251990500,Women's Singles Routines,3,3
1252110023,By Request Contest,1,1
1252110023,Circle,7,3
1252110023,Doubles,11,7
1252110023,Intermediate,7,4
1252110023,Routines,6,5
1252110023,Singles,10,10
1252451527,Circle,3,3
1252451527,Doubles Net- Intermediate,4,4
1252451527,Freestyle-Amateur/Intermediate,4,4
1252451527,Masters Doubles,1,1
1252451527,Masters Net,3,3
1252451527,Pro Doubles Net,14,14
1252451527,Pro Freestyle- Single,7,7
1252451527,Pro Golf,3,3
1252451527,Pro Singles Net,23,23
1252451527,Singles Net- Intermediate,7,7
1254662073,Open Circle Contest,4,4
1254662073,Open Doubles Net,12,12
1254662073,Open Request Contest,2,2
1254829577,Circle Competition,7,7
1254829577,Intermediate Freestyle Routines,5,5
1254829577,Mixed Doubles Net,2,2
1254829577,Open Doubles Net,9,9
1254829577,Open Freestyle Routines,4,4
1254829577,Open Singles Net,15,14
1254829577,Shred 30,6,6
1255269216,Intermediate Circle Contest,4,4
1255269216,Intermediate Footbag Freestyle Routines,2,2
1255269216,Open Circle Contest,4,4
1255269216,Open Singles Footbag Freestyle Routines,3,3
1255335697,Doubles,8,8
1255335697,Singles,15,15
1255957016,2 Square,3,3
1255957016,Circle Contest,4,4
1255957016,Doubles Freestyle,3,3
1255957016,Doubles Net,3,3
1255957016,Footbag Golf,3,3
1255957016,Open Freestyle,25,11
1255957016,Request Contest,3,3
1255957016,Shred30,8,8
1255957016,Sick3,3,3
1255957016,Singles Net,6,5
1255957016,Women Freestyle,3,3
1256202918,Circle Contest,12,12
1256202918,Mixed Doubles Net,9,9
1256202918,Open Doubles Net,30,30
1256202918,Open Routines,13,13
1256202918,Open Singles Net,49,49
1256202918,Request Contest,3,3
1256202918,Shred 30,13,13
1256202918,Women's Routines,3,3
1256202918,Women's Singles Net,5,5
1257621700,Footbag Golf,3,3
1257621700,Interm. Double Net,3,3
1257621700,Interm. Freestyle,3,3
1257621700,Interm. Single Net,3,3
1257621700,Open Doubles Net,10,10
1257621700,Open Freetyle,3,3
1257621700,Open Singles Net,18,18
1258513500,Open Net Doubles,12,12
1258513500,Open Net Singles,25,25
1260368810,Results Open Double Net,12,12
1260368810,Results Pro Image Cash Golf,21,14
1260517364,Freestyle,1,1
1260517364,Open Net Doubles,9,9
1260517364,Open Net Singles,3,3
1262288759,Intermediate Doubles,5,5
1262288759,Intermediate Singles,8,5
1262288759,Mixed Doubles,9,9
1262288759,Open Doubles,9,9
1262288759,Open Singles,11,11
1262288759,Women's Doubles,4,4
1262288759,Women's Singles,4,4
1262631137,Freestyle,1,1
1262631137,Open Net Doubles,8,8
1262631137,Open Net Singles,4,4
1262691385,Open Doubles Freestyle,3,3
1262691385,Open Freestyle,9,9
1262691385,Open Singles Routines,9,9
1262691385,Women Freestyle,2,2
1262691385,Women's Singles Routines,2,2
1264098849,Doubles,15,15
1264098849,Singles,16,16
1265745512,Intermediate Doubles Net,7,7
1265745512,Intermediate Singles Net,10,10
1265745512,Intermediate Singles Routines,5,5
1265745512,Master's Doubles Net,7,7
1265745512,Master's Singles Net,10,10
1265745512,Open 2-Square,17,17
1265745512,Open Circle Contest,37,33
1265745512,Open Doubles Net,26,26
