event_id,city,region,country,left_display,right_display,year_sheet_location,valid,issue
1206161350,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1189467124,Phoenix,Arizona,United States,"Phoenix, Arizona",United States,"Phoenix, Arizona, United States",Y,
1204904987,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1201396433,New York,,United States,New York,United States,"New York, United States",Y,
1208408135,Edmonton,Alberta,Canada,"Edmonton, Alberta",Canada,"Edmonton, Alberta, Canada",Y,
1202444182,College Park,Maryland,United States,"College Park, Maryland",United States,"College Park, Maryland, United States",Y,
1200725314,San Diego,California,United States,"San Diego, California",United States,"San Diego, California, United States",Y,
1201811757,Memphis,Tennessee,United States,"Memphis, Tennessee",United States,"Memphis, Tennessee, United States",Y,
1216849705,Austin,Texas,United States,"Austin, Texas",United States,"Austin, Texas, United States",Y,
1208064566,Winnipeg,Manitoba,Canada,"Winnipeg, Manitoba",Canada,"Winnipeg, Manitoba, Canada",Y,
1195585401,San Francisco,California,United States,"San Francisco, California",United States,"San Francisco, California, United States",Y,
1204009603,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1204006435,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1216742033,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1203102773,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1196344513,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1193783964,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
1224962900,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1226549669,Memphis,Tennessee,United States,"Memphis, Tennessee",United States,"Memphis, Tennessee, United States",Y,
1235653935,Strzelin,Lower Silesian,Poland,Strzelin,Poland,"Strzelin, Poland",Y,
1252110023,College Park,Maryland,United States,"College Park, Maryland",United States,"College Park, Maryland, United States",Y,
1241011525,Nantes,Pays de la Loire,France,Nantes,France,"Nantes, France",Y,
1232474501,San Francisco,California,United States,"San Francisco, California",United States,"San Francisco, California, United States",Y,
1235253768,Houston,Texas,United States,"Houston, Texas",United States,"Houston, Texas, United States",Y,
1231286017,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
1233299407,Vancouver,Washington,United States,"Vancouver, Washington",United States,"Vancouver, Washington, United States",Y,
1229435305,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1238728089,Sydney,New South Wales,Australia,Sydney,Australia,"Sydney, Australia",Y,
1245199707,Vancouver,British Columbia,Canada,"Vancouver, British Columbia",Canada,"Vancouver, British Columbia, Canada",Y,
1255269216,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1226679678,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
1245404642,Lausanne,Vaud,Switzerland,Lausanne,Switzerland,"Lausanne, Switzerland",Y,
1251990500,Warsaw,Masovian,Poland,Warsaw,Poland,"Warsaw, Poland",Y,
1245432804,Wiener Neustadt,Lower Austria,Austria,Wiener Neustadt,Austria,"Wiener Neustadt, Austria",Y,
1239721441,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1254829577,Naantali,Southwest Finland,Finland,Naantali,Finland,"Naantali, Finland",Y,
1260517364,Stara Zagora,,Bulgaria,Stara Zagora,Bulgaria,"Stara Zagora, Bulgaria",Y,
1225370942,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1241031822,Moscow,,Russia,Moscow,Russia,"Moscow, Russia",Y,
1245793403,Harrisburg,Pennsylvania,United States,"Harrisburg, Pennsylvania",United States,"Harrisburg, Pennsylvania, United States",Y,
1257621700,Hamburg,,Germany,Hamburg,Germany,"Hamburg, Germany",Y,
1244553505,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1258513500,Bogotá,Cundinamarca,Colombia,Bogotá,Colombia,"Bogotá, Colombia",Y,
1237771561,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1235504528,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1242210886,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1234761224,Montréal,Quebec,Canada,"Montréal, Quebec",Canada,"Montréal, Quebec, Canada",Y,
1250478677,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1230850031,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1226378339,Chandler,Arizona,United States,"Chandler, Arizona",United States,"Chandler, Arizona, United States",Y,
1248864536,Białystok,Podlaskie,Poland,Białystok,Poland,"Białystok, Poland",Y,
1255335697,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1235149093,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1248033041,Austin,Texas,United States,"Austin, Texas",United States,"Austin, Texas, United States",Y,
1233718528,Sydney,New South Wales,Australia,Sydney,Australia,"Sydney, Australia",Y,
1239056543,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1231432184,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1240469006,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1251952403,Caracas,Capital District,Venezuela,Caracas,Venezuela,"Caracas, Venezuela",Y,
1255957016,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1271270281,Düsseldorf,North Rhine-Westphalia,Germany,Düsseldorf,Germany,"Düsseldorf, Germany",Y,
1278603677,Katowice,Silesian,Poland,Katowice,Poland,"Katowice, Poland",Y,
1280907422,Lucerne,,Switzerland,Lucerne,Switzerland,"Lucerne, Switzerland",Y,
1256202918,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1282224512,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
1269266785,Brussels,Brussels Capital Region,Belgium,Brussels,Belgium,"Brussels, Belgium",Y,
1284182261,Caracas,Miranda,Venezuela,Caracas,Venezuela,"Caracas, Venezuela",Y,
1268407783,College Park,Maryland,United States,"College Park, Maryland",United States,"College Park, Maryland, United States",Y,
1268445253,Lake Tahoe,California,United States,"Lake Tahoe, California",United States,"Lake Tahoe, California, United States",Y,
1264098849,Memphis,Tennessee,United States,"Memphis, Tennessee",United States,"Memphis, Tennessee, United States",Y,
1285506605,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1268191383,Houston,Texas,United States,"Houston, Texas",United States,"Houston, Texas, United States",Y,
1262288759,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
1286381206,Caracas,Capital District,Venezuela,Caracas,Venezuela,"Caracas, Venezuela",Y,
1265745512,Oakland,California,United States,"Oakland, California",United States,"Oakland, California, United States",Y,
1267718326,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1273248665,New York,,United States,New York,United States,"New York, United States",Y,
1286381599,Caracas,Capital District,Venezuela,Caracas,Venezuela,"Caracas, Venezuela",Y,
1282912320,Warsaw,Masovian,Poland,Warsaw,Poland,"Warsaw, Poland",Y,
1284588517,Vienna,,Austria,Vienna,Austria,"Vienna, Austria",Y,
1286644859,Hradec Králové,,Czech Republic,Hradec Králové,Czech Republic,"Hradec Králové, Czech Republic",Y,
1263589392,Hamburg,,Germany,Hamburg,Germany,"Hamburg, Germany",Y,
1254662073,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
1280002674,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1285989828,San Cristóbal,Táchira,Venezuela,San Cristóbal,Venezuela,"San Cristóbal, Venezuela",Y,
1267996189,Stara Zagora,,Bulgaria,Stara Zagora,Bulgaria,"Stara Zagora, Bulgaria",Y,
1267469140,San Cristóbal,Táchira,Venezuela,San Cristóbal,Venezuela,"San Cristóbal, Venezuela",Y,
1260368810,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1277805979,Montpellier,Occitanie,France,Montpellier,France,"Montpellier, France",Y,
1252451527,Harrisburg,Pennsylvania,United States,"Harrisburg, Pennsylvania",United States,"Harrisburg, Pennsylvania, United States",Y,
1268338685,Rivas-Vaciamadrid,Madrid,Spain,Rivas-Vaciamadrid,Spain,"Rivas-Vaciamadrid, Spain",Y,
1267920908,Montréal,Quebec,Canada,"Montréal, Quebec",Canada,"Montréal, Quebec, Canada",Y,
1269860787,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1287439208,Naantali,Southwest Finland,Finland,Naantali,Finland,"Naantali, Finland",Y,
1282647603,Kraków,Lesser Poland,Poland,Kraków,Poland,"Kraków, Poland",Y,
1254724022,Chandler,Arizona,United States,"Chandler, Arizona",United States,"Chandler, Arizona, United States",Y,
1270631935,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1270518636,Austin,Texas,United States,"Austin, Texas",United States,"Austin, Texas, United States",Y,
1272817638,Montréal,Quebec,Canada,"Montréal, Quebec",Canada,"Montréal, Quebec, Canada",Y,
1269111845,Montréal,Quebec,Canada,"Montréal, Quebec",Canada,"Montréal, Quebec, Canada",Y,
1262691385,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1271275118,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1265850138,Vancouver,Washington,United States,"Vancouver, Washington",United States,"Vancouver, Washington, United States",Y,
1262631137,Stara Zagora,,Bulgaria,Stara Zagora,Bulgaria,"Stara Zagora, Bulgaria",Y,
1267199851,Warsaw,Masovian,Poland,Warsaw,Poland,"Warsaw, Poland",Y,
1288096032,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1299019355,Lausanne,Vaud,Switzerland,Lausanne,Switzerland,"Lausanne, Switzerland",Y,
1297811412,Płońsk,Masovian,Poland,Płońsk,Poland,"Płońsk, Poland",Y,
1294262550,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1298627369,Kiel,Schleswig-Holstein,Germany,Kiel,Germany,"Kiel, Germany",Y,
1293877917,Madrid,Community of Madrid,Spain,Madrid,Spain,"Madrid, Spain",Y,
1313351184,New Brunswick,New Jersey,United States,"New Brunswick, New Jersey",United States,"New Brunswick, New Jersey, United States",Y,
1295120951,Oakland,California,United States,"Oakland, California",United States,"Oakland, California, United States",Y,
1294779128,Memphis,Tennessee,United States,"Memphis, Tennessee",United States,"Memphis, Tennessee, United States",Y,
1295262886,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1310408325,Vancouver,British Columbia,Canada,"Vancouver, British Columbia",Canada,"Vancouver, British Columbia, Canada",Y,
1297909685,Caracas,Capital District,Venezuela,Caracas,Venezuela,"Caracas, Venezuela",Y,
1301675662,Caracas,Capital District,Venezuela,Caracas,Venezuela,"Caracas, Venezuela",Y,
1293877677,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1314328055,San Cristóbal,Táchira,Venezuela,San Cristóbal,Venezuela,"San Cristóbal, Venezuela",Y,
1311699287,Caracas,Miranda,Venezuela,Caracas,Venezuela,"Caracas, Venezuela",Y,
1299532552,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1314323534,San Cristóbal,Táchira,Venezuela,San Cristóbal,Venezuela,"San Cristóbal, Venezuela",Y,
1316280393,Warsaw,Masovian,Poland,Warsaw,Poland,"Warsaw, Poland",Y,
1301243982,Düsseldorf,North Rhine-Westphalia,Germany,Düsseldorf,Germany,"Düsseldorf, Germany",Y,
1298063977,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1318673467,Vienna,,Austria,Vienna,Austria,"Vienna, Austria",Y,
1290861524,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1321368279,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1301104070,San Cristóbal,Táchira,Venezuela,San Cristóbal,Venezuela,"San Cristóbal, Venezuela",Y,
1305581560,Nantes,Loire-Atlantique,France,Nantes,France,"Nantes, France",Y,
1302802291,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1287703732,Montréal,Quebec,Canada,"Montréal, Quebec",Canada,"Montréal, Quebec, Canada",Y,
1315451053,Salem,Illinois,United States,"Salem, Illinois",United States,"Salem, Illinois, United States",Y,
1300316952,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1320232300,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1314229545,Austin,Texas,United States,"Austin, Texas",United States,"Austin, Texas, United States",Y,
1301837824,Montréal,Quebec,Canada,"Montréal, Quebec",Canada,"Montréal, Quebec, Canada",Y,
1301837216,Montréal,Quebec,Canada,"Montréal, Quebec",Canada,"Montréal, Quebec, Canada",Y,
1293878155,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1302874713,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1295842442,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
1301958487,Boise,Idaho,United States,"Boise, Idaho",United States,"Boise, Idaho, United States",Y,
1336988107,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1328094862,Düsseldorf,North Rhine-Westphalia,Germany,Düsseldorf,Germany,"Düsseldorf, Germany",Y,
1319622692,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
1346948712,Medellín,Antioquia,Colombia,Medellín,Colombia,"Medellín, Colombia",Y,
1330902233,Oakland,California,United States,"Oakland, California",United States,"Oakland, California, United States",Y,
1335148163,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
1337309613,Vancouver,British Columbia,Canada,"Vancouver, British Columbia",Canada,"Vancouver, British Columbia, Canada",Y,
1337623340,Brooklyn,New York,United States,"Brooklyn, New York",United States,"Brooklyn, New York, United States",Y,
1323272493,Warsaw,Masovian,Poland,Warsaw,Poland,"Warsaw, Poland",Y,
1330833781,Caracas,Capital District,Venezuela,Caracas,Venezuela,"Caracas, Venezuela",Y,
1339389008,Caracas,Capital District,Venezuela,Caracas,Venezuela,"Caracas, Venezuela",Y,
1333483324,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1348929718,San Cristóbal,Táchira,Venezuela,San Cristóbal,Venezuela,"San Cristóbal, Venezuela",Y,
1346947092,Medellín,Antioquia,Colombia,Medellín,Colombia,"Medellín, Colombia",Y,
1335761071,San Cristóbal,Táchira,Venezuela,San Cristóbal,Venezuela,"San Cristóbal, Venezuela",Y,
1344933824,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1337327565,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1325504349,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1347475695,Nantes,Loire-Atlantique,France,Nantes,France,"Nantes, France",Y,
1344519313,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1353223688,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1335381794,Nantes,Pays de la Loire,France,Nantes,France,"Nantes, France",Y,
1337617980,Dresden,Saxony,Germany,Dresden,Germany,"Dresden, Germany",Y,
1344593549,Linz,Upper Austria,Austria,Linz,Austria,"Linz, Austria",Y,
1329044785,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1331667371,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1326451143,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1353085933,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1329132977,Zurich,,Switzerland,Zurich,Switzerland,"Zurich, Switzerland",Y,
1348171585,Austin,Texas,United States,"Austin, Texas",United States,"Austin, Texas, United States",Y,
1323980691,Memphis,Tennessee,United States,"Memphis, Tennessee",United States,"Memphis, Tennessee, United States",Y,
1321869570,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1335898356,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1320803601,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
1338821785,Warsaw,Masovian,Poland,Warsaw,Poland,"Warsaw, Poland",Y,
1357642226,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1354752474,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1376036018,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1349043745,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
1377192359,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
1362657553,Moscow,,Russia,Moscow,Russia,"Moscow, Russia",Y,
1374570632,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1358271250,San Francisco,California,United States,"San Francisco, California",United States,"San Francisco, California, United States",Y,
