event_id,year,event_name,date,location,host_club,event_type,results_raw,placements_json,rejected_division_headers
76498d51d2,1983,1983 NHSA,1983,,,NHSA_NATIONALS,"FBW [UNKNOWN_p050.jpg]: Mixed Dbls Net
1. Lori Jean Tarr / Bruce Guettich
2. Shannon Aubin / Dave Robinson
3. Tricia George / Tim Fitzgerald

FBW [UNKNOWN_p050.jpg]: Open Dbls Net
1. Mag Hughes / Billy Hayne
2. Greg Cortopassi / Bruce Guettich
3. Kevin Courtney / Dave Robinson

FBW [UNKNOWN_p050.jpg]: Open Golf
1. Mike Harding
2. Tim Mackey
3. Kenny Shults

FBW [UNKNOWN_p050.jpg]: Open Sgls Consecutive
1. Jack Schoolcraft

FBW [UNKNOWN_p050.jpg]: Open Sgls Freestyle
1. Jack Schoolcraft
2. Jim Caveney
3. Bill Bethurum

FBW [UNKNOWN_p050.jpg]: Open Sgls Net
1. Mag Hughes
2. Kenny Shults
3. Dave Robinson

FBW [UNKNOWN_p050.jpg]: Open Team Freestyle
1. Kenny Shults / Gary Laut / Jim Caveney
2. Kevin Courtney / Dave Robinson / Reed Gray
3. Robert Conover / Jim Fitzgerald

OLD_RESULTS [OLD_RESULTS.txt]: Doubles Net
1. Mag Hughes / Bill Hayne
2. Greg Cortopassi / Bruce Guettich
3. David Robinson / Kevin Courtney

OLD_RESULTS [OLD_RESULTS.txt]: Intermediate Doubles Net
1. Steve Brown / Kevin Gaunce

OLD_RESULTS [OLD_RESULTS.txt]: Intermediate Singles Net
1. Jimmy Evans

OLD_RESULTS [OLD_RESULTS.txt]: Mixed Doubles Net
1. Lori Jean Conover / Bill Hayne
2. Cheryl Hughes / Mag Hughes
3. Tricia George / David Robinson

OLD_RESULTS [OLD_RESULTS.txt]: Singles
1. Ken Shults
2. Andy Linder
3. Jeff Johnson

OLD_RESULTS [OLD_RESULTS.txt]: Singles Consecutive Kicks
1. Andy Linder
2. Jim Caveney
3. Gary Lautt

OLD_RESULTS [OLD_RESULTS.txt]: Singles Freestyle
1. Ken Shults
2. Andy Linder
3. Jeff Johnson

OLD_RESULTS [OLD_RESULTS.txt]: Singles Net
1. Mag Hughes
2. Ken Shults
3. David Robinson

OLD_RESULTS [OLD_RESULTS.txt]: Team
1. Greg Cortopassi / Mag Hughes / Gary Lautt / Jim Caveney
2. David Robinson / Kevin Courtney / Reed Gray / Jim Fitzgerald
3. Jack Schoolcraft / Will Squire

OLD_RESULTS [OLD_RESULTS.txt]: Team Freestyle
1. Greg Cortopassi / Mag Hughes / Gary Lautt / Jim Caveney
2. David Robinson / Kevin Courtney / Reed Gray / Jim Fitzgerald
3. Jack Schoolcraft / Will Squire

OLD_RESULTS [OLD_RESULTS.txt]: Women's Consecutive Kicks
1. Nancy Reynolds
2. Cheri Johnson
3. Grace Faucette

OLD_RESULTS [OLD_RESULTS.txt]: Women's Doubles Net
1. Lori Jean Conover / Cheryl Hughes
2. Tricia George / Judy Grace
3. Nancy Reynolds / Constance Constable

OLD_RESULTS [OLD_RESULTS.txt]: Women's Singles Net
1. Lori Jean Conover
2. Nancy Reynolds
3. Cheryl Hughes","{""source_types"": ""FBW|OLD_RESULTS"", ""validation_status"": ""CONFIRMED_MULTI_SOURCE"", ""num_placements"": ""54""}",[]
0a43031545,1983,1983 Oregon State Championships,1983,Oregon,,STATE_CHAMPIONSHIPS,"FBW [UNKNOWN_p050.jpg]: Open Singles
1. John Stalberger","{""source_types"": ""FBW"", ""validation_status"": ""SINGLE_SOURCE"", ""num_placements"": ""1""}",[]
00659874b9,1983,1983 WFA,1983,,,WFA_NATIONALS,"FBW [UNKNOWN_p050.jpg]: Mixed Dbls Net
1. Nancy Reynolds / Constance Constable
2. Tricia George / Jody Grace
3. Nancy Reynolds / Constance Constable

FBW [UNKNOWN_p050.jpg]: Open Dbls Net
1. Kenny Shults / Mike Harding
2. Dave Hill / Dave Robinson
3. Bob Swerdlick / Mike Puderbaugh

FBW [UNKNOWN_p050.jpg]: Open Golf
1. Kenny Shults
2. ?
3. ?

FBW [UNKNOWN_p050.jpg]: Open Sgls Consecutive
1. Andy Linder

FBW [UNKNOWN_p050.jpg]: Open Sgls Freestyle
1. Kenny Shults

FBW [UNKNOWN_p050.jpg]: Open Sgls Net
1. Kenny Shults
2. Dave Robinson
3. Steve Fennell

FBW [UNKNOWN_p050.jpg]: Open Team Freestyle
1. Gary Laut / Mag Hughes / Jim Caveney / Greg Cortopassi
2. Jack Schoolcraft / Will Squire

FBW [UNKNOWN_p050.jpg]: Women's Dbls Net
1. Lori Jean Tarr / Rita Buckley
2. Shannon Aubin / Tricia George
3. Karin Atogpian / Constance Constable

FBW [UNKNOWN_p050.jpg]: Women's Sgls Net
1. Lori Jean Tarr
2. Nancy Reynolds
3. Tricia George

OLD_RESULTS [OLD_RESULTS.txt]: Doubles Net
1. Ken Shults / Mike Harding
2. David Robinson / Dave Hill
3. Bob Swerdlick / Mike Puderbaugh

OLD_RESULTS [OLD_RESULTS.txt]: Golf
1. Mike Harding
2. Tim Prater
3. Ken Shults

OLD_RESULTS [OLD_RESULTS.txt]: Mixed Doubles Net
1. Lori Jean Conover / Bruce Guettich
2. Shannon Aubin / David Robinson
3. Tricia George / Jim Fitzgerald

OLD_RESULTS [OLD_RESULTS.txt]: Singles
1. Jack Schoolcraft
2. Jim Caveney
3. Bill Bethurum

OLD_RESULTS [OLD_RESULTS.txt]: Singles Consecutive Kicks
1. Jack Schoolcraft

OLD_RESULTS [OLD_RESULTS.txt]: Singles Freestyle
1. Jack Schoolcraft
2. Jim Caveney
3. Bill Bethurum

OLD_RESULTS [OLD_RESULTS.txt]: Singles Net
1. Ken Shults
2. David Robinson
3. Steve Femmel

OLD_RESULTS [OLD_RESULTS.txt]: Team
1. Gary Lautt / Jim Caveney / Ken Shults
2. David Robinson / Kevin Courtney / Reed Gray
3. Jim Fitzgerald / Robert Conover

OLD_RESULTS [OLD_RESULTS.txt]: Team Freestyle
1. Gary Lautt / Jim Caveney / Ken Shults
2. David Robinson / Kevin Courtney / Reed Gray
3. Jim Fitzgerald / Robert Conover

OLD_RESULTS [OLD_RESULTS.txt]: Women's Doubles Net
1. Lori Jean Conover / Rita Buckley
2. Tricia George / Shannon Aubin
3. Karen Atgopian / Constance Constable

OLD_RESULTS [OLD_RESULTS.txt]: Women's Singles Net
1. Lori Jean Conover
2. Nancy Reynolds
3. Tricia George","{""source_types"": ""FBW|OLD_RESULTS"", ""validation_status"": ""CONFIRMED_MULTI_SOURCE"", ""num_placements"": ""53""}",[]
76ff377548,1983,1983 World Footbag Championships,1983,"Portland, Oregon",,WORLD_CHAMPIONSHIPS,"FBW [FBW_V03_N02_p021.jpg]: Open Doubles Net
1. John Stalberger / Ken Eldrick

FBW [FBW_V03_N02_p021.jpg]: Open Singles Net
1. John Stalberger
2. Ken Eldrick","{""source_types"": ""FBW"", ""validation_status"": ""SINGLE_SOURCE"", ""num_placements"": ""3""}",[]
6cd9e5b635,1984,1984,1984,,,WORLD_CHAMPIONSHIPS,"FBW [FBW_V04_N02_p024.jpg]: Open Freestyle
1. Doug Little

OLD_RESULTS [OLD_RESULTS.txt]: Advanced Doubles Net
1. Mag Hughes / Bill Hayne
2. Ken Shults / Mike Harding
3. David Robinson / Jim Caveney

OLD_RESULTS [OLD_RESULTS.txt]: Advanced Singles Net
1. Mag Hughes
2. David Robinson
3. Ken Shults

OLD_RESULTS [OLD_RESULTS.txt]: Doubles Consecutive Kicks
1. Gary Lautt / Jim Caveney
2. Andy Linder / Jimmy Evans
3. Lee Guenther / Mike Mueller

OLD_RESULTS [OLD_RESULTS.txt]: Doubles One-Pass Consecutive Kicks
1. Gary Lautt / Jim Caveney
2. Jodi Chandler / Jon Lind
3. Mag Hughes / Greg Cortopassi

OLD_RESULTS [OLD_RESULTS.txt]: Golf
1. Ken Shults
2. Tim Mackey
3. Torben Wigger

OLD_RESULTS [OLD_RESULTS.txt]: Intermediate Doubles Net
1. Torben Wigger / Rick Kaufman

OLD_RESULTS [OLD_RESULTS.txt]: Intermediate Freestyle
1. Brent Welch / Colin Cowles

OLD_RESULTS [OLD_RESULTS.txt]: Intermediate Singles Net
1. Tom Akin

OLD_RESULTS [OLD_RESULTS.txt]: Men's Overall
1. Mag Hughes

OLD_RESULTS [OLD_RESULTS.txt]: Mixed Doubles Net
1. Tricia George / David Robinson
2. Nancy Reynolds / Greg Cortopassi
3. Cheryl Hughes / Mag Hughes

OLD_RESULTS [OLD_RESULTS.txt]: Singles Consecutive Kicks
1. Pat Castle
2. Gary Lautt
3. Andy Linder

OLD_RESULTS [OLD_RESULTS.txt]: Singles Freestyle
1. Andy Linder
2. Ken Shults
3. Jack Schoolcraft

OLD_RESULTS [OLD_RESULTS.txt]: Team Freestyle
1. Jack Schoolcraft / Jim Fitzgerald
2. Mag Hughes / Gary Lautt / Jim Caveney
3. Scott Cleere / Bill Bethurum

OLD_RESULTS [OLD_RESULTS.txt]: Ultra Doubles Net
1. Mag Hughes / Bill Hayne
2. Kevin Coker / Steve Granzberg
3. Scott Cleere / Bill Bethurum

OLD_RESULTS [OLD_RESULTS.txt]: Ultra Singles Net
1. Ken Shults
2. Mag Hughes
3. David Robinson

OLD_RESULTS [OLD_RESULTS.txt]: Women's Doubles Consecutive Kicks
1. Jodi Chandler / Tricia George
2. Constance Constable / Vanessa Sabala

OLD_RESULTS [OLD_RESULTS.txt]: Women's Doubles Net
1. Nancy Reynolds / Tricia George
2. Constance Constable / Jenny Davison
3. Jodi Chandler / Shannon Storment

OLD_RESULTS [OLD_RESULTS.txt]: Women's Doubles One-Pass Consecutive Kicks
1. Tricia George / Constance Constable
2. Ruth Osterman / Vanessa Sabala

OLD_RESULTS [OLD_RESULTS.txt]: Women's Freestyle
1. Jodi Chandler / Tricia George
2. Constance Constable / Suzanne Beauchemin
3. Ruth Osterman / Vanessa Sabala / Jenny Davison

OLD_RESULTS [OLD_RESULTS.txt]: Women's Golf
1. Tricia George
2. Constance Constable
3. Vanessa Sabala

OLD_RESULTS [OLD_RESULTS.txt]: Women's Overall
1. Tricia George

OLD_RESULTS [OLD_RESULTS.txt]: Women's Singles Consecutive Kicks
1. Jodi Chandler
2. Tricia George
3. Constance Constable

OLD_RESULTS [OLD_RESULTS.txt]: Women's Singles Net
1. Nancy Reynolds
2. Tricia George
3. Trudy Archdale

OLD_RESULTS [OLD_RESULTS.txt]: Women's Ultra Singles Net
1. Nancy Reynolds
2. Cheryl Hughes
3. Tricia George","{""source_types"": ""FBW|OLD_RESULTS"", ""validation_status"": ""CONFIRMED_MULTI_SOURCE"", ""num_placements"": ""61""}",[]
77aa0f8390,1984,1984 European Footbag Championships,1984,,,EURO_CHAMPIONSHIPS,"FBW [FBW_V04_N02_p024.jpg]: Open Singles Net
1. Jan-Olof Karlsson","{""source_types"": ""FBW"", ""validation_status"": ""SINGLE_SOURCE"", ""num_placements"": ""1""}",[]
0e1499ab21,1984,1984 WFA National Championships,1984,,,WFA_NATIONALS,"FBW [UNKNOWN_p050.jpg]: Men's Overall
1. Mag Hughes

FBW [UNKNOWN_p050.jpg]: Mixed Dbls Net
1. Tricia George / Dave Robinson
2. Nancy Reynolds / Greg Cortopassi
3. Cheryl Hughes / Mag Hughes

FBW [UNKNOWN_p050.jpg]: Open Dbls Net
1. Mag Hughes / Billy Hayne
2. Kenny Shults / Mike Harding
3. Jim Caveney / Dave Robinson

FBW [UNKNOWN_p050.jpg]: Open Golf
1. Kenny Shults
2. Tim Mackey
3. Tobin Wigger

FBW [UNKNOWN_p050.jpg]: Open Sgls Consecutive
1. Pat Castle

FBW [UNKNOWN_p050.jpg]: Open Sgls Freestyle
1. Andy Linder
2. Kenny Shults
3. Jack Schoolcraft

FBW [UNKNOWN_p050.jpg]: Open Sgls Net
1. Mag Hughes
2. Dave Robinson
3. Kenny Shults

FBW [UNKNOWN_p050.jpg]: Open Team Freestyle
1. Jim Fitzgerald / Jack Schoolcraft
2. Gary Laut / Jim Caveney / Mag Hughes
3. Scott Cleere / Bill Bethurum

FBW [UNKNOWN_p050.jpg]: Women's Dbls Net
1. Nancy Reynolds / Tricia George
2. Constance Constable / Jenny Davidson
3. Jodi Sebastian / Shannon Aubin

FBW [UNKNOWN_p050.jpg]: Women's Overall
1. Tricia George

FBW [UNKNOWN_p050.jpg]: Women's Sgls Net
1. Nancy Reynolds
2. Tricia George
3. Trudy Archdale

FBW [UNKNOWN_p050.jpg]: Women's Team Freestyle
1. Tricia George / Jodi Sebastian
2. Suzanne Beauchemin / Constance Constable
3. Jenny Davidson / Ruth Osterman

OLD_RESULTS [OLD_RESULTS.txt]: Singles
1. Andy Linder
2. Ken Shults
3. Jack Schoolcraft

OLD_RESULTS [OLD_RESULTS.txt]: Team
1. Jack Schoolcraft / Jim Fitzgerald
2. Mag Hughes / Gary Lautt / Jim Caveney
3. Scott Cleere / Bill Bethurum","{""source_types"": ""FBW|OLD_RESULTS"", ""validation_status"": ""CONFIRMED_MULTI_SOURCE"", ""num_placements"": ""36""}",[]
88ab188635,1985,1985,1985,,,WORLD_CHAMPIONSHIPS,"FBW [FBW_V05_N02_p028.jpg]: Open Freestyle
1. Doug Little

FBW [FBW_V05_N02_p028.jpg]: Open Singles Net
1. John Stalberger

OLD_RESULTS [OLD_RESULTS.txt]: Advanced Doubles Net
1. Jimmy Evans / Chris Ott
2. Bruce Guettich / Andy Linder
3. Peter Shunny / John East

OLD_RESULTS [OLD_RESULTS.txt]: Advanced Singles Net
1. Gary Griggs
2. Jimmy Evans
3. Allan Petersen

OLD_RESULTS [OLD_RESULTS.txt]: Doubles Consecutive Kicks
1. Pat Castle / Jack Schoolcraft
2. Chris Ott / Jeff Johnson
3. Jon Lind / Dennis Ross

OLD_RESULTS [OLD_RESULTS.txt]: Doubles One-Pass Consecutive Kicks
1. Jim Caveney / Bruce Guettich
2. Mag Hughes / David Robinson
3. Brent Welch / Bill Langbehn

OLD_RESULTS [OLD_RESULTS.txt]: Golf
1. Ken Shults
2. Chris Ott
3. Evan Bozett

OLD_RESULTS [OLD_RESULTS.txt]: Intermediate Doubles Net
1. Randy Ross / James Stallcup

OLD_RESULTS [OLD_RESULTS.txt]: Intermediate Singles Net
1. Mark Pistorio

OLD_RESULTS [OLD_RESULTS.txt]: Men's Overall
1. Ken Shults
2. Jim Caveney
3. Bruce Guettich

OLD_RESULTS [OLD_RESULTS.txt]: Mixed Doubles Net
1. Tricia George / David Robinson
2. Trudy Archdale / Bruce Guettich
3. Constance Constable / Jim Caveney

OLD_RESULTS [OLD_RESULTS.txt]: Singles Consecutive Kicks
1. Andy Linder
2. Pat Castle
3. Fred Barnum

OLD_RESULTS [OLD_RESULTS.txt]: Singles Freestyle
1. Ken Shults
2. Dennis Ross
3. Jack Schoolcraft

OLD_RESULTS [OLD_RESULTS.txt]: Team Freestyle
1. Jim Caveney / Bruce Guettich
2. Scott Cleere / Bill Bethurum
3. Brent Welch / Bill Langbehn

OLD_RESULTS [OLD_RESULTS.txt]: Ultra Doubles Net
1. Ken Shults / Mike Harding
2. Mag Hughes / Bill Hayne
3. David Robinson / Jim Caveney

OLD_RESULTS [OLD_RESULTS.txt]: Ultra Singles Net
1. Mag Hughes
2. David Robinson
3. Ken Shults

OLD_RESULTS [OLD_RESULTS.txt]: Women's Doubles Consecutive Kicks
1. Jodi Chandler / Marie Elsner
2. Tricia George / Constance Constable
3. Nancy Reynolds / Kendall KIC

OLD_RESULTS [OLD_RESULTS.txt]: Women's Doubles Net
1. Nancy Reynolds / Tricia George
2. Trudy Archdale / Constance Constable
3. Suzanne Beauchemin / Linda Burt

OLD_RESULTS [OLD_RESULTS.txt]: Women's Doubles One-Pass Consecutive Kicks
1. Tricia George / Constance Constable
2. Jodi Chandler / Nancy Reynolds
3. Suzanne Beauchemin / Linda Burt

OLD_RESULTS [OLD_RESULTS.txt]: Women's Freestyle
1. Jodi Chandler / Tricia George
2. Constance Constable / Kim Era
3. Nancy Reynolds

OLD_RESULTS [OLD_RESULTS.txt]: Women's Golf
1. Tricia George
2. Linda Burt
3. Trudy Archdale

OLD_RESULTS [OLD_RESULTS.txt]: Women's Overall
1. Tricia George
2. Constance Constable
3. Nancy Reynolds

OLD_RESULTS [OLD_RESULTS.txt]: Women's Singles Consecutive Kicks
1. Tricia George
2. Constance Constable
3. Marie Elsner

OLD_RESULTS [OLD_RESULTS.txt]: Women's Singles Net
1. Tricia George
2. Nancy Reynolds
3. Trudy Archdale","{""source_types"": ""FBW|OLD_RESULTS"", ""validation_status"": ""CONFIRMED_MULTI_SOURCE"", ""num_placements"": ""64""}",[]
1c74083104,1985,1985 WFA National Championships,1985,,,WFA_NATIONALS,"FBW [UNKNOWN_p050.jpg]: Men's Overall
1. Kenny Shults

FBW [UNKNOWN_p050.jpg]: Mixed Dbls Net
1. Tricia George / Dave Robinson
2. Trudy Archdale / Bruce Guettich
3. Constance Constable / Jim Caveney

FBW [UNKNOWN_p050.jpg]: Open Dbls Consecutive
1. Jack Schoolcraft / Pat Castle
2. Chris Ott / Jeff Johnson
3. Jon Lind / Dennis Ross

FBW [UNKNOWN_p050.jpg]: Open Dbls Net
1. Kenny Shults / Mike Harding
2. Mag Hughes / Billy Hayne
3. Jim Caveney / Dave Robinson

FBW [UNKNOWN_p050.jpg]: Open Sgls Consecutive
1. Andy Linder
2. Pat Castle
3. Fred Barnum

FBW [UNKNOWN_p050.jpg]: Open Sgls Freestyle
1. Kenny Shults
2. Dennis Ross
3. Jack Schoolcraft

FBW [UNKNOWN_p050.jpg]: Open Sgls Net
1. Mag Hughes
2. Dave Robinson
3. Kenny Shults

FBW [UNKNOWN_p050.jpg]: Open Team Freestyle
1. Bruce Guettich / Greg Cortopassi
2. Scott Cleere / Bill Bethurum
3. Brent Welch / Bill Langbehn

FBW [UNKNOWN_p050.jpg]: Women's Dbls Net
1. Nancy Reynolds / Tricia George
2. Constance Constable / Trudy Archdale
3. Linda Burt / Suzanne Beauchemin

FBW [UNKNOWN_p050.jpg]: Women's Overall
1. Tricia George

FBW [UNKNOWN_p050.jpg]: Women's Sgls Freestyle
1. Nancy Reynolds

FBW [UNKNOWN_p050.jpg]: Women's Sgls Net
1. Tricia George
2. Nancy Reynolds
3. Trudy Archdale

FBW [UNKNOWN_p050.jpg]: Women's Team Freestyle
1. Tricia George / Jodi Sebastian
2. Constance Constable / Kim Era

OLD_RESULTS [OLD_RESULTS.txt]: Singles
1. Ken Shults
2. Dennis Ross
3. Jack Schoolcraft

OLD_RESULTS [OLD_RESULTS.txt]: Team
1. Jim Caveney / Bruce Guettich
2. Scott Cleere / Bill Bethurum
3. Brent Welch / Bill Langbehn","{""source_types"": ""FBW|OLD_RESULTS"", ""validation_status"": ""CONFIRMED_MULTI_SOURCE"", ""num_placements"": ""38""}",[]
b4b6a194e2,1986,1986 WFA World Championships,1986,"Golden, Colorado",,WFA_WORLD_CHAMPIONSHIPS,"FBW [FBW_V05_N01_p027.jpg]: Men's Overall
1. Kenny Shults

FBW [FBW_V05_N01_p027.jpg]: Mixed Dbls Net
1. Tricia George / Dave Robinson
2. Trudy Archdale / Bruce Guettich
3. Constance Constable / Jim Caveney

FBW [FBW_V05_N01_p027.jpg]: Open Dbls Consecutive
1. Jack Schoolcraft / Pat Castle
2. Jon Lind / Dennis Ross
3. Chris Ott / Jeff Johnson

FBW [FBW_V05_N01_p027.jpg]: Open Dbls Net
1. Kenny Shults / Mike Harding
2. Mag Hughes / Billy Hayne
3. Jim Caveney / Dave Robinson

FBW [FBW_V05_N01_p027.jpg]: Open Sgls Consecutive
1. Andy Linder
2. Pat Castle
3. Fred Barnum

FBW [FBW_V05_N01_p027.jpg]: Open Sgls Freestyle
1. Kenny Shults
2. Dennis Ross
3. Scott Cleere

FBW [FBW_V05_N01_p027.jpg]: Open Sgls Net
1. Mag Hughes
2. Dave Robinson
3. Kenny Shults

FBW [FBW_V05_N01_p027.jpg]: Open Team Freestyle
1. Bruce Guettich / Greg Cortopassi
2. Scott Cleere / Bill Bethurum
3. Jim Fitzgerald / Jack Schoolcraft

FBW [FBW_V05_N01_p027.jpg]: Women's Dbls Net
1. Nancy Reynolds / Tricia George
2. Constance Constable / Jodi Sebastian
3. Linda Burt / Trudy Archdale

FBW [FBW_V05_N01_p027.jpg]: Women's Overall
1. Tricia George

FBW [FBW_V05_N01_p027.jpg]: Women's Sgls Net
1. Tricia George
2. Nancy Reynolds
3. Jodi Sebastian

FBW [FBW_V05_N01_p027.jpg]: Women's Team Freestyle
1. Tricia George / Jodi Sebastian
2. Constance Constable / Kim Era

FBW [FBW_V06_N02_p033.jpg]: Open Freestyle
1. Doug Little

FBW [FBW_V06_N02_p033.jpg]: Open Singles Net
1. Ken Eldrick

OLD_RESULTS [OLD_RESULTS.txt]: Singles
1. Jon Lind
2. Andy Linder
3. Ken Shults

OLD_RESULTS [OLD_RESULTS.txt]: Team
1. Scott Cleere / Bill Bethurum / Randy Nelson
2. Jon Lind / Dennis Ross
3. Jack Schoolcraft / Jim Fitzgerald","{""source_types"": ""FBW|OLD_RESULTS"", ""validation_status"": ""CONFIRMED_MULTI_SOURCE"", ""num_placements"": ""39""}",[]
e753e2a15c,1987,1987 European Footbag Championships,1987,,,EURO_CHAMPIONSHIPS,"FBW [FBW_V07_N03_p040.jpg]: Open Singles Net
1. Jan-Olof Karlsson","{""source_types"": ""FBW"", ""validation_status"": ""SINGLE_SOURCE"", ""num_placements"": ""1""}",[]
8667de3590,1987,1987 WFA World Championships,1987,"Golden, Colorado",,WFA_WORLD_CHAMPIONSHIPS,"FBW [FBW_V05_N01_p027.jpg]: Men's Overall
1. Kenny Shults

FBW [FBW_V05_N01_p027.jpg]: Mixed Dbls Net
1. Tricia George / Dave Robinson
2. Constance Constable / Jim Caveney
3. Suzanne Beauchemin / Mag Hughes

FBW [FBW_V05_N01_p027.jpg]: Open Dbls Consecutive
1. Jack Schoolcraft / Pat Castle
2. Jon Lind / Dennis Ross
3. Chris Ott / Jeff Johnson

FBW [FBW_V05_N01_p027.jpg]: Open Dbls Net
1. Kenny Shults / Mike Harding
2. Mag Hughes / Billy Hayne
3. Kevin Courtney / Dave Robinson

FBW [FBW_V05_N01_p027.jpg]: Open Sgls Consecutive
1. Andy Linder
2. Fred Barnum
3. Chris Ott

FBW [FBW_V05_N01_p027.jpg]: Open Sgls Freestyle
1. Kenny Shults
2. Dennis Ross
3. Brent Welch

FBW [FBW_V05_N01_p027.jpg]: Open Sgls Net
1. Mag Hughes
2. Kenny Shults
3. Dave Robinson

FBW [FBW_V05_N01_p027.jpg]: Open Team Freestyle
1. Jim Fitzgerald / Jack Schoolcraft
2. Bruce Guettich / Greg Cortopassi
3. Scott Cleere / Bill Bethurum

FBW [FBW_V05_N01_p027.jpg]: Women's Dbls Net
1. Nancy Reynolds / Tricia George
2. Constance Constable / Jodi Sebastian
3. Suzanne Beauchemin / Linda Burt

FBW [FBW_V05_N01_p027.jpg]: Women's Overall
1. Tricia George

FBW [FBW_V05_N01_p027.jpg]: Women's Sgls Net
1. Tricia George
2. Jodi Sebastian
3. Nancy Reynolds

FBW [FBW_V07_N01_p037.jpg]: Open Freestyle
1. Doug Little

FBW [FBW_V07_N01_p037.jpg]: Open Singles Net
1. Ken Eldrick
2. John Stalberger","{""source_types"": ""FBW"", ""validation_status"": ""CONFIRMED_MULTI_SOURCE"", ""num_placements"": ""32""}",[]
7f20a87202,1988,1988 U.S. National Footbag Championships,1988,"Chicago, Illinois",,US_NATIONALS,"FBW [FBW_V08_N02_p044.jpg]: Open Singles Net
1. Ken Eldrick","{""source_types"": ""FBW"", ""validation_status"": ""SINGLE_SOURCE"", ""num_placements"": ""1""}",[]
d272be24f7,1988,1988 WFA World Championships,1988,"Golden, Colorado",,WFA_WORLD_CHAMPIONSHIPS,"FBW [FBW_V05_N02_p028.jpg]: Men's Overall
1. Kenny Shults

FBW [FBW_V05_N02_p028.jpg]: Mixed Dbls Net
1. Tricia George / Dave Robinson
2. Constance Constable / Jim Caveney
3. Linda Burt / Kenny Shults

FBW [FBW_V05_N02_p028.jpg]: Open Dbls Consecutive
1. Jack Schoolcraft / Pat Castle
2. Jon Lind / Dennis Ross
3. Scott Cleere / Andy Linder

FBW [FBW_V05_N02_p028.jpg]: Open Dbls Net
1. Kenny Shults / Mike Harding
2. Dave Robinson / Kevin Courtney
3. Mag Hughes / Billy Hayne

FBW [FBW_V05_N02_p028.jpg]: Open Sgls Consecutive
1. Andy Linder
2. Fred Barnum
3. John Lind

FBW [FBW_V05_N02_p028.jpg]: Open Sgls Freestyle
1. Kenny Shults
2. Brent Welch
3. Dennis Ross

FBW [FBW_V05_N02_p028.jpg]: Open Sgls Net
1. Mag Hughes
2. Kenny Shults
3. Dave Robinson

FBW [FBW_V05_N02_p028.jpg]: Open Team Freestyle
1. Jim Fitzgerald / Jack Schoolcraft
2. Bruce Guettich / Greg Cortopassi
3. Scott Cleere / Bill Bethurum

FBW [FBW_V05_N02_p028.jpg]: Women's Dbls Net
1. Nancy Reynolds / Tricia George
2. Constance Constable / Jodi Sebastian
3. Suzanne Beauchemin / Linda Burt

FBW [FBW_V05_N02_p028.jpg]: Women's Overall
1. Tricia George

FBW [FBW_V05_N02_p028.jpg]: Women's Sgls Net
1. Tricia George
2. Jodi Sebastian
3. Nancy Reynolds

FBW [FBW_V08_N01_p042.jpg]: Open Freestyle
1. Rick Reese

FBW [FBW_V08_N01_p042.jpg]: Open Singles Net
1. Ken Eldrick","{""source_types"": ""FBW"", ""validation_status"": ""CONFIRMED_MULTI_SOURCE"", ""num_placements"": ""31""}",[]
334c632f6e,1989,1989 WFA World Championships,1989,"Golden, Colorado",,WFA_WORLD_CHAMPIONSHIPS,"FBW [FBW_V05_N02_p029.jpg]: Men's Overall
1. Kenny Shults

FBW [FBW_V05_N02_p029.jpg]: Mixed Dbls Net
1. Tricia George / Dave Robinson
2. Nancy Reynolds / Mag Hughes
3. Suzanne Beauchemin / Greg Cortopassi

FBW [FBW_V05_N02_p029.jpg]: Open Dbls Consecutive
1. Jack Schoolcraft / Pat Castle
2. Jon Lind / Dennis Ross
3. Chris Ott / Dave Robinson

FBW [FBW_V05_N02_p029.jpg]: Open Dbls Net
1. Kenny Shults / Mike Harding
2. Dave Robinson / Kevin Courtney
3. Mag Hughes / Jim Fitzgerald

FBW [FBW_V05_N02_p029.jpg]: Open Sgls Consecutive
1. Andy Linder
2. John Lind
3. Greg Cortopassi

FBW [FBW_V05_N02_p029.jpg]: Open Sgls Freestyle
1. Kenny Shults
2. Dennis Ross
3. Brent Welch

FBW [FBW_V05_N02_p029.jpg]: Open Sgls Net
1. Dave Robinson
2. Mag Hughes
3. Jim Fitzgerald

FBW [FBW_V05_N02_p029.jpg]: Open Team Freestyle
1. Jim Fitzgerald / Jack Schoolcraft
2. Bruce Guettich / Greg Cortopassi
3. Scott Cleere / Brent Welch

FBW [FBW_V05_N02_p029.jpg]: Women's Dbls Net
1. Nancy Reynolds / Tricia George
2. Constance Constable / Jodi Sebastian
3. Suzanne Beauchemin / Linda Burt

FBW [FBW_V05_N02_p029.jpg]: Women's Overall
1. Tricia George

FBW [FBW_V05_N02_p029.jpg]: Women's Sgls Net
1. Tricia George
2. Nancy Reynolds
3. Jodi Sebastian

IFAB [IFAB_WORLDS_HISTORY_p051.jpg]: Open Singles Net
1. Ken Eldrick","{""source_types"": ""FBW|IFAB"", ""validation_status"": ""CONFIRMED_MULTI_SOURCE"", ""num_placements"": ""30""}",[]
