event_id,year,division_canon,division_category,place,competitor_type,person_id,team_person_key,person_canon,team_display_name,coverage_flag,person_unresolved,norm,division_raw
1983_worlds_nhsa,1983,Doubles Net,net,1,team,,ca63a7da-a00a-5a83-ae43-2e17b5758fc8|92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,__NON_PERSON__,Mag Hughes / Bill Hayne,complete,0,doubles net,Doubles Net
1983_worlds_nhsa,1983,Doubles Net,net,2,team,,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01|886e5b99-bd46-5707-a490-a2e938b09a35,__NON_PERSON__,Greg Cortopassi / Bruce Guettich,complete,0,doubles net,Doubles Net
1983_worlds_nhsa,1983,Doubles Net,net,3,team,,895b0608-34df-509a-853d-684ffa24e824|eb40c6a6-7e80-5190-b77d-47a47735bc0b,__NON_PERSON__,David Robinson / Kevin Courtney,complete,0,doubles net,Doubles Net
1983_worlds_nhsa,1983,Intermediate Doubles Net,net,1,team,,7d9fad30-f7f8-569b-b27d-7ef146e35653|bf2fefd4-7e20-5b87-84ba-056eac2bb001,__NON_PERSON__,Steve Brown / Kevin Gaunce,complete,0,intermediate doubles net,Intermediate Doubles Net
1983_worlds_nhsa,1983,Intermediate Singles Net,net,1,player,1df424ed-8425-5452-ac6a-f7abb11bb468,,Jimmy Evans,,complete,0,intermediate singles net,Intermediate Singles Net
1983_worlds_nhsa,1983,Mixed Doubles Net,net,1,team,,77f0f32d-98bf-5742-8228-4e06ac07bd9d|886e5b99-bd46-5707-a490-a2e938b09a35,__NON_PERSON__,Lori Jean Conover / Bruce Guettich,complete,0,mixed dbls net,Mixed Dbls Net
1983_worlds_nhsa,1983,Mixed Doubles Net,net,2,team,,4667c817-96f6-5e6e-b3ab-46ecd390dc0e|e7b054cf-d4f7-56cb-aafb-26a313fbbc14,__NON_PERSON__,Shannon Aubin / Dave Robinson,complete,0,mixed dbls net,Mixed Dbls Net
1983_worlds_nhsa,1983,Mixed Doubles Net,net,3,team,,26349aa8-a1ff-5e6a-bff5-f93a89d20c68|b54020bc-1a1a-5d23-89e1-34617b3514fa,__NON_PERSON__,Tricia George / Jim Fitzgerald,complete,0,mixed dbls net,Mixed Dbls Net
1983_worlds_nhsa,1983,Mixed Doubles Net,net,1,team,,77f0f32d-98bf-5742-8228-4e06ac07bd9d|92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,__NON_PERSON__,Lori Jean Conover / Bill Hayne,complete,0,mixed doubles net,Mixed Doubles Net
1983_worlds_nhsa,1983,Mixed Doubles Net,net,2,team,,cfcef53f-670c-5721-b206-1ebe7d63987c|ca63a7da-a00a-5a83-ae43-2e17b5758fc8,__NON_PERSON__,Cheryl Hughes / Mag Hughes,complete,0,mixed doubles net,Mixed Doubles Net
1983_worlds_nhsa,1983,Mixed Doubles Net,net,3,team,,26349aa8-a1ff-5e6a-bff5-f93a89d20c68|895b0608-34df-509a-853d-684ffa24e824,__NON_PERSON__,Tricia George / David Robinson,complete,0,mixed doubles net,Mixed Doubles Net
1983_worlds_nhsa,1983,Open Doubles Net,net,1,team,,ca63a7da-a00a-5a83-ae43-2e17b5758fc8|92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,__NON_PERSON__,Mag Hughes / Bill Hayne,complete,0,open dbls net,Open Dbls Net
1983_worlds_nhsa,1983,Open Doubles Net,net,2,team,,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01|886e5b99-bd46-5707-a490-a2e938b09a35,__NON_PERSON__,Greg Cortopassi / Bruce Guettich,complete,0,open dbls net,Open Dbls Net
1983_worlds_nhsa,1983,Open Doubles Net,net,3,team,,eb40c6a6-7e80-5190-b77d-47a47735bc0b|e7b054cf-d4f7-56cb-aafb-26a313fbbc14,__NON_PERSON__,Kevin Courtney / Dave Robinson,complete,0,open dbls net,Open Dbls Net
1983_worlds_nhsa,1983,Open Golf,golf,1,player,d75b5871-83c1-5284-b09d-a5eb5d4377dd,,Mike Harding,,complete,0,open golf,Open Golf
1983_worlds_nhsa,1983,Open Golf,golf,2,player,5e46bdbe-bbbb-5cca-aacb-d5edf9bf2540,,Tim Mackey,,complete,0,open golf,Open Golf
1983_worlds_nhsa,1983,Open Golf,golf,3,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,open golf,Open Golf
1983_worlds_nhsa,1983,Open Singles Consecutive,net,1,player,b7c2a69b-7547-5ee6-936e-b675c748d131,,Jack Schoolcraft,,complete,0,open sgls consecutive,Open Sgls Consecutive
1983_worlds_nhsa,1983,Open Singles Freestyle,freestyle,1,player,b7c2a69b-7547-5ee6-936e-b675c748d131,,Jack Schoolcraft,,complete,0,open sgls freestyle,Open Sgls Freestyle
1983_worlds_nhsa,1983,Open Singles Freestyle,freestyle,2,player,df329352-6f3b-5e98-b23b-1af6737d100b,,Jimmy Caveney,,complete,0,open sgls freestyle,Open Sgls Freestyle
1983_worlds_nhsa,1983,Open Singles Freestyle,freestyle,3,player,67af5b3f-6e16-530a-8841-409debf11fb0,,Bill Bethurum,,complete,0,open sgls freestyle,Open Sgls Freestyle
1983_worlds_nhsa,1983,Open Singles Net,net,1,player,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,Mag Hughes,,complete,0,open sgls net,Open Sgls Net
1983_worlds_nhsa,1983,Open Singles Net,net,2,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,open sgls net,Open Sgls Net
1983_worlds_nhsa,1983,Open Singles Net,net,3,player,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,Dave Robinson,,complete,0,open sgls net,Open Sgls Net
1983_worlds_nhsa,1983,Open Team Freestyle,freestyle,1,team,,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f|66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14|df329352-6f3b-5e98-b23b-1af6737d100b,__NON_PERSON__,Kenneth Shults / Gary Lautt / Jimmy Caveney,complete,0,open team freestyle,Open Team Freestyle
1983_worlds_nhsa,1983,Open Team Freestyle,freestyle,2,team,,eb40c6a6-7e80-5190-b77d-47a47735bc0b|e7b054cf-d4f7-56cb-aafb-26a313fbbc14|b5d49246-d1b4-5540-a92d-72d26e6b1d0b,__NON_PERSON__,Kevin Courtney / Dave Robinson / Reed Gray,complete,0,open team freestyle,Open Team Freestyle
1983_worlds_nhsa,1983,Open Team Freestyle,freestyle,3,team,,282ea81a-5815-5a15-9842-ee2ad6e2047e|b54020bc-1a1a-5d23-89e1-34617b3514fa,__NON_PERSON__,Robert Conover / Jim Fitzgerald,complete,0,open team freestyle,Open Team Freestyle
1983_worlds_nhsa,1983,Singles,net,1,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,singles,Singles
1983_worlds_nhsa,1983,Singles,net,2,player,64a7a989-aa2c-5a58-b141-e8378be4a962,,Andy Linder,,complete,0,singles,Singles
1983_worlds_nhsa,1983,Singles,net,3,player,76c8b933-3ec9-53e9-b2a7-a862b32704db,,Jeff Johnson,,complete,0,singles,Singles
1983_worlds_nhsa,1983,Singles Consecutive Kicks,net,1,player,64a7a989-aa2c-5a58-b141-e8378be4a962,,Andy Linder,,complete,0,singles consecutive kicks,Singles Consecutive Kicks
1983_worlds_nhsa,1983,Singles Consecutive Kicks,net,2,player,df329352-6f3b-5e98-b23b-1af6737d100b,,Jimmy Caveney,,complete,0,singles consecutive kicks,Singles Consecutive Kicks
1983_worlds_nhsa,1983,Singles Consecutive Kicks,net,3,player,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,,Gary Lautt,,complete,0,singles consecutive kicks,Singles Consecutive Kicks
1983_worlds_nhsa,1983,Singles Freestyle,freestyle,1,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,singles freestyle,Singles Freestyle
1983_worlds_nhsa,1983,Singles Freestyle,freestyle,2,player,64a7a989-aa2c-5a58-b141-e8378be4a962,,Andy Linder,,complete,0,singles freestyle,Singles Freestyle
1983_worlds_nhsa,1983,Singles Freestyle,freestyle,3,player,76c8b933-3ec9-53e9-b2a7-a862b32704db,,Jeff Johnson,,complete,0,singles freestyle,Singles Freestyle
1983_worlds_nhsa,1983,Singles Net,net,1,player,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,Mag Hughes,,complete,0,singles net,Singles Net
1983_worlds_nhsa,1983,Singles Net,net,2,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,singles net,Singles Net
1983_worlds_nhsa,1983,Singles Net,net,3,player,895b0608-34df-509a-853d-684ffa24e824,,David Robinson,,complete,0,singles net,Singles Net
1983_worlds_nhsa,1983,Team,net,1,team,,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01|ca63a7da-a00a-5a83-ae43-2e17b5758fc8|66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14|df329352-6f3b-5e98-b23b-1af6737d100b,__NON_PERSON__,Greg Cortopassi / Mag Hughes / Gary Lautt / Jimmy Caveney,complete,0,team,Team
1983_worlds_nhsa,1983,Team,net,2,team,,895b0608-34df-509a-853d-684ffa24e824|eb40c6a6-7e80-5190-b77d-47a47735bc0b|b5d49246-d1b4-5540-a92d-72d26e6b1d0b|b54020bc-1a1a-5d23-89e1-34617b3514fa,__NON_PERSON__,David Robinson / Kevin Courtney / Reed Gray / Jim Fitzgerald,complete,0,team,Team
1983_worlds_nhsa,1983,Team,net,3,team,,b7c2a69b-7547-5ee6-936e-b675c748d131|a6ba539d-a3b1-5685-ba8f-f537731bc96d,__NON_PERSON__,Jack Schoolcraft / Will Squire,complete,0,team,Team
1983_worlds_nhsa,1983,Team Freestyle,freestyle,1,team,,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01|ca63a7da-a00a-5a83-ae43-2e17b5758fc8|66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14|df329352-6f3b-5e98-b23b-1af6737d100b,__NON_PERSON__,Greg Cortopassi / Mag Hughes / Gary Lautt / Jimmy Caveney,complete,0,team freestyle,Team Freestyle
1983_worlds_nhsa,1983,Team Freestyle,freestyle,2,team,,895b0608-34df-509a-853d-684ffa24e824|eb40c6a6-7e80-5190-b77d-47a47735bc0b|b5d49246-d1b4-5540-a92d-72d26e6b1d0b|b54020bc-1a1a-5d23-89e1-34617b3514fa,__NON_PERSON__,David Robinson / Kevin Courtney / Reed Gray / Jim Fitzgerald,complete,0,team freestyle,Team Freestyle
1983_worlds_nhsa,1983,Team Freestyle,freestyle,3,team,,b7c2a69b-7547-5ee6-936e-b675c748d131|a6ba539d-a3b1-5685-ba8f-f537731bc96d,__NON_PERSON__,Jack Schoolcraft / Will Squire,complete,0,team freestyle,Team Freestyle
1983_worlds_nhsa,1983,Women's Consecutive Kicks,net,1,player,eccb075a-3997-5288-a805-774d358f5656,,Nancy Reynolds,,complete,0,women s consecutive kicks,Women's Consecutive Kicks
1983_worlds_nhsa,1983,Women's Consecutive Kicks,net,2,player,5ed3846e-4212-5e19-84ff-19cc486e66db,,Cheri Johnson,,complete,0,women s consecutive kicks,Women's Consecutive Kicks
1983_worlds_nhsa,1983,Women's Consecutive Kicks,net,3,player,5e9196f6-80e9-58e5-b152-822cd1fc1021,,Grace Faucette,,complete,0,women s consecutive kicks,Women's Consecutive Kicks
1983_worlds_nhsa,1983,Women's Doubles Net,net,1,team,,77f0f32d-98bf-5742-8228-4e06ac07bd9d|cfcef53f-670c-5721-b206-1ebe7d63987c,__NON_PERSON__,Lori Jean Conover / Cheryl Hughes,complete,0,women s doubles net,Women's Doubles Net
1983_worlds_nhsa,1983,Women's Doubles Net,net,2,team,,26349aa8-a1ff-5e6a-bff5-f93a89d20c68|73728c19-e412-5006-aa48-1d2685a77f7e,__NON_PERSON__,Tricia George / Judy Grace,complete,0,women s doubles net,Women's Doubles Net
1983_worlds_nhsa,1983,Women's Doubles Net,net,3,team,,eccb075a-3997-5288-a805-774d358f5656|826201f8-2540-5663-9bbf-239e94ccee43,__NON_PERSON__,Nancy Reynolds / Constance Constable,complete,0,women s doubles net,Women's Doubles Net
1983_worlds_nhsa,1983,Women's Singles Net,net,1,player,77f0f32d-98bf-5742-8228-4e06ac07bd9d,,Lori Jean Conover,,complete,0,women s singles net,Women's Singles Net
1983_worlds_nhsa,1983,Women's Singles Net,net,2,player,eccb075a-3997-5288-a805-774d358f5656,,Nancy Reynolds,,complete,0,women s singles net,Women's Singles Net
1983_worlds_nhsa,1983,Women's Singles Net,net,3,player,cfcef53f-670c-5721-b206-1ebe7d63987c,,Cheryl Hughes,,complete,0,women s singles net,Women's Singles Net
1983_oregon_state,1983,Open Singles,net,1,player,8f420eba-d663-5f06-b0f4-b62bf7550f80,,John Stalberger,,partial,0,open singles,Open Singles
1983_worlds_wfa,1983,Doubles Net,net,1,team,,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f|d75b5871-83c1-5284-b09d-a5eb5d4377dd,__NON_PERSON__,Kenneth Shults / Mike Harding,complete,0,doubles net,Doubles Net
1983_worlds_wfa,1983,Doubles Net,net,2,team,,895b0608-34df-509a-853d-684ffa24e824|5cb79fb4-ab20-558f-b4a2-e7206c9f22df,__NON_PERSON__,David Robinson / Dave Hill,complete,0,doubles net,Doubles Net
1983_worlds_wfa,1983,Doubles Net,net,3,team,,4a680cee-eee2-5f29-9637-86075d66581c|38df5c50-08d9-5706-90e5-464508ea0962,__NON_PERSON__,Bob Swerdlick / Mike Puderbaugh,complete,0,doubles net,Doubles Net
1983_worlds_wfa,1983,Golf,golf,1,player,d75b5871-83c1-5284-b09d-a5eb5d4377dd,,Mike Harding,,complete,0,golf,Golf
1983_worlds_wfa,1983,Golf,golf,2,player,de9e5c5c-8b5b-5ced-b326-5d2048c7ab3c,,Tim Prater,,complete,0,golf,Golf
1983_worlds_wfa,1983,Golf,golf,3,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,golf,Golf
1983_worlds_wfa,1983,Mixed Doubles Net,net,1,team,,eccb075a-3997-5288-a805-774d358f5656|826201f8-2540-5663-9bbf-239e94ccee43,__NON_PERSON__,Nancy Reynolds / Constance Constable,complete,0,mixed dbls net,Mixed Dbls Net
1983_worlds_wfa,1983,Mixed Doubles Net,net,2,team,,26349aa8-a1ff-5e6a-bff5-f93a89d20c68|73728c19-e412-5006-aa48-1d2685a77f7e,__NON_PERSON__,Tricia George / Judy Grace,complete,0,mixed dbls net,Mixed Dbls Net
1983_worlds_wfa,1983,Mixed Doubles Net,net,3,team,,eccb075a-3997-5288-a805-774d358f5656|826201f8-2540-5663-9bbf-239e94ccee43,__NON_PERSON__,Nancy Reynolds / Constance Constable,complete,0,mixed dbls net,Mixed Dbls Net
1983_worlds_wfa,1983,Mixed Doubles Net,net,1,team,,77f0f32d-98bf-5742-8228-4e06ac07bd9d|886e5b99-bd46-5707-a490-a2e938b09a35,__NON_PERSON__,Lori Jean Conover / Bruce Guettich,complete,0,mixed doubles net,Mixed Doubles Net
1983_worlds_wfa,1983,Mixed Doubles Net,net,2,team,,4667c817-96f6-5e6e-b3ab-46ecd390dc0e|895b0608-34df-509a-853d-684ffa24e824,__NON_PERSON__,Shannon Aubin / David Robinson,complete,0,mixed doubles net,Mixed Doubles Net
1983_worlds_wfa,1983,Mixed Doubles Net,net,3,team,,26349aa8-a1ff-5e6a-bff5-f93a89d20c68|b54020bc-1a1a-5d23-89e1-34617b3514fa,__NON_PERSON__,Tricia George / Jim Fitzgerald,complete,0,mixed doubles net,Mixed Doubles Net
1983_worlds_wfa,1983,Open Doubles Net,net,1,team,,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f|d75b5871-83c1-5284-b09d-a5eb5d4377dd,__NON_PERSON__,Kenneth Shults / Mike Harding,complete,0,open dbls net,Open Dbls Net
1983_worlds_wfa,1983,Open Doubles Net,net,2,team,,5cb79fb4-ab20-558f-b4a2-e7206c9f22df|e7b054cf-d4f7-56cb-aafb-26a313fbbc14,__NON_PERSON__,Dave Hill / Dave Robinson,complete,0,open dbls net,Open Dbls Net
1983_worlds_wfa,1983,Open Doubles Net,net,3,team,,4a680cee-eee2-5f29-9637-86075d66581c|38df5c50-08d9-5706-90e5-464508ea0962,__NON_PERSON__,Bob Swerdlick / Mike Puderbaugh,complete,0,open dbls net,Open Dbls Net
1983_worlds_wfa,1983,Open Golf,golf,1,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,open golf,Open Golf
1983_worlds_wfa,1983,Open Golf,golf,2,player,,,?,,complete,1,open golf,Open Golf
1983_worlds_wfa,1983,Open Golf,golf,3,player,,,?,,complete,1,open golf,Open Golf
1983_worlds_wfa,1983,Open Singles Consecutive,net,1,player,64a7a989-aa2c-5a58-b141-e8378be4a962,,Andy Linder,,complete,0,open sgls consecutive,Open Sgls Consecutive
1983_worlds_wfa,1983,Open Singles Freestyle,freestyle,1,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,open sgls freestyle,Open Sgls Freestyle
1983_worlds_wfa,1983,Open Singles Net,net,1,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,open sgls net,Open Sgls Net
1983_worlds_wfa,1983,Open Singles Net,net,2,player,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,Dave Robinson,,complete,0,open sgls net,Open Sgls Net
1983_worlds_wfa,1983,Open Singles Net,net,3,player,fb605451-fa41-5e6d-ad21-1b541b3fc82b,,Steve Fennell,,complete,0,open sgls net,Open Sgls Net
1983_worlds_wfa,1983,Open Team Freestyle,freestyle,1,team,,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14|ca63a7da-a00a-5a83-ae43-2e17b5758fc8|df329352-6f3b-5e98-b23b-1af6737d100b|bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,__NON_PERSON__,Gary Lautt / Mag Hughes / Jimmy Caveney / Greg Cortopassi,complete,0,open team freestyle,Open Team Freestyle
1983_worlds_wfa,1983,Open Team Freestyle,freestyle,2,team,,b7c2a69b-7547-5ee6-936e-b675c748d131|a6ba539d-a3b1-5685-ba8f-f537731bc96d,__NON_PERSON__,Jack Schoolcraft / Will Squire,complete,0,open team freestyle,Open Team Freestyle
1983_worlds_wfa,1983,Singles,net,1,player,b7c2a69b-7547-5ee6-936e-b675c748d131,,Jack Schoolcraft,,complete,0,singles,Singles
1983_worlds_wfa,1983,Singles,net,2,player,df329352-6f3b-5e98-b23b-1af6737d100b,,Jimmy Caveney,,complete,0,singles,Singles
1983_worlds_wfa,1983,Singles,net,3,player,67af5b3f-6e16-530a-8841-409debf11fb0,,Bill Bethurum,,complete,0,singles,Singles
1983_worlds_wfa,1983,Singles Consecutive Kicks,net,1,player,b7c2a69b-7547-5ee6-936e-b675c748d131,,Jack Schoolcraft,,complete,0,singles consecutive kicks,Singles Consecutive Kicks
1983_worlds_wfa,1983,Singles Freestyle,freestyle,1,player,b7c2a69b-7547-5ee6-936e-b675c748d131,,Jack Schoolcraft,,complete,0,singles freestyle,Singles Freestyle
1983_worlds_wfa,1983,Singles Freestyle,freestyle,2,player,df329352-6f3b-5e98-b23b-1af6737d100b,,Jimmy Caveney,,complete,0,singles freestyle,Singles Freestyle
1983_worlds_wfa,1983,Singles Freestyle,freestyle,3,player,67af5b3f-6e16-530a-8841-409debf11fb0,,Bill Bethurum,,complete,0,singles freestyle,Singles Freestyle
1983_worlds_wfa,1983,Singles Net,net,1,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,singles net,Singles Net
1983_worlds_wfa,1983,Singles Net,net,2,player,895b0608-34df-509a-853d-684ffa24e824,,David Robinson,,complete,0,singles net,Singles Net
1983_worlds_wfa,1983,Singles Net,net,3,player,fb605451-fa41-5e6d-ad21-1b541b3fc82b,,Steve Fennell,,complete,0,singles net,Singles Net
1983_worlds_wfa,1983,Team,net,1,team,,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14|df329352-6f3b-5e98-b23b-1af6737d100b|2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,__NON_PERSON__,Gary Lautt / Jimmy Caveney / Kenneth Shults,complete,0,team,Team
1983_worlds_wfa,1983,Team,net,2,team,,895b0608-34df-509a-853d-684ffa24e824|eb40c6a6-7e80-5190-b77d-47a47735bc0b|b5d49246-d1b4-5540-a92d-72d26e6b1d0b,__NON_PERSON__,David Robinson / Kevin Courtney / Reed Gray,complete,0,team,Team
1983_worlds_wfa,1983,Team,net,3,team,,b54020bc-1a1a-5d23-89e1-34617b3514fa|282ea81a-5815-5a15-9842-ee2ad6e2047e,__NON_PERSON__,Jim Fitzgerald / Robert Conover,complete,0,team,Team
1983_worlds_wfa,1983,Team Freestyle,freestyle,1,team,,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14|df329352-6f3b-5e98-b23b-1af6737d100b|2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,__NON_PERSON__,Gary Lautt / Jimmy Caveney / Kenneth Shults,complete,0,team freestyle,Team Freestyle
1983_worlds_wfa,1983,Team Freestyle,freestyle,2,team,,895b0608-34df-509a-853d-684ffa24e824|eb40c6a6-7e80-5190-b77d-47a47735bc0b|b5d49246-d1b4-5540-a92d-72d26e6b1d0b,__NON_PERSON__,David Robinson / Kevin Courtney / Reed Gray,complete,0,team freestyle,Team Freestyle
1983_worlds_wfa,1983,Team Freestyle,freestyle,3,team,,b54020bc-1a1a-5d23-89e1-34617b3514fa|282ea81a-5815-5a15-9842-ee2ad6e2047e,__NON_PERSON__,Jim Fitzgerald / Robert Conover,complete,0,team freestyle,Team Freestyle
1983_worlds_wfa,1983,Women's Doubles Net,net,1,team,,77f0f32d-98bf-5742-8228-4e06ac07bd9d|2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,__NON_PERSON__,Lori Jean Conover / Rita Buckley,complete,0,women s dbls net,Women's Dbls Net
1983_worlds_wfa,1983,Women's Doubles Net,net,2,team,,4667c817-96f6-5e6e-b3ab-46ecd390dc0e|26349aa8-a1ff-5e6a-bff5-f93a89d20c68,__NON_PERSON__,Shannon Aubin / Tricia George,complete,0,women s dbls net,Women's Dbls Net
1983_worlds_wfa,1983,Women's Doubles Net,net,3,team,,86de3135-51c7-5ad5-9144-112f984acd3f|826201f8-2540-5663-9bbf-239e94ccee43,__NON_PERSON__,Karen Atgopian / Constance Constable,complete,0,women s dbls net,Women's Dbls Net
1983_worlds_wfa,1983,Women's Doubles Net,net,1,team,,77f0f32d-98bf-5742-8228-4e06ac07bd9d|2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,__NON_PERSON__,Lori Jean Conover / Rita Buckley,complete,0,women s doubles net,Women's Doubles Net
1983_worlds_wfa,1983,Women's Doubles Net,net,2,team,,26349aa8-a1ff-5e6a-bff5-f93a89d20c68|4667c817-96f6-5e6e-b3ab-46ecd390dc0e,__NON_PERSON__,Tricia George / Shannon Aubin,complete,0,women s doubles net,Women's Doubles Net
1983_worlds_wfa,1983,Women's Doubles Net,net,3,team,,86de3135-51c7-5ad5-9144-112f984acd3f|826201f8-2540-5663-9bbf-239e94ccee43,__NON_PERSON__,Karen Atgopian / Constance Constable,complete,0,women s doubles net,Women's Doubles Net
1983_worlds_wfa,1983,Women's Singles Net,net,1,player,77f0f32d-98bf-5742-8228-4e06ac07bd9d,,Lori Jean Conover,,complete,0,women s sgls net,Women's Sgls Net
1983_worlds_wfa,1983,Women's Singles Net,net,2,player,eccb075a-3997-5288-a805-774d358f5656,,Nancy Reynolds,,complete,0,women s sgls net,Women's Sgls Net
1983_worlds_wfa,1983,Women's Singles Net,net,3,player,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,Tricia George,,complete,0,women s sgls net,Women's Sgls Net
1983_worlds_wfa,1983,Women's Singles Net,net,1,player,77f0f32d-98bf-5742-8228-4e06ac07bd9d,,Lori Jean Conover,,complete,0,women s singles net,Women's Singles Net
1983_worlds_wfa,1983,Women's Singles Net,net,2,player,eccb075a-3997-5288-a805-774d358f5656,,Nancy Reynolds,,complete,0,women s singles net,Women's Singles Net
1983_worlds_wfa,1983,Women's Singles Net,net,3,player,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,Tricia George,,complete,0,women s singles net,Women's Singles Net
1983_worlds_portland,1983,Open Doubles Net,net,1,team,,8f420eba-d663-5f06-b0f4-b62bf7550f80|03bcdedb-b187-5ef3-ba2d-e371c1cada15,__NON_PERSON__,John Stalberger / Ken Eldrick,partial,0,open doubles net,Open Doubles Net
1983_worlds_portland,1983,Open Singles Net,net,1,player,8f420eba-d663-5f06-b0f4-b62bf7550f80,,John Stalberger,,partial,0,open singles net,Open Singles Net
1983_worlds_portland,1983,Open Singles Net,net,2,player,03bcdedb-b187-5ef3-ba2d-e371c1cada15,,Ken Eldrick,,partial,0,open singles net,Open Singles Net
1984_worlds,1984,Advanced Doubles Net,net,1,team,,ca63a7da-a00a-5a83-ae43-2e17b5758fc8|92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,__NON_PERSON__,Mag Hughes / Bill Hayne,complete,0,advanced doubles net,Advanced Doubles Net
1984_worlds,1984,Advanced Doubles Net,net,2,team,,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f|d75b5871-83c1-5284-b09d-a5eb5d4377dd,__NON_PERSON__,Kenneth Shults / Mike Harding,complete,0,advanced doubles net,Advanced Doubles Net
1984_worlds,1984,Advanced Doubles Net,net,3,team,,895b0608-34df-509a-853d-684ffa24e824|df329352-6f3b-5e98-b23b-1af6737d100b,__NON_PERSON__,David Robinson / Jimmy Caveney,complete,0,advanced doubles net,Advanced Doubles Net
1984_worlds,1984,Advanced Singles Net,net,1,player,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,Mag Hughes,,complete,0,advanced singles net,Advanced Singles Net
1984_worlds,1984,Advanced Singles Net,net,2,player,895b0608-34df-509a-853d-684ffa24e824,,David Robinson,,complete,0,advanced singles net,Advanced Singles Net
1984_worlds,1984,Advanced Singles Net,net,3,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,0,advanced singles net,Advanced Singles Net
1984_worlds,1984,Doubles Consecutive Kicks,net,1,team,,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14|df329352-6f3b-5e98-b23b-1af6737d100b,__NON_PERSON__,Gary Lautt / Jimmy Caveney,complete,0,doubles consecutive kicks,Doubles Consecutive Kicks
1984_worlds,1984,Doubles Consecutive Kicks,net,2,team,,64a7a989-aa2c-5a58-b141-e8378be4a962|1df424ed-8425-5452-ac6a-f7abb11bb468,__NON_PERSON__,Andy Linder / Jimmy Evans,complete,0,doubles consecutive kicks,Doubles Consecutive Kicks
1984_worlds,1984,Doubles Consecutive Kicks,net,3,team,,4901847d-1c88-5fda-aca5-a24c19da90d9|70e1582b-c009-508a-b3e1-11b184198b72,__NON_PERSON__,Lee Guenther / Mike Mueller,complete,0,doubles consecutive kicks,Doubles Consecutive Kicks
1984_worlds,1984,Doubles One-Pass Consecutive Kicks,net,1,team,,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14|df329352-6f3b-5e98-b23b-1af6737d100b,__NON_PERSON__,Gary Lautt / Jimmy Caveney,complete,0,doubles one pass consecutive kicks,Doubles One-Pass Consecutive Kicks
