event_id,year,division_canon,division_category,place,competitor_type,person_id,team_person_key,person_canon,team_display_name,coverage_flag,person_unresolved,norm,division_raw
1982_worlds,1982,Women's Doubles Net,net,3,team,,4b3d47c0-977c-5285-a31f-b3c2f33428a8|cfcef53f-670c-5721-b206-1ebe7d63987c,__NON_PERSON__,Karen Uppinghouse / Cheryl Hughes,complete,0,women s dbls net,Women's Dbls Net
1982_worlds,1982,Women's Doubles Net,net,1,team,,77f0f32d-98bf-5742-8228-4e06ac07bd9d|cbf84862-04b1-5408-9e43-49b9818ed9aa,__NON_PERSON__,Lori Jean Conover / Carolyn Ramondie,complete,0,women s doubles net,Women's Doubles Net
1982_worlds,1982,Women's Doubles Net,net,2,team,,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e|1f2d14aa-31e7-5d1f-a338-9ae43af68af5,__NON_PERSON__,Rita Buckley / Alex Frazier,complete,0,women s doubles net,Women's Doubles Net
1982_worlds,1982,Women's Doubles Net,net,3,team,,cfcef53f-670c-5721-b206-1ebe7d63987c|4b3d47c0-977c-5285-a31f-b3c2f33428a8,__NON_PERSON__,Cheryl Hughes / Karen Uppinghouse,complete,0,women s doubles net,Women's Doubles Net
1982_worlds,1982,Women's Singles Net,net,1,player,cfcef53f-670c-5721-b206-1ebe7d63987c,,Cheryl Hughes,,complete,0,women s sgls net,Women's Sgls Net
1982_worlds,1982,Women's Singles Net,net,2,player,cbf84862-04b1-5408-9e43-49b9818ed9aa,,Carolyn Ramondie,,complete,0,women s sgls net,Women's Sgls Net
1982_worlds,1982,Women's Singles Net,net,3,player,63327293-7bb9-5a45-a50a-e2a2167ba80e,,Karen Gunther,,complete,0,women s sgls net,Women's Sgls Net
1982_worlds,1982,Women's Singles Net,net,1,player,cfcef53f-670c-5721-b206-1ebe7d63987c,,Cheryl Hughes,,complete,0,women s singles net,Women's Singles Net
1982_worlds,1982,Women's Singles Net,net,2,player,cbf84862-04b1-5408-9e43-49b9818ed9aa,,Carolyn Ramondie,,complete,0,women s singles net,Women's Singles Net
1982_worlds,1982,Women's Singles Net,net,3,player,63327293-7bb9-5a45-a50a-e2a2167ba80e,,Karen Gunther,,complete,0,women s singles net,Women's Singles Net
1982_western_regionals,1982,Open Doubles,net,1,team,,8f420eba-d663-5f06-b0f4-b62bf7550f80|1381939c-35d0-5941-ae91-ca262b6fc482,__NON_PERSON__,John Stalberger / Mike Marshall,partial,0,open doubles,Open Doubles
1982_worlds_portland,1982,Open Singles,net,1,player,8f420eba-d663-5f06-b0f4-b62bf7550f80,,John Stalberger,,partial,0,open singles,Open Singles
