qc_rule,qc_detail,event_id,year,division_canon,place,person_canon,norm
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1287439208,2010,Open Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Circle Contest,1,Damian Gielnicki,damian gielnicki
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Circle Contest,1,Bartosz Bubula,bartosz bubula
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Circle Contest,2,Damian Gielnicki,damian gielnicki
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Circle Contest,3,Mariusz Wilk,mariusz wilk
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Circle Contest,3,Rafal Kaleta,rafal kaleta
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Circle Contest,4,Mariusz Wilk,mariusz wilk
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Circle Contest,4,Bartosz Bubula,bartosz bubula
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Circle Contest,6,Rafal Kaleta,rafal kaleta
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Open Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Open Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Open Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Request Contest,1,Damian Gielnicki,damian gielnicki
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1288096032,2010,Request Contest,11,Damian Gielnicki,damian gielnicki
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,7,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,8,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,9,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,10,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,11,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,12,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,13,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,14,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,15,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,16,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,17,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,18,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,19,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,20,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1290861524,2011,Doubles Net,21,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Intermediate Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Intermediate Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Intermediate Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Intermediate Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Mixed Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Mixed Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Mixed Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Mixed Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Mixed Doubles Net,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Mixed Doubles Net,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,7,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,8,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,9,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,10,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,11,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,12,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,13,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,14,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,15,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,16,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,17,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,18,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,19,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,20,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,21,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Net,22,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Routines,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Routines,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Open Doubles Routines,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Women's Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Women's Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1293877917,2011,Women's Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Mixed Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Mixed Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Mixed Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Mixed Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Mixed Doubles Net,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Mixed Doubles Net,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Mixed Doubles Net,7,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,7,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,8,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,9,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,10,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,11,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,12,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,13,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,14,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,15,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,16,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,17,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,18,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,19,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,20,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,21,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,22,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,23,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,24,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,25,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,26,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,27,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,28,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,29,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Doubles Net,30,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Routines,2,Jindrich Smola,jindrich smola
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Routines,2,Aleksi Airinen,aleksi airlinen
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Routines,3,Jindrich Smola,jindrich smola
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Routines,4,Rafal Kaleta,rafal kaleta
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Routines,4,Aleksi Airinen,aleksi airlinen
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Open Routines,8,Rafal Kaleta,rafal kaleta
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Women?S Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Women?S Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294262550,2011,Women?S Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294779128,2011,Open Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294779128,2011,Open Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294779128,2011,Open Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294779128,2011,Open Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294779128,2011,Open Doubles Net,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294779128,2011,Open Doubles Net,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294779128,2011,Open Doubles Net,7,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294779128,2011,Open Doubles Net,8,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1294779128,2011,Open Doubles Net,9,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,7,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,8,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,9,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,10,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,11,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,12,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,13,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,14,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Doubles Net,15,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Mixed Doubles,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Mixed Doubles,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295120951,2011,Mixed Doubles,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295262886,2011,Open Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295262886,2011,Open Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295262886,2011,Open Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Intermediate Doubles,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Intermediate Doubles,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Intermediate Doubles,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Intermediate Doubles,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Intermediate Doubles,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Intermediate Doubles,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Intermediate Doubles,7,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Intermediate Doubles,8,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Mixed Doubles,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Mixed Doubles,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Mixed Doubles,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Mixed Doubles,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Mixed Doubles,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Mixed Doubles,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Mixed Doubles,7,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Mixed Doubles,8,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Mixed Doubles,9,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Mixed Doubles,10,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Open Doubles,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Open Doubles,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Open Doubles,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Open Doubles,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Open Doubles,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Open Doubles,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Open Doubles,7,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Open Doubles,8,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Open Doubles,9,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Women's Doubles,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Women's Doubles,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Women's Doubles,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Women's Doubles,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1295842442,2011,Women's Doubles,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Intermediate Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Intermediate Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Intermediate Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Intermediate Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Mixed Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Mixed Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Mixed Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Mixed Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Mixed Doubles Net,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Mixed Doubles Net,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Open Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Open Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Open Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Open Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Open Doubles Net,5,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Open Doubles Net,6,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Open Doubles Net,7,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Open Doubles Net,8,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Open Doubles Net,9,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Women's Singles Net,1,Ivaneidy Zambrano Torres,ivaneidy zambrano torres
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1297909685,2011,Women's Singles Net,5,Ivaneidy Zambrano Torres,ivaneidy zambrano torres
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1298063977,2011,Open Doubles Net,1,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1298063977,2011,Open Doubles Net,2,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1298063977,2011,Open Doubles Net,3,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1298063977,2011,Open Doubles Net,4,__NON_PERSON__,
V2_R06_PERSON_MULTIPLE_PLACES,same person has multiple places in same event+division,1298063977,2011,Open Doubles Net,5,__NON_PERSON__,
