event_id,year,division_canon,division_category,place,competitor_type,person_id,team_person_key,person_canon,team_display_name,coverage_flag,person_unresolved
1738446800,2025,Open Doubles Net,net,3,team,17f1d5dd-7053-5cdb-b2d1-289152953428|d1afbdbf-5b4a-5ccf-bc8a-d5bea2c4ada2,17f1d5dd-7053-5cdb-b2d1-289152953428|d1afbdbf-5b4a-5ccf-bc8a-d5bea2c4ada2,__NON_PERSON__,Patrick Weinberg / Elle Shults,complete,
1738446800,2025,Open Doubles Net,net,4,team,62bdd1f4-4414-5259-9996-91770a34d09f|a3036351-4d3f-504d-add4-4ae9fc629177,62bdd1f4-4414-5259-9996-91770a34d09f|a3036351-4d3f-504d-add4-4ae9fc629177,__NON_PERSON__,Edwin Veltman / Dirk Janssens,complete,
1738446800,2025,Open Doubles Net,net,5,team,2741dd80-99cd-5f50-b5dc-2def79d79ecf|7d688a71-ef53-5de7-83de-2ee21b6f5663,2741dd80-99cd-5f50-b5dc-2def79d79ecf|7d688a71-ef53-5de7-83de-2ee21b6f5663,__NON_PERSON__,Brett Milliken / Will Mayfield,complete,
1738446800,2025,Open Doubles Net,net,6,team,649e9fe1-aa21-5bc8-ae05-5aa9292e0661|7d90c02c-fac4-5f9e-9e38-fbc9f4129593,649e9fe1-aa21-5bc8-ae05-5aa9292e0661|7d90c02c-fac4-5f9e-9e38-fbc9f4129593,__NON_PERSON__,Jacob Hankamer / Simon Hankamer,complete,
1738446800,2025,Open Doubles Net,net,7,team,185a81ca-3b13-5c7a-aa6d-6095dba9d2dd|49b38d45-c347-5aeb-8850-1993e8c12ee4,185a81ca-3b13-5c7a-aa6d-6095dba9d2dd|49b38d45-c347-5aeb-8850-1993e8c12ee4,__NON_PERSON__,Harper Cleaver / Gaylene Runey,complete,
1738446800,2025,Open Doubles Net,net,8,team,d646e6ae-5d43-5687-b380-d019d69b0f33|da0a2c69-e34e-59ff-957e-a611fa3ddf7b,d646e6ae-5d43-5687-b380-d019d69b0f33|da0a2c69-e34e-59ff-957e-a611fa3ddf7b,__NON_PERSON__,Alan Eneev / Ryan Miller,complete,
1738446800,2025,Open Freestyle Battles,freestyle,1,player,58bb3c4a-1a60-537d-ba4e-55de294abd8c,,Dustin Rhodes,,complete,
1738446800,2025,Open Freestyle Battles,freestyle,2,player,48268322-19d9-5180-aac2-241293167d21,,Nick Landes,,complete,
1738446800,2025,Open Freestyle Battles,freestyle,3,player,018c9ed2-a70b-5f10-9b77-a36a479ee64f,,Kevin Hogan,,complete,
1738446800,2025,Open Freestyle Battles,freestyle,4,player,8e45c907-30f2-567b-890b-e1aee59e6bf0,,Dante Diotavelli,,complete,
1738446800,2025,Open Freestyle Battles,freestyle,5,player,11542335-67de-5fd2-9d43-5f2b55ea1fef,,Brian Sherrill,,complete,
1738446800,2025,Open Freestyle Battles,freestyle,6,player,720e2139-027a-5e14-ab81-e82e84c1c44b,,Derek Littlefield,,complete,
1738446800,2025,Open Freestyle Battles,freestyle,7,player,43ddd1ca-e004-5d37-b4b5-38cd81bde3c2,,Chris Dean,,complete,
1738446800,2025,Open Freestyle Battles,freestyle,8,player,dfae1717-3276-5c1d-acb5-a5ea12d5708e,,Happy Om,,complete,
1738446800,2025,Open Freestyle Battles,freestyle,9,player,d7d03949-b53e-55cf-9475-3ecdc1991100,,Kyle Corff,,complete,
1738446800,2025,Open Freestyle Routines,freestyle,1,player,11542335-67de-5fd2-9d43-5f2b55ea1fef,,Brian Sherrill,,complete,
1738446800,2025,Open Freestyle Routines,freestyle,2,player,58bb3c4a-1a60-537d-ba4e-55de294abd8c,,Dustin Rhodes,,complete,
1738446800,2025,Open Freestyle Routines,freestyle,3,player,48268322-19d9-5180-aac2-241293167d21,,Nick Landes,,complete,
1738446800,2025,Open Freestyle Routines,freestyle,4,player,dfc35597-39c1-5425-8b94-6e24dbc24696,,Cass Taylor,,complete,
1738446800,2025,Open Freestyle Routines,freestyle,5,player,018c9ed2-a70b-5f10-9b77-a36a479ee64f,,Kevin Hogan,,complete,
1738446800,2025,Open Freestyle Routines,freestyle,6,player,86e02868-8a77-5e1f-9783-e7b43e95ddb2,,Jason Varvaro,,complete,
1738446800,2025,Open Freestyle Routines,freestyle,7,player,d7d03949-b53e-55cf-9475-3ecdc1991100,,Kyle Corff,,complete,
1738446800,2025,Open Singles Net,net,1,player,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,Kenneth Shults,,complete,
1738446800,2025,Open Singles Net,net,2,player,820cd94f-96f9-5bac-bc27-a2fa9f7332da,,Jasper Shults,,complete,
1738446800,2025,Open Singles Net,net,3,player,ae007583-9bf0-520a-ba7c-b2e6f52b12ef,,Chris Cleaver,,complete,
1738446800,2025,Open Singles Net,net,4,player,17f1d5dd-7053-5cdb-b2d1-289152953428,,Elle Shults,,complete,
1738446800,2025,Open Singles Net,net,5,player,62bdd1f4-4414-5259-9996-91770a34d09f,,Edwin Veltman,,complete,
1738446800,2025,Open Singles Net,net,6,player,d1afbdbf-5b4a-5ccf-bc8a-d5bea2c4ada2,,Patrick Weinberg,,complete,
1738446800,2025,Open Singles Net,net,7,player,a3036351-4d3f-504d-add4-4ae9fc629177,,Dirk Janssens,,complete,
1738446800,2025,Women's Doubles Net,net,1,team,50375647-fb1f-51ac-88cd-e7b182667b68|93d75393-13d7-55c0-b23e-cf0c9a077583,50375647-fb1f-51ac-88cd-e7b182667b68|93d75393-13d7-55c0-b23e-cf0c9a077583,__NON_PERSON__,Becca English / Sarah Femmel,complete,
1738446800,2025,Women's Doubles Net,net,2,team,26349aa8-a1ff-5e6a-bff5-f93a89d20c68|e894e6c5-3f98-51e0-a86c-61b1d28b585c,26349aa8-a1ff-5e6a-bff5-f93a89d20c68|e894e6c5-3f98-51e0-a86c-61b1d28b585c,__NON_PERSON__,Jolene Welch / Tricia George,complete,
1738446800,2025,Women's Doubles Net,net,3,team,2216a4b4-f166-5d94-8fda-38e40f13ff85|adc70b9b-7496-5ded-8feb-fdc8e9c5d21c,2216a4b4-f166-5d94-8fda-38e40f13ff85|adc70b9b-7496-5ded-8feb-fdc8e9c5d21c,__NON_PERSON__,Julie Symons / Brandy Montoya,complete,
1738446800,2025,Women's Doubles Net,net,4,team,65110afa-b4a8-5b55-9b73-b2ef3b2716c9|f39d19b2-4332-5e76-adf3-1560a32ef8af,65110afa-b4a8-5b55-9b73-b2ef3b2716c9|f39d19b2-4332-5e76-adf3-1560a32ef8af,__NON_PERSON__,Katie Storment / Sarah Hagen,complete,
1738446800,2025,Women's Doubles Net,net,5,team,008f279b-0172-5793-868e-70f7b4c45ac7|2074b865-2331-5c94-9f79-36e22468af38,008f279b-0172-5793-868e-70f7b4c45ac7|2074b865-2331-5c94-9f79-36e22468af38,__NON_PERSON__,Annelessia Coen / Natalia Nikolaeva,complete,
1738446800,2025,Women's Singles Net,net,1,player,93d75393-13d7-55c0-b23e-cf0c9a077583,,Becca English-Ross,,complete,
1738446800,2025,Women's Singles Net,net,2,player,50375647-fb1f-51ac-88cd-e7b182667b68,,Sarah Femmel,,complete,
1738446800,2025,Women's Singles Net,net,3,player,008f279b-0172-5793-868e-70f7b4c45ac7,,Anneleissa Cohen,,complete,
1738446800,2025,Women's Singles Net,net,4,player,f39d19b2-4332-5e76-adf3-1560a32ef8af,,Sarah Hagen,,complete,
1739036206,2025,Doubles Net,net,1,team,40a4024d6120|?,40a4024d6120,__NON_PERSON__,Radoslav / Rosen,complete,
1739036206,2025,Doubles Net,net,1,team,40a4024d6120|?,40a4024d6120,__NON_PERSON__,Radoslav / Rosen,complete,
1739036206,2025,Doubles Net,net,2,team,8d49a821ddda|?,8d49a821ddda,__NON_PERSON__,Ivan / Hristo,complete,
1739036206,2025,Doubles Net,net,2,team,8d49a821ddda|?,8d49a821ddda,__NON_PERSON__,Ivan / Hristo,complete,
1739036206,2025,Doubles Net,net,3,team,11ca5b11c904|?,11ca5b11c904,__NON_PERSON__,Dinko / Dobri,complete,
1739036206,2025,Doubles Net,net,3,team,11ca5b11c904|?,11ca5b11c904,__NON_PERSON__,Dinko / Dobri,complete,
1739036206,2025,Doubles Net,net,4,team,c52e3232d465|?,c52e3232d465,__NON_PERSON__,Ognyan / Yavor,complete,
1739036206,2025,Doubles Net,net,4,team,c52e3232d465|?,c52e3232d465,__NON_PERSON__,Ognyan / Yavor,complete,
