event_id,year,event_name,event_type,is_major,division_canon,place,competitor_type,source_name_raw,source_name_norm,pbp_status,partner_name,candidate_rank,candidate_person_id,candidate_name,score_total,score_last_name,score_first_name,last_name_exact,confidence_bucket,match_reason,suggested_action,n_candidates_above_threshold
1052775366,2003,Danish Footbag Open 03,mixed,0,Open Double Net,2,team,Bjarne Everberg,bjarne everberg,UNRESOLVED,Benny Leich,1,c273dfeb-2f82-5ffc-95d1-ad7f6544119b,Bjarne Everberg,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,2
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,0,Intermediate Doubles Net,2,team,Sebastien Gomez,sebastien gomez,UNRESOLVED,PJ,1,5e247cdb-80be-5231-8206-ad106d102ddd,Sebastien Gomez,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1058378281,2003,Texas State Footbag Championships,mixed,0,Freestyle - Open,1,player,Ellis Piltz,ellis piltz,MISSING,,1,73f415ee-765e-55ec-bde1-247d6b97eba6,Ellis Piltz,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1058378281,2003,Texas State Footbag Championships,mixed,0,Freestyle - Open,5,player,Michael Lopez,michael lopez,MISSING,,1,5aea8767-8f47-540d-80f3-69f67abace35,Michael Lopez,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1058378281,2003,Texas State Footbag Championships,mixed,0,Freestyle - Open,9,team,Windsen Pan,windsen pan,UNRESOLVED,Houston,1,c035902d-8658-5b8d-8de2-4079452de49d,Windsen Pan,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1058378281,2003,Texas State Footbag Championships,mixed,0,Open Consecutives,3,player,Josh Bast,josh bast,UNRESOLVED,,1,c383fcb7-76ce-5f22-874c-c9aaacfe0ccc,Josh Bast,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1061453080,2003,Australian East Coast Regionals,freestyle,0,Consecutive Kicks,4,player,Katrina Schultz,katrina schultz,MISSING,,1,009aeef3-6da5-52f9-919d-4de94f6410e4,Katrina Schultz,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1061453080,2003,Australian East Coast Regionals,freestyle,0,Intermediate Sick 3,1,player,Mark Roberts,mark roberts,MISSING,,1,a45f9d77-e16f-524c-99b4-d75cb23648db,Mark Roberts,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1061453080,2003,Australian East Coast Regionals,freestyle,0,Intermediate Shred 30,2,player,Mark Roberts,mark roberts,UNRESOLVED,,1,a45f9d77-e16f-524c-99b4-d75cb23648db,Mark Roberts,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1061453080,2003,Australian East Coast Regionals,freestyle,0,Intermediate Shred 30,3,player,Scott K,scott k,UNRESOLVED,,1,d3c8ebb4-8d08-5684-8f07-11c843e6c4f1,Scott K,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,2
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,"Womens Singles Freestyle [Very, Very Close (1-4)]",1,player,Lenneis Verena,lenneis verena,UNRESOLVED,,1,4ea3c32c-ba79-5e8b-8203-42efc78349ca,Lenneis Verena,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,"Womens Singles Freestyle [Very, Very Close (1-4)]",2,player,Boehm Jule,boehm jule,UNRESOLVED,,1,968503ff-4e51-5a66-beb0-05f6ccff4587,Boehm Jule,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,"Womens Singles Freestyle [Very, Very Close (1-4)]",3,player,Mickiewicz Hanna,mickiewicz hanna,UNRESOLVED,,1,d9173a63-b38b-593a-b534-9b1a3291b6fe,Mickiewicz Hanna,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,"Womens Singles Freestyle [Very, Very Close (1-4)]",4,player,Thygesen Lise,thygesen lise,UNRESOLVED,,1,e96d4d25-1446-570e-bfcc-277d318607e1,Thygesen Lise,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,"Womens Singles Freestyle [Very, Very Close (1-4)]",6,player,Busch Anne,busch anne,UNRESOLVED,,1,6f089ad0-2735-5620-9e42-dfca71c1b652,Busch Anne,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,"Womens Singles Freestyle [Very, Very Close (1-4)]",7,player,Locher Nora,locher nora,UNRESOLVED,,1,bfa1c5a0-584c-5283-8c58-9003507522d7,Locher Nora,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,"Womens Singles Freestyle [Very, Very Close (1-4)]",8,player,Mader Nina,mader nina,UNRESOLVED,,1,17d8713a-1bac-5d57-a4d9-8f6bf0fd644c,Mader Nina,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,"Womens Singles Freestyle [Very, Very Close (1-4)]",9,player,Nigisch Johanna,nigisch johanna,UNRESOLVED,,1,7b325017-26ce-5082-86fb-b6aa0b0bafd7,Nigisch Johanna,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,"Womens Singles Freestyle [Very, Very Close (1-4)]",10,player,Liukko Ninni,liukko ninni,UNRESOLVED,,1,145d1998-d217-5dd8-a5b4-239c1c7c7c59,Liukko Ninni,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,"Womens Singles Freestyle [Very, Very Close (1-4)]",11,player,Siewczyk Lila,siewczyk lila,UNRESOLVED,,1,876df740-2c9c-5b06-a3d7-d9ab06be3fc8,Siewczyk Lila,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,Shred30,3,player,Zelinka Ales,zelinka ales,MISSING,,1,0f32d1e1-8895-5c15-b1ee-8d4b4b919abf,Zelinka Ales,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1079605499,2004,6th Annual IFPA European Footbag Championships,mixed,1,Shred30,4,player,Linnanen Jere,linnanen jere,UNRESOLVED,,1,83ba4a8c-d170-5c79-b698-e0fd6893a7c3,Linnanen Jere,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1080757998,2004,Space City Freestyle Jam 2004,freestyle,0,Open Shred 30,2,player,Windsen Pan,windsen pan,MISSING,,1,c035902d-8658-5b8d-8de2-4079452de49d,Windsen Pan,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1080757998,2004,Space City Freestyle Jam 2004,freestyle,0,Intermediate Shred 30,1,player,Steven Sevilla,steven sevilla,MISSING,,1,b5aa549c-480b-5457-993e-221d86a12e51,Steven Sevilla,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1083699966,2004,JFK Net Battle,net,0,Open Singles Net Open Doubles Net,6,team,Teppo Harju,teppo harju,UNRESOLVED,Olli Savolainen 6. Jani Lirkki,1,59947054-0169-5c1c-9c45-2acb21062826,Teppo Harju,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,1
1092073845,2004,Czech Championships 2004,mixed,0,Doubles Net,3,team,Dexter Struž,dexter struz,UNRESOLVED,Moglum Polák,1,74978bc4-6b20-544a-8fa1-cf37ec444c4f,Dexter Struz,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1092073845,2004,Czech Championships 2004,mixed,0,Doubles Net,3,team,Moglum Polák,moglum polak,UNRESOLVED,Dexter Struž,1,5c20f8f0-8ba3-5025-be3d-3c7d0c447190,Moglum Polák,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1094201584,2004,Frankfurt Footbag Open 2004,mixed,0,Open Doubles Net,1,team,Patrick Schnickelsen,patrick schnickelsen,MISSING,,1,83f3a5cd-9cc3-5bb1-85f2-a1020752e3f0,Patrick Schnickelsen,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1094201584,2004,Frankfurt Footbag Open 2004,mixed,0,Open Net Fives,4,player,Felix Graf,felix graf,UNRESOLVED,,1,9e24f0cf-99d4-5e18-9ac7-08b0c2077ad2,Felix Graf,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1107290435,2005,The 2005 Montreal International Footbag Championships,net,0,Open Doubles,8,team,François Depatie,francois depatie,UNRESOLVED,Pelletier- Gilles Demers,1,87e0d502-d749-53dd-997b-f266371d1474,François Depatie,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1107290435,2005,The 2005 Montreal International Footbag Championships,net,0,Open Doubles,10,team,Sérifo Desjardins,serifo desjardins,UNRESOLVED,Christophe Spooner,1,ee2baf5d-9053-51e8-88a1-39697df4da51,Sérifo Desjardins,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1107290435,2005,The 2005 Montreal International Footbag Championships,net,0,Open Doubles,11,team,Jonathan Éthier,jonathan ethier,UNRESOLVED,Félix-Antoine Guérard,1,9f21915c-0f75-5d9e-a5ab-50393d24e114,Jonathan Éthier,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1107290435,2005,The 2005 Montreal International Footbag Championships,net,0,Open Doubles,11,team,Félix-Antoine Guérard,felix-antoine guerard,UNRESOLVED,Jonathan Éthier,1,92056889-0ca5-5f00-a9ae-b1a650a234a1,Félix-Antoine Guérard,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1109356644,2005,Funtastik Summer Classic,mixed,0,Freestyle - Novice,1,player,Adrienne Dukes,adrienne dukes,MISSING,,1,f2fb7161-f6ed-5a0a-84e6-0e22ddd8397a,Adrienne Dukes,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1109802420,2005,6th Annual IFPA Turku Open,net,0,Open Doubles Net,8,team,Eric Malmi,eric malmi,UNRESOLVED,Tommi Terä (intermediate),1,2098278e-f478-5487-ad81-80656cfa311d,Eric Malmi,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1109802420,2005,6th Annual IFPA Turku Open,net,0,Open Doubles Net,10,team,Jouni Niemelä,jouni niemela,UNRESOLVED,Sami Ruohonen (intermediate),1,2bff68df-32e6-5101-86c1-379d53588885,Jouni Niemelä,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,2
1125936037,2005,7e Open de France de Footbag,mixed,0,Open Singles Freestyle,17,team,David Hofstetter,david hofstetter,UNRESOLVED,Silwan Daouk,1,6879d4b4-d8d3-5cb2-8e9e-65a82d3167e8,David Hofstetter,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,1
1134914723,2006,RNH Contest 2006,mixed,0,Open Doubles Net,7,team,Anthony Rosay,anthony rosay,MISSING,,1,82373a72-32d5-5e98-abe6-6b1e6df4358e,Anthony Rosay,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1134914723,2006,RNH Contest 2006,mixed,0,Open Doubles Net,7,team,Yohann Jobin,yohann jobin,MISSING,,1,537037d7-1ed7-5ce5-8715-384ae22e5ca6,Yohann Jobin,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1134914723,2006,RNH Contest 2006,mixed,0,Open Doubles Net,11,team,Thomas Jouan,thomas jouan,MISSING,,1,383d34a4-3fcf-5661-96ab-aed75a430d5f,Thomas Jouan,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1134914723,2006,RNH Contest 2006,mixed,0,Open Doubles Net,11,team,Ivan Bel,ivan bel,MISSING,,1,a08d3c72-20de-5dde-956f-a1dc746f4256,Ivan Bel,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1134914723,2006,RNH Contest 2006,mixed,0,Open Shred 30,5,player,Augustin Tiffaud,augustin tiffaud,UNRESOLVED,,1,71501d92-2a94-5c78-9fe7-8cc7c58de04b,Augustin Tiffaud,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1134914723,2006,RNH Contest 2006,mixed,0,Open Sick 3,3,player,Augustin Tiffaud,augustin tiffaud,MISSING,,1,71501d92-2a94-5c78-9fe7-8cc7c58de04b,Augustin Tiffaud,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1146789209,2006,East Coast Footbag Championships 2006,mixed,0,Open Doubles Net,3,team,Phil Lessard,phil lessard,UNRESOLVED,Francois,1,45c97f4f-9077-5585-8a83-a9d9a8829f12,Phil Lessard,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,2
1149763452,2006,8e OPEN de France de Footbag,mixed,0,Shred 30,3,player,Wim Van Verre,wim van verre,MISSING,,1,12b6e3c7-45ff-57a9-9846-7f17716552fa,Wim Van Verre,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1149881200,2006,Funtastik Summer Classic Tournament and Festival,mixed,0,Freestyle - Novice,1,player,Adrienne Dukes,adrienne dukes,MISSING,,1,f2fb7161-f6ed-5a0a-84e6-0e22ddd8397a,Adrienne Dukes,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1155788760,2006,2006 Southeast Regionals,mixed,0,Net Doubles,3,team,Emily Johns,emily johns,UNRESOLVED,Elliott,1,24ebddfa-0047-5f90-a1db-18bc2ccc6ba3,Emily Johns,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1157398732,2006,Danish Footbag Championships 2006,freestyle,0,Sick 3,3,player,Dexter Struz,dexter struz,UNRESOLVED,,1,74978bc4-6b20-544a-8fa1-cf37ec444c4f,Dexter Struz,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1157398732,2006,Danish Footbag Championships 2006,freestyle,0,Sick 3,6,player,Søren Nøhr Thomsen,søren nøhr thomsen,UNRESOLVED,,1,5c162da2-c670-5845-a3d6-a2ed097eb59b,Søren Nøhr Thomsen,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Open Singles Net,12,player,Dave Robinson,dave robinson,MISSING,,1,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,Dave Robinson,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Open Doubles Net,6,team,Dave Robinson,dave robinson,MISSING,,1,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,Dave Robinson,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Open Doubles Net,8,team,Sean Fura,sean fura,MISSING,,1,02dba2c7-3395-5fa5-8f8b-f435f6caf219,Sean Fura,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Open Doubles Net,10,team,Eric Sorensen,eric sorensen,MISSING,,1,d6419e53-1b1a-52f8-95c9-68067ad534a4,Eric Sorensen,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Intermediate Singles Net,1,player,Sean Fura,sean fura,MISSING,,1,02dba2c7-3395-5fa5-8f8b-f435f6caf219,Sean Fura,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Intermediate Singles Net,2,player,Kenneth Godfrey,kenneth godfrey,MISSING,,1,2aa75529-2eaf-5e91-81e8-66355c0a41d4,Kenneth Godfrey,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Intermediate Singles Net,6,player,Nick Rettinger,nick rettinger,MISSING,,1,0533d6e2-42c6-56c6-9771-5606e02a09d1,Nick Rettinger,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Intermediate Singles Net,8,player,Alex Watkins,alex watkins,MISSING,,1,1c3a267b-2baf-583e-9c71-4aea5962fa22,Alex Watkins,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,2
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Intermediate Singles Net,9,player,Jason Ausmus,jason ausmus,MISSING,,1,b588023f-64d0-508b-97ac-1363242caf67,Jason Ausmus,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,1
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Intermediate Singles Net,13,player,Zach Lasimore,zach lasimore,MISSING,,1,b9480a9b-be49-5f2c-a4ae-6422a0ce410b,Zach Lasimore,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Intermediate Doubles Net,2,team,Nick Rettinger,nick rettinger,MISSING,,1,0533d6e2-42c6-56c6-9771-5606e02a09d1,Nick Rettinger,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Intermediate Doubles Net,2,team,Kenneth Godfrey,kenneth godfrey,MISSING,,1,2aa75529-2eaf-5e91-81e8-66355c0a41d4,Kenneth Godfrey,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Intermediate Doubles Net,5,team,Alex Watkins,alex watkins,MISSING,,1,1c3a267b-2baf-583e-9c71-4aea5962fa22,Alex Watkins,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,2
1193783964,2008,U.S. Open Footbag Championships,mixed,0,Intermediate Doubles Net,6,team,Zach Lasimore,zach lasimore,MISSING,,1,b9480a9b-be49-5f2c-a4ae-6422a0ce410b,Zach Lasimore,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1218721346,2008,Memphicago Kick Volley Challenge 1,net,0,Open Doubles Net,4,team,Zeke Ibardaloza,zeke ibardaloza,UNRESOLVED,Chicago,1,3c8f777d-5b9b-5cfb-bc08-b25995b9c02c,Zeke Ibardaloza,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1218721346,2008,Memphicago Kick Volley Challenge 1,net,0,Open Doubles Net,5,team,Tommy Whitworth,tommy whitworth,UNRESOLVED,Chicago,1,edfefe12-0f85-58c1-b3c8-c35975e68e5b,Tommy Whitworth,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1264098849,2010,2010 Mud Island Belt Presented by Memphis Footworks,net,0,Singles,2,player,Franki Pelletier,franki pelletier,UNRESOLVED,,1,7927d367-678a-5170-b5de-69e1883c7892,Franki Pelletier,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1280907422,2010,10th Swiss Footbag Championships,mixed,0,Footbag-Net Doubles,4,team,Ulysse Cazzato,ulysse cazzato,UNRESOLVED,Jakob,1,99fa93e8-04a1-578c-9817-38d95b047c72,Ulysse Cazzato,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1286381599,2010,4to Campeonato Suramericano de Footbag,net,0,Intermediate Doubles,1,team,Ronald Añez,ronald anez,UNRESOLVED,Juan Diaz,1,eb607281-73de-5a25-962f-f507d49e01bb,Ronald Ańez,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1299532552,2011,4th Annual Windy City Cup Footbag Net Championships,net,0,Intermediate Singles,9,player,Frankie Becerril,frankie becerril,UNRESOLVED,,1,34228231-fe9f-5c48-9e7c-de27181855c3,Frankie Becerril,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1305581560,2011,French Footbag Championships 2011,mixed,0,Singles Net,9,team,Maël LeGall,mael legall,UNRESOLVED,David Rambaud,1,6b76e4a5-d1e8-51b1-b623-9c35758632ee,Maël LeGall,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1305581560,2011,French Footbag Championships 2011,mixed,0,Singles Net,10,team,Nicolas Nantes,nicolas nantes,UNRESOLVED,Wilfrid Vincendeau,1,502a18a7-6da7-582d-835a-400d780f2e2f,Nicolas Nantes,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1320803601,2012,U.S. OPEN Footbag Net Championships 2012,net,0,Unknown,12,team,Nick Rettinger,nick rettinger,UNRESOLVED,Rene,1,0533d6e2-42c6-56c6-9771-5606e02a09d1,Nick Rettinger,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1320803601,2012,U.S. OPEN Footbag Net Championships 2012,net,0,Intermediate Doubles,7,team,Nick Rettinger,nick rettinger,UNRESOLVED,Rene,1,0533d6e2-42c6-56c6-9771-5606e02a09d1,Nick Rettinger,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1329132977,2012,Swiss Footbag Championships 2012,mixed,0,Open Doubles Net,13,team,Gabriel Salgado,gabriel salgado,MISSING,,1,8bdc1c22-c4fe-54de-b2d4-9e0620c85745,Gabriel Salgado,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1386623061,2014,U. S. Open Footbag Championships 2014,mixed,0,Intermediate Singles Net,3,player,Drake Shults,drake shults,UNRESOLVED,,1,85b19220-524f-553e-83f5-39286809df55,Drake Shults,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1405875596,2014,32nd Annual East Coast Footbag Championships,mixed,0,Open Circle Contest,5,player,Mikey Etlinger,mikey etlinger,UNRESOLVED,,1,f7205d80-d739-51c3-906e-ec6d716c8fb7,Mikey Etlinger,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
1405875596,2014,32nd Annual East Coast Footbag Championships,mixed,0,Intermediate Circle Contest,5,player,April Tou,april tou,UNRESOLVED,,1,97dc8652-bf81-51cc-8f79-d92647a989f7,April Tou,1.0000,1.0000,1.0000,1,HIGH,last_exact+first_near_exact,LIKELY_ALIAS,3
