event_id,event_name,original_location,normalized_location,reason
947196813,New Zealand Footbag Championships,"Wellington, New Zealand","Wellington, Wellington, New Zealand",region_added
1038895913,Seapa NZ Freestyle Footbag Championships,"Wellington, New Zealand","Wellington, Wellington, New Zealand",region_added
1099545007,,"Wellington, New Zealand","Wellington, Wellington, New Zealand",region_added
1575361225,Austrian Footbag Championships + XMAS Jam 2019,"Wien, Austria","Vienna, Vienna, Austria",region_added
990626988,Polish Footbag Competition,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1074511718,Swiat Zoski,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1090437706,Zocha Jam 2004,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1104851808,7th Annual IFPA European Footbag Championships,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1127155729,Zocha Jam 2005,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1158263300,Zocha Jam 2006,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1195773772,Zocha Jam 2007,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1224962900,Zocha Jam 2008,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1255957016,Zocha Jam 2009,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1288096032,Zocha Jam 2010,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1376036018,13th Annual Polish Footbag Championships 2013,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1461077179,Zocha Jam 2016,"Wroclaw, Poland","Wrocław, Lower Silesian, Poland",region_added
1239721441,End of Winter Jam,"Wroclaw/Strzelin, Poland","Wrocław, Lower Silesian, Poland",region_added
1102443443,Footbag Fiesta,"Zachodnio-pomorskie, Poland","Szczecin, West Pomeranian, Poland",region_added
1126086921,Polish Footbag Championships 2005,"Zachodnio-pomorskie, Poland","Szczecin, West Pomeranian, Poland",region_added
1260517364,Footbag Open Meeting,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1262631137,Urban Komba Footbag Open Footbag Jam,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1267996189,Footbag again in the Zara,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1393451254,bulgarian open footbag jam part 24,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1421069713,Bulgarian Open Footbag Jam,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1458125752,Bulgaria Footbag Open,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1487800738,Stara Zagora Footbag Jam 2017,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1499168069,Bulgarian Footbag Championships 2017,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1519233007,Bulgarian Footbag Championships 2018,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1614772897,Bulgarian Footbag Open 2021,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1673723574,Bulgarian Footbag Open 2023,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1692508794,Bulgarian Footbag Championships,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1711181388,Bulgarian Footbag Open 2024,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1711182054,24th IFPA European Footbag Championships,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1739036206,Bulgarian Footbag Open 2025,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1756448770,Bulgarian Footbag Championships 2025,"Zagora, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",region_added
1050140930,German Footbag Open 2003,"Zeil, Germany","Zeil am Main, Bavaria, Germany",region_added
959094047,,"Zurich, Switzerland","Zurich, Zurich, Switzerland",region_added
980253113,Swiss Footbag Jam,"Zurich, Switzerland","Zurich, Zurich, Switzerland",region_added
981560223,Swiss Footbag Championships (FootJam),"Zurich, Switzerland","Zurich, Zurich, Switzerland",region_added
1068638122,,"Zurich, Switzerland","Zurich, Zurich, Switzerland",region_added
1105087209,IFPA Swiss Footbag Open 2005: FootJam05,"Zurich, Switzerland","Zurich, Zurich, Switzerland",region_added
1329132977,Swiss Footbag Championships 2012,"Zurich, Switzerland","Zurich, Zurich, Switzerland",region_added
1371821574,Swiss Jam Zürich,"Zurich, Switzerland","Zurich, Zurich, Switzerland",region_added
1389613723,Swiss Jam Zürich,"Zurich, Switzerland","Zurich, Zurich, Switzerland",region_added
1336988107,12th Annual IFPA Polish Footbag Championships 2012,"dolnoslaskie, Poland","Wrocław, Lower Silesian, Poland",region_added
1568289502,Bulgarian Footbag Open Vol.2,"Bulgaria, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",venue_or_region_in_city_field
1580328152,Bulgarian Footbag Championships 2020,"Bulgaria, Bulgaria","Stara Zagora, Stara Zagora, Bulgaria",venue_or_region_in_city_field
1097686137,Swiss Championships 2005,"Switzerland, Switzerland","Fribourg, Fribourg, Switzerland",venue_or_region_in_city_field
