event_id,event_name,original_location,normalized_location,reason
1323272493,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,"Warsaw, Poland","Warsaw, Masovian, Poland",region_added
1189345008,5th Annual Wilanow Footbag Open 2007,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
1219405634,8th Annual Polish Footbag Championships 2008,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
1267199851,WSF Mistrzostwa Pragi w Grze w Zoske,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
1282912320,7th Annual Wilanow Footbag Open 2010,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
1316280393,8th Annual Wilanow Footbag Open 2011,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
1338821785,Warsaw Footbag Open 2012,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
1547415984,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
1600984774,XX Polish Footbag Championships - Warsaw 2020,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
1634665636,XXI Polish Footbag Championships - Warsaw 2021,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
1668541701,XXII Polish Footbag Championships - Warsaw 2022,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
1694170899,XXIII Polish Footbag Championships - Warsaw 2023,"Warszawa, Poland","Warsaw, Masovian, Poland",region_added
