event,division,place,severity,issue
879319107,Open Doubles Net,3,HIGH,non_person_present
879319107,Open Doubles Net,4,HIGH,non_person_present
881872990,Intermediate Doubles Net,1,HIGH,non_person_present
881872990,Intermediate Doubles Net,2,HIGH,non_person_present
881872990,Intermediate Doubles Net,3,HIGH,non_person_present
881872990,Open Doubles Net,1,HIGH,non_person_present
881872990,Open Doubles Net,2,HIGH,non_person_present
881872990,Open Doubles Net,3,HIGH,non_person_present
883135865,Intermediate Doubles Net,1,HIGH,non_person_present
883135865,Intermediate Doubles Net,2,HIGH,non_person_present
883135865,Intermediate Doubles Net,3,HIGH,non_person_present
883135865,Open Doubles Net,1,HIGH,non_person_present
883135865,Open Doubles Net,2,HIGH,non_person_present
883135865,Open Doubles Net,3,HIGH,non_person_present
884112176,Amateur Doubles Net,1,HIGH,non_person_present
884112176,Amateur Doubles Net,2,HIGH,non_person_present
884112176,Amateur Doubles Net,3,HIGH,non_person_present
884112176,Open Doubles,1,HIGH,non_person_present
884112176,Open Doubles,2,HIGH,non_person_present
884112176,Open Doubles,3,HIGH,non_person_present
886044392,Advanced Doubles Net,1,HIGH,non_person_present
886044392,Advanced Doubles Net,2,HIGH,non_person_present
886044392,Advanced Doubles Net,3,HIGH,non_person_present
886044392,Mixed Doubles Net,1,HIGH,non_person_present
886044392,Mixed Doubles Net,2,HIGH,non_person_present
886044392,Mixed Doubles Net,3,HIGH,non_person_present
886044392,Open Doubles Golf,1,HIGH,doubles_only_one_player
886044392,Open Doubles Golf,2,HIGH,doubles_only_one_player
886044392,Open Doubles Golf,3,HIGH,doubles_only_one_player
886044392,Open Doubles Net,1,HIGH,non_person_present
886044392,Open Doubles Net,2,HIGH,non_person_present
886044392,Open Doubles Net,3,HIGH,non_person_present
886044392,Unknown,12,HIGH,non_person_present
886044392,Women's Doubles Net,1,HIGH,non_person_present
886044392,Women's Doubles Net,2,HIGH,non_person_present
886044392,Women's Doubles Net,3,HIGH,non_person_present
888294869,Advanced Doubles Footbag Net,1,HIGH,non_person_present
888294869,Advanced Doubles Footbag Net,2,HIGH,non_person_present
888294869,Advanced Doubles Footbag Net,3,HIGH,non_person_present
888294869,Advanced Doubles Footbag Net,4,HIGH,non_person_present
888294869,Mixed Doubles Footbag Net,1,HIGH,non_person_present
888294869,Mixed Doubles Footbag Net,2,HIGH,non_person_present
888294869,Mixed Doubles Footbag Net,3,HIGH,non_person_present
888294869,Mixed Doubles Footbag Net,4,HIGH,non_person_present
888294869,Novice Doubles Footbag Net,1,HIGH,non_person_present
888294869,Novice Doubles Footbag Net,2,HIGH,non_person_present
888294869,Novice Doubles Footbag Net,3,HIGH,non_person_present
888294869,Open Doubles Footbag Net,1,HIGH,non_person_present
888294869,Open Doubles Footbag Net,2,HIGH,non_person_present
888294869,Open Doubles Footbag Net,3,HIGH,non_person_present
888294869,Open Doubles Footbag Net,4,HIGH,non_person_present
888294869,Unknown,15,HIGH,non_person_present
892446131,Doubles Consecutive,10,HIGH,team_row_in_singles
892446131,Doubles Consecutive,10,HIGH,non_person_present
892446131,Intermediate,3,HIGH,non_person_present
899077904,Open Doubles Footbag Net,1,HIGH,non_person_present
899077904,Open Doubles Footbag Net,2,HIGH,non_person_present
899077904,Open Doubles Footbag Net,3,HIGH,non_person_present
899722892,Intermediate Doubles Net,1,HIGH,non_person_present
899722892,Intermediate Doubles Net,2,HIGH,non_person_present
899722892,Intermediate Doubles Net,3,HIGH,non_person_present
899722892,Pro Doubles Net,1,HIGH,non_person_present
899722892,Pro Doubles Net,2,HIGH,non_person_present
899722892,Pro Doubles Net,3,HIGH,non_person_present
899722892,Pro Freestyle,3,HIGH,team_row_in_singles
899722892,Pro Freestyle,3,HIGH,non_person_present
901349509,Draw Partners Net,1,HIGH,non_person_present
901349509,Draw Partners Net,2,HIGH,non_person_present
901349509,Draw Partners Net,3,HIGH,non_person_present
901349509,Women's Champagne Golf,1,HIGH,team_row_in_singles
901349509,Women's Champagne Golf,1,HIGH,non_person_present
901687367,Intermediate Doubles Net,1,HIGH,non_person_present
901687367,Intermediate Doubles Net,2,HIGH,non_person_present
901687367,Intermediate Doubles Net,3,HIGH,non_person_present
901687367,Mixed Net,1,HIGH,non_person_present
901687367,Mixed Net,2,HIGH,non_person_present
901687367,Mixed Net,3,HIGH,non_person_present
901687367,Mixed Net,4,HIGH,non_person_present
901687367,Novice Doubles Net,1,HIGH,non_person_present
901687367,Novice Doubles Net,2,HIGH,non_person_present
901687367,Novice Doubles Net,3,HIGH,non_person_present
901687367,Pro Doubles Net,1,HIGH,non_person_present
901687367,Pro Doubles Net,2,HIGH,non_person_present
901687367,Pro Doubles Net,3,HIGH,non_person_present
901687367,Team Freestyle,1,HIGH,team_row_in_singles
901687367,Team Freestyle,1,HIGH,non_person_present
901687367,Team Freestyle,2,HIGH,team_row_in_singles
901687367,Team Freestyle,2,HIGH,non_person_present
903468009,Mixed Doubles Net,1,HIGH,non_person_present
903468009,Mixed Doubles Net,2,HIGH,non_person_present
903468009,Mixed Doubles Net,3,HIGH,non_person_present
903468009,Open Doubles Net,1,HIGH,non_person_present
903468009,Open Doubles Net,2,HIGH,non_person_present
903632480,Intermediate Doubles,1,HIGH,non_person_present
903632480,Intermediate Doubles,2,HIGH,non_person_present
903632480,Intermediate Doubles,3,HIGH,non_person_present
903632480,Intermediate Doubles,4,HIGH,non_person_present
903632480,Intermediate Doubles,5,HIGH,non_person_present
903632480,Intermediate Doubles,6,HIGH,non_person_present
903632480,Mixed Doubles,1,HIGH,non_person_present
903632480,Mixed Doubles,2,HIGH,non_person_present
903632480,Mixed Doubles,3,HIGH,non_person_present
903632480,Mixed Doubles,4,HIGH,non_person_present
903632480,Open Doubles,1,HIGH,non_person_present
903632480,Open Doubles,2,HIGH,non_person_present
903632480,Open Doubles,3,HIGH,non_person_present
903632480,Open Doubles,4,HIGH,non_person_present
903632480,Women's Doubles,1,HIGH,non_person_present
903632480,Women's Doubles,2,HIGH,non_person_present
903632480,Women's Doubles,3,HIGH,non_person_present
903632480,Women's Doubles,4,HIGH,non_person_present
909186885,Intermediate Doubles Net,1,HIGH,non_person_present
909186885,Intermediate Doubles Net,2,HIGH,non_person_present
909186885,Intermediate Doubles Net,3,HIGH,non_person_present
909186885,Novice Doubles Net,1,HIGH,non_person_present
909186885,Novice Doubles Net,2,HIGH,non_person_present
909186885,Novice Doubles Net,3,HIGH,non_person_present
909186885,Open Doubles Net,1,HIGH,non_person_present
909186885,Open Doubles Net,2,HIGH,non_person_present
909186885,Open Doubles Net,3,HIGH,non_person_present
909186885,Open Mixed Doubles Net,1,HIGH,non_person_present
909186885,Open Mixed Doubles Net,2,HIGH,non_person_present
910551956,Intermediate Doubles Net,1,HIGH,non_person_present
910551956,Intermediate Doubles Net,2,HIGH,non_person_present
910551956,Intermediate Doubles Net,3,HIGH,non_person_present
910551956,Intermediate Doubles Net,4,HIGH,non_person_present
910551956,Novice Doubles Net (Monday),1,HIGH,non_person_present
910551956,Novice Doubles Net (Monday),2,HIGH,non_person_present
910551956,Novice Doubles Net (Monday),3,HIGH,non_person_present
910551956,Novice Doubles Net (Monday),4,HIGH,non_person_present
910551956,Novice Doubles Net (Saturday),1,HIGH,non_person_present
910551956,Novice Doubles Net (Saturday),2,HIGH,non_person_present
910551956,Novice Doubles Net (Saturday),3,HIGH,non_person_present
910551956,Novice Doubles Net (Saturday),4,HIGH,non_person_present
910551956,Novice Doubles Net (Sunday),1,HIGH,non_person_present
910551956,Novice Doubles Net (Sunday),2,HIGH,non_person_present
910551956,Novice Doubles Net (Sunday),3,HIGH,non_person_present
910551956,Open Doubles Freestyle,1,HIGH,team_row_in_singles
910551956,Open Doubles Freestyle,1,HIGH,non_person_present
910551956,Open Doubles Freestyle,2,HIGH,team_row_in_singles
910551956,Open Doubles Freestyle,2,HIGH,non_person_present
910551956,Open Doubles Freestyle,3,HIGH,team_row_in_singles
910551956,Open Doubles Freestyle,3,HIGH,non_person_present
910551956,Open Doubles Net,1,HIGH,non_person_present
910551956,Open Doubles Net,2,HIGH,non_person_present
910551956,Open Doubles Net,3,HIGH,non_person_present
910551956,Open Doubles Net,4,HIGH,non_person_present
910551956,Open Doubles Net,5,HIGH,non_person_present
910551956,Open Mixed Doubles Net,1,HIGH,non_person_present
910551956,Open Mixed Doubles Net,2,HIGH,non_person_present
910551956,Open Mixed Doubles Net,3,HIGH,non_person_present
910551956,Open Mixed Doubles Net,4,HIGH,non_person_present
910551956,Open Women's Doubles Net,1,HIGH,non_person_present
910551956,Open Women's Doubles Net,2,HIGH,non_person_present
910551956,Open Women's Doubles Net,3,HIGH,non_person_present
910551956,Open Women's Doubles Net,4,HIGH,non_person_present
910551956,Open Women's Doubles Net,5,HIGH,non_person_present
910551956,Open Women's Doubles Net,5,HIGH,city_as_partner
912467534,Intermediate Doubles Footbag Net,1,HIGH,non_person_present
912467534,Intermediate Doubles Footbag Net,2,HIGH,non_person_present
912467534,Mixed Doubles Net 9 Teams,1,HIGH,non_person_present
912467534,Mixed Doubles Net 9 Teams,2,HIGH,non_person_present
912467534,Mixed Doubles Net 9 Teams,3,HIGH,non_person_present
912467534,Mixed Doubles Net 9 Teams,4,HIGH,non_person_present
912467534,Novice Doubles Footbag Net,1,HIGH,non_person_present
912467534,Novice Doubles Footbag Net,2,HIGH,non_person_present
912467534,Novice Doubles Footbag Net,3,HIGH,non_person_present
912467534,Novice Doubles Footbag Net,4,HIGH,non_person_present
912467534,Open Doubles Net 10 Teams,1,HIGH,non_person_present
912467534,Open Doubles Net 10 Teams,2,HIGH,non_person_present
912467534,Open Doubles Net 10 Teams,3,HIGH,non_person_present
912467534,Open Doubles Net 10 Teams,4,HIGH,non_person_present
912467534,Open Doubles Net 10 Teams,5,HIGH,non_person_present
912467534,Women's Doubles Net,1,HIGH,non_person_present
912467534,Women's Doubles Net,2,HIGH,non_person_present
912467534,Women's Doubles Net,3,HIGH,non_person_present
912467534,Women's Doubles Net,4,HIGH,non_person_present
915561090,Intermediate Doubles Net,1,HIGH,non_person_present
915561090,Intermediate Doubles Net,2,HIGH,non_person_present
915561090,Intermediate Doubles Net,3,HIGH,non_person_present
915561090,Intermediate Doubles Net,4,HIGH,non_person_present
915561090,Intermediate Doubles Net,5,HIGH,non_person_present
915561090,Intermediate Doubles Net,6,HIGH,non_person_present
915561090,Mixed Doubles Freestyle,1,HIGH,team_row_in_singles
915561090,Mixed Doubles Freestyle,1,HIGH,non_person_present
915561090,Mixed Doubles Freestyle,2,HIGH,team_row_in_singles
915561090,Mixed Doubles Freestyle,2,HIGH,non_person_present
915561090,Mixed Doubles Net,1,HIGH,non_person_present
915561090,Mixed Doubles Net,2,HIGH,non_person_present
915561090,Mixed Doubles Net,3,HIGH,non_person_present
915561090,Mixed Doubles Net,4,HIGH,non_person_present
915561090,Mixed Doubles Net,5,HIGH,non_person_present
915561090,Mixed Doubles Net,7,HIGH,non_person_present
915561090,Open Doubles Distance One-Pass,1,HIGH,non_person_present
915561090,Open Doubles Distance One-Pass,2,HIGH,non_person_present
915561090,Open Doubles Distance One-Pass,3,HIGH,non_person_present
915561090,Open Doubles Distance One-Pass,4,HIGH,non_person_present
915561090,Open Doubles Distance One-Pass,5,HIGH,non_person_present
915561090,Open Doubles Distance One-Pass,6,HIGH,non_person_present
915561090,Open Doubles Distance One-Pass,7,HIGH,non_person_present
915561090,Open Doubles Distance One-Pass,8,HIGH,non_person_present
915561090,Open Doubles Freestyle,1,HIGH,team_row_in_singles
915561090,Open Doubles Freestyle,1,HIGH,non_person_present
915561090,Open Doubles Freestyle,2,HIGH,team_row_in_singles
915561090,Open Doubles Freestyle,2,HIGH,non_person_present
915561090,Open Doubles Freestyle,3,HIGH,team_row_in_singles
915561090,Open Doubles Freestyle,3,HIGH,non_person_present
915561090,Open Doubles Freestyle,4,HIGH,team_row_in_singles
915561090,Open Doubles Freestyle,4,HIGH,non_person_present
915561090,Open Doubles Freestyle,5,HIGH,team_row_in_singles
915561090,Open Doubles Freestyle,5,HIGH,non_person_present
915561090,Open Doubles Net,1,HIGH,non_person_present
915561090,Open Doubles Net,2,HIGH,non_person_present
915561090,Open Doubles Net,3,HIGH,non_person_present
915561090,Open Doubles Net,4,HIGH,non_person_present
915561090,Open Doubles Net,5,HIGH,non_person_present
915561090,Open Doubles Net,6,HIGH,non_person_present
915561090,Open Doubles Net,7,HIGH,non_person_present
915561090,Open Doubles Net,8,HIGH,non_person_present
915561090,Open Doubles Net,9,HIGH,non_person_present
915561090,Open Doubles Net,10,HIGH,non_person_present
915561090,Open Doubles Net,11,HIGH,non_person_present
915561090,Open Doubles Net,12,HIGH,non_person_present
915561090,Open Doubles Net,13,HIGH,non_person_present
915561090,Open Doubles Net,14,HIGH,non_person_present
915561090,Open Doubles Net,15,HIGH,non_person_present
915561090,Open Doubles Net,16,HIGH,non_person_present
915561090,Open Doubles Net,17,HIGH,non_person_present
915561090,Open Doubles Net,18,HIGH,non_person_present
915561090,Open Doubles Net,19,HIGH,non_person_present
915561090,Open Doubles Net,20,HIGH,non_person_present
915561090,Open Doubles Net,21,HIGH,non_person_present
915561090,Open Doubles Net,22,HIGH,non_person_present
915561090,Open Doubles Net,23,HIGH,non_person_present
915561090,Open Doubles Net,24,HIGH,non_person_present
915561090,Open Doubles Net,25,HIGH,non_person_present
915561090,Open Doubles Net,26,HIGH,non_person_present
915561090,Open Doubles Net,27,HIGH,non_person_present
915561090,Women's Doubles Distance One-Pass,1,HIGH,non_person_present
915561090,Women's Doubles Distance One-Pass,2,HIGH,non_person_present
915561090,Women's Doubles Distance One-Pass,3,HIGH,non_person_present
915561090,Women's Doubles Distance One-Pass,4,HIGH,non_person_present
915561090,Women's Doubles Net,1,HIGH,non_person_present
915561090,Women's Doubles Net,2,HIGH,non_person_present
915561090,Women's Doubles Net,3,HIGH,non_person_present
915561090,Women's Doubles Net,4,HIGH,non_person_present
916193231,Intermediate Doubles Net,1,HIGH,non_person_present
916193231,Intermediate Doubles Net,2,HIGH,non_person_present
916193231,Intermediate Doubles Net,3,HIGH,non_person_present
916193231,Open Doubles Net,1,HIGH,non_person_present
916193231,Open Doubles Net,2,HIGH,non_person_present
916193231,Open Doubles Net,3,HIGH,non_person_present
916193231,Open Doubles Net,4,HIGH,non_person_present
916193231,Open Mixte Doubles Net,1,HIGH,non_person_present
916193231,Open Mixte Doubles Net,2,HIGH,non_person_present
916193231,Open Mixte Doubles Net,3,HIGH,non_person_present
916977484,Mixed Doubles Net,1,HIGH,non_person_present
916977484,Mixed Doubles Net,2,HIGH,non_person_present
916977484,Mixed Doubles Net,3,HIGH,non_person_present
916977484,Open Doubles Net,1,HIGH,non_person_present
916977484,Open Doubles Net,2,HIGH,non_person_present
916977484,Open Doubles Net,3,HIGH,non_person_present
917278465,Intermediate Doubles Net,1,HIGH,non_person_present
917278465,Intermediate Doubles Net,2,HIGH,non_person_present
917278465,Intermediate Doubles Net,3,HIGH,non_person_present
917278465,Intermediate Doubles Net,4,HIGH,non_person_present
917278465,Open Doubles Net,1,HIGH,non_person_present
917278465,Open Doubles Net,2,HIGH,non_person_present
917278465,Open Doubles Net,3,HIGH,non_person_present
917278465,Open Doubles Net,4,HIGH,non_person_present
917741782,Intermediate Doubles Net,1,HIGH,non_person_present
917741782,Intermediate Doubles Net,2,HIGH,non_person_present
917741782,Intermediate Doubles Net,3,HIGH,non_person_present
917741782,Open Doubles Net,1,HIGH,non_person_present
917741782,Open Doubles Net,2,HIGH,non_person_present
917741782,Open Doubles Net,3,HIGH,non_person_present
917741782,Open Singles Net,2,HIGH,team_row_in_singles
917741782,Open Singles Net,2,HIGH,non_person_present
919703711,Advanced Doubles,1,HIGH,non_person_present
919703711,Advanced Doubles,2,HIGH,non_person_present
919703711,Advanced Doubles,3,HIGH,non_person_present
919703711,Mixed Doubles,1,HIGH,non_person_present
919703711,Mixed Doubles,2,HIGH,non_person_present
919703711,Mixed Doubles,3,HIGH,non_person_present
919703711,Open Doubles,1,HIGH,non_person_present
919703711,Open Doubles,2,HIGH,non_person_present
919703711,Open Doubles,3,HIGH,non_person_present
919703711,Open Doubles,4,HIGH,non_person_present
919703711,Open Doubles,5,HIGH,non_person_present
919703711,Open Doubles,6,HIGH,non_person_present
919703711,Open Doubles,7,HIGH,non_person_present
919703711,Open Doubles,8,HIGH,non_person_present
919703711,Open Doubles Golf,1,HIGH,team_row_in_singles
919703711,Open Doubles Golf,1,HIGH,non_person_present
919703711,Open Doubles Golf,2,HIGH,team_row_in_singles
919703711,Open Doubles Golf,2,HIGH,non_person_present
919703711,Open Doubles Golf,3,HIGH,team_row_in_singles
919703711,Open Doubles Golf,3,HIGH,non_person_present
919703711,Unknown,13,HIGH,non_person_present
919885513,Intermediate Doubles Net,1,HIGH,non_person_present
919885513,Intermediate Doubles Net,2,HIGH,non_person_present
