person_id,person_canon,unique_tricks,total_tricks,diversity_ratio,compound_tricks,modifier_tokens,top_tricks,year_first,year_last
6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,10,18,0.556,7,3,ducking butterfly | pixie | legover | fog | blurry whirl,2014,2022
2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,10,17,0.588,8,2,whirl | legover | pixie | drifter | blurry whirl,2008,2008
8859edda-82f6-5013-97d0-1057cb8bdd3b,Arkadiusz Stanek,10,16,0.625,4,6,torque | eggbeater | ducking | atomic | mobius,2009,2018
cb047679-c1ef-5ab8-8944-999ca66d1ea3,CARLOS RAMIREZ,10,14,0.714,8,2,pixie | ripwalk | mirage | eggbeater | barfly,2019,2019
e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,10,13,0.769,6,4,fusion | swirl | whirl | fog | blurry whirl,2009,2012
3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,9,18,0.5,7,2,drifter | torque | legover | atomic | pickup,2008,2022
9f9142e1-95ac-511a-b996-7873698c7818,Kyle Hewitt,9,14,0.643,7,2,symposium | dimwalk | mirage | blurry whirl | atomic,2006,2007
b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,9,13,0.692,8,1,dimwalk | butterfly | ducking | mirage | ducking butterfly,2021,2021
e53e759e-e2e1-589b-a5b2-4c95e89b8e8c,Rory Dawson,9,11,0.818,6,3,pixie | torque | stepping | mirage | osis,2007,2007
0c1d57ac-f8a6-5c3e-a66f-eac82c8a5df4,Jindrich Smola,9,10,0.9,6,3,swirl | tomahawk | dimwalk | ripwalk | torque,2008,2014
d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,9,10,0.9,7,2,whirl | stepping | eclipse | barfly | osis,2003,2006
04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,8,21,0.381,5,3,blender | spinning | whirl | superfly | symposium,2004,2013
4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,8,18,0.444,6,2,blurry whirl | food processor | mobius | spinning osis | pixie,2007,2018
ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,8,14,0.571,6,2,blurry whirl | whirl | spinning whirl | pixie | blender,2001,2004
862e03c6-8d7a-5d53-9571-016904a7b7b2,Gary Yao,8,12,0.667,6,2,ducking | legover | pixie | whirl | spinning butterfly,2021,2021
9fccb3a3-3408-518a-aacb-43d9678fcce4,Pawel Nowak,8,12,0.667,3,5,atomic | spinning | blurry whirl | symposium | ducking butterfly,2014,2021
348ea683-38f2-54ab-ad04-db29a37bb687,Zeb Jackson,8,8,1.0,6,2,blurry whirl | spinning | ducking | osis | dimwalk,2007,2007
401af1f3-a976-5403-9740-210e2849f159,Maciej Niczyporuk,7,15,0.467,4,3,pixie | swirl | eggbeater | blurry whirl | spinning,2012,2022
8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,7,14,0.5,6,1,blurry whirl | ripwalk | whirl | paradox symposium eggbeater | stepping,2005,2007
8a15006e-bc85-5621-bbe6-66090397b7d2,Przemyslaw Pietrzycki,7,13,0.538,4,3,whirl | torque | pixie | ducking butterfly | stepping,2017,2018
58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,7,12,0.583,7,0,ripwalk | blurry whirl | blur | dimwalk | mirage,2006,2014
033a8589-0c98-5729-a8b4-068c4efcf025,David Clavens,7,11,0.636,5,2,spinning | paradox blender | swirl | blazing | torque,2006,2013
457cdaa2-3ec3-5aed-b340-708420125d7c,Will Digges,7,11,0.636,5,2,blurry whirl | swirl | blurriest | barraging | mirage,2006,2008
c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,7,11,0.636,5,2,pixie | food processor | blurriest | blender | dimwalk,2006,2012
fa005bba-9079-5b6a-9eec-592016d90f66,Greg Solis,7,10,0.7,7,0,butterfly | dimwalk | osis | swirl | whirl,2008,2008
dfc35597-39c1-5425-8b94-6e24dbc24696,Cass Taylor,7,9,0.778,6,1,pixie | whirl | paradox whirl | butterfly | smear,2013,2021
e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,7,9,0.778,5,2,paradox torque | fog | butterfly | blazing | blender,2007,2007
1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,7,8,0.875,5,2,food processor | paradox blender | torque | superfly | blender,2005,2013
bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,7,8,0.875,6,1,mirage | atom smasher | pixie | blurry whirl | torque,2004,2015
e8aa88b0-f630-555a-ac0c-60d033607464,Chris Balch,7,8,0.875,5,2,butterfly | pixie | ducking clipper | dimwalk | mirage,2006,2007
11542335-67de-5fd2-9d43-5f2b55ea1fef,Brian Sherrill,7,7,1.0,5,2,spinning clipper | spinning whirl | legover | gyro | ducking osis,2013,2014
2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,7,7,1.0,5,2,spinning | dimwalk | swirl | pixie | blurriest,2007,2007
62bce1c2-2033-51c8-825d-b43fd478ab82,Répási Csaba,7,7,1.0,6,1,paradox whirl | blurry whirl | spinning | dimwalk | whirl,2004,2004
8983b558-9cb9-5a25-bb28-589435a8f34e,Serge Kaldany,6,11,0.545,4,2,whirl | pixie | blurriest | ducking | symposium whirl,2005,2018
c29c4aa7-5b1e-54d1-9435-2a45edfd669c,Christopher Schillem,6,11,0.545,3,3,whirl | ducking | fusion | atomic | stepping,2011,2022
16aae952-d265-5e4d-81b8-5474f6c43802,Jorden Moir,6,10,0.6,3,3,swirl | stepping | superfly | symposium | gyro,2007,2008
ecd47dee-6803-5d73-b31c-dcb9860e767e,Mathieu Gauthier,6,10,0.6,4,2,whirl | pixie | swirl | butterfly | drifter,2015,2021
8fc44a4b-aa33-5106-8cc6-8f2303bf1b0e,Zac Jackson,6,9,0.667,5,1,ripwalk | mirage | pixie | ducking butterfly | paradox mirage,2007,2007
32577a59-fe63-5834-9b4f-16f930fecfec,DANIEL CADAVID,6,8,0.75,5,1,dimwalk | whirl | spinning osis | osis | clipper,2021,2021
6afe2e47-df47-5055-bba0-0aa2341d43e0,Max Boucoiran,6,8,0.75,4,2,ducking butterfly | spinning | butterfly | symposium | whirl,2003,2006
c8aa0d72-fc62-5da2-94ab-b7eabd58ae19,Eric Chang,6,8,0.75,4,2,clipper | butterfly | legover | stepping | ducking,2006,2008
0f60f82c-75c9-552f-b962-5832d5cda779,Sergio Garcia,6,7,0.857,5,1,pickup | legover | blurriest | blurry whirl | butterfly,2015,2019
2eb79ea1-9ae9-512a-83bc-3f4a351650f8,Motorov Pavel,6,7,0.857,4,2,blurry whirl | whirl | ducking butterfly | stepping | legover,2009,2009
3de01059-2378-5f56-910f-08e61f3294a1,Roy Klein,6,7,0.857,4,2,pixie | ducking | legover | mirage | whirl,2015,2015
4c4087a3-79f1-5d9a-bf12-ab7262d18014,Diego Velazquez,6,7,0.857,4,2,whirl | food processor | pixie | dimwalk | ducking,2012,2021
6513b145-8a4a-556a-a04f-981d95db2d70,Arkadiusz Dudzinski,6,7,0.857,5,1,fusion | torque | food processor | eggbeater | atomic,2008,2012
6c912402-7d0e-580d-938c-7c6542c48bb1,Kevin Regamey,6,7,0.857,3,3,symposium | eggbeater | atomic | dimwalk | mirage,2007,2007
700e0ec0-94b9-5de3-b9a9-8d40a3645de3,Patrik Cerny,6,7,0.857,3,3,pixie | ducking | whirl | ducking clipper | spinning,2018,2021
98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,6,7,0.857,2,4,whirl | spinning | ducking | atomic | swirl,2014,2015
c1c401e4-2560-5f81-9f5b-8c866a93eb12,Cody Rushing,6,7,0.857,5,1,dimwalk | smear | swirl | blur | pixie,2008,2008
d1aace44-cd92-5b85-9ed1-fe4afb2cd502,Ken Somolinos,6,7,0.857,5,1,fog | parkwalk | blur | mirage | gyro,2000,2006
1f864e5e-28bc-5370-8f30-49bc3c65c64c,Jeremy Masselis,6,6,1.0,6,0,dimwalk | drifter | torque | swirl | whirl,2006,2009
23462c9a-29d4-578f-9cfc-19d9ba086f45,Pavel Cerveny,6,6,1.0,5,1,symposium | flurry | swirl | paradox mirage | blur,2004,2004
cef01455-9290-53a6-9fab-a9c9dad8fc34,Daryl Canady,6,6,1.0,4,2,ducking mirage | atom smasher | smear | symposium | ducking,2006,2006
f07b9590-cb35-55ba-8277-3e9c15e177d0,Krystian Bubula,6,6,1.0,4,2,ducking butterfly | ripwalk | whirl | butterfly | symposium,2015,2015
91dbdc03-080b-5170-a2b4-6fcbc7b4f053,Justin Dale,5,9,0.556,4,1,food processor | blurry whirl | whirl | spinning | butterfly,2006,2008
4e7d48ab-1639-5784-bf98-d936a3935489,Gray Chadwick,5,8,0.625,4,1,eggbeater | smear | symposium | ripwalk | blur,2006,2007
ad54afe3-3f18-5862-87d1-4e02e4fbf9fd,Kevin Crowley,5,7,0.714,4,1,smear | blur | butterfly | pixie | food processor,2004,2007
cc144a17-3ed0-5c64-9305-e9a45fa00290,Dan Ednie,5,7,0.714,4,1,butterfly | pixie | ripwalk | blur | paradox mirage,2001,2003
337dc937-b022-51ef-8470-99fff306e2c9,Alex Dworetzky,5,6,0.833,5,0,paradox whirl | superfly | spinning clipper | ducking clipper | barfly,2008,2014
ac873358-cd16-58eb-81c0-5c9b798de252,Jess Archer,5,6,0.833,4,1,mirage | legover | pixie | butterfly | osis,2005,2005
ddf2f704-a4d2-5653-a82a-45987d37645c,Krzysztof Sobótka,5,6,0.833,3,2,swirl | pixie | stepping | dimwalk | torque,2011,2011
162332af-26d3-557e-9bf8-ff21c226fbaf,Dylan Johnson,5,5,1.0,4,1,parkwalk | pixie | osis | paradox torque | whirl,2006,2007
43ddd1ca-e004-5d37-b4b5-38cd81bde3c2,Chris Dean,5,5,1.0,5,0,paradox torque | blurry whirl | ducking butterfly | food processor | mobius,2006,2013
5a81a6d9-0309-5dc5-aaac-38ef59d8d4ac,Cristopher Schillem,5,5,1.0,2,3,eggbeater | symposium | torque | stepping | ducking,2025,2025
94fa84c1-d2d6-52df-a224-c318a0e3771c,Maciej Pietrzycki,5,5,1.0,4,1,legover | pixie | ducking osis | ripwalk | torque,2018,2022
bd9a2c9a-1554-5238-929d-c876342007a3,Danny Petrick,5,5,1.0,4,1,ripwalk | butterfly | legover | pixie | whirl,2006,2006
eb025239-b9ab-5cef-9307-7639f88a225a,Karim Daouk,5,5,1.0,4,1,food processor | paradox drifter | tomahawk | ducking | drifter,2005,2006
f3627296-7396-580c-90ac-ad13b76da7b5,Matthew Kemmer,5,5,1.0,3,2,legover | swirl | whirl | gyro | tapping,2018,2019
2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,4,12,0.333,4,0,swirl | ripwalk | spinning osis | torque,2002,2008
82c36f56-236f-4496-826b-cf59a6fcc4ed,Rafal Kaleta,4,7,0.571,2,2,torque | paradox symposium torque | pixie | ducking,2010,2021
