chain_id,event_id,year,person_id,person_canon,attribution_confidence,sequence_index,trick_canon,adds,score_method
1018925821_2,1018925821,2002,,,none,2,paradox blender,5.0,direct
1018925821_3,1018925821,2002,,,none,0,paradox drifter,4.0,direct
1018925821_3,1018925821,2002,,,none,1,paradox whirl,4.0,direct
1018925821_3,1018925821,2002,,,none,2,paradox torque,5.0,direct
1018925821_4,1018925821,2002,,,none,0,ripwalk,4.0,direct
1018925821_4,1018925821,2002,,,none,1,ducking butterfly,4.0,direct
1018925821_4,1018925821,2002,,,none,2,whirl,3.0,direct
1038895913_10,1038895913,2003,,,none,0,butterfly,3.0,direct
1038895913_10,1038895913,2003,,,none,1,ripwalk,4.0,direct
1038895913_12,1038895913,2003,,,none,0,mirage,2.0,direct
1038895913_12,1038895913,2003,,,none,1,torque,4.0,direct
1038895913_15,1038895913,2003,,,none,0,blurry whirl,5.0,direct
1038895913_15,1038895913,2003,,,none,1,whirl,3.0,direct
1038895913_15,1038895913,2003,,,none,2,whirl,3.0,direct
1038895913_17,1038895913,2003,,,none,0,ducking mirage,3.0,direct
1038895913_17,1038895913,2003,,,none,1,legover,2.0,direct
1038895913_19,1038895913,2003,,,none,0,pixie,2.0,direct
1038895913_19,1038895913,2003,,,none,1,ripwalk,4.0,direct
