chain_id,event_id,year,person_id,person_canon,attribution_confidence,sequence_index,trick_canon,adds,score_method
1038895913_19,1038895913,2003,,,none,2,whirl,3.0,direct
1038895913_21,1038895913,2003,,,none,0,blurry whirl,5.0,direct
1038895913_21,1038895913,2003,,,none,1,whirl,3.0,direct
1038895913_23,1038895913,2003,,,none,0,ripwalk,4.0,direct
1038895913_23,1038895913,2003,,,none,1,blur,4.0,direct
1038895913_8,1038895913,2003,,,none,0,ripwalk,4.0,direct
1038895913_8,1038895913,2003,,,none,1,blur,4.0,direct
1038895913_8,1038895913,2003,,,none,2,symposium,,unscored
1049457912_35,1049457912,2003,,,none,0,torque,4.0,direct
1049457912_35,1049457912,2003,,,none,1,torque,4.0,direct
1050745947_31,1050745947,2003,,,none,0,butterfly,3.0,direct
1050745947_31,1050745947,2003,,,none,1,ducking butterfly,4.0,direct
1050745947_33,1050745947,2003,,,none,0,stepping,,unscored
1050745947_33,1050745947,2003,,,none,1,osis,3.0,direct
1050745947_33,1050745947,2003,,,none,2,barfly,4.0,direct
1050745947_34,1050745947,2003,,,none,0,ripwalk,4.0,direct
1050745947_34,1050745947,2003,,,none,1,spinning clipper,3.0,direct
1070734498_23,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,0,ducking,,unscored
1070734498_23,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,1,blender,4.0,direct
1070734498_24,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,0,whirl,3.0,direct
1070734498_24,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,1,blender,4.0,direct
1070734498_27,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,0,blurry whirl,5.0,direct
1070734498_27,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,1,blurriest,5.0,direct
1070734498_28,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,0,whirl,3.0,direct
1070734498_28,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,1,superfly,5.0,direct
1070734498_30,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,0,dimwalk,4.0,direct
1070734498_30,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,1,food processor,6.0,direct
1070734498_30,1070734498,2004,f83826ed-30c2-5608-9dad-50453e899eff,Alex Michelewski,context_window,2,whirl,3.0,direct
1079024287_10,1079024287,2004,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,context_window,0,blurry whirl,5.0,direct
1079024287_10,1079024287,2004,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,context_window,1,whirl,3.0,direct
1079024287_10,1079024287,2004,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,context_window,2,spinning,,unscored
1079024287_11,1079024287,2004,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,context_window,0,whirl,3.0,direct
1079024287_11,1079024287,2004,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,context_window,1,spinning,,unscored
1079024287_13,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,context_window,0,blurry whirl,5.0,direct
1079024287_13,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,context_window,1,whirl,3.0,direct
1079024287_13,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,context_window,2,spinning whirl,5.0,direct
1079024287_14,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,context_window,0,blurry whirl,5.0,direct
1079024287_14,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,context_window,1,whirl,3.0,direct
1079024287_14,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,context_window,2,spinning whirl,5.0,direct
1079024287_19,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,context_window,0,blurry whirl,5.0,direct
1079024287_19,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,context_window,1,paradox torque,5.0,direct
1079024287_19,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,context_window,2,whirl,3.0,direct
1090437706_68,1090437706,2004,7921325b-8eab-5f32-aaa9-38578c2760bc,Tomas Ostrowski,context_window,0,symposium,,unscored
1090437706_68,1090437706,2004,7921325b-8eab-5f32-aaa9-38578c2760bc,Tomas Ostrowski,context_window,1,flurry,3.0,direct
1090437706_70,1090437706,2004,7921325b-8eab-5f32-aaa9-38578c2760bc,Tomas Ostrowski,context_window,0,paradox mirage,3.0,direct
1090437706_70,1090437706,2004,7921325b-8eab-5f32-aaa9-38578c2760bc,Tomas Ostrowski,context_window,1,blur,4.0,direct
1090437706_75,1090437706,2004,73f415ee-765e-55ec-bde1-247d6b97eba6,Ellis Piltz,context_window,0,whirl,3.0,direct
1090437706_75,1090437706,2004,73f415ee-765e-55ec-bde1-247d6b97eba6,Ellis Piltz,context_window,1,whirl,3.0,direct
1090437706_77,1090437706,2004,ce7e0e5a-0d7f-542c-8d5d-fb4895184909,Max Kerkhoff,context_window,0,blurriest,5.0,direct
1090437706_77,1090437706,2004,ce7e0e5a-0d7f-542c-8d5d-fb4895184909,Max Kerkhoff,context_window,1,blur,4.0,direct
1090437706_79,1090437706,2004,ce7e0e5a-0d7f-542c-8d5d-fb4895184909,Max Kerkhoff,context_window,0,ripwalk,4.0,direct
1090437706_79,1090437706,2004,ce7e0e5a-0d7f-542c-8d5d-fb4895184909,Max Kerkhoff,context_window,1,whirl,3.0,direct
1090437706_81,1090437706,2004,fc0e50ee-c392-5d00-a7f1-be70b324c749,Adam Cieszkiel,context_window,0,whirl,3.0,direct
1090437706_81,1090437706,2004,fc0e50ee-c392-5d00-a7f1-be70b324c749,Adam Cieszkiel,context_window,1,blurriest,5.0,direct
1090437706_81,1090437706,2004,fc0e50ee-c392-5d00-a7f1-be70b324c749,Adam Cieszkiel,context_window,2,whirl,3.0,direct
1090437706_83,1090437706,2004,56ecef47-5ea7-5d81-8de8-3efb1e66c81b,Wojciech Ignaczak,context_window,0,ripwalk,4.0,direct
1090437706_83,1090437706,2004,56ecef47-5ea7-5d81-8de8-3efb1e66c81b,Wojciech Ignaczak,context_window,1,butterfly,3.0,direct
1090437706_85,1090437706,2004,a3781ac2-c529-5316-b22b-2bdcfa67bb67,Damian Budzik,context_window,0,ripwalk,4.0,direct
1090437706_85,1090437706,2004,a3781ac2-c529-5316-b22b-2bdcfa67bb67,Damian Budzik,context_window,1,mirage,2.0,direct
1095965765_11,1095965765,2004,62bce1c2-2033-51c8-825d-b43fd478ab82,Répási Csaba,context_window,0,ripwalk,4.0,direct
1095965765_11,1095965765,2004,62bce1c2-2033-51c8-825d-b43fd478ab82,Répási Csaba,context_window,1,blur,4.0,direct
1095965765_7,1095965765,2004,62bce1c2-2033-51c8-825d-b43fd478ab82,Répási Csaba,context_window,0,blurry whirl,5.0,direct
1095965765_7,1095965765,2004,62bce1c2-2033-51c8-825d-b43fd478ab82,Répási Csaba,context_window,1,paradox whirl,4.0,direct
1095965765_9,1095965765,2004,62bce1c2-2033-51c8-825d-b43fd478ab82,Répási Csaba,context_window,0,dimwalk,4.0,direct
1095965765_9,1095965765,2004,62bce1c2-2033-51c8-825d-b43fd478ab82,Répási Csaba,context_window,1,whirl,3.0,direct
1096318324_19,1096318324,2004,ad54afe3-3f18-5862-87d1-4e02e4fbf9fd,Kevin Crowley,context_window,0,blur,4.0,direct
1096318324_19,1096318324,2004,ad54afe3-3f18-5862-87d1-4e02e4fbf9fd,Kevin Crowley,context_window,1,smear,3.0,direct
1096318324_28,1096318324,2004,bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,context_window,0,mirage,2.0,direct
1096318324_28,1096318324,2004,bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,context_window,1,atom smasher,4.0,direct
1096318324_31,1096318324,2004,ab216b72-e80d-526e-ba50-e8dd93866623,Ricky Moran,context_window,0,whirl,3.0,direct
1096318324_31,1096318324,2004,ab216b72-e80d-526e-ba50-e8dd93866623,Ricky Moran,context_window,1,whirl,3.0,direct
1102576153_68,1102576153,2005,5e37b75c-a609-52d6-bc6f-a327599b56db,Michal Danek,context_window,0,blender,4.0,direct
1102576153_68,1102576153,2005,5e37b75c-a609-52d6-bc6f-a327599b56db,Michal Danek,context_window,1,superfly,5.0,direct
1102576153_68,1102576153,2005,5e37b75c-a609-52d6-bc6f-a327599b56db,Michal Danek,context_window,2,spinning,,unscored
1102576153_69,1102576153,2005,5e37b75c-a609-52d6-bc6f-a327599b56db,Michal Danek,context_window,0,torque,4.0,direct
1102576153_69,1102576153,2005,5e37b75c-a609-52d6-bc6f-a327599b56db,Michal Danek,context_window,1,paradox blender,5.0,direct
1109682847_10,1109682847,2005,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,0,fog,5.0,direct
1109682847_10,1109682847,2005,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,1,spinning osis,4.0,direct
1109682847_11,1109682847,2005,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,0,blurry whirl,5.0,direct
1109682847_11,1109682847,2005,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,1,paradox whirl,4.0,direct
1109682847_9,1109682847,2005,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,0,whirl,3.0,direct
1109682847_9,1109682847,2005,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,1,spinning,,unscored
1114277529_16,1114277529,2005,,,none,0,ducking,,unscored
1114277529_16,1114277529,2005,,,none,1,torque,4.0,direct
1114277529_17,1114277529,2005,,,none,0,fusion,5.0,direct
1114277529_17,1114277529,2005,,,none,1,eggbeater,3.0,direct
1124840254_13,1124840254,2005,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,0,torque,4.0,direct
1124840254_13,1124840254,2005,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1,torque,4.0,direct
1124840254_14,1124840254,2005,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,0,blurry whirl,5.0,direct
1124840254_14,1124840254,2005,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1,blurriest,5.0,direct
1124840254_16,1124840254,2005,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,context_window,0,blurry whirl,5.0,direct
1124840254_16,1124840254,2005,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,context_window,1,ripwalk,4.0,direct
1124840254_16,1124840254,2005,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,context_window,2,whirl,3.0,direct
1124840254_19,1124840254,2005,ac873358-cd16-58eb-81c0-5c9b798de252,Jess Archer,context_window,0,pixie,2.0,direct
1124840254_19,1124840254,2005,ac873358-cd16-58eb-81c0-5c9b798de252,Jess Archer,context_window,1,legover,2.0,direct
1124840254_19,1124840254,2005,ac873358-cd16-58eb-81c0-5c9b798de252,Jess Archer,context_window,2,mirage,2.0,direct
1124840254_20,1124840254,2005,ac873358-cd16-58eb-81c0-5c9b798de252,Jess Archer,context_window,0,mirage,2.0,direct
1124840254_20,1124840254,2005,ac873358-cd16-58eb-81c0-5c9b798de252,Jess Archer,context_window,1,butterfly,3.0,direct
1124840254_20,1124840254,2005,ac873358-cd16-58eb-81c0-5c9b798de252,Jess Archer,context_window,2,osis,3.0,direct
1125936037_117,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,0,torque,4.0,direct
1125936037_117,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1,stepping,,unscored
1125936037_124,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,0,fog,5.0,direct
1125936037_124,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1,drifter,3.0,direct
1125936037_124,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,2,blurry whirl,5.0,direct
1125936037_126,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,0,atom smasher,4.0,direct
1125936037_126,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1,atomic torque,6.0,direct
1125936037_127,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,0,atomic,,unscored
1125936037_127,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1,fog,5.0,direct
1125936037_127,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,2,torque,4.0,direct
1125936037_130,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,0,blurry whirl,5.0,direct
1125936037_130,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1,whirl,3.0,direct
1125936037_130,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,2,superfly,5.0,direct
1125936037_132,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,0,blurry whirl,5.0,direct
1125936037_132,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1,ripwalk,4.0,direct
1125936037_132,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,2,whirl,3.0,direct
1125936037_132,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,3,pixie,2.0,direct
1125936037_132,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,4,paradox whirl,4.0,direct
1125936037_134,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,0,smear,3.0,direct
1125936037_134,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1,atomic,,unscored
1125936037_134,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,2,pixie,2.0,direct
1125936037_135,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,0,ripwalk,4.0,direct
1125936037_135,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1,ripwalk,4.0,direct
1125936037_135,1125936037,2005,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,2,blurry whirl,5.0,direct
1126086921_37,1126086921,2005,,,none,0,blurry whirl,5.0,direct
1126086921_37,1126086921,2005,,,none,1,paradox blender,5.0,direct
1126086921_41,1126086921,2005,2863264e-bf65-5f88-aef4-0b89332b7a29,Hubert Godlewski,context_window,0,paradox blender,5.0,direct
1126086921_41,1126086921,2005,2863264e-bf65-5f88-aef4-0b89332b7a29,Hubert Godlewski,context_window,1,whirl,3.0,direct
1127155729_16,1127155729,2005,,,none,0,whirl,3.0,direct
1127155729_16,1127155729,2005,,,none,1,superfly,5.0,direct
1127155729_17,1127155729,2005,,,none,0,torque,4.0,direct
1127155729_17,1127155729,2005,,,none,1,whirl,3.0,direct
1127155729_18,1127155729,2005,,,none,0,blender,4.0,direct
1127155729_18,1127155729,2005,,,none,1,whirl,3.0,direct
1127155729_19,1127155729,2005,,,none,0,dimwalk,4.0,direct
1127155729_19,1127155729,2005,,,none,1,ripwalk,4.0,direct
1135116604_120,1135116604,2006,,,none,0,superfly,5.0,direct
1135116604_120,1135116604,2006,,,none,1,blender,4.0,direct
1135116604_121,1135116604,2006,,,none,0,torque,4.0,direct
1135116604_121,1135116604,2006,,,none,1,superfly,5.0,direct
1135116604_124,1135116604,2006,,,none,0,flurry,3.0,direct
1135116604_124,1135116604,2006,,,none,1,pixie,2.0,direct
1135116604_125,1135116604,2006,,,none,0,stepping,,unscored
1135116604_125,1135116604,2006,,,none,1,spinning,,unscored
1135116604_125,1135116604,2006,,,none,2,spinning,,unscored
1135116604_126,1135116604,2006,,,none,0,butterfly,3.0,direct
1135116604_126,1135116604,2006,,,none,1,ripwalk,4.0,direct
1135116604_126,1135116604,2006,,,none,2,whirl,3.0,direct
1137347261_10,1137347261,2006,162332af-26d3-557e-9bf8-ff21c226fbaf,Dylan Johnson,context_window,0,parkwalk,4.0,direct
1137347261_10,1137347261,2006,162332af-26d3-557e-9bf8-ff21c226fbaf,Dylan Johnson,context_window,1,pixie,2.0,direct
1137347261_12,1137347261,2006,e8aa88b0-f630-555a-ac0c-60d033607464,Chris Balch,context_window,0,pixie,2.0,direct
1137347261_12,1137347261,2006,e8aa88b0-f630-555a-ac0c-60d033607464,Chris Balch,context_window,1,butterfly,3.0,direct
1137347261_28,1137347261,2006,be7a8e7f-f052-5c31-b27b-47d4fee9a265,Evan Gatesman,context_window,0,whirl,3.0,direct
1137347261_28,1137347261,2006,be7a8e7f-f052-5c31-b27b-47d4fee9a265,Evan Gatesman,context_window,1,whirl,3.0,direct
1137347261_30,1137347261,2006,91dbdc03-080b-5170-a2b4-6fcbc7b4f053,Justin Dale,context_window,0,blurry whirl,5.0,direct
1137347261_30,1137347261,2006,91dbdc03-080b-5170-a2b4-6fcbc7b4f053,Justin Dale,context_window,1,spinning,,unscored
1137347261_32,1137347261,2006,d1aace44-cd92-5b85-9ed1-fe4afb2cd502,Ken Somolinos,context_window,0,blur,4.0,direct
1137347261_32,1137347261,2006,d1aace44-cd92-5b85-9ed1-fe4afb2cd502,Ken Somolinos,context_window,1,parkwalk,4.0,direct
1137347261_8,1137347261,2006,5ff55ce6-2a42-5159-ab1a-5b997c194707,Nelson Monhollon,context_window,0,ripwalk,4.0,direct
1137347261_8,1137347261,2006,5ff55ce6-2a42-5159-ab1a-5b997c194707,Nelson Monhollon,context_window,1,spinning osis,4.0,direct
1143172220_44,1143172220,2006,10573dc4-31ee-5440-9df4-a68d11bd4801,Gordon Bevier,context_window,0,drifter,3.0,direct
1143172220_44,1143172220,2006,10573dc4-31ee-5440-9df4-a68d11bd4801,Gordon Bevier,context_window,1,superfly,5.0,direct
1143172220_47,1143172220,2006,43ddd1ca-e004-5d37-b4b5-38cd81bde3c2,Chris Dean,context_window,0,blurry whirl,5.0,direct
1143172220_47,1143172220,2006,43ddd1ca-e004-5d37-b4b5-38cd81bde3c2,Chris Dean,context_window,1,paradox torque,5.0,direct
1149763452_187,1149763452,2006,,,none,0,pixie,2.0,direct
1149763452_187,1149763452,2006,,,none,1,pixie,2.0,direct
1149763452_187,1149763452,2006,,,none,2,blurriest,5.0,direct
1149763452_189,1149763452,2006,,,none,0,paradox drifter,4.0,direct
1149763452_189,1149763452,2006,,,none,1,tomahawk,5.0,direct
1149763452_191,1149763452,2006,,,none,0,pixie,2.0,direct
1149763452_191,1149763452,2006,,,none,1,blurriest,5.0,direct
1149763452_193,1149763452,2006,,,none,0,legover,2.0,direct
1149763452_193,1149763452,2006,,,none,1,legover,2.0,direct
1149763452_195,1149763452,2006,,,none,0,blur,4.0,direct
1149763452_195,1149763452,2006,,,none,1,blurriest,5.0,direct
1149763452_197,1149763452,2006,,,none,0,pixie,2.0,direct
1149763452_197,1149763452,2006,,,none,1,blurry whirl,5.0,direct
1149763452_197,1149763452,2006,,,none,2,whirl,3.0,direct
1149763452_199,1149763452,2006,,,none,0,whirl,3.0,direct
1149763452_199,1149763452,2006,,,none,1,symposium,,unscored
1149763452_201,1149763452,2006,,,none,0,atom smasher,4.0,direct
1149763452_201,1149763452,2006,,,none,1,smear,3.0,direct
1149763452_201,1149763452,2006,,,none,2,ducking mirage,3.0,direct
1149763452_203,1149763452,2006,,,none,0,legover,2.0,direct
1149763452_203,1149763452,2006,,,none,1,smear,3.0,direct
1149763452_203,1149763452,2006,,,none,2,dimwalk,4.0,direct
1149763452_207,1149763452,2006,,,none,0,dimwalk,4.0,direct
1149763452_207,1149763452,2006,,,none,1,ripwalk,4.0,direct
1149763452_209,1149763452,2006,,,none,0,parkwalk,4.0,direct
1149763452_209,1149763452,2006,,,none,1,osis,3.0,direct
1157398732_29,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,0,dimwalk,4.0,direct
1157398732_29,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,1,whirl,3.0,direct
1157398732_29,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,2,blender,4.0,direct
1157398732_30,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,0,blur,4.0,direct
1157398732_30,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,1,dimwalk,4.0,direct
1157398732_31,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,0,dimwalk,4.0,direct
1157398732_31,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,1,ripwalk,4.0,direct
1157398732_32,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,0,smear,3.0,direct
1157398732_32,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,1,dimwalk,4.0,direct
1157398732_32,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,2,spinning clipper,3.0,direct
1157398732_33,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,0,ripwalk,4.0,direct
1157398732_33,1157398732,2006,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,context_window,1,mirage,2.0,direct
1157942368_22,1157942368,2006,6dd904b7-11c6-5d62-af34-dad61040e67e,Sebastien Duchesne,context_window,0,tomahawk,5.0,direct
1157942368_22,1157942368,2006,6dd904b7-11c6-5d62-af34-dad61040e67e,Sebastien Duchesne,context_window,1,whirl,3.0,direct
1157942368_23,1157942368,2006,6dd904b7-11c6-5d62-af34-dad61040e67e,Sebastien Duchesne,context_window,0,blurry whirl,5.0,direct
1157942368_23,1157942368,2006,6dd904b7-11c6-5d62-af34-dad61040e67e,Sebastien Duchesne,context_window,1,whirl,3.0,direct
1158263300_42,1158263300,2006,68248357-f8c2-555c-acf9-2c42d9e9fb82,Michal Miszkiel,context_window,0,drifter,3.0,direct
1158263300_42,1158263300,2006,68248357-f8c2-555c-acf9-2c42d9e9fb82,Michal Miszkiel,context_window,1,spinning,,unscored
1158263300_42,1158263300,2006,68248357-f8c2-555c-acf9-2c42d9e9fb82,Michal Miszkiel,context_window,2,food processor,6.0,direct
1163784775_284,1163784775,2007,457cdaa2-3ec3-5aed-b340-708420125d7c,Will Digges,context_window,0,blurry whirl,5.0,direct
1163784775_284,1163784775,2007,457cdaa2-3ec3-5aed-b340-708420125d7c,Will Digges,context_window,1,barraging,,unscored
1163784775_284,1163784775,2007,457cdaa2-3ec3-5aed-b340-708420125d7c,Will Digges,context_window,2,fog,5.0,direct
1163784775_287,1163784775,2007,e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,context_window,0,fog,5.0,direct
1163784775_287,1163784775,2007,e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,context_window,1,paradox torque,5.0,direct
1163784775_288,1163784775,2007,e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,context_window,0,butterfly,3.0,direct
1163784775_288,1163784775,2007,e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,context_window,1,fog,5.0,direct
1163784775_288,1163784775,2007,e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,context_window,2,blender,4.0,direct
1163784775_292,1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,0,spinning whirl,5.0,direct
1163784775_292,1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1,mobius,5.0,direct
1163784775_292,1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,2,swirl,3.0,direct
1163784775_295,1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,0,paradox,,unscored
1163784775_295,1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1,torque,4.0,direct
1163784775_296,1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,0,whirl,3.0,direct
1163784775_296,1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1,whirl,3.0,direct
1163784775_299,1163784775,2007,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,context_window,0,blurriest,5.0,direct
1163784775_299,1163784775,2007,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,context_window,1,whirl,3.0,direct
1163784775_300,1163784775,2007,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,context_window,0,fusion,5.0,direct
1163784775_300,1163784775,2007,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,context_window,1,blurry whirl,5.0,direct
1163784775_309,1163784775,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,0,spinning,,unscored
1163784775_309,1163784775,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1,barfly,4.0,direct
1163784775_309,1163784775,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,2,spinning,,unscored
1163784775_320,1163784775,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,0,spinning clipper,3.0,direct
1163784775_320,1163784775,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1,swirl,3.0,direct
1172931308_24,1172931308,2007,,,none,0,atomic butterfly,4.0,direct
1172931308_24,1172931308,2007,,,none,1,swirl,3.0,direct
1173467292_50,1173467292,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,0,blender,4.0,direct
1173467292_50,1173467292,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1,food processor,6.0,direct
1173467292_50,1173467292,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,2,whirl,3.0,direct
1176650845_10,1176650845,2007,,,none,0,ducking clipper,3.0,direct
1176650845_10,1176650845,2007,,,none,1,mirage,2.0,direct
1176650845_10,1176650845,2007,,,none,2,dimwalk,4.0,direct
1176650845_11,1176650845,2007,,,none,0,double around the world,3.0,direct
1176650845_11,1176650845,2007,,,none,1,butterfly,3.0,direct
1176650845_12,1176650845,2007,,,none,0,clipper,2.0,direct
1176650845_12,1176650845,2007,,,none,1,spinning clipper,3.0,direct
