event_id,division_canon,person_canon,places,message
1016457376,Intermediate,Paully O'Reilly,"[2, 5]","Same person multiple places (far apart, no pool-play hint): event=1016457376 div='Intermediate' person=""Paully O'Reilly"" places=[2, 5]"
1288096032,Request Contest,Damian Gielnicki,"[1, 11]","Same person multiple places (far apart, no pool-play hint): event=1288096032 div='Request Contest' person='Damian Gielnicki' places=[1, 11]"
1366375326,Request Contest,Jakub Mosciszewski,"[3, 9]","Same person multiple places (far apart, no pool-play hint): event=1366375326 div='Request Contest' person='Jakub Mosciszewski' places=[3, 9]"
1727756195,Request,Maciej Niczyporuk,"[1, 4]","Same person multiple places (far apart, no pool-play hint): event=1727756195 div='Request' person='Maciej Niczyporuk' places=[1, 4]"
859787898,Open Singles,Tuan Vu,"[2, 6]","Same person multiple places (far apart, no pool-play hint): event=859787898 div='Open Singles' person='Tuan Vu' places=[2, 6]"
947196813,Open Mens Singles Open Womens Singles,Adam Norton,"[1, 9]","Same person multiple places (far apart, no pool-play hint): event=947196813 div='Open Mens Singles Open Womens Singles' person='Adam Norton' places=[1, 9]"
