event_id,division_canon,person_canon,places,message
1185556078,Open Freestyle,Matthias Lino Schmidt,"[1, 2]","[adjacent_podium] event=1185556078 div='Open Freestyle' person='Matthias Lino Schmidt' places=[1, 2] (dual-division or heat/final)"
1189345008,Request Contest,Wiktor Debski,"[2, 3]","[adjacent_podium] event=1189345008 div='Request Contest' person='Wiktor Debski' places=[2, 3] (dual-division or heat/final)"
1189345008,Shred 30,Maciej Bujko,"[2, 3]","[adjacent_podium] event=1189345008 div='Shred 30' person='Maciej Bujko' places=[2, 3] (dual-division or heat/final)"
1189345008,Shred 30,Damian Gielnicki,"[2, 3]","[adjacent_podium] event=1189345008 div='Shred 30' person='Damian Gielnicki' places=[2, 3] (dual-division or heat/final)"
1200725314,Open Singles Freestyle,Ben Skaggs,"[2, 3]","[adjacent_podium] event=1200725314 div='Open Singles Freestyle' person='Ben Skaggs' places=[2, 3] (dual-division or heat/final)"
1206161350,Request Contest,Sebastien Duchesne,"[2, 4]","[sub_round] event=1206161350 div='Request Contest' person='Sebastien Duchesne' places=[2, 4] (pool/heat/round-robin)"
1219405634,Circle Contest,Sebastian Jurzysta,"[5, 18]","[sub_round] event=1219405634 div='Circle Contest' person='Sebastian Jurzysta' places=[5, 18] (pool/heat/round-robin)"
1219405634,Circle Contest,Marcin Staron,"[5, 9]","[sub_round] event=1219405634 div='Circle Contest' person='Marcin Staron' places=[5, 9] (pool/heat/round-robin)"
1219405634,Circle Contest,Micha Biarda,"[2, 4]","[sub_round] event=1219405634 div='Circle Contest' person='Micha Biarda' places=[2, 4] (pool/heat/round-robin)"
1219405634,Circle Contest,Micha Ostrowski,"[4, 5]","[sub_round] event=1219405634 div='Circle Contest' person='Micha Ostrowski' places=[4, 5] (pool/heat/round-robin)"
1219405634,Circle Contest,Kamil Wysocki,"[2, 5]","[sub_round] event=1219405634 div='Circle Contest' person='Kamil Wysocki' places=[2, 5] (pool/heat/round-robin)"
1219405634,Circle Contest,Damian Gielnicki,"[2, 5]","[sub_round] event=1219405634 div='Circle Contest' person='Damian Gielnicki' places=[2, 5] (pool/heat/round-robin)"
1228946926,Sick 3,Karel Prokes,"[3, 4]","[sub_round] event=1228946926 div='Sick 3' person='Karel Prokes' places=[3, 4] (pool/heat/round-robin)"
