event_id,year,event_name,event_type,sport,division,placement,player_text_raw,player_names_split,team_flag,score_text,source_line
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,1,Eric Wulff (6164),Eric Wulff (6164),,,1.	Eric Wulff (6164)
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,2,Rob McCloskey (4216),Rob McCloskey (4216),,,2.	Rob McCloskey (4216)
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,3,Adam Eisner (3350),Adam Eisner (3350),,,3.	Adam Eisner (3350)
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,1,Eric Wulff/Russ Willi (3044),Eric Wulff|Russ Willi (3044),1,,1.	Eric Wulff/Russ Willi (3044)
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,2,Adam Eisner/Rob McCloskey (702),Adam Eisner|Rob McCloskey (702),1,,2.	Adam Eisner/Rob McCloskey (702)
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,3,Joe Solonoski/Dave Piehota (272),Joe Solonoski|Dave Piehota (272),1,,3.	Joe Solonoski/Dave Piehota (272)
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,1,Charlie Hallowell,Charlie Hallowell,,,1.	Charlie Hallowell
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,2,Jim Dickey,Jim Dickey,,,2.	Jim Dickey
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,3,Scott Hartyl,Scott Hartyl,,,3.	Scott Hartyl
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,1,Mark Cicchetti/Dale Crawford,Mark Cicchetti|Dale Crawford,1,,1.	Mark Cicchetti/Dale Crawford
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,2,Brian Buen,Brian Buen,,,2.	Brian Buen
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,3,Eric Wulff,Eric Wulff,,,3.	Eric Wulff
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,1,Sue Vassalotti/Peter Chandler,Sue Vassalotti|Peter Chandler,1,,1.	Sue Vassalotti/Peter Chandler
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,2,Cathey Guenther/Lee Guenther,Cathey Guenther|Lee Guenther,1,,2.	Cathey Guenther/Lee Guenther
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,3,Ruth Osterman/Rick Kaufman,Ruth Osterman|Rick Kaufman,1,,3.	Ruth Osterman/Rick Kaufman
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,1,Steve Femmel/Dave Connell,Steve Femmel|Dave Connell,1,,1.	Steve Femmel/Dave Connell
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,2,Lee Guenther/Charlie Hallowell,Lee Guenther|Charlie Hallowell,1,,2.	Lee Guenther/Charlie Hallowell
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,3,Dale Crawford/Mark Cicchetti,Dale Crawford|Mark Cicchetti,1,,3.	Dale Crawford/Mark Cicchetti
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,1,Mark Lavalle,Mark Lavalle,,,1.	Mark Lavalle
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,2,Rich Carlo,Rich Carlo,,,2.	Rich Carlo
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,3,Mike Gonzales,Mike Gonzales,,,3.	Mike Gonzales
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,1,Mark Lavelle/Rich Carlo,Mark Lavelle|Rich Carlo,1,,1.	Mark Lavelle/Rich Carlo
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,2,Rob McCloskey/Jack Lentz,Rob McCloskey|Jack Lentz,1,,2.	Rob McCloskey/Jack Lentz
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,3,Rick Scaffel/John Nodtvedt,Rick Scaffel|John Nodtvedt,1,,3.	Rick Scaffel/John Nodtvedt
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,1,Sue Vasolotti,Sue Vasolotti,,,1.	Sue Vasolotti
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,2,Ruth Osterman,Ruth Osterman,,,2.	Ruth Osterman
1043096425,1985,East Coast Championships - 3rd Annual - 1985,mixed,,,3,Cathy Guenther,Cathy Guenther,,,3.	Cathy Guenther
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Rob McCloskey (8533) ? Event Record,Rob McCloskey (8533) ? Event Record,,,1.	Rob McCloskey (8533) ? Event Record
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Bob Nicholson (7155),Bob Nicholson (7155),,,2.	Bob Nicholson (7155)
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Eric Wulff (5556),Eric Wulff (5556),,,3.	Eric Wulff (5556)
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Andy Linder/Rob McCloskey (2014),Andy Linder|Rob McCloskey (2014),1,,1.	Andy Linder/Rob McCloskey (2014)
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Constance Reed/Jimmy Caveny (1342),Constance Reed|Jimmy Caveny (1342),1,,2.	Constance Reed/Jimmy Caveny (1342)
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Adam Eisner/Dennis Griffin (234),Adam Eisner|Dennis Griffin (234),1,,3.	Adam Eisner/Dennis Griffin (234)
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Jeff 'Animal' Johnson,Jeff 'Animal' Johnson,,,1.	Jeff 'Animal' Johnson
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Jimmy Cabeney,Jimmy Cabeney,,,2.	Jimmy Cabeney
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Charlie Hallowell,Charlie Hallowell,,,3.	Charlie Hallowell
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Andy Linder/Eric Wulff,Andy Linder|Eric Wulff,1,,1.	Andy Linder/Eric Wulff
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Mark Ciccetti/Dale Crawford,Mark Ciccetti|Dale Crawford,1,,2.	Mark Ciccetti/Dale Crawford
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Constance Reed/Jimmy Caveny,Constance Reed|Jimmy Caveny,1,,3.	Constance Reed/Jimmy Caveny
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Constance Reed/Jimmy Caveny,Constance Reed|Jimmy Caveny,1,,1.	Constance Reed/Jimmy Caveny
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Grace Carnebalino/Andy Linder,Grace Carnebalino|Andy Linder,1,,2.	Grace Carnebalino/Andy Linder
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Marta Cano/Charlie Hallowell,Marta Cano|Charlie Hallowell,1,,3.	Marta Cano/Charlie Hallowell
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Stephen Saul,Stephen Saul,,,1.	Stephen Saul
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Gary Schechner,Gary Schechner,,,2.	Gary Schechner
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Peter Irish,Peter Irish,,,3.	Peter Irish
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Stephen Saul/Mike Best,Stephen Saul|Mike Best,1,,1.	Stephen Saul/Mike Best
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Ben Clark/Joe Clark,Ben Clark|Joe Clark,1,,2.	Ben Clark/Joe Clark
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Brian Kenney/Christian Tremo,Brian Kenney|Christian Tremo,1,,3.	Brian Kenney/Christian Tremo
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Constance Reed,Constance Reed,,,1.	Constance Reed
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Mary Barnett,Mary Barnett,,,2.	Mary Barnett
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Brenda Carmen,Brenda Carmen,,,3.	Brenda Carmen
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Constance Reed/Paula Elsner,Constance Reed|Paula Elsner,1,,1.	Constance Reed/Paula Elsner
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Mary Barnett/Holly Rae Taylor,Mary Barnett|Holly Rae Taylor,1,,2.	Mary Barnett/Holly Rae Taylor
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Ruth Osterman/Kathy Guenther,Ruth Osterman|Kathy Guenther,1,,3.	Ruth Osterman/Kathy Guenther
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Jeff 'Animal' Johnson,Jeff 'Animal' Johnson,,,1.	Jeff 'Animal' Johnson
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Chris 'Gator' Routh,Chris 'Gator' Routh,,,2.	Chris 'Gator' Routh
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Ken 'Hammer' Hamric,Ken 'Hammer' Hamric,,,3.	Ken 'Hammer' Hamric
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,1,Jim Caveney/Andy Linder,Jim Caveney|Andy Linder,1,,1.	Jim Caveney/Andy Linder
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,2,Chris 'Gator' Routh/Ken 'Hammer' Hamric,Chris 'Gator' Routh|Ken 'Hammer' Hamric,1,,2.	Chris 'Gator' Routh/Ken 'Hammer' Hamric
1057126024,1986,East Coast Footbag Championships - 4th Annual - 1986,mixed,,,3,Jeff 'Animal' Johnson/Peter Shunny,Jeff 'Animal' Johnson|Peter Shunny,1,,3.	Jeff 'Animal' Johnson/Peter Shunny
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Dan Luciano,Dan Luciano,,,1.	Dan Luciano
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Jack Lentz,Jack Lentz,,,2.	Jack Lentz
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Kevin Arins,Kevin Arins,,,3.	Kevin Arins
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Eric Wulff,Eric Wulff,,,1.	Eric Wulff
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Ed Orlando,Ed Orlando,,,2.	Ed Orlando
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Rob McCloskey,Rob McCloskey,,,3.	Rob McCloskey
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Jeff Golden/Dan Luciano,Jeff Golden|Dan Luciano,1,,1.	Jeff Golden/Dan Luciano
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Jack Lentz/Kevin Arins,Jack Lentz|Kevin Arins,1,,2.	Jack Lentz/Kevin Arins
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Rich Venville/Shawn Fisher,Rich Venville|Shawn Fisher,1,,3.	Rich Venville/Shawn Fisher
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Eric Wulff/Rob McCloskey,Eric Wulff|Rob McCloskey,1,,1.	Eric Wulff/Rob McCloskey
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Russ Willi/Peter Irish,Russ Willi|Peter Irish,1,,2.	Russ Willi/Peter Irish
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Martin Cote/Martin Gratan,Martin Cote|Martin Gratan,1,,3.	Martin Cote/Martin Gratan
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Jack Lentz,Jack Lentz,,,1.	Jack Lentz
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Jeff Golden,Jeff Golden,,,2.	Jeff Golden
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Dan Luciano,Dan Luciano,,,3.	Dan Luciano
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Rob McCloskey,Rob McCloskey,,,1.	Rob McCloskey
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Peter Irish,Peter Irish,,,2.	Peter Irish
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Joe Solonoski,Joe Solonoski,,,3.	Joe Solonoski
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Eric Wulff,Eric Wulff,,,1.	Eric Wulff
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Greg Nelson,Greg Nelson,,,2.	Greg Nelson
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Peter Irish,Peter Irish,,,3.	Peter Irish
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Jack Lentz,Jack Lentz,,,1.	Jack Lentz
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Christian Tremo,Christian Tremo,,,2.	Christian Tremo
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Jeff Golden,Jeff Golden,,,3.	Jeff Golden
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Yves Archambault,Yves Archambault,,,1.	Yves Archambault
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Martin Cote,Martin Cote,,,2.	Martin Cote
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Rob McCloskey,Rob McCloskey,,,3.	Rob McCloskey
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Jack Lentz/Kevin Arins,Jack Lentz|Kevin Arins,1,,1.	Jack Lentz/Kevin Arins
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Christian Tremo/Dan Luciano,Christian Tremo|Dan Luciano,1,,2.	Christian Tremo/Dan Luciano
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Line Duchenes/Joan Pollack,Line Duchenes|Joan Pollack,1,,3.	Line Duchenes/Joan Pollack
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,1,Yves Archambault/Lisa McDaniel,Yves Archambault|Lisa McDaniel,1,,1.	Yves Archambault/Lisa McDaniel
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,2,Martin Cote/Andrew Morgan,Martin Cote|Andrew Morgan,1,,2.	Martin Cote/Andrew Morgan
1057175925,1990,East Coast Footbag Championships - 8th Annual - 1990,mixed,,,3,Martin Graton/Rob McCloskey,Martin Graton|Rob McCloskey,1,,3.	Martin Graton/Rob McCloskey
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Flip Derr,Flip Derr,,,1.Flip Derr
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Adam Hutchinson,Adam Hutchinson,,,2.Adam Hutchinson
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Mike Hasson,Mike Hasson,,,3.Mike Hasson
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Ed Orlando,Ed Orlando,,,1.Ed Orlando
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Eric Wulff,Eric Wulff,,,2.Eric Wulff
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Yves Archambault,Yves Archambault,,,3.Yves Archambault
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Adam Hutchinson/Flipp Derr,Adam Hutchinson|Flipp Derr,1,,1.Adam Hutchinson/Flipp Derr
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Vince Bradley/Mike Hasson,Vince Bradley|Mike Hasson,1,,2.Vince Bradley/Mike Hasson
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Scott Durfee/Ted Fritsch,Scott Durfee|Ted Fritsch,1,,3.Scott Durfee/Ted Fritsch
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Peter Irish/Rob McCloskey,Peter Irish|Rob McCloskey,1,,1.Peter Irish/Rob McCloskey
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Bob Nicholson/Peter Chandler,Bob Nicholson|Peter Chandler,1,,2.Bob Nicholson/Peter Chandler
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Eric 'Bart' Bartholomay/Chris Donofrio,Eric 'Bart' Bartholomay|Chris Donofrio,1,,3.Eric 'Bart' Bartholomay/Chris Donofrio
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Adam Hutchinson,Adam Hutchinson,,,1.Adam Hutchinson
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Sebastian Gomez,Sebastian Gomez,,,2.Sebastian Gomez
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Dan Luciano/Scott Durfee,Dan Luciano|Scott Durfee,1,,3.Dan Luciano/Scott Durfee
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Chris Donofrio,Chris Donofrio,,,1.Chris Donofrio
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Martin Cote,Martin Cote,,,2.Martin Cote
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Rob McCloskey,Rob McCloskey,,,3.Rob McCloskey
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Adam Hutchinson,Adam Hutchinson,,,1.Adam Hutchinson
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Woody Defibaugh,Woody Defibaugh,,,2.Woody Defibaugh
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Mike Hasson,Mike Hasson,,,3.Mike Hasson
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Peter Irish,Peter Irish,,,1.Peter Irish
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Eric Wulff,Eric Wulff,,,2.Eric Wulff
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Yves Archambault,Yves Archambault,,,3.Yves Archambault
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Sebastien Gomez,Sebastien Gomez,,,1.Sebastien Gomez
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Christian Tremo,Christian Tremo,,,2.Christian Tremo
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Dave Soares,Dave Soares,,,3.Dave Soares
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Yves Archambault,Yves Archambault,,,1.Yves Archambault
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Chris Donofrio,Chris Donofrio,,,2.Chris Donofrio
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Martin Cote,Martin Cote,,,3.Martin Cote
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Adam Hutchinson/Dave Soares,Adam Hutchinson|Dave Soares,1,,1.Adam Hutchinson/Dave Soares
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,PJ/Sebastien Gomez,PJ|Sebastien Gomez,1,,2.PJ/Sebastien Gomez
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Scott Durfee/Ted Fritsch,Scott Durfee|Ted Fritsch,1,,3.Scott Durfee/Ted Fritsch
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,1,Yves Archambault/Martin Graton,Yves Archambault|Martin Graton,1,,1.Yves Archambault/Martin Graton
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,2,Martin Cote/Andrew Morgan,Martin Cote|Andrew Morgan,1,,2.Martin Cote/Andrew Morgan
1057345914,1991,East Coast Footbag Championships - 1991 - 9th Annual,mixed,,,3,Rob McCloskey/Jack Ognistoff,Rob McCloskey|Jack Ognistoff,1,,3.Rob McCloskey/Jack Ognistoff
857852604,1997,Southern California Footbag Championships,freestyle,,Open Singles Routines,1,Ryan Donohoe (USA),Ryan Donohoe (USA),,,1. Ryan Donohoe (USA)
857852604,1997,Southern California Footbag Championships,freestyle,,Open Singles Routines,2,Eric Windsor (USA),Eric Windsor (USA),,,2. Eric Windsor (USA)
857852604,1997,Southern California Footbag Championships,freestyle,,Open Singles Routines,3,Ethan Husted (USA),Ethan Husted (USA),,,3. Ethan Husted (USA)
857852604,1997,Southern California Footbag Championships,freestyle,,Open Singles Routines,4,(),(),,,4.   ()
857852604,1997,Southern California Footbag Championships,freestyle,,Open Singles Routines,5,John Leys (USA),John Leys (USA),,,5. John Leys (USA)
857852604,1997,Southern California Footbag Championships,freestyle,,Intermediate Singles Routines,1,Mark DeFilippo (USA),Mark DeFilippo (USA),,,1. Mark DeFilippo (USA)
857852604,1997,Southern California Footbag Championships,freestyle,,Intermediate Singles Routines,2,Aaron De Glanville (USA),Aaron De Glanville (USA),,,2. Aaron De Glanville (USA)
857852604,1997,Southern California Footbag Championships,freestyle,,Intermediate Singles Routines,3,(),(),,,3.   ()
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,1,"Jim ""Toes"" Fitzgerald (23)                   1. Andy Ronald/ Jeff Johnson","Jim ""Toes"" Fitzgerald (23)                   1. Andy Ronald|Jeff Johnson",1,,"1. Jim ""Toes"" Fitzgerald (23)                   1. Andy Ronald/ Jeff Johnson"
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,2,Becca English-Ross (27)                      2. Becca English-Ross/Mike Bilan,Becca English-Ross (27)                      2. Becca English-Ross|Mike Bilan,1,,2. Becca English-Ross (27)                      2. Becca English-Ross/Mike Bilan
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,3,"Jeff ""Animal"" Johnson (28)             TIE   3. Jim Fitzgerald/ Tricia George","Jeff ""Animal"" Johnson (28)             TIE   3. Jim Fitzgerald|Tricia George",1,,"3. Jeff ""Animal"" Johnson (28)             TIE   3. Jim Fitzgerald/ Tricia George"
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,4,Andy Ronald (29)                             3. Gregg Potts/ Jim Cobb,Andy Ronald (29)                             3. Gregg Potts|Jim Cobb,1,,4. Andy Ronald (29)                             3. Gregg Potts/ Jim Cobb
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,1,Judy Prokopiak/ Lucas                        1.,Judy Prokopiak|Lucas                        1.,1,,1. Judy Prokopiak/ Lucas                        1.
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,2,2.,2.,,,2.                                              2.
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,3,Eli Laird/ Barry Thorsen                     3.,Eli Laird|Barry Thorsen                     3.,1,,3. Eli Laird/ Barry Thorsen                     3.
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,4,4.,4.,,,4.                                              4.
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,1,Charlie Baldwin                              1. Christy Rapp/ Wendy Curran,Charlie Baldwin                              1. Christy Rapp|Wendy Curran,1,,1. Charlie Baldwin                              1. Christy Rapp/ Wendy Curran
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,2,Bobby Heiney                                 2. Iain McKechnie/ Ben Kersens,Bobby Heiney                                 2. Iain McKechnie|Ben Kersens,1,,2. Bobby Heiney                                 2. Iain McKechnie/ Ben Kersens
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,3,Iain McKechnie                               3. Aaron Gregg/ Bobby Heiney,Iain McKechnie                               3. Aaron Gregg|Bobby Heiney,1,,3. Iain McKechnie                               3. Aaron Gregg/ Bobby Heiney
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,4,Aaron Gregg                                  4. Will Webb/ Tyler Lynn,Aaron Gregg                                  4. Will Webb|Tyler Lynn,1,,4. Aaron Gregg                                  4. Will Webb/ Tyler Lynn
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,1,Julie Symons,Julie Symons,,,1. Julie Symons
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,2,Becca English-Ross,Becca English-Ross,,,2. Becca English-Ross
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,3,Evanne LaMarche,Evanne LaMarche,,,3. Evanne LaMarche
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,4,Amy Westberg,Amy Westberg,,,4. Amy Westberg
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,1,Dave Bernard III                             1. Dave Bernard/ Chris Routh,Dave Bernard III                             1. Dave Bernard|Chris Routh,1,,1. Dave Bernard III                             1. Dave Bernard/ Chris Routh
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,2,"Chris ""Gator"" Routh                          2. Kenny Shults/ Rob Adams","Chris ""Gator"" Routh                          2. Kenny Shults|Rob Adams",1,,"2. Chris ""Gator"" Routh                          2. Kenny Shults/ Rob Adams"
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,3,Andy Ronald                                  3. Julie Symons/ Alexi Deschenes,Andy Ronald                                  3. Julie Symons|Alexi Deschenes,1,,3. Andy Ronald                                  3. Julie Symons/ Alexi Deschenes
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,4,Patrick Aswad                                4. Thomas Loria/ Jim Cobb,Patrick Aswad                                4. Thomas Loria|Jim Cobb,1,,4. Patrick Aswad                                4. Thomas Loria/ Jim Cobb
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,1,Tricia George/ Kenny Shults,Tricia George|Kenny Shults,1,,1. Tricia George/ Kenny Shults
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,2,Julie Symons/ Alexi Deschenes,Julie Symons|Alexi Deschenes,1,,2. Julie Symons/ Alexi Deschenes
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,3,Evanne La Marche/ Andy Ronald,Evanne La Marche|Andy Ronald,1,,3. Evanne La Marche/ Andy Ronald
857874500,1997,University of Oregon Footbag Tournament,mixed,,The Results,4,Juliet Pendray/ Crass,Juliet Pendray|Crass,1,,4. Juliet Pendray/ Crass
857875120,1997,Western Regional Footbag Championships,mixed,,Open Singles Routines,1,Peter Irish (USA),Peter Irish (USA),,,1. Peter Irish (USA)
857875120,1997,Western Regional Footbag Championships,mixed,,Open Singles Routines,2,Eric Wulff (USA),Eric Wulff (USA),,,2. Eric Wulff (USA)
857875120,1997,Western Regional Footbag Championships,mixed,,Open Singles Routines,3,Ryan Donohoe (USA),Ryan Donohoe (USA),,,3. Ryan Donohoe (USA)
857875120,1997,Western Regional Footbag Championships,mixed,,Open Singles Routines,3,Ahren Gehrman (USA),Ahren Gehrman (USA),,,3. Ahren Gehrman (USA)
