event_id,event_name,year,sport,division,mirror_place_range,sheet_place_range,missing_places,extra_places,issue_type
1216849705,Texas Statewide Tournament 2008,2008,,Open Sick 3-Trick,1-5,,"1,2,3,4,5",,missing_middle
1216849705,Texas Statewide Tournament 2008,2008,,Open Sick Trick,1-5,,"1,2,3,4,5",,missing_middle
1216849705,Texas Statewide Tournament 2008,2008,,Open Circle Contest,1-5,,"1,2,3,4,5",,missing_middle
1218721346,Memphicago Kick Volley Challenge 1,2008,,,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1219405634,8th Annual Polish Footbag Championships 2008,2008,,Women's Singles Routines,1-5,,"1,2,3,4,5",,missing_middle
1219405634,8th Annual Polish Footbag Championships 2008,2008,,Open Shred:30,1-13,,1-13 (13 places),,missing_middle
1219405634,8th Annual Polish Footbag Championships 2008,2008,,Open Sick 3-Trick,1-2,,"1,2",,missing_middle
1219405634,8th Annual Polish Footbag Championships 2008,2008,,Open Circle Contest,1-24,1-23,"13,19,24","12,18,23",tie_lost
1219405634,8th Annual Polish Footbag Championships 2008,2008,,Open 2-Square,1-5,,"1,2,3,4,5",,missing_middle
1220466807,East Coast Footbag Championships,2008,,Open Singles Routines,1-6,1-3,"4,5,6",,truncated_tail
1220466807,East Coast Footbag Championships,2008,,Open Circle Contest,1-4,,"1,2,3,4",,missing_middle
1220519679,Finnish Footbag Singles Net Championships,2008,,,1-18,,1-18 (18 places),,missing_middle
1221506867,JFK Fall Fury,2008,,,1-10,,"1,2,3,4,5,6,7,8,9,10",,missing_middle
1222687523,10e Open de France de Footbag,2008,,Open Singles Routines,1-10,1-37,,8-37 (29 places),extra_in_sheet
1222687523,10e Open de France de Footbag,2008,,Women's Singles Routines,1-2,,"1,2",,missing_middle
1222687523,10e Open de France de Footbag,2008,,Open Sick 3-Trick,1-7,1-8,"2,3,4,6,7",8,tie_lost
1222687523,10e Open de France de Footbag,2008,,Open Sick Trick,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1224962900,Zocha Jam 2008,2008,,Open Singles Routines,1-19,,1-19 (12 places),,truncated_tail
1224962900,Zocha Jam 2008,2008,,Women's Singles Routines,1-3,,"1,2,3",,missing_middle
1224962900,Zocha Jam 2008,2008,,Intermediate Singles Routines,1-2,,"1,2",,missing_middle
1224962900,Zocha Jam 2008,2008,,Open Shred:30,1-3,,"1,2,3",,missing_middle
1224962900,Zocha Jam 2008,2008,,Open Sick 3-Trick,1-3,,"1,2,3",,missing_middle
1226938152,Finnish Footbag Championships,2008,,Open Singles Routines,1-6,,"1,2,3,4,5,6",,missing_middle
1226938152,Finnish Footbag Championships,2008,,Open Shred:30,1-7,,"1,2,3,4,5,6,7",,missing_middle
1226938152,Finnish Footbag Championships,2008,,Open Circle Contest,1-4,,"1,2,3,4",,missing_middle
1225370942,Frankfurt Footbag Open - *Bembel Cup 2009*,2009,,Frankfurt Footbag Open - Bembel Cup 2009 - results,1-22,,1-22 (22 places),,missing_middle
1226549669,"""The Mud Island Belt"" 2009 presented by Memphis Footworks",2009,,,1-15,,1-15 (15 places),,missing_middle
1226679678,30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2009,,Open Singles Routines,1-8,1-72,,9-72 (64 places),extra_in_sheet
1226679678,30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2009,,Women's Singles Routines,1-6,1-10,,"7,8,9,10",extra_in_sheet
1229435305,2009 Windy City Cup presented by CLCK,2009,,,1-11,,1-11 (11 places),,missing_middle
1230850031,"Montreal's 2009 First Single Net Footbag Championships, presented by AKIQ",2009,,,1-12,,1-12 (12 places),,missing_middle
1231286017,2009 U.S. Open Footbag Net Championships,2009,,US OPEN RESULTS,1-10,,"1,2,3,4,5,6,7,8,9,10",,missing_middle
1232474501,2009 Green Cup Presented by Chaos,2009,,,1-30,,1-30 (30 places),,missing_middle
1233299407,2009 U.S. Open Freestyle Footbag Championships,2009,,Open Singles Routines,1-9,1-9,,6,extra_in_sheet
1233299407,2009 U.S. Open Freestyle Footbag Championships,2009,,Open Sick 3-Trick,1-3,,"1,2,3",,missing_middle
1235149093,RNH Contest 2009,2009,,,1-22,,1-22 (22 places),,missing_middle
1235253768,2009 Southern Regional Footbag Championships,2009,,Open Singles Routines,1-5,,"1,2,3,4,5",,missing_middle
1235504528,JFK March Mayhem,2009,,,1-10,,"1,2,3,4,5,6,7,8,9,10",,missing_middle
1235653935,11th Annual IFPA European Footbag Championships - Strzelin,2009,,Open Singles Routines,1-21,1-23,,"10,12,14,16,18,19,20,22,23",extra_in_sheet
1235653935,11th Annual IFPA European Footbag Championships - Strzelin,2009,,Women's Singles Routines,1-7,1-4,"5,6,7",,truncated_tail
1235653935,11th Annual IFPA European Footbag Championships - Strzelin,2009,,Open Sick 3-Trick,1-3,,"1,2,3",,missing_middle
1239056543,"The AkiSphere 2009, presented by AKIQ (Montreal Net)",2009,,,1-21,,1-21 (21 places),,missing_middle
1239721441,End of Winter Jam,2009,,Letter Contest,1-3,,"1,2,3",,missing_middle
1240469006,Turku Open 2009,2009,,,1-11,,1-11 (11 places),,missing_middle
1241011525,2009 French Footbag Championships,2009,,Open Singles Routines,1-7,1-23,,8-23 (16 places),extra_in_sheet
1242210886,JFK Net Battle,2009,,,1-13,,1-13 (13 places),,missing_middle
1245793403,Funtastik Summer Classic,2009,,Open Singles Routines,1-5,,"1,2,3,4,5",,missing_middle
1250478677,Montreal End-of-Summer Jam 1,2009,,,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1251952403,X-PRO Cup (Copa X-PRO),2009,,,3,,3,,missing_middle
1251952403,X-PRO Cup (Copa X-PRO),2009,,SINGLES,19,1-19,,1-18 (18 places),extra_in_sheet
1251952403,X-PRO Cup (Copa X-PRO),2009,,DOUBLES,13,,13,,missing_middle
1252110023,2009 East-Coast Footbag Championships,2009,,Open Singles Routines,1-5,,"1,2,3,4,5",,missing_middle
1252110023,2009 East-Coast Footbag Championships,2009,,Open Circle Contest,1-3,,"1,2,3",,missing_middle
1254829577,Finnish Footbag Championships,2009,,Open Singles Routines,1,1-14,,2-14 (13 places),extra_in_sheet
1254829577,Finnish Footbag Championships,2009,,Open Circle Contest,1-7,,"1,2,3,4,5,7",,truncated_tail
1255335697,Prague Net Open,2009,,,1-15,,1-15 (15 places),,missing_middle
1255957016,Zocha Jam 2009,2009,,Open Singles Routines,1-17,,1-17 (11 places),,truncated_tail
1255957016,Zocha Jam 2009,2009,,Women's Singles Routines,1-3,,"1,2,3",,missing_middle
1255957016,Zocha Jam 2009,2009,,Open Shred:30,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1255957016,Zocha Jam 2009,2009,,Open Sick 3-Trick,1-3,,"1,2,3",,missing_middle
1257621700,German Footbag Championships 2009,2009,,Open Singles Routines,1-3,1-18,,4-18 (15 places),extra_in_sheet
1252451527,Funtastik Summer Classic,2010,,Open Singles Routines,1-7,,"1,2,3,4,5,6,7",,missing_middle
1252451527,Funtastik Summer Classic,2010,,Open Circle Contest,1-4,,"1,2,3,4",,missing_middle
1260368810,Frankfurt Footbag 10th Anniversary Jam,2010,,Teilnehmerfeld,1-11,,1-11 (11 places),,missing_middle
1260368810,Frankfurt Footbag 10th Anniversary Jam,2010,,Vorgeschichte,14,,14,,missing_middle
1260368810,Frankfurt Footbag 10th Anniversary Jam,2010,,Loch 4 (Black Wi(n)dow),1,,1,,missing_middle
1262288759,2010 U.S. Open Footbag Net Championships,2010,,Full Results,1-11,,1-11 (11 places),,missing_middle
1264098849,2010 Mud Island Belt Presented by Memphis Footworks,2010,,,1-16,,1-16 (16 places),,missing_middle
1265745512,31st IFPA WORLD FOOTBAG CHAMPIONSHIPS,2010,,Open Sick 3-Trick,1-3,,"1,2,3",,missing_middle
1265850138,U. S. Open Freestyle Footbag Championships,2010,,Intermediate Singles Routines,1-2,1-3,,3,extra_in_sheet
1265850138,U. S. Open Freestyle Footbag Championships,2010,,Open Sick 3-Trick,1-3,,"1,2,3",,missing_middle
1265850138,U. S. Open Freestyle Footbag Championships,2010,,Open Circle Contest,1-3,,"1,2,3",,missing_middle
1267199851,WSF Mistrzostwa Pragi w Grze w Zoske,2010,,Open Sick 3-Trick,1-2,,"1,2",,missing_middle
1267199851,WSF Mistrzostwa Pragi w Grze w Zoske,2010,,Open 2-Square,1-3,,"1,2,3",,missing_middle
1267469140,Footcamp 2010,2010,,,1-17,,1-17 (17 places),,missing_middle
1267718326,3rd Annual Windy City Cup,2010,,,1-10,,"1,2,3,4,5,6,7,8,9,10",,missing_middle
1267920908,KICK VOLLEY 02,2010,,,1-9,,"1,2,3,4,5,6,7,8,9",,missing_middle
1268191383,2010 Southern Regional Footbag Championships,2010,,,1-4,,"1,2,3,4",,missing_middle
1268338685,II Spanish OPEN,2010,,,1,,1,,missing_middle
1268407783,2010 East Coast Footbag Championships,2010,,Open Singles Routines,1-6,,"1,2,3,4,5,6",,missing_middle
1268407783,2010 East Coast Footbag Championships,2010,,Open Sick 3-Trick,1-7,,"1,2,3,4,5,6,7",,missing_middle
1268407783,2010 East Coast Footbag Championships,2010,,Open Circle Contest,1-7,,"1,2,3,4,5,7",,truncated_tail
1268445253,2010 Green Cup Presented by Chaos,2010,,,1-24,,1-24 (24 places),,missing_middle
1269111845,"The King of the Hill 2010, presented by Aki Québec",2010,,,1-12,,1-12 (12 places),,missing_middle
1269266785,12th Annual IFPA European Footbag Championships - Brussels,2010,,Women's Singles Routines,1-6,1-7,,7,extra_in_sheet
1269266785,12th Annual IFPA European Footbag Championships - Brussels,2010,,Open 2-Square,1-4,,"1,2,3,4",,missing_middle
1269860787,March Mayhem 2010,2010,,,1-7,,"1,2,3,4,5,6,7",,missing_middle
1270631935,RNH Contest 2010,2010,,,1-10,,"1,2,3,4,5,6,7,8,9,10",,missing_middle
1270631935,RNH Contest 2010,2010,,Semi-finals,3,,3,,missing_middle
1270631935,RNH Contest 2010,2010,,Finals,1-17,,1-17 (17 places),,missing_middle
1271270281,*Bembel Cup 2010*,2010,,,1-19,,1-19 (19 places),,missing_middle
1271275118,Turku Open 2010,2010,,,1-6,,"1,2,3,4,5,6",,missing_middle
1272817638,"The AkiSphere 2010, presented by AKIQ",2010,,Doubles,1-13,1-13,8,,truncated_tail
1273248665,4th Annual NYFA Freestyle and Net Symposium,2010,,Intermediate Singles Routines,1-2,1-4,,"3,4",extra_in_sheet
1273248665,4th Annual NYFA Freestyle and Net Symposium,2010,,Open Circle Contest,1-5,1-4,5,,truncated_tail
1280002674,Finnish Footbag Championships,2010,,Open Singles Routines,1-6,1-11,,"7,8,9,10,11",extra_in_sheet
1280002674,Finnish Footbag Championships,2010,,Open Circle Contest,1-4,,"1,2,3,4",,missing_middle
1282224512,12th Annual German Footbag Championships,2010,,Open Singles Routines,1-8,1-35,,9-35 (27 places),extra_in_sheet
1285506605,2010 NYJ/Midwest Regionals Footbag Championships,2010,,,1-5,,"1,2,3,4,5",,missing_middle
1285989828,Footbag Táchira Cup (Copa Tachira),2010,,Doubles Semifinals,15,1-6,15,"1,2,3,4,5,6",tie_lost
1286381206,2da. Copa X-PRO,2010,,,1-13,,1-13 (13 places),,missing_middle
1286644859,Czech Footbag Championship 2010,2010,,,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1287439208,Naantalin Seudun Mestaruuskilpailut,2010,,,1-4,,"1,2,3,4",,missing_middle
1288096032,Zocha Jam 2010,2010,,Women's Singles Routines,1-4,,"1,2,3,4",,missing_middle
1288096032,Zocha Jam 2010,2010,,Open Shred:30,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1288096032,Zocha Jam 2010,2010,,Open Sick 3-Trick,1-6,,"1,2,3,4,5,6",,missing_middle
1290861524,Bembel Cup 2011: Gimbledon Championships,2011,,,1-21,,1-21 (21 places),,missing_middle
1293877677,32nd IFPA WORLD FOOTBAG CHAMPIONSHIPS,2011,,Open Singles Net,1-59,1-59,,58,extra_in_sheet
1293877677,32nd IFPA WORLD FOOTBAG CHAMPIONSHIPS,2011,,Open Mixed Doubles Net,1-14,1-37,,15-37 (23 places),extra_in_sheet
1294262550,12e Open de France de Footbag,2011,,Open Singles Routines,1-11,1-12,"7,9,11","8,10,12",tie_lost
1294262550,12e Open de France de Footbag,2011,,Open Circle Contest,1-4,,"1,2,3,4",,missing_middle
1295262886,2011 Prague Open,2011,,,1-7,,"1,2,3,4,5,6,7",,missing_middle
1295842442,US OPEN Footbag Net Championships 2011,2011,,Full IFPA results,1-10,,"1,2,3,4,5,6,7,8,9,10",,missing_middle
1297811412,11th Annual Polish Footbag Championships 2011,2011,,Open Singles Routines,1-13,1-13,,"10,11,12",extra_in_sheet
1297811412,11th Annual Polish Footbag Championships 2011,2011,,Intermediate Singles Routines,1-5,1-9,,9,extra_in_sheet
1297811412,11th Annual Polish Footbag Championships 2011,2011,,Open 2-Square,1-9,,"1,2,3,4,5,9",,truncated_tail
1297909685,2da Copa Ciencias,2011,,,1-13,,1-13 (13 places),,missing_middle
1298627369,13th Annual German Footbag Championships,2011,,Open Singles Routines,1-8,1-23,,9-23 (15 places),extra_in_sheet
1298627369,13th Annual German Footbag Championships,2011,,Open Shred:30,1-4,,"1,2,3,4",,missing_middle
1299019355,10 years Pieds à Gilles - 7th Swiss Footbag Open,2011,,,1-25,,1-25 (25 places),,missing_middle
1299532552,4th Annual Windy City Cup Footbag Net Championships,2011,,,1-13,,1-13 (13 places),,missing_middle
1301675662,2da Copa Venezuela,2011,,,1-18,,1-18 (18 places),,missing_middle
1301837824,"The AkiSphere 2011, presented by AKIQ",2011,,Open Singles Net,1-14,1-13,14,,truncated_tail
1301837824,"The AkiSphere 2011, presented by AKIQ",2011,,Open Doubles Net,1-11,1-11,10,,truncated_tail
1305581560,French Footbag Championships 2011,2011,,Open Singles Routines,1-6,,"1,3,4,5,6",,truncated_tail
1310408325,24th Annual Vancouver Open & Golf Tournament,2011,,Open Mixed Doubles Net,1-4,1-9,,"5,6,7,8,9",extra_in_sheet
1311699287,3ra Copa X-PRO,2011,,,1-17,,1-17 (17 places),,missing_middle
1313351184,2011 East Coast Footbag Championships,2011,,Open Singles Routines,1-7,1-4,"5,6,7",,truncated_tail
1313351184,2011 East Coast Footbag Championships,2011,,Intermediate Singles Routines,1-3,1-4,,4,extra_in_sheet
1313351184,2011 East Coast Footbag Championships,2011,,Open Circle Contest,2-4,1-4,,1,extra_in_sheet
1313351184,2011 East Coast Footbag Championships,2011,,Intermediate Circle Contest,2,1-3,,"1,3",extra_in_sheet
1314323534,5to Campeonato Suramericano de Footbag,2011,,Open Circle Contest,1-3,,"1,2,3",,missing_middle
1316280393,8th Annual Wilanow Footbag Open 2011,2011,,Open 2-Square,1-4,,"1,2,3,4",,missing_middle
1320232300,RNH Contest 2011,2011,,,1-14,,1-14 (14 places),,missing_middle
1321368279,Finnish Footbag Championships,2011,,,1-17,,1-17 (17 places),,missing_middle
1319622692,14th FC Footstar anniversary,2012,,Open Singles Routines,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1323272493,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,2012,,Open Doubles Routines,1-5,1-7,,"6,7",extra_in_sheet
1323272493,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,2012,,Open Shred:30,1-31,1-31,,28,extra_in_sheet
1323272493,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,2012,,Open Sick 3-Trick,1-21,6-21,1-20 (18 places),,truncated_tail
1323272493,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,2012,,Open Circle Contest,1-32,1-30,"24,32","21,30",tie_lost
1323272493,33rd IFPA WORLD FOOTBAG CHAMPIONSHIPS,2012,,Women's Circle Contest,1-7,1-6,7,6,tie_lost
1331667371,Paris Net Battle 2,2012,,Open Doubles Net,1-13,1-22,,"14,15,16,17,18,19,20,21,22",extra_in_sheet
1336988107,12th Annual IFPA Polish Footbag Championships 2012,2012,,Open Shred:30,1-13,1-15,,"14,15",extra_in_sheet
1337617980,German Footbag Open (14th Annual German Footbag Championships),2012,,Open Singles Routines,1-8,1-26,,9-26 (18 places),extra_in_sheet
1337623340,30th Annual East Coast Footbag Championships,2012,,Intermediate Circle Contest,1-4,1-4,,3,extra_in_sheet
1344593549,IFPA Austrian Footbag Champs 2012,2012,,Women's Singles Routines,1,,1,,missing_middle
1344593549,IFPA Austrian Footbag Champs 2012,2012,,Open Shred:30,1-9,,"1,2,3,4,5,6,7,8,9",,missing_middle
1346947092,6o Suramericano de Footbag,2012,,Open Singles Routines,2-3,,"2,3",,missing_middle
1346947092,6o Suramericano de Footbag,2012,,Open Shred:30,2-3,1-3,2,1,tie_lost
1346947092,6o Suramericano de Footbag,2012,,Open Sick 3-Trick,1-2,,"1,2",,missing_middle
1346947092,6o Suramericano de Footbag,2012,,Open Sick Trick,2-3,,"2,3",,missing_middle
1346947092,6o Suramericano de Footbag,2012,,Open Circle Contest,2-3,,"2,3",,missing_middle
1346948712,1o Torneo Nacional de Footbag,2012,,Open Sick 3-Trick,1-5,2-5,1,,missing_middle
1346948712,1o Torneo Nacional de Footbag,2012,,Open Sick Trick,1-5,,"1,2,3,4,5",,missing_middle
1346948712,1o Torneo Nacional de Footbag,2012,,Open Circle Contest,2-5,1-5,,1,extra_in_sheet
1348171585,Texas State Footbag Championships 2012,2012,,,1-4,,"1,2,3,4",,missing_middle
1357101984,U.S. OPEN Footbag Net Championships 2013,2013,,Women's Doubles Net,1-5,1-5,4,,truncated_tail
1357101984,U.S. OPEN Footbag Net Championships 2013,2013,,Open Mixed Doubles Net,1-11,1-11,10,,truncated_tail
1357101984,U.S. OPEN Footbag Net Championships 2013,2013,,Intermediate Doubles Net,1-6,1-5,6,,truncated_tail
1357206898,Todexon 14,2013,,Open Shred:30,1-117,1-7,117,,truncated_tail
1358271250,2013 Green Cup Presented by Chaos,2013,,Open Sick 3-Trick,1-5,5,"1,2,3,4",,missing_middle
1361207019,34th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2013,,Open Sick 3-Trick,1-7,7,"1,2,3,4,5,6",,missing_middle
1361239371,Copa San Sebastián,2013,,Open Singles Net,1-10,1-9,10,,truncated_tail
1361239920,FOOTCAMP 2013,2013,,Open Singles Net,1-15,1-14,15,,truncated_tail
1362657553,15th Annual IFPA European Footbag Championships,2013,,Open Singles Net,1-29,1-29,"20,28",,truncated_tail
1362657553,15th Annual IFPA European Footbag Championships,2013,,Open Singles Routines,1-11,1-10,11,,truncated_tail
1369141018,Burgas Summer Footbag Jam V,2013,,Open Singles Net,1-8,1-6,8,,truncated_tail
1369141018,Burgas Summer Footbag Jam V,2013,,Open Doubles Net,1-6,1-5,6,,truncated_tail
1374570632,17th Annual Finnish Footbag Open,2013,,Open Singles Routines,1-10,1-14,,"8,11,12,13,14",extra_in_sheet
1374570632,17th Annual Finnish Footbag Open,2013,,Open Circle Contest,1-12,,"1,2,3,4,5,6,9,12",,truncated_tail
1378666423,Danish Footbag Open,2013,,Pool A,1-3,,"1,2,3",,missing_middle
1378666423,Danish Footbag Open,2013,,Pool B,1-3,,"1,2,3",,missing_middle
1378666423,Danish Footbag Open,2013,,Pool C,1-4,,"1,2,3,4",,missing_middle
1378666423,Danish Footbag Open,2013,,Pool D,1-13,,1-13 (12 places),,truncated_tail
1378666423,Danish Footbag Open,2013,,DANISH CHAMPIONSHIPS,1-3,,"1,2,3",,missing_middle
1382778441,Austrian Footbag Championships 2013,2013,,,1-10,,"1,2,3,4,5,6,7,10",,truncated_tail
1389730147,Todexon 15,2014,,Open Sick 3-Trick,1-3,1-7,3,7,tie_lost
1389730147,Todexon 15,2014,,Open Sick Trick,1-7,1-7,"3,5,6",,truncated_tail
1391189882,35th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2014,,Open Sick 3-Trick,1-10,10,"1,2,3,4,5,6,7,8,9",,missing_middle
1393451254,bulgarian open footbag jam part 24,2014,,,1-10,,"1,2,3,4,5,6,7,8,9,10",,missing_middle
1394742347,Seventh Annual Windy City Cup Footbag Net Championships,2014,,,1-11,,1-11 (11 places),,missing_middle
1394773593,2014 Green Cup Presented by Chaos,2014,,Open Sick 3-Trick,1-3,,"1,2,3",,missing_middle
1399929003,2da Copa Bobston de Footbag Net individual,2014,,Open Singles Net,2-6,,"2,3,6",,truncated_tail
1405875596,32nd Annual East Coast Footbag Championships,2014,,Open Singles Routines,1-9,1-8,9,,truncated_tail
1405875596,32nd Annual East Coast Footbag Championships,2014,,Intermediate Singles Routines,1-4,1-3,4,2,tie_lost
1405875596,32nd Annual East Coast Footbag Championships,2014,,Intermediate Circle Contest,1-6,1-6,,2,extra_in_sheet
1417000778,RNH Winter Contest 2014,2014,,,1-9,,"1,2,3,4,5,6,7,8,9",,missing_middle
1415986036,Todexon 16,2015,,Big1,1-3,,"1,2,3",,missing_middle
1415986036,Todexon 16,2015,,Request,1-3,1-4,,4,extra_in_sheet
1415986036,Todexon 16,2015,,Junior Contest,1-4,,"1,2,3,4",,missing_middle
1417735560,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2015,,Open Shred:30,1-17,1-17,"2,4,5,7,10,11,12,13",,truncated_tail
1417735560,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2015,,Women's Shred:30,1-6,5-6,"1,2,3,4",,missing_middle
1430582557,5ta Copa Venezuela,2015,,Open Singles Net,1-13,,1-13 (13 places),,missing_middle
1430582557,5ta Copa Venezuela,2015,,Open Doubles Net,1-12,,1-12 (12 places),,missing_middle
1435110091,33rd Annual East Coast Footbag Championships,2015,,Open Singles Net,1-4,1-8,,"5,6,7,8",extra_in_sheet
1436878168,19th Annual Finnish Footbag Open (FFA 20th anniversary special edition),2015,,,1-13,,1-13 (13 places),,missing_middle
1439332196,XV IFPA Polish Footbag Championships,2015,,Big One,1-3,,"1,2,3",,missing_middle
1439332196,XV IFPA Polish Footbag Championships,2015,,Most Rippin Run,1-3,,"1,2,3",,missing_middle
1439332196,XV IFPA Polish Footbag Championships,2015,,Open Golf,1-9,1-3,"4,5,6,7,8,9",,truncated_tail
1449217972,2015 Finnish Footbag Championships in Singles Net,2015,,,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1446571794,FC Footstar's 18th Anniversary,2016,,,1-19,,1-19 (19 places),,missing_middle
1453384342,Bembel Cup 2016,2016,,,1-9,,"1,2,3,4,5,6,7,8,9",,missing_middle
1454371285,2016 Mud Island Belt presented by Memphis Footworks,2016,,,1-4,,"1,2,3,4",,missing_middle
1455047000,9th Annual Windy City Cup Footbag Net Championships,2016,,,1-7,,"1,2,3,4,5,6,7",,missing_middle
1458125752,Bulgaria Footbag Open,2016,,,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1461077179,Zocha Jam 2016,2016,,,1-5,,"1,2,3,4,5",,missing_middle
1463511970,Akisphere 2016,2016,,,1-10,,"1,2,3,4,5,6,7,8,9,10",,missing_middle
1464967908,34th Annual East Coast Footbag Championships,2016,,Intermediate Freestyle Circle Contest,1-5,1-4,5,,truncated_tail
1466891959,Swiss Footbag Open 2016,2016,,,1-13,,1-13 (13 places),,missing_middle
1466942562,18th Annual German Footbag Open,2016,,Seeding,1-15,,1-15 (13 places),,truncated_tail
1467142686,16th Annual Polish Footbag Championships,2016,,Big 1,1-3,,"1,2,3",,missing_middle
1467142686,16th Annual Polish Footbag Championships,2016,,Rippin Run,1-3,,"1,2,3",,missing_middle
1471407009,20th Annual Finnish Footbag Open,2016,,,1-5,,"1,2,3,4,5",,missing_middle
1473932659,Austrian Footbag Championships 2016,2016,,,1-6,,"1,2,3,4,5,6",,missing_middle
1471686537,38th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2017,2017,,Open Singles Routines,1-21,1-22,,"10,12,14,16,18,19,20,22",extra_in_sheet
1471686537,38th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2017,2017,,Women's Singles Routines,1-4,1-6,3,"5,6",tie_lost
1471686537,38th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2017,2017,,Intermediate Singles Routines,1-4,1-9,,"5,6,7,8,9",extra_in_sheet
1485863923,17th Annual Polish Footbag Championships,2017,,Sick 3,1-9,1-8,9,,truncated_tail
1485863923,17th Annual Polish Footbag Championships,2017,,Big 1,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1485967222,2017 Mud Belt Presented by Memphis Footworks,2017,,,1-9,,"1,2,3,4,5,6,7,8,9",,missing_middle
1485970612,Akisphere 2017,2017,,,1-9,,"1,2,3,4,5,6,7,8,9",,missing_middle
1487797845,19th Annual IFPA European Footbag Championships,2017,,,1-20,,1-20 (20 places),,missing_middle
1487800738,Stara Zagora Footbag Jam 2017,2017,,,1-6,,"1,2,3,4,5,6",,missing_middle
1488957997,Swiss Footbag Open 2017,2017,,,1-13,,1-13 (13 places),,missing_middle
1489248474,Lake Erie Footbag Tournament,2017,,,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1492354286,Tenth Annual Windy City Cup Footbag Net Championships,2017,,,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1497678985,Championnat de France de Footbag 2017,2017,,,1-18,,1-18 (18 places),,missing_middle
1498568502,Austrian Footbag Championships 2017,2017,,,1-14,,"1,2,3,4,5,7,8,9,10,14",,truncated_tail
1499025778,19th Annual German Footbag Championships 2017,2017,,,1-25,,1-25 (25 places),,missing_middle
1499168069,Bulgarian Footbag Championships 2017,2017,,,1-22,,"1,2,3,4,5,6,7,22",,truncated_tail
1509295388,Finnish Footbag Net Championships,2017,,,1-6,,"1,2,3,4,5,6",,missing_middle
1509295589,Finnish Freestyle Footbag Championships,2017,,,1-5,,"1,2,3,4,5",,missing_middle
1502997442,Lake Erie Footbag Tournament & Freestyle Jam,2018,,,1-13,,1-13 (13 places),,missing_middle
1515176008,Copa Medellin De Footbag,2018,,,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1516978874,RNH Contest 2018,2018,,,1-13,,1-13 (13 places),,missing_middle
1519215398,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,2018,,Open Doubles Net,1-24,1-36,"23,24",17-36 (13 places),tie_lost
1519233007,Bulgarian Footbag Championships 2018,2018,,,1-28,,"1,2,3,4,5,6,7,8,28",,truncated_tail
1520348349,2018 Mud Belt presented by Memphis Footworks,2018,,,201,,201,,missing_middle
1520348349,2018 Mud Belt presented by Memphis Footworks,2018,,Results,1-6,,"1,2,3,4,5,6",,missing_middle
1520596747,Championnat de France de footbag 2018,2018,,,1-12,,1-12 (12 places),,missing_middle
1524683077,36th Annual East Coast Footbag Championships,2018,,Open Freestyle Routines (2-minute choreographed performance),1-4,,"1,2,3,4",,missing_middle
1526035381,Bembel Cup 2018 - 10th Anniversary,2018,,,1-8,,"1,2,3,4,5,6,7,8",,missing_middle
1526588580,Akisphere 2018,2018,,,1-15,,1-15 (15 places),,missing_middle
1527557123,Suramericano de Footbag Net y Freestyle,2018,,,1-6,,"1,2,3,4,5,6",,missing_middle
1531284609,XVIII Polish Footbag Championships - Krakow 2018,2018,,Overall Polish Freestyle,1-18,,1-18 (18 places),,missing_middle
1531311472,Open de France 2018,2018,,,1-10,,"1,2,3,4,5,6,7,8,9,10",,missing_middle
1536221908,Austrian Footbag Championships 2018,2018,,,1-13,,1-13 (12 places),,truncated_tail
1537521152,Footbag Finnish Open,2018,,,1-5,,"1,2,3,4,5",,missing_middle
1537994275,2o Torneo Nacional de Footbag,2018,,,1-7,,"1,2,3,4,5,6,7",,missing_middle
1537994275,2o Torneo Nacional de Footbag,2018,,Big One Resultados,1-3,,"1,2,3",,missing_middle
1529239199,Lake Erie Footbag Tournament,2019,,Doubles,1-12,1-7,"8,9,10,11,12",,truncated_tail
