result_id,canonical_event_id,division_raw,place,player_name_raw,person_id,person_canon,resolution_status,source_type
5a70962dc8,1e36e7ca92,Open Sgls Consecutive,3,Gary Laut,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,Gary Lautt,AUTOACCEPTED,FBW
4a28098dc0,1e36e7ca92,Open Golf,1,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,Mike Harding,MATCHED,FBW
a8e4d54e96,1e36e7ca92,Open Golf,2,Kenny Shults,,,REVIEW_NEEDED,FBW
9e1a4ac3b3,1e36e7ca92,Open Golf,3,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,Greg Cortopassi,MATCHED,FBW
98a0e0aebf,76498d51d2,Open Sgls Net,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,Mag Hughes,MATCHED,FBW
ff052ef614,76498d51d2,Open Sgls Net,2,Kenny Shults,,,REVIEW_NEEDED,FBW
6f121bebd8,76498d51d2,Open Sgls Net,3,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,Dave Robinson,MATCHED,FBW
14b96b52ca,76498d51d2,Open Dbls Net,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,Mag Hughes,MATCHED,FBW
14b96b52ca,76498d51d2,Open Dbls Net,1,Billy Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,Bill Hayne,AUTOACCEPTED,FBW
e66d08c1e2,76498d51d2,Open Dbls Net,2,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,Greg Cortopassi,MATCHED,FBW
e66d08c1e2,76498d51d2,Open Dbls Net,2,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,Bruce Guettich,MATCHED,FBW
f25ed8fc0d,76498d51d2,Open Dbls Net,3,Kevin Courtney,eb40c6a6-7e80-5190-b77d-47a47735bc0b,Kevin Courtney,MATCHED,FBW
f25ed8fc0d,76498d51d2,Open Dbls Net,3,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,Dave Robinson,MATCHED,FBW
4242fb6a3f,76498d51d2,Mixed Dbls Net,1,Lori Jean Tarr,,,REVIEW_NEEDED,FBW
4242fb6a3f,76498d51d2,Mixed Dbls Net,1,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,Bruce Guettich,MATCHED,FBW
bd781aaad0,76498d51d2,Mixed Dbls Net,2,Shannon Aubin,4667c817-96f6-5e6e-b3ab-46ecd390dc0e,Shannon Aubin,MATCHED,FBW
bd781aaad0,76498d51d2,Mixed Dbls Net,2,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,Dave Robinson,MATCHED,FBW
5874e1bf64,76498d51d2,Mixed Dbls Net,3,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,Tricia George,MATCHED,FBW
5874e1bf64,76498d51d2,Mixed Dbls Net,3,Tim Fitzgerald,,,REVIEW_NEEDED,FBW
79878edcf8,76498d51d2,Open Sgls Freestyle,1,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,Jack Schoolcraft,MATCHED,FBW
bb2bdb9655,76498d51d2,Open Sgls Freestyle,2,Jim Caveney,,,REVIEW_NEEDED,FBW
f3e4c16336,76498d51d2,Open Sgls Freestyle,3,Bill Bethurum,67af5b3f-6e16-530a-8841-409debf11fb0,Bill Bethurum,MATCHED,FBW
7ba709391b,76498d51d2,Open Team Freestyle,1,Kenny Shults,,,REVIEW_NEEDED,FBW
7ba709391b,76498d51d2,Open Team Freestyle,1,Gary Laut,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,Gary Lautt,AUTOACCEPTED,FBW
7ba709391b,76498d51d2,Open Team Freestyle,1,Jim Caveney,,,REVIEW_NEEDED,FBW
244d6dfb22,76498d51d2,Open Team Freestyle,2,Kevin Courtney,eb40c6a6-7e80-5190-b77d-47a47735bc0b,Kevin Courtney,MATCHED,FBW
244d6dfb22,76498d51d2,Open Team Freestyle,2,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,Dave Robinson,MATCHED,FBW
244d6dfb22,76498d51d2,Open Team Freestyle,2,Reed Gray,b5d49246-d1b4-5540-a92d-72d26e6b1d0b,Reed Gray,MATCHED,FBW
da78f9c7c0,76498d51d2,Open Team Freestyle,3,Robert Conover,282ea81a-5815-5a15-9842-ee2ad6e2047e,Robert Conover,MATCHED,FBW
da78f9c7c0,76498d51d2,Open Team Freestyle,3,Jim Fitzgerald,b54020bc-1a1a-5d23-89e1-34617b3514fa,Jim Fitzgerald,MATCHED,FBW
c53ba9c763,76498d51d2,Open Sgls Consecutive,1,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,Jack Schoolcraft,MATCHED,FBW
09a648931b,76498d51d2,Open Golf,1,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,Mike Harding,MATCHED,FBW
