person_id,person_canon,trick_canon,trick_type,mentions,first_year,last_year,event_count,sample_event,sample_line
bd9a2c9a-1554-5238-929d-c876342007a3,Danny Petrick,legover,full_trick,1,2006,2006,1,,1) Danny Petrick - pixie legover>butterfly>reverse whirl
bd9a2c9a-1554-5238-929d-c876342007a3,Danny Petrick,pixie,style_term,1,2006,2006,1,,1) Danny Petrick - pixie legover>butterfly>reverse whirl
bd9a2c9a-1554-5238-929d-c876342007a3,Danny Petrick,ripwalk,full_trick,1,2006,2006,1,,2) Danny Petrick - ripwalk
bd9a2c9a-1554-5238-929d-c876342007a3,Danny Petrick,whirl,full_trick,1,2006,2006,1,,1) Danny Petrick - pixie legover>butterfly>reverse whirl
bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,blurry whirl,full_trick,1,2007,2007,1,,"3. Daryl Genz -- Matador>Sumo>Phoenix, Blurry Whirl>Pdx Torque>Pdx Mirage"
bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,smear,full_trick,1,2015,2015,1,,10. Daryl Genz (USA) - Smear with two footbags
bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,torque,full_trick,1,2007,2007,1,,"3. Daryl Genz -- Matador>Sumo>Phoenix, Blurry Whirl>Pdx Torque>Pdx Mirage"
bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,whirl,full_trick,1,2007,2007,1,,"3. Daryl Genz -- Matador>Sumo>Phoenix, Blurry Whirl>Pdx Torque>Pdx Mirage"
033a8589-0c98-5729-a8b4-068c4efcf025,David Clavens,blazing,style_term,1,2006,2006,1,,1) David Clavens (Blazing Torque)
033a8589-0c98-5729-a8b4-068c4efcf025,David Clavens,blender,full_trick,1,2006,2006,1,,1) David Clavens - whirlygig>whirlwind>spinning paradox blender
033a8589-0c98-5729-a8b4-068c4efcf025,David Clavens,blurriest,full_trick,1,2013,2013,1,,1. David Clavens (USA) - whirlwalk > blurriest > bs bedwetter ; nemesis > ps whirling swirl > spender
033a8589-0c98-5729-a8b4-068c4efcf025,David Clavens,spinning,style_term,1,2006,2006,1,,1) David Clavens - whirlygig>whirlwind>spinning paradox blender
033a8589-0c98-5729-a8b4-068c4efcf025,David Clavens,swirl,full_trick,1,2013,2013,1,,1. David Clavens (USA) - whirlwalk > blurriest > bs bedwetter ; nemesis > ps whirling swirl > spender
033a8589-0c98-5729-a8b4-068c4efcf025,David Clavens,torque,full_trick,1,2006,2006,1,,1) David Clavens (Blazing Torque)
17fc25c9-e348-5e57-8e6a-e3e974cc28e9,Denton Louis,butterfly,full_trick,1,2007,2007,1,,2) Denton Louis : butterfly
17fc25c9-e348-5e57-8e6a-e3e974cc28e9,Denton Louis,legover,full_trick,1,2007,2007,1,,2) Denton Louis : legover > mirage > clip
17fc25c9-e348-5e57-8e6a-e3e974cc28e9,Denton Louis,osis,full_trick,1,2008,2008,1,,2) Denton Louis - ripwalk > osis > mirage
17fc25c9-e348-5e57-8e6a-e3e974cc28e9,Denton Louis,ripwalk,full_trick,1,2008,2008,1,,2) Denton Louis - ripwalk > osis > mirage
74978bc4-6b20-544a-8fa1-cf37ec444c4f,Dexter Struz,whirl,full_trick,1,2006,2006,1,,3. Dexter Struz (Sumo > Tapdown > PS Whirl)
4c4087a3-79f1-5d9a-bf12-ab7262d18014,Diego Velazquez,food processor,full_trick,1,2012,2012,1,,1. DIEGO ALEJANDRO VELASQUEZ: Food processor
90d8f87f-5a27-5bee-a520-21eef47922bc,Dimitar Dimitrov,symposium whirl,full_trick,1,2007,2007,1,,7. Dimitar Dimitrov ? Symposium Quantum Mirage > Symposium Whirl > PS Whirl
90d8f87f-5a27-5bee-a520-21eef47922bc,Dimitar Dimitrov,tapping,style_term,1,2007,2007,1,,3. Dimitar Dimitrov ? Symposium Tapping Reverse Swirling Toe
9e51cb21-c122-54b7-93a6-8f5a3b69365c,Dominik Knoll,whirl,full_trick,1,2009,2009,1,,3. Dominik Knoll (PS Whirl)
b3a275df-fe1c-58b4-967b-d0396cec4211,Dominik Šimků,blender,full_trick,1,2022,2022,1,,3. Dominik Simku (Czech Republic) - Whirlygig whirlwind spinning blender
b3a275df-fe1c-58b4-967b-d0396cec4211,Dominik Šimků,spinning,style_term,1,2022,2022,1,,3. Dominik Simku (Czech Republic) - Whirlygig whirlwind spinning blender
4c3321eb-1528-530b-8f38-c42260d9af08,Donner Oleg,blurriest,full_trick,1,2004,2004,1,,3 Donner Oleg (Pixie Tapping Butter - Pdx legbeater - Blurriest)
4c3321eb-1528-530b-8f38-c42260d9af08,Donner Oleg,pixie,style_term,1,2004,2004,1,,3 Donner Oleg (Pixie Tapping Butter - Pdx legbeater - Blurriest)
4c3321eb-1528-530b-8f38-c42260d9af08,Donner Oleg,tapping,style_term,1,2004,2004,1,,3 Donner Oleg (Pixie Tapping Butter - Pdx legbeater - Blurriest)
58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,dimwalk,full_trick,1,2006,2006,1,,1. Dustin Rhodes - dimwalk>ripwalk>ps mirage
58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,drifter,full_trick,1,2014,2014,1,,4. Dustin Rhodes (USA) - front-side blurry drifter
58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,mobius,full_trick,1,2013,2013,1,,5. Dustin Rhodes (USA) - blurry whirl > ripwalk > mobius
16a8976e-c728-586a-835b-08b5255a744c,Dylan Govender,pixie,style_term,1,2003,2003,1,,1. Dylan Govender - pixie parradon
162332af-26d3-557e-9bf8-ff21c226fbaf,Dylan Johnson,torque,full_trick,1,2006,2006,1,,1. Dylan Johnson (Paradox Torque)
162332af-26d3-557e-9bf8-ff21c226fbaf,Dylan Johnson,whirl,full_trick,1,2007,2007,1,,3. Dylan Johnson (P.S. Whirl)
7e031708-3cc3-5262-bf0c-0fa9c10a67bc,Egorov Andrey,blurry whirl,full_trick,1,2009,2009,1,,2 Egorov Andrey alpline blurry whirl
7e031708-3cc3-5262-bf0c-0fa9c10a67bc,Egorov Andrey,whirl,full_trick,1,2009,2009,1,,2 Egorov Andrey alpline blurry whirl
c8aa0d72-fc62-5da2-94ab-b7eabd58ae19,Eric Chang,butterfly,full_trick,1,2006,2006,1,,1. Eric Chang - clipper>legover>butterfly
c8aa0d72-fc62-5da2-94ab-b7eabd58ae19,Eric Chang,ducking,style_term,1,2008,2008,1,,"5. Eric Chang (Budda Beater, Stepping Op. Osis, Ducking Osising Walkover)"
c8aa0d72-fc62-5da2-94ab-b7eabd58ae19,Eric Chang,legover,full_trick,1,2006,2006,1,,1. Eric Chang - clipper>legover>butterfly
c8aa0d72-fc62-5da2-94ab-b7eabd58ae19,Eric Chang,osis,full_trick,1,2008,2008,1,,"5. Eric Chang (Budda Beater, Stepping Op. Osis, Ducking Osising Walkover)"
c8aa0d72-fc62-5da2-94ab-b7eabd58ae19,Eric Chang,stepping,style_term,1,2008,2008,1,,"5. Eric Chang (Budda Beater, Stepping Op. Osis, Ducking Osising Walkover)"
10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,blurriest,full_trick,1,2003,2003,1,,"3rd) Ethan Husted: Blurriest, P. DLO, Pixie Whirl"
10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,eggbeater,full_trick,1,2003,2003,1,,"Ethan Husted (OR, USA) (Shooting Eggbeater)"
10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,pixie,style_term,1,2003,2003,1,,"3rd) Ethan Husted: Blurriest, P. DLO, Pixie Whirl"
10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,torque,full_trick,1,2015,2015,1,,12. Ethan Husted (USA) - Blurry Torque
10854ae3-60d7-51a7-ad9a-36033b541bd9,Ethan Husted,whirl,full_trick,1,2003,2003,1,,"3rd) Ethan Husted: Blurriest, P. DLO, Pixie Whirl"
be7a8e7f-f052-5c31-b27b-47d4fee9a265,Evan Gatesman,atomic,style_term,1,2010,2010,1,,2. Evan Gatesman (Atomic Ducking Butterfly-Ripped Warrior-Blurry Whirling Swirl)
be7a8e7f-f052-5c31-b27b-47d4fee9a265,Evan Gatesman,blender,full_trick,1,2015,2015,1,,1. Evan Gatesman (USA) - Swirling Double Blender
be7a8e7f-f052-5c31-b27b-47d4fee9a265,Evan Gatesman,ducking,style_term,1,2010,2010,1,,2. Evan Gatesman (Atomic Ducking Butterfly-Ripped Warrior-Blurry Whirling Swirl)
bc25cbb5-3010-58ac-8bba-b7b745d309dd,Evan Lovely,dimwalk,full_trick,1,2004,2004,1,,3. Evan Lovely: dimwalk>ripwalk>ripwalk
e7531f0e-b30b-573c-81cb-86d73b75f88e,Fanda Hájek,atomic,style_term,1,2004,2004,1,,4. Fanda Hájek: Atomic Elipse; Alpine Legbeater.
04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,blurriest,full_trick,1,2005,2005,1,,"2. Felix Zenger (Janiwalker>Blurriest, Blurry Whirl > and it's rewind ;) )"
04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,blurry whirl,full_trick,1,2005,2005,1,,"2. Felix Zenger (Janiwalker>Blurriest, Blurry Whirl > and it's rewind ;) )"
04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,butterfly,full_trick,1,2005,2005,1,,2. Felix Zenger (surging butterfly>janiwalker>superfly)
6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,dimwalk,full_trick,1,2014,2014,1,,6. Filip Wójcik (Poland) - phoenix > stepping same-side legover > dimwalk
6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,legover,full_trick,1,2014,2014,1,,6. Filip Wójcik (Poland) - phoenix > stepping same-side legover > dimwalk
6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,osis,full_trick,1,2016,2016,1,,5. Filip Wójcik (Phasing Osis > Blurry Whip > Torque Srew)
6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,stepping,style_term,1,2014,2014,1,,6. Filip Wójcik (Poland) - phoenix > stepping same-side legover > dimwalk
6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,torque,full_trick,1,2016,2016,1,,5. Filip Wójcik (Phasing Osis > Blurry Whip > Torque Srew)
0539e096-7911-5237-8814-b514ed5442e2,Fletcher Funk,butterfly,full_trick,1,2006,2006,1,,3. Fletcher Funk (Zulu Butterfly)
0539e096-7911-5237-8814-b514ed5442e2,Fletcher Funk,ducking,style_term,1,2006,2006,1,,1. Fletcher Funk (Ripwalk-Ducking Clipper-Whirl)
0539e096-7911-5237-8814-b514ed5442e2,Fletcher Funk,ducking clipper,full_trick,1,2006,2006,1,,1. Fletcher Funk (Ripwalk-Ducking Clipper-Whirl)
0539e096-7911-5237-8814-b514ed5442e2,Fletcher Funk,ripwalk,full_trick,1,2006,2006,1,,1. Fletcher Funk (Ripwalk-Ducking Clipper-Whirl)
0539e096-7911-5237-8814-b514ed5442e2,Fletcher Funk,whirl,full_trick,1,2006,2006,1,,1. Fletcher Funk (Ripwalk-Ducking Clipper-Whirl)
d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,barfly,full_trick,1,2003,2003,1,,2. Franck Rémy (75 ADDS) : Stepping Eclipse > Osis > Barfly
d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,osis,full_trick,1,2003,2003,1,,2. Franck Rémy (75 ADDS) : Stepping Eclipse > Osis > Barfly
d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,stepping,style_term,1,2003,2003,1,,2. Franck Rémy (75 ADDS) : Stepping Eclipse > Osis > Barfly
414acac1-acb2-58f9-9c40-c0f8a8f2d70c,Fred Touzelet,pixie,style_term,1,2006,2006,1,,"4. Fred Touzelet ""Pixie same Whirl"""
414acac1-acb2-58f9-9c40-c0f8a8f2d70c,Fred Touzelet,whirl,full_trick,1,2006,2006,1,,"4. Fred Touzelet ""Pixie same Whirl"""
079f9c62-8932-55ad-8ae9-204ed637793f,Gabriel Gaudette,butterfly,full_trick,1,2001,2001,1,,-Gabriel Gaudette with Pixie Ducking Butterfly
079f9c62-8932-55ad-8ae9-204ed637793f,Gabriel Gaudette,ducking,style_term,1,2001,2001,1,,-Gabriel Gaudette with Pixie Ducking Butterfly
079f9c62-8932-55ad-8ae9-204ed637793f,Gabriel Gaudette,pixie,style_term,1,2001,2001,1,,-Gabriel Gaudette with Pixie Ducking Butterfly
2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,dimwalk,full_trick,1,2007,2007,1,,1. Gielnicki Damian (Spinning pdx DLO > Dimwalk Swirl > Marius)
2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,spinning,style_term,1,2007,2007,1,,1. Gielnicki Damian (Spinning pdx DLO > Dimwalk Swirl > Marius)
2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,swirl,full_trick,1,2007,2007,1,,1. Gielnicki Damian (Spinning pdx DLO > Dimwalk Swirl > Marius)
10573dc4-31ee-5440-9df4-a68d11bd4801,Gordon Bevier,mobius,full_trick,1,2006,2006,1,,2) Gordon Bevier - sumo>alpine legbeater>mobius
10573dc4-31ee-5440-9df4-a68d11bd4801,Gordon Bevier,stepping,style_term,1,2006,2006,1,,2) Gordon Bevier - Torch-r-rack (stepping superfly)
10573dc4-31ee-5440-9df4-a68d11bd4801,Gordon Bevier,superfly,full_trick,1,2006,2006,1,,2) Gordon Bevier - Torch-r-rack (stepping superfly)
a737859a-35f6-51c8-9cd1-d5f54f88b8dd,Gosia Debska,osis,full_trick,1,2010,2010,1,,3. Gosia Debska (Butterfly-Butterfly-Osis)
4e7d48ab-1639-5784-bf98-d936a3935489,Gray Chadwick,blur,full_trick,1,2007,2007,1,,"2. Gray Chadwick -- Fairy Butter>Ripwalk>PS Eggbeater, Blur>Dimmiest>Bubbabeater"
4e7d48ab-1639-5784-bf98-d936a3935489,Gray Chadwick,ripwalk,full_trick,1,2007,2007,1,,"2. Gray Chadwick -- Fairy Butter>Ripwalk>PS Eggbeater, Blur>Dimmiest>Bubbabeater"
4e7d48ab-1639-5784-bf98-d936a3935489,Gray Chadwick,smear,full_trick,1,2006,2006,1,,2. Gray Chadwick - smudge>smear>paradon
4e7d48ab-1639-5784-bf98-d936a3935489,Gray Chadwick,symposium,style_term,1,2007,2007,1,,"1. Gray Chadwick--PS Eggbeater, Fairy Symposium Eggbeater"
da2cbc95-e09b-5a22-9baf-00e25552c9b6,Greg Nelson,osis,full_trick,1,2003,2003,1,,"16th) Greg Nelson: P. Blender, P. Blender, Osis"
fa005bba-9079-5b6a-9eec-592016d90f66,Greg Solis,ducking,style_term,1,2008,2008,1,,"4) Greg Solis (Ducking Butterfly, Dimwalk)"
fa005bba-9079-5b6a-9eec-592016d90f66,Greg Solis,swirl,full_trick,1,2008,2008,1,,"5) Greg Solis (Butterfly > Whirl > Osis, Dimwalk > Osis > Toe, Butterfly > Swirl"
fa005bba-9079-5b6a-9eec-592016d90f66,Greg Solis,whirl,full_trick,1,2008,2008,1,,"5) Greg Solis (Butterfly > Whirl > Osis, Dimwalk > Osis > Toe, Butterfly > Swirl"
ec1d5118-cd4b-591f-a84a-04bbe20868bc,Grischa Tellenbach,ripwalk,full_trick,1,2003,2003,1,,3. Grischa Tellenbach (RNH Footbag) : Ripwalk > Spinning Clipper >
ec1d5118-cd4b-591f-a84a-04bbe20868bc,Grischa Tellenbach,spinning,style_term,1,2003,2003,1,,3. Grischa Tellenbach (RNH Footbag) : Ripwalk > Spinning Clipper >
ec1d5118-cd4b-591f-a84a-04bbe20868bc,Grischa Tellenbach,spinning clipper,full_trick,1,2003,2003,1,,3. Grischa Tellenbach (RNH Footbag) : Ripwalk > Spinning Clipper >
ec1d5118-cd4b-591f-a84a-04bbe20868bc,Grischa Tellenbach,torque,full_trick,1,2004,2004,1,,3. Grischa Tellenbach (RNH Footbag) Paradox torque
ec1d5118-cd4b-591f-a84a-04bbe20868bc,Grischa Tellenbach,whirl,full_trick,1,2007,2007,1,,4. Grischa Tellenbach ? Leg over (PS Whirl)
d31ec18e-4fa1-5538-8eac-b7d5fcab24c6,Hannia Mickiewicz,dimwalk,full_trick,1,2010,2010,1,,1. Hania Mickiewicz (Dimwalk-Ripwalk-Paradox Whirl)
d31ec18e-4fa1-5538-8eac-b7d5fcab24c6,Hannia Mickiewicz,ripwalk,full_trick,1,2010,2010,1,,1. Hania Mickiewicz (Dimwalk-Ripwalk-Paradox Whirl)
d31ec18e-4fa1-5538-8eac-b7d5fcab24c6,Hannia Mickiewicz,whirl,full_trick,1,2010,2010,1,,1. Hania Mickiewicz (Dimwalk-Ripwalk-Paradox Whirl)
0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,atomic,style_term,1,2004,2004,1,,2. Honza Weber: Atomic Ducking Whirl.
0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,blender,full_trick,1,2005,2005,1,,3. Honza Weber (Steping Ducking Paradox Blender = Alpine Foodprocessor)
0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,fog,full_trick,1,2005,2005,1,,2. Honza Weber (Alpine Legbeater > Fog > Pixie Spinning Osis)
0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,mobius,full_trick,1,2005,2005,1,,"1. Honza Weber (Pixie Mobius, Superego, Alpine Foodprocessor)"
0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,osis,full_trick,1,2005,2005,1,,2. Honza Weber (Alpine Legbeater > Fog > Pixie Spinning Osis)
0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,spinning,style_term,1,2005,2005,1,,2. Honza Weber (Alpine Legbeater > Fog > Pixie Spinning Osis)
0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,superfly,full_trick,1,2006,2006,1,,2 Honza Weber blurry torque> foodprocessor > superfly
0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,symposium,style_term,1,2004,2004,1,,1. Honza Weber fenix ? food prozessor ? paradox symposium whirl
0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,symposium whirl,full_trick,1,2004,2004,1,,1. Honza Weber fenix ? food prozessor ? paradox symposium whirl
a0b21552-454a-5667-a2dd-cadedd749e8d,Ian Brill,atomic,style_term,1,2002,2002,1,,symposium quantum set that mad my jaw drop; and Ian Brill came with his atomic
a0b21552-454a-5667-a2dd-cadedd749e8d,Ian Brill,symposium,style_term,1,2002,2002,1,,symposium quantum set that mad my jaw drop; and Ian Brill came with his atomic
5c134542-d0b3-55f2-8c4c-413ccb2e9d15,Ilja Mitrofanov,blurry whirl,full_trick,1,2005,2005,1,,3. Ilja Mitrofanov (Blurry Whirl > Paradox Whirl > Whirlwind)
3123701a-43bd-5273-8472-ba332dc67fed,JUAN BERNARDO PALACIOS LEMOS,legover,full_trick,1,2012,2012,1,,4. JUAN BERNARDO PALACIOS: far legover
1bfb569c-6400-5fbb-aca1-66b0cfb3abc3,Jacob Wren,ripwalk,full_trick,1,2007,2007,1,,3. Jacob Wren -- Ripwalk>Whirl>Spinning Butter
1bfb569c-6400-5fbb-aca1-66b0cfb3abc3,Jacob Wren,spinning,style_term,1,2007,2007,1,,3. Jacob Wren -- Ripwalk>Whirl>Spinning Butter
1bfb569c-6400-5fbb-aca1-66b0cfb3abc3,Jacob Wren,whirl,full_trick,1,2007,2007,1,,3. Jacob Wren -- Ripwalk>Whirl>Spinning Butter
67f14498-b4d7-54f4-ad8a-3a4d95ccbd24,Jake Wren,blurriest,full_trick,1,2007,2007,1,,"2. Jake Wren--Blurriest, Spinning Whirl, Sumo, Blurry Whirl"
67f14498-b4d7-54f4-ad8a-3a4d95ccbd24,Jake Wren,blurry whirl,full_trick,1,2007,2007,1,,"2. Jake Wren--Blurriest, Spinning Whirl, Sumo, Blurry Whirl"
67f14498-b4d7-54f4-ad8a-3a4d95ccbd24,Jake Wren,ripwalk,full_trick,1,2007,2007,1,,2. Jake Wren (Paradon-Ripwalk-Down Double Down)
67f14498-b4d7-54f4-ad8a-3a4d95ccbd24,Jake Wren,spinning,style_term,1,2007,2007,1,,"2. Jake Wren--Blurriest, Spinning Whirl, Sumo, Blurry Whirl"
67f14498-b4d7-54f4-ad8a-3a4d95ccbd24,Jake Wren,spinning whirl,full_trick,1,2007,2007,1,,"2. Jake Wren--Blurriest, Spinning Whirl, Sumo, Blurry Whirl"
c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,blender,full_trick,1,2006,2006,1,,4. Jakob Wagner (Zulu Dimwalk > Rev.Swirling Symp.Whirl > Blender)
c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,dimwalk,full_trick,1,2006,2006,1,,4. Jakob Wagner (Zulu Dimwalk > Rev.Swirling Symp.Whirl > Blender)
c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,ducking,style_term,1,2012,2012,1,,1. Jakob Wagner (Pixie Ducking Paradon > Food Processor > Mullet)
c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,whirl,full_trick,1,2006,2006,1,,4. Jakob Wagner (Zulu Dimwalk > Rev.Swirling Symp.Whirl > Blender)
3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,blurry whirl,full_trick,1,2007,2007,1,,5. Jakub Grabarczyk (Nowe Miasto) Spinning Ducking Butterfly > Blurry Whirl >
3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,butterfly,full_trick,1,2007,2007,1,,5. Jakub Grabarczyk (Nowe Miasto) Spinning Ducking Butterfly > Blurry Whirl >
3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,ducking,style_term,1,2007,2007,1,,5. Jakub Grabarczyk (Nowe Miasto) Spinning Ducking Butterfly > Blurry Whirl >
3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,mobius,full_trick,1,2010,2010,1,,4. Jakub Grabarczyk (Blurry Drifter > Nuclear Near Whip > Mobius)
3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,ripwalk,full_trick,1,2022,2022,1,,5. Jakub Grabarczyk (Poland) - Ripwalk pdx drifter torque
3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,spinning,style_term,1,2007,2007,1,,5. Jakub Grabarczyk (Nowe Miasto) Spinning Ducking Butterfly > Blurry Whirl >
3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,whirl,full_trick,1,2007,2007,1,,5. Jakub Grabarczyk (Nowe Miasto) Spinning Ducking Butterfly > Blurry Whirl >
7a8314b4-2af9-584d-bd79-4af7a74d9c21,Jakub Mosciszewski,pixie,style_term,1,2022,2022,1,,7.Jakub Mosciszewski (Poland)(phoenix-bedwetter-pixie paradon)
0da84e00-c9f5-5d23-82b6-9ec1e759c74c,Jakub Worek,barfly,full_trick,1,2017,2017,1,,7. Jakub Worek (backside bedwetter>paradon>barfly)
49ad435e-3398-59da-985c-65ce0612bdd3,Jan Brekle,barfly,full_trick,1,2012,2012,1,,6. Jan Brekle (Paradon > Barfly > Far Swirl)
49ad435e-3398-59da-985c-65ce0612bdd3,Jan Brekle,ducking,style_term,1,2012,2012,1,,6. Jan Brekle (Fairy Ducking Rake)
49ad435e-3398-59da-985c-65ce0612bdd3,Jan Brekle,swirl,full_trick,1,2012,2012,1,,6. Jan Brekle (Paradon > Barfly > Far Swirl)
256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,blurry whirl,full_trick,1,2008,2008,1,,5. Jan Dexter Struz ? Blurry Whirl > Spining Legover > Symposium Mirage
256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,legover,full_trick,1,2008,2008,1,,5. Jan Dexter Struz ? Blurry Whirl > Spining Legover > Symposium Mirage
256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,symposium,style_term,1,2008,2008,1,,5. Jan Dexter Struz ? Blurry Whirl > Spining Legover > Symposium Mirage
256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,torque,full_trick,1,2008,2008,1,,6. Jan Dexter Struz ? Blurry Torque / Whirly Gig
256b88e4-da63-5d81-9d58-b25baaed9823,Jan Dexter Struz,whirl,full_trick,1,2008,2008,1,,5. Jan Dexter Struz ? Blurry Whirl > Spining Legover > Symposium Mirage
446b5d82-318c-5584-8834-66ec244c20cb,Jan Vlcek,ducking,style_term,1,2007,2007,1,,2. Jan Vlcek ? Ripped Warrior > Food Processor > Ducking Swirl
446b5d82-318c-5584-8834-66ec244c20cb,Jan Vlcek,food processor,full_trick,1,2007,2007,1,,2. Jan Vlcek ? Ripped Warrior > Food Processor > Ducking Swirl
446b5d82-318c-5584-8834-66ec244c20cb,Jan Vlcek,swirl,full_trick,1,2007,2007,1,,2. Jan Vlcek ? Ripped Warrior > Food Processor > Ducking Swirl
1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,atomic,style_term,1,2013,2013,1,,1. Jan Weber (Czech Republic) - Atomic Ducking dd>step Blender>Wrilygig
1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,ducking,style_term,1,2013,2013,1,,1. Jan Weber (Czech Republic) - Atomic Ducking dd>step Blender>Wrilygig
1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,fusion,full_trick,1,2012,2012,1,,1. Jan Weber (Czech Republic) - alpine fusion > stepping blender > barroque-screw
1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,stepping,style_term,1,2012,2012,1,,1. Jan Weber (Czech Republic) - alpine fusion > stepping blender > barroque-screw
1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,superfly,full_trick,1,2009,2009,1,,5. Jan Weber 42.6 (Alpine Food Processor > Locomotion > Superfly)
1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,torque,full_trick,1,2005,2005,1,,3. Jan Weber (CZE) Alpine Legbeater > Blurry Torque > Paradox Blender
9d69ef20-b1c0-5b65-91f2-4da140883053,Jane Jones,osis,full_trick,1,2003,2003,1,,"13th) Jane Jones: Torque, Ripwalk, Spinning Osis"
9d69ef20-b1c0-5b65-91f2-4da140883053,Jane Jones,ripwalk,full_trick,1,2003,2003,1,,"13th) Jane Jones: Torque, Ripwalk, Spinning Osis"
9d69ef20-b1c0-5b65-91f2-4da140883053,Jane Jones,spinning,style_term,1,2003,2003,1,,"13th) Jane Jones: Torque, Ripwalk, Spinning Osis"
9d69ef20-b1c0-5b65-91f2-4da140883053,Jane Jones,torque,full_trick,1,2003,2003,1,,"13th) Jane Jones: Torque, Ripwalk, Spinning Osis"
34f17114-99b7-5320-b4ed-10a6813859ac,Jay Boychuk,blurry whirl,full_trick,1,2009,2009,1,,8. Jay Boychuk 38.7 (Pixie Paradon > Blurry Whirl > Mobius)
34f17114-99b7-5320-b4ed-10a6813859ac,Jay Boychuk,mobius,full_trick,1,2009,2009,1,,8. Jay Boychuk 38.7 (Pixie Paradon > Blurry Whirl > Mobius)
34f17114-99b7-5320-b4ed-10a6813859ac,Jay Boychuk,pixie,style_term,1,2009,2009,1,,8. Jay Boychuk 38.7 (Pixie Paradon > Blurry Whirl > Mobius)
34f17114-99b7-5320-b4ed-10a6813859ac,Jay Boychuk,ripwalk,full_trick,1,2008,2008,1,,3 - Jay Boychuk (Ripwalk)
34f17114-99b7-5320-b4ed-10a6813859ac,Jay Boychuk,whirl,full_trick,1,2009,2009,1,,8. Jay Boychuk 38.7 (Pixie Paradon > Blurry Whirl > Mobius)
