chain_id,event_id,year,person_id,person_canon,match_type,attribution_confidence,sequence_index,normalized_trick,original_tokens,merge_window,was_merged,adds,merge_method
1016457376_17,1016457376,2002,ba572db5-f29d-52b3-aedb-ee41a49a9930,Paully O'Reilly,,context_window,0,clipper,clipper,1,False,2.0,direct
1016457376_17,1016457376,2002,ba572db5-f29d-52b3-aedb-ee41a49a9930,Paully O'Reilly,,context_window,1,ripwalk,ripwalk,1,False,4.0,direct
1016457376_17,1016457376,2002,ba572db5-f29d-52b3-aedb-ee41a49a9930,Paully O'Reilly,,context_window,2,blur,blur,1,False,4.0,direct
1016457376_19,1016457376,2002,a2823c8b-27b9-5f22-95cd-58af9770f3a6,Josh Owens,,context_window,0,pixie,pixie,1,False,2.0,unresolved_modifier
1016457376_19,1016457376,2002,a2823c8b-27b9-5f22-95cd-58af9770f3a6,Josh Owens,,context_window,1,ducking mirage,ducking mirage,1,False,3.0,direct
1016457376_19,1016457376,2002,a2823c8b-27b9-5f22-95cd-58af9770f3a6,Josh Owens,,context_window,2,butterfly,butterfly,1,False,3.0,direct
1016457376_43,1016457376,2002,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,,context_window,0,swirl,swirl,1,False,3.0,direct
1016457376_43,1016457376,2002,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,,context_window,1,swirl,swirl,1,False,3.0,direct
1016457376_43,1016457376,2002,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,,context_window,2,swirl,swirl,1,False,3.0,direct
1016457376_43,1016457376,2002,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,,context_window,3,swirl,swirl,1,False,3.0,direct
1016457376_45,1016457376,2002,bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,,context_window,0,ripwalk,ripwalk,1,False,4.0,direct
1016457376_45,1016457376,2002,bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,,context_window,1,spinning butterfly,spinning butterfly,1,False,4.0,direct
1018925821_2,1018925821,2002,42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,,direct,0,blurry whirl,blurry whirl,1,False,5.0,direct
1018925821_2,1018925821,2002,42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,,direct,1,paradox torque,paradox torque,1,False,5.0,direct
1018925821_2,1018925821,2002,42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,,direct,2,paradox blender,paradox blender,1,False,5.0,direct
1018925821_3,1018925821,2002,da2cbc95-e09b-5a22-9baf-00e25552c9b6,Greg Nelson,,direct,0,paradox drifter,paradox drifter,1,False,4.0,direct
1018925821_3,1018925821,2002,da2cbc95-e09b-5a22-9baf-00e25552c9b6,Greg Nelson,,direct,1,paradox whirl,paradox whirl,1,False,4.0,direct
1018925821_3,1018925821,2002,da2cbc95-e09b-5a22-9baf-00e25552c9b6,Greg Nelson,,direct,2,paradox torque,paradox torque,1,False,5.0,direct
1018925821_4,1018925821,2002,0f51c65d-c889-5354-8cb7-21bef31c04ca,Jake Milofsky,,direct,0,ripwalk,ripwalk,1,False,4.0,direct
1018925821_4,1018925821,2002,0f51c65d-c889-5354-8cb7-21bef31c04ca,Jake Milofsky,,direct,1,ducking butterfly,ducking butterfly,1,False,4.0,direct
1018925821_4,1018925821,2002,0f51c65d-c889-5354-8cb7-21bef31c04ca,Jake Milofsky,,direct,2,whirl,whirl,1,False,3.0,direct
1038895913_10,1038895913,2003,e49165b1-b378-5ac5-b92e-566abacd386f,Christian Mills,,context_window,0,butterfly,butterfly,1,False,3.0,direct
1038895913_10,1038895913,2003,e49165b1-b378-5ac5-b92e-566abacd386f,Christian Mills,,context_window,1,ripwalk,ripwalk,1,False,4.0,direct
1038895913_12,1038895913,2003,38c38c00-7c40-5136-b7d0-6e3c348aa396,John Hutchinson,,context_window,0,mirage,mirage,1,False,2.0,direct
1038895913_12,1038895913,2003,38c38c00-7c40-5136-b7d0-6e3c348aa396,John Hutchinson,,context_window,1,torque,torque,1,False,4.0,direct
1038895913_15,1038895913,2003,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,,context_window,0,blurry whirl,blurry whirl,1,False,5.0,direct
1038895913_15,1038895913,2003,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,,context_window,1,whirl,whirl,1,False,3.0,direct
1038895913_15,1038895913,2003,4cf390be-81e9-586c-95c7-aa90dd752ba8,Ryan Mulroney,,context_window,2,whirl,whirl,1,False,3.0,direct
1038895913_17,1038895913,2003,8a740aac-66c5-5fe2-a482-2acd1d1cdc11,Lynton Stephens,,context_window,0,ducking mirage,ducking mirage,1,False,3.0,direct
1038895913_17,1038895913,2003,8a740aac-66c5-5fe2-a482-2acd1d1cdc11,Lynton Stephens,,context_window,1,legover,legover,1,False,2.0,direct
1038895913_19,1038895913,2003,126a7db1-2603-5589-848f-c0af515660a1,Johnathon Murphy,,context_window,0,pixie,pixie,1,False,2.0,unresolved_modifier
1038895913_19,1038895913,2003,126a7db1-2603-5589-848f-c0af515660a1,Johnathon Murphy,,context_window,1,ripwalk,ripwalk,1,False,4.0,direct
1038895913_19,1038895913,2003,126a7db1-2603-5589-848f-c0af515660a1,Johnathon Murphy,,context_window,2,whirl,whirl,1,False,3.0,direct
1038895913_21,1038895913,2003,ef902cd4-83ed-574e-8fb6-06f76e2c2258,Liam Johnston,,context_window,0,blurry whirl,blurry whirl,1,False,5.0,direct
1038895913_21,1038895913,2003,ef902cd4-83ed-574e-8fb6-06f76e2c2258,Liam Johnston,,context_window,1,whirl,whirl,1,False,3.0,direct
1038895913_23,1038895913,2003,cc144a17-3ed0-5c64-9305-e9a45fa00290,Dan Ednie,,context_window,0,ripwalk,ripwalk,1,False,4.0,direct
1038895913_23,1038895913,2003,cc144a17-3ed0-5c64-9305-e9a45fa00290,Dan Ednie,,context_window,1,blur,blur,1,False,4.0,direct
1038895913_8,1038895913,2003,1fe9531c-8c55-5926-a2c0-74476e4f5768,Jon Lee,,context_window,0,ripwalk,ripwalk,1,False,4.0,direct
1038895913_8,1038895913,2003,1fe9531c-8c55-5926-a2c0-74476e4f5768,Jon Lee,,context_window,1,blur,blur,1,False,4.0,direct
1038895913_8,1038895913,2003,1fe9531c-8c55-5926-a2c0-74476e4f5768,Jon Lee,,context_window,2,symposium,symposium,1,False,,unresolved_modifier
1049457912_35,1049457912,2003,542be6a9-3b5a-5374-961b-9de19c0def7a,Peter Irish,,direct,0,torque,torque,1,False,4.0,direct
1049457912_35,1049457912,2003,542be6a9-3b5a-5374-961b-9de19c0def7a,Peter Irish,,direct,1,torque,torque,1,False,4.0,direct
1050745947_31,1050745947,2003,6afe2e47-df47-5055-bba0-0aa2341d43e0,Max Boucoiran,,direct,0,butterfly,butterfly,1,False,3.0,direct
1050745947_31,1050745947,2003,6afe2e47-df47-5055-bba0-0aa2341d43e0,Max Boucoiran,,direct,1,ducking butterfly,ducking butterfly,1,False,4.0,direct
1050745947_33,1050745947,2003,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,,direct,0,stepping osis,stepping|osis,2,True,4.0,dict_match
1050745947_33,1050745947,2003,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,,direct,1,barfly,barfly,1,False,4.0,direct
1050745947_34,1050745947,2003,ec1d5118-cd4b-591f-a84a-04bbe20868bc,Grischa Tellenbach,,direct,0,ripwalk,ripwalk,1,False,4.0,direct
1050745947_34,1050745947,2003,ec1d5118-cd4b-591f-a84a-04bbe20868bc,Grischa Tellenbach,,direct,1,spinning clipper,spinning clipper,1,False,3.0,direct
1070734498_23,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,0,ducking,ducking,1,False,,unresolved_modifier
1070734498_23,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,1,blender,blender,1,False,4.0,direct
1070734498_24,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,0,whirl,whirl,1,False,3.0,direct
1070734498_24,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,1,blender,blender,1,False,4.0,direct
1070734498_27,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,0,blurry whirl,blurry whirl,1,False,5.0,direct
1070734498_27,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,1,blurriest,blurriest,1,False,5.0,direct
1070734498_28,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,0,whirl,whirl,1,False,3.0,direct
1070734498_28,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,1,superfly,superfly,1,False,5.0,direct
1070734498_30,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,0,dimwalk,dimwalk,1,False,4.0,direct
1070734498_30,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,1,food processor,food processor,1,False,6.0,direct
1070734498_30,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,2,whirl,whirl,1,False,3.0,direct
1079024287_10,1079024287,2004,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,,context_window,0,blurry whirl,blurry whirl,1,False,5.0,direct
1079024287_10,1079024287,2004,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,,context_window,1,whirl,whirl,1,False,3.0,direct
1079024287_10,1079024287,2004,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,,context_window,2,spinning,spinning,1,False,,unresolved_modifier
