chain_id,event_id,year,person_id,person_canon,match_type,attribution_confidence,original_length,normalized_length,tokens_consumed_by_merges,merges_performed,scored_count,unscored_count,sequence_add,avg_add,max_add,tricks_normalized
1070734498_24,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,whirl>blender
1070734498_27,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,2,2,0,0,2,0,10.0,5.0,5.0,blurry whirl>blurriest
1070734498_28,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,2,2,0,0,2,0,8.0,4.0,5.0,whirl>superfly
1070734498_30,1070734498,2004,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,3,3,0,0,3,0,13.0,4.333,6.0,dimwalk>food processor>whirl
1079024287_10,1079024287,2004,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,,context_window,3,3,0,0,2,1,8.0,2.667,5.0,blurry whirl>whirl>spinning
1079024287_11,1079024287,2004,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,,context_window,2,2,0,0,1,1,3.0,1.5,3.0,whirl>spinning
1079024287_13,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,,context_window,3,3,0,0,3,0,13.0,4.333,5.0,blurry whirl>whirl>spinning whirl
1079024287_14,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,,context_window,3,3,0,0,3,0,13.0,4.333,5.0,blurry whirl>whirl>spinning whirl
1079024287_19,1079024287,2004,ee569024-9b98-5ae0-8f39-8f0a97d99dfa,Lasse Salmenhaara,,context_window,3,3,0,0,3,0,13.0,4.333,5.0,blurry whirl>paradox torque>whirl
1090437706_68,1090437706,2004,23462c9a-29d4-578f-9cfc-19d9ba086f45,Pavel Cerveny,,context_window,2,2,0,0,1,1,3.0,1.5,3.0,symposium>flurry
1090437706_70,1090437706,2004,23462c9a-29d4-578f-9cfc-19d9ba086f45,Pavel Cerveny,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,paradox mirage>blur
1090437706_75,1090437706,2004,73f415ee-765e-55ec-bde1-247d6b97eba6,Ellis Piltz,,context_window,2,2,0,0,2,0,6.0,3.0,3.0,whirl>whirl
1090437706_77,1090437706,2004,ce7e0e5a-0d7f-542c-8d5d-fb4895184909,Max Kerkhoff,,context_window,2,2,0,0,2,0,9.0,4.5,5.0,blurriest>blur
1090437706_79,1090437706,2004,ce7e0e5a-0d7f-542c-8d5d-fb4895184909,Max Kerkhoff,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,ripwalk>whirl
1090437706_81,1090437706,2004,fc0e50ee-c392-5d00-a7f1-be70b324c749,Adam Cieszkiel,,context_window,3,3,0,0,3,0,11.0,3.667,5.0,whirl>blurriest>whirl
1090437706_83,1090437706,2004,56ecef47-5ea7-5d81-8de8-3efb1e66c81b,Wojciech Ignaczak,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,ripwalk>butterfly
1090437706_85,1090437706,2004,a3781ac2-c529-5316-b22b-2bdcfa67bb67,Damian Budzik,,context_window,2,2,0,0,2,0,6.0,3.0,4.0,ripwalk>mirage
1095965765_11,1095965765,2004,62bce1c2-2033-51c8-825d-b43fd478ab82,Répási Csaba,,context_window,2,2,0,0,2,0,8.0,4.0,4.0,ripwalk>blur
1095965765_7,1095965765,2004,62bce1c2-2033-51c8-825d-b43fd478ab82,Répási Csaba,,context_window,2,2,0,0,2,0,9.0,4.5,5.0,blurry whirl>paradox whirl
1095965765_9,1095965765,2004,62bce1c2-2033-51c8-825d-b43fd478ab82,Répási Csaba,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,dimwalk>whirl
1096318324_18,1096318324,2004,ad54afe3-3f18-5862-87d1-4e02e4fbf9fd,Kevin Crowley,,direct,3,3,0,0,3,0,10.0,3.333,4.0,blur>smear>butterfly
1096318324_19,1096318324,2004,ad54afe3-3f18-5862-87d1-4e02e4fbf9fd,Kevin Crowley,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,blur>smear
1096318324_20,1096318324,2004,48268322-19d9-5180-aac2-241293167d21,Nick Landes,,direct,3,3,0,0,3,0,10.0,3.333,4.0,blur>whirl>drifter
1096318324_28,1096318324,2004,bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,,context_window,2,2,0,0,2,0,6.0,3.0,4.0,mirage>atom smasher
