chain_id,event_id,year,person_id,person_canon,match_type,attribution_confidence,sequence_length,scored_count,unscored_count,sequence_add,avg_add,max_add,tricks
1226679678_199,1226679678,2009,dfd9c592-0f50-582b-8e8c-fcb60d9c2bb8,Tuukka Antikainen,,context_window,3,3,0,12.0,4.0,5.0,pixie>blurry whirl>mobius
1226679678_200,1226679678,2009,dfd9c592-0f50-582b-8e8c-fcb60d9c2bb8,Tuukka Antikainen,,context_window,2,2,0,7.0,3.5,4.0,drifter>torque
1226679678_201,1226679678,2009,dfd9c592-0f50-582b-8e8c-fcb60d9c2bb8,Tuukka Antikainen,,context_window,2,2,0,4.0,2.0,2.0,legover>pixie
1226679678_202,1226679678,2009,dfd9c592-0f50-582b-8e8c-fcb60d9c2bb8,Tuukka Antikainen,,context_window,3,3,0,12.0,4.0,4.0,ducking butterfly>torque>blender
1228946926_15,1228946926,2008,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,2,2,0,7.0,3.5,5.0,fog>pixie
1228946926_17,1228946926,2008,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,,context_window,2,2,0,8.0,4.0,5.0,fusion>eggbeater
1228946926_19,1228946926,2008,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,,context_window,3,2,1,8.0,2.667,4.0,ducking>ducking osis>torque
1228946926_21,1228946926,2008,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,,context_window,3,3,0,13.0,4.333,5.0,blurry whirl>blurry whirl>whirl
1228946926_23,1228946926,2008,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,,context_window,3,3,0,12.0,4.0,5.0,blurry whirl>ripwalk>whirl
1228946926_25,1228946926,2008,0c1d57ac-f8a6-5c3e-a66f-eac82c8a5df4,Jindrich Smola,,context_window,3,3,0,13.0,4.333,5.0,dimwalk>ripwalk>tomahawk
1239721441_10,1239721441,2009,,,,none,3,3,0,13.0,4.333,5.0,blur>barfly>blurriest
1239721441_2,1239721441,2009,,,,none,2,2,0,11.0,5.5,6.0,fusion>food processor
1239721441_5,1239721441,2009,,,,none,2,1,1,5.0,2.5,5.0,blurry whirl>spinning
1239721441_6,1239721441,2009,,,,none,2,2,0,7.0,3.5,4.0,torque>whirl
1239721441_7,1239721441,2009,,,,none,2,2,0,10.0,5.0,5.0,fog>fusion
1239721441_8,1239721441,2009,,,,none,3,3,0,13.0,4.333,5.0,blurry whirl>swirl>superfly
1245432804_8,1245432804,2009,1f864e5e-28bc-5370-8f30-49bc3c65c64c,Jeremy Masselis,,context_window,3,3,0,11.0,3.667,4.0,dimwalk>butterfly>ducking butterfly
1255957016_49,1255957016,2009,8859edda-82f6-5013-97d0-1057cb8bdd3b,Arkadiusz Stanek,,context_window,2,1,1,3.0,1.5,3.0,atomic>eggbeater
1265745512_110,1265745512,2010,,,,none,3,2,1,6.0,2.0,3.0,eggbeater>swirl>symposium
1265745512_111,1265745512,2010,,,,none,3,3,0,15.0,5.0,6.0,spinning osis>food processor>mobius
1267199851_66,1267199851,2010,1023877e-072b-55ae-be8f-f0cd7a7456dc,Maciek Bujko,,context_window,2,1,1,3.0,1.5,3.0,gyro>swirl
1269266785_95,1269266785,2010,,,,none,2,2,0,9.0,4.5,5.0,fusion>torque
1269266785_96,1269266785,2010,,,,none,2,1,1,3.0,1.5,3.0,swirl>spinning
1269266785_97,1269266785,2010,,,,none,3,2,1,6.0,2.0,3.0,eggbeater>swirl>symposium
1269266785_99,1269266785,2010,,,,none,2,1,1,2.0,1.0,2.0,ducking>pixie
1288096032_48,1288096032,2010,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,1,1,5.0,2.5,5.0,blurry whirl>symposium
1288096032_50,1288096032,2010,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,1,1,4.0,2.0,4.0,stepping>torque
1288096032_52,1288096032,2010,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,2,0,8.0,4.0,5.0,drifter>mobius
1288096032_54,1288096032,2010,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,3,3,0,6.0,2.0,2.0,pickup>legover>legover
1316280393_77,1316280393,2011,ddf2f704-a4d2-5653-a82a-45987d37645c,Krzysztof Sobótka,,context_window,2,1,1,4.0,2.0,4.0,stepping>dimwalk
1336988107_72,1336988107,2012,,,,none,2,2,0,5.0,2.5,3.0,whirl>mirage
1337617980_83,1337617980,2012,78d0c91f-b1ec-572e-855b-a7d3f706f8b7,Stefan Siegert,,context_window,2,1,1,6.0,3.0,6.0,ducking>food processor
1337617980_84,1337617980,2012,78d0c91f-b1ec-572e-855b-a7d3f706f8b7,Stefan Siegert,,context_window,2,2,0,8.0,4.0,5.0,fusion>eggbeater
1337617980_85,1337617980,2012,78d0c91f-b1ec-572e-855b-a7d3f706f8b7,Stefan Siegert,,context_window,2,2,0,6.0,3.0,4.0,ripwalk>legover
1337617980_86,1337617980,2012,78d0c91f-b1ec-572e-855b-a7d3f706f8b7,Stefan Siegert,,context_window,3,2,1,7.0,2.333,4.0,paradox drifter>paradox>whirl
1337617980_87,1337617980,2012,78d0c91f-b1ec-572e-855b-a7d3f706f8b7,Stefan Siegert,,context_window,2,2,0,8.0,4.0,4.0,dimwalk>paradox whirl
1337617980_88,1337617980,2012,78d0c91f-b1ec-572e-855b-a7d3f706f8b7,Stefan Siegert,,context_window,2,2,0,7.0,3.5,4.0,barfly>swirl
1357206898_28,1357206898,2013,,,,none,2,1,1,4.0,2.0,4.0,ducking>blender
1357206898_29,1357206898,2013,,,,none,2,2,0,7.0,3.5,4.0,swirl>torque
1357206898_30,1357206898,2013,,,,none,2,2,0,10.0,5.0,5.0,blurry whirl>superfly
1358271250_36,1358271250,2013,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,2,2,0,8.0,4.0,5.0,blurriest>swirl
1358271250_37,1358271250,2013,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,3,3,0,15.0,5.0,6.0,ducking butterfly>food processor>mobius
1358271250_38,1358271250,2013,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,3,3,0,10.0,3.333,5.0,spinning clipper>spinning whirl>legover
1358271250_39,1358271250,2013,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,2,2,0,9.0,4.5,5.0,blurry whirl>blur
1361207019_166,1361207019,2013,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,2,1,1,4.0,2.0,4.0,symposium>blender
1361207019_169,1361207019,2013,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,2,2,0,7.0,3.5,4.0,butterfly>symposium whirl
1361207019_170,1361207019,2013,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,3,3,0,14.0,4.667,5.0,blurry whirl>ripwalk>mobius
1361207019_171,1361207019,2013,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,3,3,0,10.0,3.333,4.0,smear>butterfly>paradox whirl
1378666423_40,1378666423,2013,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,2,2,0,9.0,4.5,6.0,swirl>food processor
1378666423_42,1378666423,2013,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,2,1,1,5.0,2.5,5.0,fusion>symposium
1389730147_26,1389730147,2014,,,,none,3,2,1,6.0,2.0,3.0,swirl>butterfly>paradox
1391189882_216,1391189882,2014,87216aed-3048-50f7-8c54-d7e9e7bb52f3,Philippe Lessard,,context_window,3,3,0,10.0,3.333,5.0,pickup>fusion>swirl
1391189882_217,1391189882,2014,87216aed-3048-50f7-8c54-d7e9e7bb52f3,Philippe Lessard,,context_window,2,0,2,,,,ducking>spinning
1391189882_220,1391189882,2014,87216aed-3048-50f7-8c54-d7e9e7bb52f3,Philippe Lessard,,context_window,2,2,0,8.0,4.0,5.0,blurry whirl>whirl
1391189882_221,1391189882,2014,87216aed-3048-50f7-8c54-d7e9e7bb52f3,Philippe Lessard,,context_window,2,1,1,4.0,2.0,4.0,stepping>dimwalk
1391189882_222,1391189882,2014,87216aed-3048-50f7-8c54-d7e9e7bb52f3,Philippe Lessard,,context_window,2,2,0,4.0,2.0,2.0,legover>clipper
1391189882_223,1391189882,2014,87216aed-3048-50f7-8c54-d7e9e7bb52f3,Philippe Lessard,,context_window,2,2,0,5.0,2.5,3.0,clipper>ducking mirage
1394773593_40,1394773593,2014,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,2,2,0,9.0,4.5,5.0,ducking osis>mobius
1394773593_41,1394773593,2014,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,2,2,0,9.0,4.5,5.0,blurry whirl>blur
1394773593_42,1394773593,2014,820cd94f-96f9-5bac-bc27-a2fa9f7332da,Jasper Shults,,context_window,3,3,0,12.0,4.0,4.0,paradox whirl>paradox whirl>barfly
1417735560_214,1417735560,2015,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,,context_window,3,3,0,10.0,3.333,5.0,pickup>fusion>swirl
1417735560_215,1417735560,2015,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,,context_window,3,3,0,15.0,5.0,6.0,blurry whirl>torque>food processor
1417735560_216,1417735560,2015,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,,context_window,3,3,0,11.0,3.667,5.0,ducking butterfly>fog>pixie
1417735560_217,1417735560,2015,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,,context_window,2,2,0,5.0,2.5,3.0,pixie>butterfly
1417735560_218,1417735560,2015,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,,context_window,3,2,1,8.0,2.667,5.0,blurry whirl>ducking>whirl
1417735560_219,1417735560,2015,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,,context_window,3,2,1,4.0,1.333,2.0,ducking>legover>pixie
1417735560_220,1417735560,2015,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,,context_window,2,2,0,8.0,4.0,4.0,dimwalk>blur
1417735560_221,1417735560,2015,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,,context_window,3,3,0,11.0,3.667,4.0,ripwalk>ducking butterfly>whirl
1417735560_222,1417735560,2015,40a3babb-8d9d-522c-8cbf-9f221bbc5903,Marilyn Demuy,,context_window,2,2,0,4.0,2.0,2.0,pickup>legover
1449259560_176,1449259560,2016,7150e55f-c6bd-5d27-a08b-9617313cac5e,Boris Ollivier,,context_window,3,3,0,10.0,3.333,5.0,pickup>fusion>swirl
1460640850_24,1460640850,2016,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,3,3,0,12.0,4.0,5.0,fusion>eggbeater>torque
1460640850_25,1460640850,2016,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,3,3,0,13.0,4.333,5.0,butterfly>blurry whirl>paradox torque
1460640850_26,1460640850,2016,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,2,2,0,10.0,5.0,5.0,blurry whirl>superfly
1460640850_27,1460640850,2016,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,2,2,0,10.0,5.0,5.0,blurry whirl>paradox torque
1460640850_28,1460640850,2016,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,2,2,0,7.0,3.5,4.0,osis>torque
1460640850_29,1460640850,2016,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,3,2,1,7.0,2.333,5.0,pixie>stepping>paradox torque
1460640850_30,1460640850,2016,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,2,2,0,7.0,3.5,4.0,ripwalk>osis
1460640850_31,1460640850,2016,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,2,2,0,6.0,3.0,3.0,butterfly>butterfly
1460640850_32,1460640850,2016,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,context_window,2,2,0,4.0,2.0,2.0,legover>clipper
1467142686_23,1467142686,2016,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,1,1,5.0,2.5,5.0,blurry whirl>spinning
1485863923_56,1485863923,2017,7a8c8b83-9ae8-5b65-8f1f-6923058cc237,Dorota Wojtasiuk,,context_window,2,1,1,4.0,2.0,4.0,spinning>dimwalk
1485863923_58,1485863923,2017,7a8c8b83-9ae8-5b65-8f1f-6923058cc237,Dorota Wojtasiuk,,context_window,2,1,1,5.0,2.5,5.0,blurry whirl>spinning
1485863923_59,1485863923,2017,7a8c8b83-9ae8-5b65-8f1f-6923058cc237,Dorota Wojtasiuk,,context_window,2,2,0,7.0,3.5,4.0,torque>whirl
1485863923_61,1485863923,2017,7a8c8b83-9ae8-5b65-8f1f-6923058cc237,Dorota Wojtasiuk,,context_window,3,3,0,12.0,4.0,5.0,blurry whirl>spinning clipper>blender
1485863923_62,1485863923,2017,7a8c8b83-9ae8-5b65-8f1f-6923058cc237,Dorota Wojtasiuk,,context_window,5,5,0,15.0,3.0,4.0,ripwalk>clipper>clipper>ripwalk>osis
1485863923_63,1485863923,2017,7a8c8b83-9ae8-5b65-8f1f-6923058cc237,Dorota Wojtasiuk,,context_window,3,3,0,12.0,4.0,5.0,blurry whirl>ripwalk>whirl
1518200935_26,1518200935,2018,9a67acb8-d69e-565c-9a52-ca308a6babc0,Janis Thal,,context_window,2,2,0,7.0,3.5,4.0,eggbeater>torque
1518200935_28,1518200935,2018,9a67acb8-d69e-565c-9a52-ca308a6babc0,Janis Thal,,context_window,2,1,1,3.0,1.5,3.0,atomic>whirl
1518200935_29,1518200935,2018,9a67acb8-d69e-565c-9a52-ca308a6babc0,Janis Thal,,context_window,2,1,1,3.0,1.5,3.0,ducking>whirl
1519215398_131,1519215398,2018,82c36f56-236f-4496-826b-cf59a6fcc4ed,Rafal Kaleta,,context_window,2,2,0,6.0,3.0,4.0,pixie>torque
1519215398_133,1519215398,2018,9fccb3a3-3408-518a-aacb-43d9678fcce4,Pawel Nowak,,context_window,2,1,1,4.0,2.0,4.0,atomic>ducking butterfly
1519215398_135,1519215398,2018,835fd269-0b77-57fe-9efc-cbdf4b567a8b,Andrey Dyakonov,,context_window,2,1,1,5.0,2.5,5.0,blurriest>ducking
1519215398_137,1519215398,2018,6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,,context_window,2,1,1,5.0,2.5,5.0,ducking>blurry whirl
1519215398_138,1519215398,2018,6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,,context_window,2,2,0,9.0,4.5,5.0,ducking butterfly>blurry whirl
1519215398_140,1519215398,2018,8983b558-9cb9-5a25-bb28-589435a8f34e,Serge Kaldany,,context_window,3,3,0,13.0,4.333,5.0,whirl>blurriest>blurry whirl
1519215398_144,1519215398,2018,f4f5b8d0-c503-5ae5-8ce5-c5ff07d630c4,Bruce Li,,context_window,2,2,0,6.0,3.0,4.0,atom smasher>mirage
1531284609_85,1531284609,2018,8859edda-82f6-5013-97d0-1057cb8bdd3b,Arkadiusz Stanek,,context_window,3,3,0,9.0,3.0,4.0,eggbeater>pixie>torque
1531284609_87,1531284609,2018,8859edda-82f6-5013-97d0-1057cb8bdd3b,Arkadiusz Stanek,,context_window,3,1,2,5.0,1.667,5.0,atomic>blurry whirl>spinning
1536221908_15,1536221908,2018,8a15006e-bc85-5621-bbe6-66090397b7d2,Przemyslaw Pietrzycki,,context_window,3,1,2,4.0,1.333,4.0,atomic>ducking butterfly>stepping
1536221908_16,1536221908,2018,8a15006e-bc85-5621-bbe6-66090397b7d2,Przemyslaw Pietrzycki,,context_window,3,3,0,9.0,3.0,4.0,eggbeater>pixie>torque
1536221908_17,1536221908,2018,8a15006e-bc85-5621-bbe6-66090397b7d2,Przemyslaw Pietrzycki,,context_window,3,2,1,8.0,2.667,5.0,butterfly>blurry whirl>spinning
1536221908_18,1536221908,2018,8a15006e-bc85-5621-bbe6-66090397b7d2,Przemyslaw Pietrzycki,,context_window,2,2,0,7.0,3.5,4.0,torque>whirl
1536221908_19,1536221908,2018,8a15006e-bc85-5621-bbe6-66090397b7d2,Przemyslaw Pietrzycki,,context_window,3,3,0,11.0,3.667,4.0,whirl>torque>blender
1536221908_20,1536221908,2018,8a15006e-bc85-5621-bbe6-66090397b7d2,Przemyslaw Pietrzycki,,context_window,3,3,0,8.0,2.667,3.0,butterfly>mirage>butterfly
1547415984_45,1547415984,2019,b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,,context_window,2,1,1,4.0,2.0,4.0,spinning>dimwalk
1547415984_46,1547415984,2019,b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,,context_window,2,0,2,,,,atomic>ducking
1547415984_47,1547415984,2019,b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,,context_window,2,2,0,8.0,4.0,5.0,fusion>whirl
1547415984_48,1547415984,2019,b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,,context_window,2,2,0,10.0,5.0,6.0,food processor>torque
1547415984_49,1547415984,2019,b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,,context_window,2,2,0,9.0,4.5,5.0,fog>torque
1547415984_51,1547415984,2019,b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,,context_window,3,2,1,8.0,2.667,5.0,tapping>butterfly>blurry whirl
1547415984_52,1547415984,2019,b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,,context_window,2,2,0,8.0,4.0,5.0,blurry whirl>whirl
1547415984_53,1547415984,2019,b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,,context_window,3,3,0,12.0,4.0,5.0,butterfly>ripwalk>spinning whirl
1547415984_54,1547415984,2019,b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,,context_window,2,2,0,7.0,3.5,4.0,atom smasher>whirl
1547415984_55,1547415984,2019,b6e28eb4-9de6-52a6-bde7-4ffaaa488933,Christoph Alexander,,context_window,3,3,0,8.0,2.667,3.0,clipper>ducking clipper>whirl
1623054449_57,1623054449,2021,,,,none,2,2,0,9.0,4.5,5.0,fog>spinning osis
1623054449_59,1623054449,2021,,,,none,2,1,1,4.0,2.0,4.0,torque>ducking
1623054449_60,1623054449,2021,,,,none,2,2,0,8.0,4.0,5.0,fog>butterfly
1623054449_62,1623054449,2021,,,,none,2,1,1,3.0,1.5,3.0,ducking mirage>tapping
1623054449_63,1623054449,2021,,,,none,2,1,1,3.0,1.5,3.0,spinning>ducking clipper
1623054449_64,1623054449,2021,,,,none,3,2,1,5.0,1.667,3.0,drifter>gyro>pixie
1623054449_65,1623054449,2021,,,,none,2,1,1,3.0,1.5,3.0,whirl>spinning
1623054449_67,1623054449,2021,,,,none,2,2,0,6.0,3.0,3.0,whirl>swirl
1623054449_70,1623054449,2021,,,,none,2,2,0,5.0,2.5,3.0,pixie>whirl
1623054449_71,1623054449,2021,,,,none,3,3,0,13.0,4.333,5.0,ripwalk>ducking butterfly>mobius
1623054449_72,1623054449,2021,,,,none,2,2,0,6.0,3.0,4.0,pixie>ducking butterfly
1623054449_73,1623054449,2021,,,,none,3,3,0,12.0,4.0,4.0,ducking butterfly>ducking butterfly>ducking osis
1623054449_77,1623054449,2021,,,,none,2,2,0,8.0,4.0,4.0,ducking butterfly>torque
1623054449_78,1623054449,2021,,,,none,3,3,0,10.0,3.333,4.0,pixie>ducking butterfly>torque
1623054449_80,1623054449,2021,,,,none,2,2,0,8.0,4.0,4.0,ducking butterfly>torque
1623054449_82,1623054449,2021,,,,none,2,2,0,8.0,4.0,5.0,blurry whirl>whirl
1623054449_84,1623054449,2021,,,,none,3,3,0,10.0,3.333,4.0,atom smasher>atom smasher>pixie
1623054449_86,1623054449,2021,,,,none,3,2,1,6.0,2.0,4.0,spinning butterfly>ducking>pixie
1623054449_87,1623054449,2021,,,,none,2,1,1,2.0,1.0,2.0,ducking>pixie
1623054449_88,1623054449,2021,,,,none,3,3,0,14.0,4.667,5.0,dimwalk>blurry whirl>spinning whirl
1623054449_89,1623054449,2021,,,,none,2,2,0,5.0,2.5,3.0,pixie>whirl
1623054449_90,1623054449,2021,,,,none,2,1,1,4.0,2.0,4.0,ducking>dimwalk
1623054449_91,1623054449,2021,,,,none,3,3,0,11.0,3.667,4.0,dimwalk>ducking butterfly>whirl
1623054449_92,1623054449,2021,,,,none,2,2,0,7.0,3.5,4.0,smear>dimwalk
1623054449_93,1623054449,2021,,,,none,3,2,1,6.0,2.0,3.0,ducking>butterfly>spinning clipper
1623054449_94,1623054449,2021,,,,none,3,2,1,8.0,2.667,5.0,ducking>butterfly>spinning whirl
1623054449_95,1623054449,2021,,,,none,3,3,0,11.0,3.667,4.0,ducking butterfly>butterfly>ducking osis
1623054449_96,1623054449,2021,,,,none,2,2,0,4.0,2.0,2.0,legover>pickup
1623054449_97,1623054449,2021,,,,none,3,3,0,8.0,2.667,3.0,ducking clipper>pickup>butterfly
1623054449_98,1623054449,2021,,,,none,5,5,0,18.0,3.6,4.0,dimwalk>osis>dimwalk>spinning osis>whirl
1623054449_99,1623054449,2021,,,,none,2,1,1,2.0,1.0,2.0,ducking>clipper
1646387871_108,1646387871,2022,7d094f73-d2d9-5f99-9b73-6593696c90ef,Quentin Isackson,,context_window,2,2,0,6.0,3.0,3.0,whirl>whirl
1740391168_18,1740391168,2025,,,,none,2,1,1,3.0,1.5,3.0,eggbeater>symposium
1740391168_21,1740391168,2025,,,,none,2,0,2,,,,stepping>ducking
1740391168_23,1740391168,2025,,,,none,2,1,1,5.0,2.5,5.0,paradox torque>paradox
989875090_17,989875090,2001,82d0f2bd-ed68-5ec2-a31d-47889d537613,James Risden,,context_window,4,4,0,13.0,3.25,5.0,eggbeater>pixie>blurry whirl>whirl
989875090_19,989875090,2001,2425d614-d376-5d98-b7fb-cb445d10792c,Dan Klokow,,context_window,3,3,0,11.0,3.667,4.0,blur>butterfly>ducking butterfly
996293200_17,996293200,2001,,,,none,2,2,0,7.0,3.5,4.0,blur>swirl
996293200_19,996293200,2001,,,,none,3,3,0,9.0,3.0,3.0,butterfly>paradox mirage>butterfly
996293200_20,996293200,2001,,,,none,2,2,0,7.0,3.5,4.0,ducking butterfly>paradox mirage
