person_id,person_canon,score_type,score_mentions,scored_events,min_score,max_score,avg_score,first_year,last_year,sample_event,sample_line
8000b520-2bfb-5767-86a7-b5c8eefc7651,Silwan Daouk,freestyle_judging,2,1,8.3,8.3,8.3,2017,2017,19th Annual IFPA European Footbag Championships,4. Silwan Daouk - 8.3
0b0dbf15-8800-5001-81b5-bb9a2f088118,Sergio Martin,freestyle_judging,2,1,8.1,8.1,8.1,2017,2017,19th Annual IFPA European Footbag Championships,5. Sergio Martin - 8.1
f1e2640c-48ae-588d-99bc-7b55713191f0,Manu Bouchard,golf_score,2,1,6.0,6.0,6.0,2000,2000,East Coast Footbag Championships,"1. Manu Bouchard - 6 years in a row!! (Montreal, Quebec - AQAF)"
b2fa3076-dd14-5f09-923f-ae5e322035ea,Sean Jordan,raw_integer,1,1,837.0,837.0,837.0,2019,2019,Lake Erie Footbag Tournament,12. Sean Jordan ID: 83796
e3d94c0b-8963-5e74-bc7c-5efb703a22b4,Christian Britting,raw_integer,1,1,835.0,835.0,835.0,2019,2019,Lake Erie Footbag Tournament,3. Christian Britting ID: 83583
2875a830-e340-5963-a5c7-d9a7a74d1e56,Steve Richardson,raw_integer,1,1,831.0,831.0,831.0,2018,2018,Lake Erie Footbag Tournament & Freestyle Jam,1. Pat Doran ID: 83698 / Steve Richardson ID: 83113
178b0676-d5ac-5d2e-9696-c8908ce5b533,Jake Dodd,raw_integer,1,1,825.0,825.0,825.0,2019,2019,Lake Erie Footbag Tournament,5. Jim Hankins ID: 12880 / Jake Dodd ID: 82580
5153f93f-1e75-5497-82c6-bf804faf6476,Anton Britting,raw_integer,1,1,824.0,824.0,824.0,2019,2019,Lake Erie Footbag Tournament,5. Anton Britting ID: 82454
3e78df68-5425-5d48-a88a-3bf59fe2934f,Matt Kemmer,raw_integer,1,1,757.0,757.0,757.0,2019,2019,Lake Erie Footbag Tournament,1. Matt Kemmer ID: 75720
93d75393-13d7-55c0-b23e-cf0c9a077583,Becca English Ross,raw_integer,1,1,574.0,574.0,574.0,1999,1999,16th Annual Emerald City Open,2. Becca English-Ross - 574
57dca99e-db45-5b32-83f4-c188d1d24c50,Jack Lentz,raw_integer,1,1,383.0,383.0,383.0,2018,2018,Lake Erie Footbag Tournament & Freestyle Jam,8. Robert McCloskey ID:12506 / Jack Lentz ID: 38318
738cbf71-ad21-598f-a5b3-afdb8bdf543d,Theodore Fritsch,raw_integer,1,1,332.0,332.0,332.0,2019,2019,Lake Erie Footbag Tournament,7. Ted Fritch ID: 33265 / Sean Jordan 83796
49a112df-0c0f-5f17-bf3f-727800044f26,Scot Hansen,raw_integer,1,1,191.0,191.0,191.0,2018,2018,Lake Erie Footbag Tournament & Freestyle Jam,"6. Scot Hansen ID: 19148 , Cory Current ID: 12439"
f1f49edd-da47-536a-b759-de441795fc2f,Cory Current,raw_integer,1,1,124.0,124.0,124.0,2018,2018,Lake Erie Footbag Tournament & Freestyle Jam,"6. Scot Hansen ID: 19148 , Cory Current ID: 12439"
ab966624-6643-5dea-b165-67e66af402f9,Florian Goetze,golf_score,1,1,15.0,15.0,15.0,2008,2008,The 2008 Green Cup Presented by Chaos,"1. Florian Goetze / Lisa McDaniel (El Cerrito, CA, USA) [Final: 15-13, 15-10]"
6ebe041f-1087-5d8a-92e7-0913329d4548,Felipe Haase,golf_score,1,1,13.0,13.0,13.0,2023,2023,IV.Basque Tournament of Footbag Net (Doubles),2-Felipe Haase (Colombia) / Unai Pérez (Basque Country) 1 victory - 13 points.
bc25cbb5-3010-58ac-8bba-b7b745d309dd,Evan Lovely,golf_score,1,1,12.0,12.0,12.0,2006,2006,27th IFPA WORLD FOOTBAG CHAMPIONSHIPS,4. Evan Lovely (US) - 12 placing points
691f48a0-1dbd-5ef5-99ea-13615a7437d2,Yves Archambault,golf_score,1,1,12.0,12.0,12.0,2006,2006,27th IFPA WORLD FOOTBAG CHAMPIONSHIPS,4. Yves Archambault (CA) - 12 placing points
9aa9e85a-1dbb-54ad-8aed-10bd7e5719ad,Dylan Fry,golf_score,1,1,11.0,11.0,11.0,2006,2006,27th IFPA WORLD FOOTBAG CHAMPIONSHIPS,3. Dylan Fry (UK) - 11 placing points
ddffefad-c620-55ab-b1bc-ca01939671c6,Matti Pohjola,golf_score,1,1,10.0,10.0,10.0,2009,2009,Turku Open 2009,"1. Matti Pohjola (Final 15-10, 15-1)"
0dee73bb-caed-5f5c-9c20-5ea946939871,Jani Sakari Markkanen,golf_score,1,1,8.0,8.0,8.0,2008,2008,9th Annual Turku Open,"1. Jani Markkanen (final 11-8, 9-11, 11-6)"
4e7dc073-b469-5740-821c-76e0ee26a3d1,Dan Greer,golf_score,1,1,3.0,3.0,3.0,2017,2017,35th Annual East Coast Footbag Championships,5. Dan Greer (USA)- 3 way tie; did not advance past semi-final round
d02af1ed-7c5d-5ee3-8dbe-422421ec5b3a,Lauri Jaakkola,golf_score,1,1,3.0,3.0,3.0,2006,2006,27th IFPA WORLD FOOTBAG CHAMPIONSHIPS,1. Lauri Jaakkola (FI) - 3 placing points
3ef63282-9e9c-5f57-94c5-e1b5c4fe8c3c,Emmanuel Bouchard,golf_score,1,1,2.0,2.0,2.0,2006,2006,2006 Green Cup Presented by Chaos,"1. Emmanuel Bouchard (semi: 2 - 1 JF; final: 11 - 1, 12 - 10)"
94fa84c1-d2d6-52df-a224-c318a0e3771c,Maciej Pietrzycki,golf_score,1,1,2.0,2.0,2.0,2016,2016,Malopolska Footbag Championships 2016 // Mistrzostwa Ma³opolski w Zo¶kê 2016,3. Maciej Pietrzycki (Request: 2 Sick3: 4 Big1: 4)
e8b82661-4428-5e51-a786-29bf7a23728f,Eric Wulff,golf_score,1,1,1.0,1.0,1.0,1998,1998,13th Annual Funtastik Summer Classic Footbag Tournament,2 Eric Wulff- 1 drop
