event_id,year,event_name,line_no,line_raw,line_class,name_raw,person_id,person_canon,match_type,score_raw,score_value,score_type,extract_method,filter_reason
1240469006,2009,Turku Open 2009,19,"1. Matti Pohjola (Final 15-10, 15-1)",result_score,Matti Pohjola,ddffefad-c620-55ab-b1bc-ca01939671c6,Matti Pohjola,exact,10,10.0,golf_score,placement_line_tail_score,
1255957016,2009,Zocha Jam 2009,38,1. Arkadiusz Dudziñski - 240 pkt,result_score,Arkadiusz Dudziñski,6513b145-8a4a-556a-a04f-981d95db2d70,Arkadiusz Dudzinski,exact,240,240.0,raw_integer,placement_line_tail_score,
1255957016,2009,Zocha Jam 2009,38,1. Arkadiusz Dudziñski - 240 pkt,result_score,Arkadiusz Dudziñski,6513b145-8a4a-556a-a04f-981d95db2d70,Arkadiusz Dudzinski,exact,240,240.0,raw_integer,name_score_inline,
1255957016,2009,Zocha Jam 2009,39,2. Jakub Grabarczyk - 195 pkt,result_score,Jakub Grabarczyk,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,exact,195,195.0,raw_integer,placement_line_tail_score,
1255957016,2009,Zocha Jam 2009,39,2. Jakub Grabarczyk - 195 pkt,result_score,Jakub Grabarczyk,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,exact,195,195.0,raw_integer,name_score_inline,
1255957016,2009,Zocha Jam 2009,40,3. Marcin Bujko - 183 pkt,result_score,Marcin Bujko,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,exact,183,183.0,raw_integer,placement_line_tail_score,
1255957016,2009,Zocha Jam 2009,40,3. Marcin Bujko - 183 pkt,result_score,Marcin Bujko,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,exact,183,183.0,raw_integer,name_score_inline,
1255957016,2009,Zocha Jam 2009,41,4. Damian Gielnicki - 180 pkt,result_score,Damian Gielnicki,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,exact,180,180.0,raw_integer,placement_line_tail_score,
1255957016,2009,Zocha Jam 2009,41,4. Damian Gielnicki - 180 pkt,result_score,Damian Gielnicki,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,exact,180,180.0,raw_integer,name_score_inline,
1255957016,2009,Zocha Jam 2009,42,5. Mariusz Wilk - 160 pkt,result_score,Mariusz Wilk,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,exact,160,160.0,raw_integer,placement_line_tail_score,
1255957016,2009,Zocha Jam 2009,42,5. Mariusz Wilk - 160 pkt,result_score,Mariusz Wilk,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,exact,160,160.0,raw_integer,name_score_inline,
1255957016,2009,Zocha Jam 2009,43,6. Mateusz Janicki - 158 pkt,result_score,Mateusz Janicki,db71b1dc-51bc-54e5-9360-1d186c8f1cad,Mateusz Janicki,exact,158,158.0,raw_integer,placement_line_tail_score,
1255957016,2009,Zocha Jam 2009,43,6. Mateusz Janicki - 158 pkt,result_score,Mateusz Janicki,db71b1dc-51bc-54e5-9360-1d186c8f1cad,Mateusz Janicki,exact,158,158.0,raw_integer,name_score_inline,
1255957016,2009,Zocha Jam 2009,45,8. Maciej Niczyporuk - 113 pkt,result_score,Maciej Niczyporuk,401af1f3-a976-5403-9740-210e2849f159,Maciej Niczyporuk,exact,113,113.0,raw_integer,placement_line_tail_score,
1255957016,2009,Zocha Jam 2009,45,8. Maciej Niczyporuk - 113 pkt,result_score,Maciej Niczyporuk,401af1f3-a976-5403-9740-210e2849f159,Maciej Niczyporuk,exact,113,113.0,raw_integer,name_score_inline,
1331667371,2012,Paris Net Battle 2,86,"16-14, 15-10). This was Karim?s 4?s finals in row in Paris since June",result_score,14,,,unresolved,10,10.0,reject,placement_line_tail_score,score_classifier_reject
1473853257,2016,Malopolska Footbag Championships 2016 // Mistrzostwa Ma³opolski w Zo¶kê 2016,43,3. Maciej Pietrzycki (Request: 2 Sick3: 4 Big1: 4),result_score,Maciej Pietrzycki,94fa84c1-d2d6-52df-a224-c318a0e3771c,Maciej Pietrzycki,exact,2,2.0,golf_score,placement_line_tail_score,
1473853257,2016,Malopolska Footbag Championships 2016 // Mistrzostwa Ma³opolski w Zo¶kê 2016,43,3. Maciej Pietrzycki (Request: 2 Sick3: 4 Big1: 4),result_score,Request,,,unresolved,2,2.0,golf_score,name_score_inline,
1487797845,2017,19th Annual IFPA European Footbag Championships,24,1. Juho Marjo - 21.1,result_score,Juho Marjo,97d088ee-48f7-5920-b973-94cc1deb0b66,Juho Marjo,exact,21.1,21.1,freestyle_judging,placement_line_tail_score,
1487797845,2017,19th Annual IFPA European Footbag Championships,24,1. Juho Marjo - 21.1,result_score,Juho Marjo,97d088ee-48f7-5920-b973-94cc1deb0b66,Juho Marjo,exact,21.1,21.1,freestyle_judging,name_score_inline,
1487797845,2017,19th Annual IFPA European Footbag Championships,25,2. Alexander Trenner - 19.8,result_score,Alexander Trenner,24ffb4bb-a58e-54d8-b0d9-06b989c794cd,Alexander Trenner,exact,19.8,19.8,freestyle_judging,placement_line_tail_score,
1487797845,2017,19th Annual IFPA European Footbag Championships,25,2. Alexander Trenner - 19.8,result_score,Alexander Trenner,24ffb4bb-a58e-54d8-b0d9-06b989c794cd,Alexander Trenner,exact,19.8,19.8,freestyle_judging,name_score_inline,
1487797845,2017,19th Annual IFPA European Footbag Championships,26,3. Wiktor Debski - 19.4,result_score,Wiktor Debski,,,unresolved,19.4,19.4,freestyle_judging,placement_line_tail_score,
1487797845,2017,19th Annual IFPA European Footbag Championships,26,3. Wiktor Debski - 19.4,result_score,Wiktor Debski,,,unresolved,19.4,19.4,freestyle_judging,name_score_inline,
1487797845,2017,19th Annual IFPA European Footbag Championships,27,4. Nico Gasser - 9.4,result_score,Nico Gasser,08bad299-35e4-5311-a847-3f7d78cbeef6,Nico Gasser,exact,9.4,9.4,freestyle_judging,placement_line_tail_score,
1487797845,2017,19th Annual IFPA European Footbag Championships,27,4. Nico Gasser - 9.4,result_score,Nico Gasser,08bad299-35e4-5311-a847-3f7d78cbeef6,Nico Gasser,exact,9.4,9.4,freestyle_judging,name_score_inline,
1487797845,2017,19th Annual IFPA European Footbag Championships,28,5. Flurin Bischoff - 8.5,result_score,Flurin Bischoff,d25f994e-0337-5fc5-923d-8f1c88d4a44d,Flurin Bischoff,exact,8.5,8.5,freestyle_judging,placement_line_tail_score,
1487797845,2017,19th Annual IFPA European Footbag Championships,28,5. Flurin Bischoff - 8.5,result_score,Flurin Bischoff,d25f994e-0337-5fc5-923d-8f1c88d4a44d,Flurin Bischoff,exact,8.5,8.5,freestyle_judging,name_score_inline,
