event_id,year,person_id,person_canon,attribution_confidence,chain_id,sequence_index,trick_canon
1143172220,2006,10573dc4-31ee-5440-9df4-a68d11bd4801,Gordon Bevier,context_window,1143172220_44,1,superfly
1143172220,2006,43ddd1ca-e004-5d37-b4b5-38cd81bde3c2,Chris Dean,context_window,1143172220_47,0,blurry whirl
1143172220,2006,43ddd1ca-e004-5d37-b4b5-38cd81bde3c2,Chris Dean,context_window,1143172220_47,1,paradox torque
1148241486,2006,ac5e2112-c6cb-58f1-869d-6f6f8a63d13b,John Mahood,direct,1148241486_13,0,clipper
1148241486,2006,ac5e2112-c6cb-58f1-869d-6f6f8a63d13b,John Mahood,direct,1148241486_13,1,whirl
1148241486,2006,bd9a2c9a-1554-5238-929d-c876342007a3,Danny Petrick,direct,1148241486_27,0,legover
1148241486,2006,bd9a2c9a-1554-5238-929d-c876342007a3,Danny Petrick,direct,1148241486_27,1,butterfly
1148241486,2006,bd9a2c9a-1554-5238-929d-c876342007a3,Danny Petrick,direct,1148241486_27,2,whirl
1148241486,2006,d53d0dae-9c1e-5773-a133-e42829b7a2ae,Chris Miller,direct,1148241486_28,0,ducking clipper
1148241486,2006,d53d0dae-9c1e-5773-a133-e42829b7a2ae,Chris Miller,direct,1148241486_28,1,mirage
1148241486,2006,d53d0dae-9c1e-5773-a133-e42829b7a2ae,Chris Miller,direct,1148241486_28,2,butterfly
1148241486,2006,448d4c37-75f4-5396-bd2f-544dd0ab967c,Alex Verget,direct,1148241486_29,0,stepping
1148241486,2006,448d4c37-75f4-5396-bd2f-544dd0ab967c,Alex Verget,direct,1148241486_29,1,drifter
1149763452,2006,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,context_window,1149763452_187,0,pixie
1149763452,2006,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,context_window,1149763452_187,1,pixie
1149763452,2006,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,context_window,1149763452_187,2,blurriest
1149763452,2006,eb025239-b9ab-5cef-9307-7639f88a225a,Karim Daouk,context_window,1149763452_189,0,paradox drifter
1149763452,2006,eb025239-b9ab-5cef-9307-7639f88a225a,Karim Daouk,context_window,1149763452_189,1,tomahawk
1149763452,2006,8983b558-9cb9-5a25-bb28-589435a8f34e,Serge Kaldany,context_window,1149763452_191,0,pixie
1149763452,2006,8983b558-9cb9-5a25-bb28-589435a8f34e,Serge Kaldany,context_window,1149763452_191,1,blurriest
1149763452,2006,a16f307e-68d5-5ad4-be8f-234aeefc45fc,Joel Roset,context_window,1149763452_193,0,legover
1149763452,2006,a16f307e-68d5-5ad4-be8f-234aeefc45fc,Joel Roset,context_window,1149763452_193,1,legover
1149763452,2006,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1149763452_195,0,blur
1149763452,2006,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1149763452_195,1,blurriest
1149763452,2006,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1149763452_197,0,pixie
1149763452,2006,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1149763452_197,1,blurry whirl
1149763452,2006,d31e8ab0-0924-5e2c-b3f8-560279e37c9a,Franck Rémy,context_window,1149763452_197,2,whirl
1149763452,2006,6afe2e47-df47-5055-bba0-0aa2341d43e0,Max Boucoiran,context_window,1149763452_199,0,whirl
1149763452,2006,6afe2e47-df47-5055-bba0-0aa2341d43e0,Max Boucoiran,context_window,1149763452_199,1,symposium
1149763452,2006,cef01455-9290-53a6-9fab-a9c9dad8fc34,Daryl Canady,context_window,1149763452_201,0,atom smasher
1149763452,2006,cef01455-9290-53a6-9fab-a9c9dad8fc34,Daryl Canady,context_window,1149763452_201,1,smear
1149763452,2006,cef01455-9290-53a6-9fab-a9c9dad8fc34,Daryl Canady,context_window,1149763452_201,2,ducking mirage
1149763452,2006,60c41b2e-1175-5698-99b7-6e5ee25bec58,Daniel Meyer,context_window,1149763452_203,0,legover
1149763452,2006,60c41b2e-1175-5698-99b7-6e5ee25bec58,Daniel Meyer,context_window,1149763452_203,1,smear
1149763452,2006,60c41b2e-1175-5698-99b7-6e5ee25bec58,Daniel Meyer,context_window,1149763452_203,2,dimwalk
1149763452,2006,4ea3ca6a-daf2-5ea6-aa76-f521e7cac688,Augustin Tiffou,context_window,1149763452_207,0,dimwalk
1149763452,2006,4ea3ca6a-daf2-5ea6-aa76-f521e7cac688,Augustin Tiffou,context_window,1149763452_207,1,ripwalk
1149763452,2006,ad56005f-3da3-5f45-99c3-a691e7e6773c,Julien Romiti,context_window,1149763452_209,0,parkwalk
1149763452,2006,ad56005f-3da3-5f45-99c3-a691e7e6773c,Julien Romiti,context_window,1149763452_209,1,osis
1157398732,2006,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,direct,1157398732_29,0,dimwalk
1157398732,2006,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,direct,1157398732_29,1,whirl
1157398732,2006,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,direct,1157398732_29,2,blender
1157398732,2006,7c17dac5-be0b-5fc2-a537-2c8d02be9019,Tobias Larsen,direct,1157398732_30,0,blur
1157398732,2006,7c17dac5-be0b-5fc2-a537-2c8d02be9019,Tobias Larsen,direct,1157398732_30,1,dimwalk
1157398732,2006,5c162da2-c670-5845-a3d6-a2ed097eb59b,Søren Nøhr Thomsen,direct,1157398732_31,0,dimwalk
1157398732,2006,5c162da2-c670-5845-a3d6-a2ed097eb59b,Søren Nøhr Thomsen,direct,1157398732_31,1,ripwalk
1157398732,2006,fee1cb85-f33e-525c-a1f1-7d7cf652d6d3,Michael Nielson,direct,1157398732_32,0,smear
1157398732,2006,fee1cb85-f33e-525c-a1f1-7d7cf652d6d3,Michael Nielson,direct,1157398732_32,1,dimwalk
1157398732,2006,fee1cb85-f33e-525c-a1f1-7d7cf652d6d3,Michael Nielson,direct,1157398732_32,2,spinning clipper
1157398732,2006,,,direct,1157398732_33,0,ripwalk
1157398732,2006,,,direct,1157398732_33,1,mirage
1157942368,2006,,,direct,1157942368_22,0,tomahawk
1157942368,2006,,,direct,1157942368_22,1,whirl
1157942368,2006,91dbdc03-080b-5170-a2b4-6fcbc7b4f053,Justin Dale,direct,1157942368_23,0,blurry whirl
1157942368,2006,91dbdc03-080b-5170-a2b4-6fcbc7b4f053,Justin Dale,direct,1157942368_23,1,whirl
1158263300,2006,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,direct,1158263300_42,0,drifter
1158263300,2006,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,direct,1158263300_42,1,spinning
1158263300,2006,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,direct,1158263300_42,2,food processor
1163784775,2007,457cdaa2-3ec3-5aed-b340-708420125d7c,Will Digges,context_window,1163784775_284,0,blurry whirl
1163784775,2007,457cdaa2-3ec3-5aed-b340-708420125d7c,Will Digges,context_window,1163784775_284,1,barraging
1163784775,2007,457cdaa2-3ec3-5aed-b340-708420125d7c,Will Digges,context_window,1163784775_284,2,fog
1163784775,2007,e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,context_window,1163784775_287,0,fog
1163784775,2007,e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,context_window,1163784775_287,1,paradox torque
1163784775,2007,e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,context_window,1163784775_288,0,butterfly
1163784775,2007,e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,context_window,1163784775_288,1,fog
1163784775,2007,e5ae5d7c-8286-5afd-9fc9-1fd50a059ff2,Sam Potter,context_window,1163784775_288,2,blender
1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1163784775_292,0,spinning whirl
1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1163784775_292,1,mobius
1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1163784775_292,2,swirl
1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1163784775_295,0,paradox
1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1163784775_295,1,torque
1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1163784775_296,0,whirl
1163784775,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,context_window,1163784775_296,1,whirl
1163784775,2007,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,context_window,1163784775_299,0,blurriest
1163784775,2007,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,context_window,1163784775_299,1,whirl
1163784775,2007,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,context_window,1163784775_300,0,fusion
1163784775,2007,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,context_window,1163784775_300,1,blurry whirl
1163784775,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1163784775_309,0,spinning
1163784775,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1163784775_309,1,barfly
1163784775,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1163784775_309,2,spinning
1163784775,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1163784775_320,0,spinning clipper
1163784775,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1163784775_320,1,swirl
1172931308,2007,16aae952-d265-5e4d-81b8-5474f6c43802,Jorden Moir,context_window,1172931308_24,0,atomic butterfly
1172931308,2007,16aae952-d265-5e4d-81b8-5474f6c43802,Jorden Moir,context_window,1172931308_24,1,swirl
1173467292,2007,4e7d48ab-1639-5784-bf98-d936a3935489,Gray Chadwick,direct,1173467292_26,0,eggbeater
1173467292,2007,4e7d48ab-1639-5784-bf98-d936a3935489,Gray Chadwick,direct,1173467292_26,1,eggbeater
1173467292,2007,67f14498-b4d7-54f4-ad8a-3a4d95ccbd24,Jake Wren,direct,1173467292_27,0,blurriest
1173467292,2007,67f14498-b4d7-54f4-ad8a-3a4d95ccbd24,Jake Wren,direct,1173467292_27,1,spinning whirl
1173467292,2007,67f14498-b4d7-54f4-ad8a-3a4d95ccbd24,Jake Wren,direct,1173467292_27,2,blurry whirl
1173467292,2007,348ea683-38f2-54ab-ad04-db29a37bb687,Zeb Jackson,direct,1173467292_29,0,spinning
1173467292,2007,348ea683-38f2-54ab-ad04-db29a37bb687,Zeb Jackson,direct,1173467292_29,1,blurry whirl
1173467292,2007,348ea683-38f2-54ab-ad04-db29a37bb687,Zeb Jackson,direct,1173467292_29,2,osis
1173467292,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,direct,1173467292_32,0,paradox whirl
1173467292,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,direct,1173467292_32,1,paradox blender
1173467292,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,direct,1173467292_32,2,gyro
1173467292,2007,6c912402-7d0e-580d-938c-7c6542c48bb1,Kevin Regamey,direct,1173467292_37,0,eggbeater
1173467292,2007,6c912402-7d0e-580d-938c-7c6542c48bb1,Kevin Regamey,direct,1173467292_37,1,symposium
1173467292,2007,9f9142e1-95ac-511a-b996-7873698c7818,Kyle Hewitt,direct,1173467292_42,0,ripwalk
1173467292,2007,9f9142e1-95ac-511a-b996-7873698c7818,Kyle Hewitt,direct,1173467292_42,1,blurry whirl
1173467292,2007,9f9142e1-95ac-511a-b996-7873698c7818,Kyle Hewitt,direct,1173467292_42,2,smear
1173467292,2007,9f9142e1-95ac-511a-b996-7873698c7818,Kyle Hewitt,direct,1173467292_42,3,dimwalk
1173467292,2007,4e7d48ab-1639-5784-bf98-d936a3935489,Gray Chadwick,direct,1173467292_43,0,ripwalk
1173467292,2007,4e7d48ab-1639-5784-bf98-d936a3935489,Gray Chadwick,direct,1173467292_43,1,eggbeater
1173467292,2007,4e7d48ab-1639-5784-bf98-d936a3935489,Gray Chadwick,direct,1173467292_43,2,blur
1173467292,2007,1bfb569c-6400-5fbb-aca1-66b0cfb3abc3,Jacob Wren,direct,1173467292_44,0,ripwalk
1173467292,2007,1bfb569c-6400-5fbb-aca1-66b0cfb3abc3,Jacob Wren,direct,1173467292_44,1,whirl
1173467292,2007,1bfb569c-6400-5fbb-aca1-66b0cfb3abc3,Jacob Wren,direct,1173467292_44,2,spinning
1173467292,2007,8fc44a4b-aa33-5106-8cc6-8f2303bf1b0e,Zac Jackson,direct,1173467292_45,0,ripwalk
1173467292,2007,8fc44a4b-aa33-5106-8cc6-8f2303bf1b0e,Zac Jackson,direct,1173467292_45,1,mirage
1173467292,2007,8fc44a4b-aa33-5106-8cc6-8f2303bf1b0e,Zac Jackson,direct,1173467292_45,2,ripwalk
1173467292,2007,8fc44a4b-aa33-5106-8cc6-8f2303bf1b0e,Zac Jackson,direct,1173467292_45,3,mirage
1173467292,2007,348ea683-38f2-54ab-ad04-db29a37bb687,Zeb Jackson,direct,1173467292_46,0,smear
1173467292,2007,348ea683-38f2-54ab-ad04-db29a37bb687,Zeb Jackson,direct,1173467292_46,1,dimwalk
1173467292,2007,348ea683-38f2-54ab-ad04-db29a37bb687,Zeb Jackson,direct,1173467292_46,2,whirl
1173467292,2007,7afe03a1-08a3-5ea2-a884-f56589aeea38,Benjamin Benulis,direct,1173467292_47,0,mirage
1173467292,2007,7afe03a1-08a3-5ea2-a884-f56589aeea38,Benjamin Benulis,direct,1173467292_47,1,mirage
1173467292,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,direct,1173467292_49,0,spinning
1173467292,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,direct,1173467292_49,1,spinning
1173467292,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1173467292_50,0,blender
1173467292,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1173467292_50,1,food processor
1173467292,2007,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,context_window,1173467292_50,2,whirl
1173467292,2007,48268322-19d9-5180-aac2-241293167d21,Nick Landes,direct,1173467292_51,0,gyro
1173467292,2007,48268322-19d9-5180-aac2-241293167d21,Nick Landes,direct,1173467292_51,1,whirl
1173467292,2007,bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,direct,1173467292_52,0,blurry whirl
1173467292,2007,bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,direct,1173467292_52,1,torque
1173467292,2007,bd97ebe2-5ecd-5854-9d2e-b877a27ac527,Daryl Genz,direct,1173467292_52,2,mirage
1173467292,2007,6c912402-7d0e-580d-938c-7c6542c48bb1,Kevin Regamey,direct,1173467292_53,0,mirage
1173467292,2007,6c912402-7d0e-580d-938c-7c6542c48bb1,Kevin Regamey,direct,1173467292_53,1,dimwalk
1173467292,2007,e53e759e-e2e1-589b-a5b2-4c95e89b8e8c,Rory Dawson,direct,1173467292_54,0,stepping
1173467292,2007,e53e759e-e2e1-589b-a5b2-4c95e89b8e8c,Rory Dawson,direct,1173467292_54,1,pixie
1173467292,2007,23c6748c-39f8-5ecd-ae9c-c3d83c0bfec6,Luis Monhollon,direct,1173467292_55,0,ducking
1173467292,2007,23c6748c-39f8-5ecd-ae9c-c3d83c0bfec6,Luis Monhollon,direct,1173467292_55,1,gyro
1173467292,2007,23c6748c-39f8-5ecd-ae9c-c3d83c0bfec6,Luis Monhollon,direct,1173467292_55,2,spinning
1176650845,2007,e8aa88b0-f630-555a-ac0c-60d033607464,Chris Balch,direct,1176650845_10,0,ducking clipper
1176650845,2007,e8aa88b0-f630-555a-ac0c-60d033607464,Chris Balch,direct,1176650845_10,1,mirage
1176650845,2007,e8aa88b0-f630-555a-ac0c-60d033607464,Chris Balch,direct,1176650845_10,2,dimwalk
1176650845,2007,e8aa88b0-f630-555a-ac0c-60d033607464,Chris Balch,context_window,1176650845_11,0,double around the world
1176650845,2007,e8aa88b0-f630-555a-ac0c-60d033607464,Chris Balch,context_window,1176650845_11,1,butterfly
1176650845,2007,77de2a9d-0785-5fea-bc31-e614ae622492,Benny Kellman,direct,1176650845_12,0,clipper
1176650845,2007,77de2a9d-0785-5fea-bc31-e614ae622492,Benny Kellman,direct,1176650845_12,1,spinning clipper
1176650845,2007,77de2a9d-0785-5fea-bc31-e614ae622492,Benny Kellman,direct,1176650845_12,2,spinning
1176650845,2007,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,direct,1176650845_13,0,torque
1176650845,2007,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,direct,1176650845_13,1,swirl
1176650845,2007,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,direct,1176650845_13,2,spinning osis
1177512537,2007,1f864e5e-28bc-5370-8f30-49bc3c65c64c,Jeremy Masselis,direct,1177512537_22,0,torque
1177512537,2007,1f864e5e-28bc-5370-8f30-49bc3c65c64c,Jeremy Masselis,direct,1177512537_22,1,drifter
1177512537,2007,1f864e5e-28bc-5370-8f30-49bc3c65c64c,Jeremy Masselis,direct,1177512537_22,2,swirl
1181021804,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,direct,1181021804_18,0,whirl
1181021804,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,direct,1181021804_18,1,whirl
1181021804,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,direct,1181021804_18,2,spinning
1181021804,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,direct,1181021804_19,0,blurry whirl
1181021804,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,direct,1181021804_19,1,blurry whirl
1181021804,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,direct,1181021804_19,2,whirl
1181021804,2007,de72051a-f92e-5e3c-b161-af9028b11492,Adam Greenwood,direct,1181021804_20,0,atomic
1181021804,2007,de72051a-f92e-5e3c-b161-af9028b11492,Adam Greenwood,direct,1181021804_20,1,blur
1181021804,2007,10f0e26c-4ec9-5916-bc9b-ff587c0681d4,Eric Chan,direct,1181021804_21,0,rev whirl
1181021804,2007,10f0e26c-4ec9-5916-bc9b-ff587c0681d4,Eric Chan,direct,1181021804_21,1,rev whirl
1181021804,2007,6c5ddac5-178d-56b9-a514-ee66d1b24a16,Tony Whitney,direct,1181021804_27,0,smear
1181021804,2007,6c5ddac5-178d-56b9-a514-ee66d1b24a16,Tony Whitney,direct,1181021804_27,1,dimwalk
1181021804,2007,6c5ddac5-178d-56b9-a514-ee66d1b24a16,Tony Whitney,direct,1181021804_27,2,whirl
1181021804,2007,17fc25c9-e348-5e57-8e6a-e3e974cc28e9,Denton Louis,direct,1181021804_28,0,legover
1181021804,2007,17fc25c9-e348-5e57-8e6a-e3e974cc28e9,Denton Louis,direct,1181021804_28,1,mirage
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_169,0,ducking mirage
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_169,1,ducking
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_169,2,paradox
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_171,0,food processor
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_171,1,ducking
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_172,0,food processor
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_172,1,superfly
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_173,0,legover
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_173,1,legover
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_175,0,drifter
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_175,1,blurry whirl
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_175,2,paradox
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_176,0,symposium
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_176,1,symposium whirl
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_176,2,whirl
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_178,0,blurry whirl
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_178,1,whirl
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_178,2,swirl
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_179,0,legover
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_179,1,symposium
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_181,0,paradox whirl
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_181,1,spinning osis
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_182,0,paradox whirl
1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,context_window,1183729267_182,1,paradox mirage
1185458086,2007,2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,direct,1185458086_28,0,spinning
1185458086,2007,2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,direct,1185458086_28,1,dimwalk
1185458086,2007,2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,context_window,1185458086_30,0,drifter
1185458086,2007,2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,context_window,1185458086_30,1,blurriest
1185458086,2007,2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,context_window,1185458086_30,2,eggbeater
1188233129,2007,e53e759e-e2e1-589b-a5b2-4c95e89b8e8c,Rory Dawson,direct,1188233129_12,0,blur
1188233129,2007,e53e759e-e2e1-589b-a5b2-4c95e89b8e8c,Rory Dawson,direct,1188233129_12,1,butterfly
1188233129,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,direct,1188233129_13,0,blurry whirl
1188233129,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,direct,1188233129_13,1,blurry whirl
1188233129,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,direct,1188233129_13,2,blurriest
1188233129,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,direct,1188233129_14,0,blurry whirl
1188233129,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,direct,1188233129_14,1,ripwalk
1188233129,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,direct,1188233129_14,2,whirl
1188233129,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,context_window,1188233129_16,0,dimwalk
1188233129,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,context_window,1188233129_16,1,ripwalk
1188233129,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,context_window,1188233129_16,2,butterfly
1193783964,2008,743b3110-af5d-5b1d-a489-5f0ebece2abd,Alex Bernstein,direct,1193783964_6,0,whirl
1193783964,2008,743b3110-af5d-5b1d-a489-5f0ebece2abd,Alex Bernstein,direct,1193783964_6,1,whirl
1193783964,2008,c8aa0d72-fc62-5da2-94ab-b7eabd58ae19,Eric Chang,direct,1193783964_10,0,stepping
1193783964,2008,c8aa0d72-fc62-5da2-94ab-b7eabd58ae19,Eric Chang,direct,1193783964_10,1,ducking
1195773772,2007,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,direct,1195773772_26,0,drifter
1195773772,2007,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,direct,1195773772_26,1,spinning
1195773772,2007,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,direct,1195773772_26,2,tapping
1195773772,2007,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,direct,1195773772_28,0,food processor
1195773772,2007,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,direct,1195773772_28,1,mobius
1200325415,2008,3e78df68-5425-5d48-a88a-3bf59fe2934f,Matt Kemmer,direct,1200325415_98,0,paradox mirage
1200325415,2008,3e78df68-5425-5d48-a88a-3bf59fe2934f,Matt Kemmer,direct,1200325415_98,1,blur
1200325415,2008,3e78df68-5425-5d48-a88a-3bf59fe2934f,Matt Kemmer,direct,1200325415_98,2,symposium whirl
1200725314,2008,f825bd42-5056-55c5-8a4c-ba0788615e01,Ben Skaggs,direct,1200725314_3,0,whirl
1200725314,2008,f825bd42-5056-55c5-8a4c-ba0788615e01,Ben Skaggs,direct,1200725314_3,1,whirl
1200725314,2008,f825bd42-5056-55c5-8a4c-ba0788615e01,Ben Skaggs,direct,1200725314_3,2,paradox torque
1200725314,2008,58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,direct,1200725314_4,0,ripwalk
1200725314,2008,58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,direct,1200725314_4,1,whirl
1200725314,2008,58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,direct,1200725314_4,2,whirl
1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,context_window,1204904987_42,0,pixie
1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,context_window,1204904987_42,1,blurry whirl
1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,context_window,1204904987_42,2,whirl
1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,context_window,1204904987_43,0,ripwalk
1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,context_window,1204904987_43,1,whirl
1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,context_window,1204904987_44,0,dimwalk
1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,context_window,1204904987_44,1,drifter
1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,context_window,1204904987_44,2,legover
1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,context_window,1204904987_45,0,ducking clipper
1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,context_window,1204904987_45,1,drifter
