year,division_category,division_canon,place,competitor_type,person_canon,team_display_name,coverage_flag
2013,net,Open Singles Net,3,player,Carlos Marquez,,complete
2013,net,Open Singles Net,4,player,Sébastien Maillet,,complete
2013,net,Open Singles Net,4,player,Darwins Mora,,mostly_complete
2013,net,Open Singles Net,4,player,Greg Lima,,complete
2013,net,Open Singles Net,4,player,Edwin Veltman,,complete
2013,net,Open Singles Net,4,player,Dominic O'Brien,,complete
2013,net,Open Singles Net,4,player,Benjamin Alston,,complete
2013,net,Open Singles Net,4,player,Chris Seibert,,complete
2013,net,Open Singles Net,4,player,Florian Goetze,,complete
2013,net,Open Singles Net,4,player,Anthony Vivas Barrera,,complete
2013,net,Open Singles Net,4,player,Anthony Vivas Barrera,,complete
2013,net,Open Singles Net,4,player,Yves Archambault,,complete
2013,net,Open Singles Net,4,player,Antonio Fritsch,,mostly_complete
2013,net,Open Singles Net,4,player,Jyri Ilama,,complete
2013,net,Open Singles Net,4,player,Aleksi Öhman,,complete
2013,net,Open Singles Net,4,player,Christian Bock,,complete
2013,net,Open Singles Net,4,player,Oscar Loretto,,complete
2013,net,Open Singles Net,4,player,Robin Puchel,,complete
2013,net,Open Singles Net,4,player,Janne Uusitalo,,complete
2013,net,Open Singles Net,4,player,Micha Klimczak,,complete
2013,net,Open Singles Net,4,player,Lino Landau,,complete
2013,net,Open Singles Net,4,player,Eduardo Frenzel Martinez,,complete
2013,net,Open Singles Net,4,player,Oscar Loretto,,complete
2013,net,Open Singles Net,5,player,Tammo Rockel,,complete
2013,net,Open Singles Net,5,player,Eduardo Frenzel Martinez,,mostly_complete
2013,net,Open Singles Net,5,player,Sébastien Maillet,,complete
2013,net,Open Singles Net,5,player,Brett Milliken,,complete
2013,net,Open Singles Net,5,player,Jack Harris,,complete
2013,net,Open Singles Net,5,player,Dan Greer,,complete
2013,net,Open Singles Net,5,player,Tuan Vu,,complete
2013,net,Open Singles Net,5,player,Walt Houston,,complete
2013,net,Open Singles Net,5,player,Antonio Linero Castro,,complete
2013,net,Open Singles Net,5,player,Julio Garcia,,complete
2013,net,Open Singles Net,5,player,Christian Bock,,complete
2013,net,Open Singles Net,5,player,Yves Kreil,,mostly_complete
2013,net,Open Singles Net,5,player,Piia Tantarimäki,,complete
2013,net,Open Singles Net,5,player,Carlos Marquez,,complete
2013,net,Open Singles Net,5,player,Jim Hankins,,complete
2013,net,Open Singles Net,5,player,Alvaro Manzanero Alfinger,,complete
2013,net,Open Singles Net,5,player,Ivan Stanev,,complete
2013,net,Open Singles Net,5,player,Yves Mingard,,complete
2013,net,Open Singles Net,5,player,Jakub Grabarczyk,,complete
2013,net,Open Singles Net,5,player,Quentin Isackson,,complete
2013,net,Open Singles Net,5,player,Lino Landau,,complete
2013,net,Open Singles Net,5,player,Andres Vivas,,complete
2013,net,Open Singles Net,6,player,Chris Löw,,complete
2013,net,Open Singles Net,6,player,Diego Chávez,,mostly_complete
2013,net,Open Singles Net,6,player,Tammo Rockel,,complete
2013,net,Open Singles Net,6,player,Marilyn Demuy,,complete
2013,net,Open Singles Net,6,player,Jack Harris,,complete
2013,net,Open Singles Net,6,player,Chris Cleaver,,complete
2013,net,Open Singles Net,6,player,Andreas Wolff,,complete
2013,net,Open Singles Net,6,player,Cristian García,,complete
2013,net,Open Singles Net,6,player,Eduardo Frenzel Martinez,,complete
2013,net,Open Singles Net,6,player,Dominic O'Brien,,complete
2013,net,Open Singles Net,6,player,Yassin Khateeb,,mostly_complete
2013,net,Open Singles Net,6,player,Tuan Vu,,complete
2013,net,Open Singles Net,6,player,Amaya Straeten,,complete
2013,net,Open Singles Net,6,player,Jack Lentz,,complete
2013,net,Open Singles Net,6,player,Diego Chávez,,complete
2013,net,Open Singles Net,6,player,Julia Klouda,,complete
2013,net,Open Singles Net,6,player,Quentin Isackson,,complete
2013,net,Open Singles Net,6,player,Evgeni Shiryaev,,complete
2013,net,Open Singles Net,6,player,Mouss Kabbal,,complete
2013,net,Open Singles Net,6,player,Anthony Vivas Barrera,,complete
2013,net,Open Singles Net,7,player,Markus Portenkirchner,,complete
2013,net,Open Singles Net,7,player,Alan Gonzalez,,mostly_complete
2013,net,Open Singles Net,7,player,Simon Voss,,complete
2013,net,Open Singles Net,7,player,Cory Current,,complete
2013,net,Open Singles Net,7,player,Anthony Tony Ritz,,complete
2013,net,Open Singles Net,7,player,Dan Baron,,complete
2013,net,Open Singles Net,7,player,Benjamin Alston,,complete
2013,net,Open Singles Net,7,player,Juan Bernardo Palacios Lemos,,complete
2013,net,Open Singles Net,7,player,José Bolívar,,complete
2013,net,Open Singles Net,7,player,Luka Weyler,,complete
2013,net,Open Singles Net,7,player,Jyri Ilama,,mostly_complete
2013,net,Open Singles Net,7,player,Jaakko Inkinen,,complete
2013,net,Open Singles Net,7,player,Oscar Loretto,,complete
2013,net,Open Singles Net,7,player,Marilyn Demuy,,complete
2013,net,Open Singles Net,7,player,Jaíro Lagos,,complete
2013,net,Open Singles Net,7,player,Mouss Kabbal,,complete
2013,net,Open Singles Net,7,player,Wojciech Ignaczak,,complete
2013,net,Open Singles Net,7,player,Grischa Tellenbach,,complete
2013,net,Open Singles Net,7,player,Quentin Isackson,,complete
2013,net,Open Singles Net,7,player,Julio Garcia,,complete
2013,net,Open Singles Net,8,player,Wiktor Debski,,complete
2013,net,Open Singles Net,8,player,Eduardo Cantillo,,mostly_complete
2013,net,Open Singles Net,8,player,Grischa Tellenbach,,complete
2013,net,Open Singles Net,8,player,Tuan Vu,,complete
2013,net,Open Singles Net,8,player,Jasper Shults,,complete
2013,net,Open Singles Net,8,player,Jake DeClercq,,complete
2013,net,Open Singles Net,8,player,Francois Pelletier,,complete
2013,net,Open Singles Net,8,player,Fernando Moreno Garcia,,complete
2013,net,Open Singles Net,8,player,Oscar Loretto,,complete
2013,net,Open Singles Net,8,player,Phillip Schaefer,,complete
2013,net,Open Singles Net,8,player,Amaya Straeten,,mostly_complete
2013,net,Open Singles Net,8,player,Mikko Tapaninaho,,complete
2013,net,Open Singles Net,8,player,Jukka Peltola,,complete
2013,net,Open Singles Net,8,player,Theodore Fritsch,,complete
2013,net,Open Singles Net,8,player,Nelson Castro,,complete
2013,net,Open Singles Net,8,player,Benjamin De Bastos,,complete
2013,net,Open Singles Net,8,player,Wojciech Jamski,,complete
2013,net,Open Singles Net,8,player,Cristian García,,complete
2013,net,Open Singles Net,9,player,Jyri Ilama,,complete
2013,net,Open Singles Net,9,player,Anthony Vivas Barrera,,mostly_complete
2013,net,Open Singles Net,9,player,Jyri Ilama,,complete
2013,net,Open Singles Net,9,player,Edwin Veltman,,complete
2013,net,Open Singles Net,9,player,Angel Rodriguez,,complete
2013,net,Open Singles Net,9,player,Arthur Ledain,,complete
2013,net,Open Singles Net,9,player,Alberto Perez,,complete
2013,net,Open Singles Net,9,player,Cristian García,,complete
2013,net,Open Singles Net,9,player,Geneviève Bousquet,,complete
2013,net,Open Singles Net,9,player,Evgeni Shiryaev,,mostly_complete
2013,net,Open Singles Net,9,player,Ilkka Malin,,complete
2013,net,Open Singles Net,9,player,Hakan Hellberg,,complete
2013,net,Open Singles Net,9,player,Luis Lovera,,complete
2013,net,Open Singles Net,9,player,Alain Custovic,,complete
2013,net,Open Singles Net,9,player,Pawel Rozek,,complete
2013,net,Open Singles Net,9,player,Steve Kuntze,,complete
2013,net,Open Singles Net,9,player,Miquel Clemente,,complete
2013,net,Open Singles Net,9,player,Leiner Hevia,,complete
2013,net,Open Singles Net,10,player,Damian Budzik,,complete
2013,net,Open Singles Net,10,player,Iván Funes,,mostly_complete
2013,net,Open Singles Net,10,player,Hendrik Simon,,complete
2013,net,Open Singles Net,10,player,Jim Hankins,,complete
2013,net,Open Singles Net,10,player,Edwin Veltman,,complete
2013,net,Open Singles Net,10,player,Greg Lima,,complete
2013,net,Open Singles Net,10,player,Darwins Mora,,complete
2013,net,Open Singles Net,10,player,Olivier Berthiaume,,complete
2013,net,Open Singles Net,10,player,Hakan Hellberg,,mostly_complete
2013,net,Open Singles Net,10,player,Joona Koistinen,,complete
2013,net,Open Singles Net,10,player,Eduardo Frenzel Martinez,,complete
2013,net,Open Singles Net,10,player,Silwan Daouk,,complete
2013,net,Open Singles Net,10,player,Maciej Pietrzycki,,complete
2013,net,Open Singles Net,10,player,Benjamin Kanske,,complete
2013,net,Open Singles Net,10,player,David Rambaud,,complete
2013,net,Open Singles Net,10,player,José Bolívar,,complete
2013,net,Open Singles Net,11,player,Eurik Lindner,,complete
2013,net,Open Singles Net,11,player,Sergio Pinto,,mostly_complete
2013,net,Open Singles Net,11,player,Yves Mingard,,complete
2013,net,Open Singles Net,11,player,Christian Bock,,complete
2013,net,Open Singles Net,11,player,Fletcher Funk,,complete
2013,net,Open Singles Net,11,player,Manuel Kruse,,complete
2013,net,Open Singles Net,11,player,Leiner Hevia,,complete
2013,net,Open Singles Net,11,player,Miquel Clemente,,mostly_complete
2013,net,Open Singles Net,11,player,Mikko Tapaninaho,,complete
2013,net,Open Singles Net,11,player,Alan Gonzalez,,complete
2013,net,Open Singles Net,11,player,Radoslav Rusev,,complete
2013,net,Open Singles Net,11,player,Pawel Fraczek,,complete
2013,net,Open Singles Net,11,player,Jakub Grabarczyk,,complete
2013,net,Open Singles Net,11,player,Kerstin Adineh,,complete
2013,net,Open Singles Net,11,player,Fernando Moreno Garcia,,complete
2013,net,Open Singles Net,12,player,Marcin Staron,,complete
2013,net,Open Singles Net,12,player,Carlos Acosta,,mostly_complete
2013,net,Open Singles Net,12,player,Hakan Hellberg,,complete
2013,net,Open Singles Net,12,player,Fletcher Funk,,complete
2013,net,Open Singles Net,12,player,Nick Jaros,,complete
2013,net,Open Singles Net,12,player,Grischa Tellenbach,,complete
2013,net,Open Singles Net,12,player,Fernando Moreno Garcia,,complete
2013,net,Open Singles Net,12,player,Maude Laudreville,,complete
2013,net,Open Singles Net,12,player,Benjamin Kanske,,mostly_complete
2013,net,Open Singles Net,12,player,Jyri Ilama,,complete
2013,net,Open Singles Net,12,player,Julio Garcia,,complete
2013,net,Open Singles Net,12,player,Julien Appolonio,,complete
2013,net,Open Singles Net,12,player,Marcin Staron,,complete
2013,net,Open Singles Net,12,player,Radoslav Rusev,,complete
2013,net,Open Singles Net,12,player,Eduardo Dleon,,complete
2013,net,Open Singles Net,13,player,Joona Koistinen,,complete
2013,net,Open Singles Net,13,player,Leandro Ribeiro,,mostly_complete
2013,net,Open Singles Net,13,player,Mouss Kabbal,,complete
2013,net,Open Singles Net,13,player,Joey Monti,,complete
2013,net,Open Singles Net,13,player,Yassin Khateeb,,complete
2013,net,Open Singles Net,13,player,Leandro Ribeiro,,complete
2013,net,Open Singles Net,13,player,Kerstin Adineh,,complete
2013,net,Open Singles Net,13,player,Robin Puchel,,mostly_complete
2013,net,Open Singles Net,13,player,Ilkka Malin,,complete
2013,net,Open Singles Net,13,player,Angel Vivas,,complete
2013,net,Open Singles Net,13,player,Renatto Zülli,,complete
2013,net,Open Singles Net,13,player,Andreas Käfer,,complete
2013,net,Open Singles Net,13,player,Antony Arnaud,,complete
2013,net,Open Singles Net,13,player,Alvaro Manzanero Alfinger,,complete
2013,net,Open Singles Net,14,player,Robin Puchel,,complete
2013,net,Open Singles Net,14,player,Jhon Orace Valera,,mostly_complete
2013,net,Open Singles Net,14,player,Julien Appolonio,,complete
2013,net,Open Singles Net,14,player,Jasper Shults,,complete
2013,net,Open Singles Net,14,player,Yves Archambault,,complete
2013,net,Open Singles Net,14,player,Eduardo Dleon,,complete
2013,net,Open Singles Net,14,player,Christophe Spooner,,complete
2013,net,Open Singles Net,14,player,Arkady Kemp Lobankov,,mostly_complete
2013,net,Open Singles Net,14,player,Quimel Gonzales,,complete
2013,net,Open Singles Net,14,player,Julien Coblence,,complete
2013,net,Open Singles Net,14,player,Robin Puchel,,complete
2013,net,Open Singles Net,14,player,Emmanuelle Vincendeau,,complete
2013,net,Open Singles Net,15,player,Christian Bock,,complete
2013,net,Open Singles Net,15,player,Moises Curie,,mostly_complete
2013,net,Open Singles Net,15,player,Johannes Korff,,complete
2013,net,Open Singles Net,15,player,Tammo Rockel,,complete
2013,net,Open Singles Net,15,player,Renaud Fanoni,,complete
2013,net,Open Singles Net,15,player,Steve Kuntze,,mostly_complete
2013,net,Open Singles Net,15,player,José Bolívar,,complete
2013,net,Open Singles Net,15,player,Katharina Probst,,complete
2013,net,Open Singles Net,15,player,Felix Ostwaldt,,complete
2013,net,Open Singles Net,15,player,Benjamin De Bastos,,complete
2013,net,Open Singles Net,16,player,Joschka Sebrandtke,,complete
2013,net,Open Singles Net,16,player,Amaya Straeten,,complete
2013,net,Open Singles Net,16,player,Jeremy Mirken,,complete
2013,net,Open Singles Net,16,player,Roman Belozerovin,,mostly_complete
2013,net,Open Singles Net,16,player,Iván Funes,,complete
2013,net,Open Singles Net,16,player,David Kaufmann,,complete
2013,net,Open Singles Net,16,player,Boris Ollivier,,complete
2013,net,Open Singles Net,17,player,Julien Coblence,,complete
2013,net,Open Singles Net,17,player,Astrid Archila,,mostly_complete
2013,net,Open Singles Net,17,player,Nicolas De Zeeuw,,complete
2013,net,Open Singles Net,17,player,Jack Harris,,complete
2013,net,Open Singles Net,17,player,Alexey Antipov,,mostly_complete
2013,net,Open Singles Net,17,player,Leandro Ribeiro,,complete
2013,net,Open Singles Net,17,player,Mikhail Mukhortykh,,complete
2013,net,Open Singles Net,17,player,Hakan Hellberg,,complete
2013,net,Open Singles Net,18,player,Steve Kuntze,,complete
2013,net,Open Singles Net,18,player,Yalis Iasenzaniro,,mostly_complete
2013,net,Open Singles Net,18,player,Julien Coblence,,complete
2013,net,Open Singles Net,18,player,Dominic O'Brien,,complete
2013,net,Open Singles Net,18,player,Artur Korolev,,mostly_complete
2013,net,Open Singles Net,18,player,Leiner Hevia,,complete
2013,net,Open Singles Net,18,player,Alex Michelewski,,complete
2013,net,Open Singles Net,19,player,Hendrik Simon,,complete
2013,net,Open Singles Net,19,player,Marc Brunet,,complete
2013,net,Open Singles Net,19,player,Mouss Kabbal,,complete
2013,net,Open Singles Net,19,player,Juan Bernardo Palacios Lemos,,complete
2013,net,Open Singles Net,19,player,Filip Wojcik,,complete
2013,net,Open Singles Net,20,player,Tino Holzmann,,complete
2013,net,Open Singles Net,20,player,Olivier Baillon,,complete
2013,net,Open Singles Net,20,player,Martin Graton,,complete
2013,net,Open Singles Net,20,player,Carlos Medina,,complete
2013,net,Open Singles Net,21,player,Simon Rollmann,,complete
2013,net,Open Singles Net,21,player,Joschka Sebrandtke,,complete
2013,net,Open Singles Net,21,player,Luka Weyler,,complete
2013,net,Open Singles Net,21,player,Julia Klouda,,mostly_complete
2013,net,Open Singles Net,21,player,Gianni Santucci,,complete
2013,net,Open Singles Net,22,player,Benjamin Kanske,,complete
2013,net,Open Singles Net,22,player,Radoslav Rusev,,complete
2013,net,Open Singles Net,22,player,Dan Greer,,complete
2013,net,Open Singles Net,22,player,Andrey Laptev,,mostly_complete
2013,net,Open Singles Net,22,player,Johan Gonzalez,,complete
2013,net,Open Singles Net,23,player,Pawel Rozek,,complete
2013,net,Open Singles Net,23,player,Robin Puchel,,complete
2013,net,Open Singles Net,23,player,Jyri Ilama,,complete
2013,net,Open Singles Net,23,player,Misha Kayanov,,mostly_complete
2013,net,Open Singles Net,24,player,Jakub Grabarczyk,,complete
2013,net,Open Singles Net,24,player,Pawel Rozek,,complete
2013,net,Open Singles Net,24,player,Chris Seibert,,complete
2013,net,Open Singles Net,24,player,Aleksey Shloma,,mostly_complete
2013,net,Open Singles Net,25,player,Matthias Feulner,,complete
2013,net,Open Singles Net,25,player,Christian Bock,,complete
2013,net,Open Singles Net,25,player,Sebastien Duchesne,,complete
2013,net,Open Singles Net,25,player,Evgenia Tsybulskaya,,mostly_complete
2013,net,Open Singles Net,26,player,Alex Michelewski,,complete
2013,net,Open Singles Net,26,player,Benjamin De Bastos,,complete
2013,net,Open Singles Net,26,player,Simon Voss,,complete
2013,net,Open Singles Net,26,player,Mikhail Mukhortykh,,mostly_complete
2013,net,Open Singles Net,27,player,Russell Thomas,,complete
2013,net,Open Singles Net,27,player,Aleksi Airinen,,complete
2013,net,Open Singles Net,27,player,Yves Mingard,,complete
2013,net,Open Singles Net,27,player,Nikita Kobets,,mostly_complete
2013,net,Open Singles Net,28,player,Felix Ostwaldt,,complete
2013,net,Open Singles Net,28,player,Boris Ollivier,,complete
2013,net,Open Singles Net,28,player,Phillip Schaefer,,complete
2013,net,Open Singles Net,29,player,Pawel Nowak,,complete
2013,net,Open Singles Net,29,player,Andrey Chernyshev,,mostly_complete
2013,net,Open Singles Net,30,player,Rados Turek,,complete
2013,net,Open Singles Net,30,player,Steve Dusablon,,complete
2013,net,Open Singles Net,31,player,Samu Ahola,,complete
2013,net,Open Singles Net,31,player,Quentin Isackson,,complete
2013,net,Open Singles Net,32,player,Christian Bock,,complete
2013,net,Open Singles Net,33,player,Tuan Vu,,complete
2013,net,Open Singles Net,34,player,Jakub Grabarczyk,,complete
2013,net,Open Singles Net,35,player,Hakan Hellberg,,complete
2013,net,Open Singles Net,36,player,Eurik Lindner,,complete
2013,net,Open Singles Net,37,player,Olivier Berthiaume,,complete
2013,net,Open Singles Net,38,player,Russell Arseneault,,complete
2013,net,Open Singles Net,39,player,Stéphane Tailleur,,complete
2013,net,Open Singles Net,40,player,Nicolas De Zeeuw,,complete
2013,net,Open Singles Net,41,player,Anthony Tony Ritz,,complete
2013,net,Open Singles Net,42,player,Fletcher Funk,,complete
2013,net,Open Singles Net,43,player,Faris Barakat,,complete
2013,net,Open Singles Net,44,player,Dan Baron,,complete
2013,net,Open Singles Net,45,player,Cory Current,,complete
2013,net,Open Singles Net,46,player,Jaakko Inkinen,,complete
2013,net,Open Singles Net,47,player,Silwan Daouk,,complete
2013,net,Open Singles Net,48,player,Benjamin De Bastos,,complete
2013,net,Open Singles Net,49,player,Jim Hankins,,complete
2013,net,Open Singles Net,50,player,Anthony Intemann,,complete
2013,net,Singles Net,1,player,Wojciech Jamski,,complete
2013,net,Singles Net,2,player,Wiktor Debski,,complete
2013,net,Singles Net,3,player,Micha Klimczak,,complete
2013,net,Singles Net,4,player,Jakub Grabarczyk,,complete
2013,net,Singles Net,5,player,Damian Budzik,,complete
2013,net,Singles Net,6,player,Marcin Staron,,complete
2013,net,Singles Net,7,player,Micha Rog,,complete
2013,net,Singles Net,8,player,Pawel Rozek,,complete
2013,net,Singles Net,9,player,Tomasz Kociolkowski,,complete
2013,net,Singles Net,10,player,Pawel Fraczek,,complete
2013,net,Singles Net,11,player,Moka Szymankiewicz,,complete
2013,net,Women's Singles Net,1,player,Marilyn Demuy,,complete
2013,net,Women's Singles Net,1,player,Marilyn Demuy,,complete
2013,net,Women's Singles Net,1,player,Marilyn Demuy,,complete
2013,net,Women's Singles Net,1,player,Geneviève Bousquet,,complete
2013,net,Women's Singles Net,2,player,Julia Klouda,,complete
2013,net,Women's Singles Net,2,player,Shirine Daouk,,complete
2013,net,Women's Singles Net,2,player,Leanne Makcrow,,complete
2013,net,Women's Singles Net,2,player,Marilyn Demuy,,complete
2013,net,Women's Singles Net,3,player,Heike Köller,,complete
2013,net,Women's Singles Net,3,player,Anne Schmidt,,complete
2013,net,Women's Singles Net,3,player,Sarah Femmel,,complete
2013,net,Women's Singles Net,3,player,Piia Tantarimäki,,complete
2013,net,Women's Singles Net,4,player,Anne Schmidt,,complete
2013,net,Women's Singles Net,4,player,Katharina Probst,,complete
2013,net,Women's Singles Net,4,player,Tabea Fetz,,complete
2013,net,Women's Singles Net,4,player,Maude Laudreville,,complete
2013,net,Women's Singles Net,5,player,Katharina Probst,,complete
2013,net,Women's Singles Net,5,player,Sophie Andrey,,complete
2013,net,Women's Singles Net,6,player,Tabea Fetz,,complete
2013,net,Women's Singles Net,6,player,Bettina Knobel,,complete
2013,net,Women's Singles Net,6,player,Kerstin Adineh,,complete
2013,net,Women's Singles Net,7,player,Tabea Fetz,,complete
2013,net,Women's Singles Net,7,player,Tabea Fetz,,complete
2013,sideline,Open 2-Square,1,player,Steve Goldberg,,mostly_complete
2013,sideline,Open 2-Square,2,player,Rory Dawson,,mostly_complete
2013,sideline,Open 2-Square,3,player,Mathieu Gauthier,,mostly_complete
2013,sideline,Open 2-Square,4,player,Dustin Rhodes,,mostly_complete
2013,sideline,Open 2-Square,5,player,Ianek Regimbald,,mostly_complete
2013,sideline,Open 2-Square,6,player,Felix Zenger,,mostly_complete
2013,sideline,Open 2-Square,7,player,Anton Britting,,mostly_complete
2013,sideline,Open 2-Square,8,player,Sebastien Duchesne,,mostly_complete
2013,sideline,Open 2-Square,9,player,Caroline Birch,,mostly_complete
2013,sideline,Open 2-Square,9,player,Elle Shults,,mostly_complete
2013,sideline,Open 2-Square,9,player,Jasper Shults,,mostly_complete
2013,sideline,Open 2-Square,9,player,Joey Monti,,mostly_complete
2013,sideline,Open 2-Square,13,player,Jesse Ross,,mostly_complete
2012,freestyle,Circle Contest,1,player,Jindrich Smola,,complete
2012,freestyle,Circle Contest,1,player,Jakob Wagner,,complete
2012,freestyle,Circle Contest,1,player,Toni Pääkkönen,,complete
2012,freestyle,Circle Contest,2,player,Rene Ruehr,,complete
2012,freestyle,Circle Contest,2,player,Rene Ruehr,,complete
2012,freestyle,Circle Contest,2,player,Tuukka Antikainen,,complete
2012,freestyle,Circle Contest,3,player,Paul Cronjaeger,,complete
2012,freestyle,Circle Contest,3,player,Christopher Schillem,,complete
2012,freestyle,Circle Contest,3,player,Tuomas Riisalo,,complete
2012,freestyle,Circle Contest,4,player,Jakob Wagner,,complete
2012,freestyle,Circle Contest,4,player,Stefan Siegert,,complete
2012,freestyle,Circle Contest,4,player,Lauri Airinen,,complete
2012,freestyle,Circle Contest,5,player,Samu Ahola,,complete
2012,freestyle,Circle Contest,5,player,Timo Aarnio,,complete
2012,freestyle,Freestyle Open Big One,1,player,Brayan Bosa Bedoya,,complete
2012,freestyle,Freestyle Open Big One,2,player,Alex Lopez,,complete
2012,freestyle,Freestyle Open Big One,3,player,Diego Velazquez,,complete
2012,freestyle,Freestyle Open Círculo,1,player,Brayan Bosa Bedoya,,complete
2012,freestyle,Freestyle Open Círculo,2,player,Alex Lopez,,complete
2012,freestyle,Freestyle Open Círculo,3,player,Daniel Boyle,,complete
2012,freestyle,Freestyle Open Rutina,1,player,Brayan Bosa Bedoya,,complete
2012,freestyle,Freestyle Open Rutina,2,player,Daniel Boyle,,complete
2012,freestyle,Freestyle Open Rutina,3,player,Sebastian Ceballos,,complete
2012,freestyle,Freestyle Open Sick Tree,1,player,Diego Velazquez,,complete
2012,freestyle,Freestyle Open Sick Tree,2,player,Daniel Boyle,,complete
2012,freestyle,Freestyle Open Sick Tree,3,player,Edwin Jaramillo,,complete
2012,freestyle,Freestyle Routines,1,player,Toni Pääkkönen,,complete
2012,freestyle,Freestyle Routines,2,player,Tuomas Riisalo,,complete
2012,freestyle,Freestyle Routines,3,player,Lauri Airinen,,complete
2012,freestyle,Freestyle Routines,4,player,Timo Aarnio,,complete
2012,freestyle,Freestyle Routines,5,player,Jana Sassakova,,complete
2012,freestyle,Freestyle Routines,6,player,Mikko Tapaninaho,,complete
2012,freestyle,Intermediate Circle,1,player,Erik Larson,,complete
2012,freestyle,Intermediate Circle,2,player,Ben Little,,complete
2012,freestyle,Intermediate Circle,3,player,Mikey Etlinger,,complete
2012,freestyle,Intermediate Circle,4,player,Oli Simpson,,complete
2012,freestyle,Intermediate Circle Contest,1,player,Taylor Hamilton,,complete
2012,freestyle,Intermediate Circle Contest,1,player,Laurenz Prokopp,,complete
2012,freestyle,Intermediate Circle Contest,2,player,Sunny Freeman-Genz,,complete
2012,freestyle,Intermediate Circle Contest,2,player,Robin Puchel,,complete
2012,freestyle,Intermediate Circle Contest,3,player,Reilley Adamson,,complete
2012,freestyle,Intermediate Circle Contest,3,player,Dorota Wojtasiuk,,complete
2012,freestyle,Intermediate Circle Contest,4,player,Ken Moller,,complete
2012,freestyle,Intermediate Circle Contest,4,player,Rene Jagersberger,,complete
2012,freestyle,Intermediate Circle Contest,5,player,Georg Nebehay,,complete
2012,freestyle,Intermediate Circle Contest,5,player,Tobias Wöhrer,,complete
2012,freestyle,Intermediate Routine,1,player,Pablo Wey,,complete
2012,freestyle,Intermediate Routine,2,player,Flurin Bischoff,,complete
2012,freestyle,Intermediate Routine,3,player,Medet Osmanoski,,complete
2012,freestyle,Intermediate Singles Routines,1,player,Flurin Bischoff,,complete
2012,freestyle,Intermediate Singles Routines,1,player,Taylor Hamilton,,complete
2012,freestyle,Intermediate Singles Routines,2,player,Julian Sinnl,,complete
2012,freestyle,Intermediate Singles Routines,2,player,Sunny Freeman-Genz,,complete
2012,freestyle,Intermediate Singles Routines,3,player,Pierre Jacques Daigle,,complete
2012,freestyle,Intermediate Singles Routines,3,player,Reilley Adamson,,complete
2012,freestyle,Intermediate Singles Routines,4,player,Ken Moller,,complete
2012,freestyle,Open Austrian Freestyle Routines,1,player,Alexander Trenner,,mostly_complete
2012,freestyle,Open Austrian Freestyle Routines,2,player,Roman Huber,,mostly_complete
2012,freestyle,Open Austrian Freestyle Routines,3,player,Christopher Larndorfer,,mostly_complete
2012,freestyle,Open Austrian Freestyle Routines,3,player,Klemenz Längauer,,mostly_complete
2012,freestyle,Open Austrian Freestyle Routines,5,player,Armin Moayad,,mostly_complete
2012,freestyle,Open Austrian Freestyle Routines,6,player,Andreas Hoffmann,,mostly_complete
2012,freestyle,Open Austrian Freestyle Routines,7,player,Christoph Ebner,,mostly_complete
2012,freestyle,Open Circle,1,player,Milan Benda,,complete
2012,freestyle,Open Circle,1,player,Chris Dean,,complete
2012,freestyle,Open Circle,2,player,Jindrich Smola,,complete
2012,freestyle,Open Circle,2,player,Ken Somolinos,,complete
2012,freestyle,Open Circle,3,player,Rene Ruehr,,complete
2012,freestyle,Open Circle,3,player,Nathan Pipenberg,,complete
2012,freestyle,Open Circle,4,player,Jeff Mudd,,complete
2012,freestyle,Open Circle,4,player,Jonathan Schneider,,complete
2012,freestyle,Open Circle Contest,1,player,David Clavens,,mostly_complete
2012,freestyle,Open Circle Contest,2,player,Jay Boychuk,,mostly_complete
2012,freestyle,Open Circle Contest,3,player,Chris Dean,,mostly_complete
2012,freestyle,Open Circle Contest,4,player,Justin Dale,,mostly_complete
2012,freestyle,Open Circle Contest,5,player,Alex Dworetzky,,mostly_complete
2012,freestyle,Open Circle Contest,5,player,Brian Sherrill,,mostly_complete
2012,freestyle,Open Circle Contest,7,player,Dustin Rhodes,,mostly_complete
2012,freestyle,Open Freestyle,1,player,Milan Benda,,complete
2012,freestyle,Open Freestyle,2,player,Honza Weber,,complete
2012,freestyle,Open Freestyle,3,player,Vaclav Klouda,,complete
2012,freestyle,Open Freestyle,4,player,Jindrich Smola,,complete
2012,freestyle,Open Freestyle,5,player,Pavel Motorov,,complete
2012,freestyle,Open Freestyle,6,player,Rafal Kaleta,,complete
2012,freestyle,Open Freestyle,7,player,Bartosz Bubula,,complete
2012,freestyle,Open Freestyle,8,player,Tuomas Riisalo,,complete
2012,freestyle,Open Freestyle,9,player,Alexander Trenner,,complete
2012,freestyle,Open Freestyle,9,player,Rene Ruehr,,complete
2012,freestyle,Open Freestyle,10,player,Krystof Maler,,complete
2012,freestyle,Open Freestyle,10,player,Tomas Konecny,,complete
2012,freestyle,Open Freestyle,11,player,Andreas Nawrath,,complete
2012,freestyle,Open Freestyle,12,player,Jan Struz,,complete
2012,freestyle,Open Freestyle Circle,1,player,Andres Felipe Valencia,,complete
2012,freestyle,Open Freestyle Circle,1,player,Diego Velazquez,,complete
2012,freestyle,Open Freestyle Circle,2,player,Alex Lopez,,complete
