year,division_category,division_canon,place,competitor_type,person_canon,team_display_name,coverage_flag
1999,freestyle,Intermediate Division,2,player,Petri Sievänen,,complete
1999,freestyle,Intermediate Division,3,player,Jere Karalahti,,complete
1999,freestyle,Intermediate Division,4,player,Ville Laasko,,complete
1999,freestyle,Intermediate Division,5,player,Joni Kallio,,complete
1999,freestyle,Intermediate Division,6,player,Janne Eronen,,complete
1999,freestyle,Intermediate Freestyle,1,player,Cameron Kennedy,,complete
1999,freestyle,Intermediate Freestyle,1,player,Ian Dubman,,complete
1999,freestyle,Intermediate Freestyle,1,player,Matt Avery,,complete
1999,freestyle,Intermediate Freestyle,1,player,Beb Riefer,,complete
1999,freestyle,Intermediate Freestyle,1,player,Miikka Laine,,mostly_complete
1999,freestyle,Intermediate Freestyle,2,player,Canyon Hart,,complete
1999,freestyle,Intermediate Freestyle,2,player,Ariel Santesteban,,complete
1999,freestyle,Intermediate Freestyle,2,player,Neil Payne,,complete
1999,freestyle,Intermediate Freestyle,2,player,Neil Payne,,complete
1999,freestyle,Intermediate Freestyle,2,player,Joni Kallio,,mostly_complete
1999,freestyle,Intermediate Freestyle,3,player,Itay Kahaner,,complete
1999,freestyle,Intermediate Freestyle,3,player,Aaron Finger,,complete
1999,freestyle,Intermediate Freestyle,3,player,Kaiser Ahmad,,complete
1999,freestyle,Intermediate Freestyle,3,player,Valeria Davidson,,complete
1999,freestyle,Intermediate Freestyle,3,player,Antti Ahola,,mostly_complete
1999,freestyle,Intermediate Freestyle,4,player,Tony Galica,,complete
1999,freestyle,Intermediate Freestyle,6,player,Janne Pesonen,,mostly_complete
1999,freestyle,Intermediate Freestyle,7,player,Jaakko Inkinen,,mostly_complete
1999,freestyle,Intermediate Freestyle,8,player,Jere Linnanen,,mostly_complete
1999,freestyle,Intermediate Freestyle,9,player,Aki Pentikäinen,,mostly_complete
1999,freestyle,Intermediate Freestyle,10,player,Antti Mattila,,mostly_complete
1999,freestyle,Intermediate Singles Freestyle,1,player,Alex Zerbe,,complete
1999,freestyle,Intermediate Singles Freestyle,1,player,Alex Zerbe,,complete
1999,freestyle,Intermediate Singles Freestyle,1,player,Ken Somolinos,,complete
1999,freestyle,Intermediate Singles Freestyle,1,player,Ole Schnack,,complete
1999,freestyle,Intermediate Singles Freestyle,2,player,Cameron Kennedy,,complete
1999,freestyle,Intermediate Singles Freestyle,2,player,Marc Inzinger,,complete
1999,freestyle,Intermediate Singles Freestyle,2,player,Jendrik Schroeder,,complete
1999,freestyle,Intermediate Singles Freestyle,3,player,Jared Clorfeine,,complete
1999,freestyle,Intermediate Singles Freestyle,3,player,Brad Kaplan,,complete
1999,freestyle,Intermediate Singles Freestyle,3,player,Marc Giard,,complete
1999,freestyle,Intermediate Singles Freestyle,3,player,Phillip Koncsek,,complete
1999,freestyle,Intermediate Singles Freestyle,4,player,Brian Fournier,,complete
1999,freestyle,Intermediate Singles Freestyle,4,player,Antti Lehtovirta,,complete
1999,freestyle,Intermediate Singles Freestyle,4,player,David Chabannes,,complete
1999,freestyle,Intermediate Singles Freestyle,5,player,Canyon Hart,,complete
1999,freestyle,Intermediate Singles Freestyle,5,player,Cameron Kennedy,,complete
1999,freestyle,Intermediate Singles Freestyle,5,player,Ondra Stastny,,complete
1999,freestyle,Intermediate Singles Freestyle,6,player,Brad Kaplan,,complete
1999,freestyle,Intermediate Singles Freestyle,6,player,Ken Somolinos,,complete
1999,freestyle,Intermediate Singles Freestyle,6,player,Henning Goetzke,,complete
1999,freestyle,Intermediate Singles Freestyle,7,player,Canyon Hart,,complete
1999,freestyle,Intermediate Singles Freestyle,7,player,Tillmann Witzler,,complete
1999,freestyle,Intermediate Singles Freestyle,8,player,Zeke Ibardaloza,,complete
1999,freestyle,Intermediate Singles Freestyle,8,player,Christophe Gobart,,complete
1999,freestyle,Intermediate Singles Freestyle,9,player,Jon Nagela,,complete
1999,freestyle,Intermediate Singles Freestyle,10,player,Bob Green,,complete
1999,freestyle,Intermediate Singles Freestyle,10,player,Dan Klokow,,complete
1999,freestyle,Intermediate Singles Freestyle,10,player,Ian Dubman,,complete
1999,freestyle,Intermediate Singles Freestyle,10,player,Neil Payne,,complete
1999,freestyle,Intermediate Singles Freestyle,10,player,Yacine Merzouk,,complete
1999,freestyle,Ironman- Greg Nelson,1,player,Emmanuel Bouchard,,complete
1999,freestyle,Novice Freestyle,1,player,Aaron Grauer,,complete
1999,freestyle,Novice Freestyle,2,player,Justin Walker,,complete
1999,freestyle,Novice Freestyle,3,player,Matt Israel,,complete
1999,freestyle,Open Freestyle,1,player,Ryan Mulroney,,complete
1999,freestyle,Open Freestyle,1,player,James Roberts,,complete
1999,freestyle,Open Freestyle,1,player,Peter Irish,,complete
1999,freestyle,Open Freestyle,1,player,Mark DeFilippo,,complete
1999,freestyle,Open Freestyle,2,player,Eric Wulff,,complete
1999,freestyle,Open Freestyle,2,player,Derric Scalf,,complete
1999,freestyle,Open Freestyle,2,player,Eric Wulff,,complete
1999,freestyle,Open Freestyle,2,player,Rick Bates,,complete
1999,freestyle,Open Freestyle,3,player,Sunil Jani,,complete
1999,freestyle,Open Freestyle,3,player,Kyle Crawford,,complete
1999,freestyle,Open Freestyle,3,player,Scott Davidson,,complete
1999,freestyle,Open Freestyle,3,player,Bob Green,,complete
1999,freestyle,Open Freestyle,4,player,Jonathan Schneider,,complete
1999,freestyle,Open Freestyle,4,player,Brad Watkins,,complete
1999,freestyle,Open Freestyle,5,player,Yossarian Kelley,,complete
1999,freestyle,Open Freestyle Shred,1,player,Eric Wulff,,complete
1999,freestyle,Open Freestyle Shred,2,player,Ryan Mulroney,,complete
1999,freestyle,Open Freestyle Shred,3,player,Chad Devlahovich,,complete
1999,freestyle,Open Singles Freestyle,1,player,Ryan Mulroney,,complete
1999,freestyle,Open Singles Freestyle,1,player,Marc Conti,,complete
1999,freestyle,Open Singles Freestyle,1,player,Justin Sexton,,complete
1999,freestyle,Open Singles Freestyle,1,player,Andrew McCargar,,complete
1999,freestyle,Open Singles Freestyle,2,player,Eric Wulff,,complete
1999,freestyle,Open Singles Freestyle,2,player,Josh Penney,,complete
1999,freestyle,Open Singles Freestyle,2,player,Mika Koistinen,,complete
1999,freestyle,Open Singles Freestyle,3,player,Rick Reese,,complete
1999,freestyle,Open Singles Freestyle,3,player,Eric Lardinois,,complete
1999,freestyle,Open Singles Freestyle,3,player,Ilkka Malin,,complete
1999,freestyle,Open Singles Freestyle,3,player,Ole Schnack,,complete
1999,freestyle,Open Singles Freestyle,4,player,Daryl Genz,,complete
1999,freestyle,Open Singles Freestyle,4,player,Taco Regtien,,complete
1999,freestyle,Open Singles Freestyle,4,player,Jendrik Schroeder,,complete
1999,freestyle,Open Singles Freestyle,5,player,Lon Smith,,complete
1999,freestyle,Open Singles Freestyle,5,player,Philipp Koncsek,,complete
1999,freestyle,Open Singles Freestyle,6,player,Eric Windsor,,complete
1999,freestyle,Open Singles Freestyle,6,player,Jan Zimmermann,,complete
1999,freestyle,Open Singles Freestyle,6,player,Alex Michelewski,,complete
1999,freestyle,Open Singles Freestyle,7,player,Richard Cook,,complete
1999,freestyle,Open Singles Freestyle,7,player,Erwin Horjus,,complete
1999,freestyle,Open Singles Freestyle,7,player,Sebastian Kleinichen,,complete
1999,freestyle,Open Singles Freestyle,8,player,Tuan Vu,,complete
1999,freestyle,Open Singles Freestyle,8,player,Marc Inzinger,,complete
1999,freestyle,Open Singles Freestyle,8,player,Tomas Tyrpekl,,complete
1999,freestyle,Pro Division,1,player,Justin Sexton,,complete
1999,freestyle,Pro Division,2,player,Mika Koistinen,,complete
1999,freestyle,Pro Division,3,player,Ilkka Malin,,complete
1999,freestyle,Pro Division,4,player,Juho Vesa,,complete
1999,freestyle,Pro Division,5,player,Lauri Ahonen,,complete
1999,freestyle,Pro Division,6,player,Juha Linnanen,,complete
1999,freestyle,Pro Freestyle,1,player,Mika Koistinen,,complete
1999,freestyle,Pro Freestyle,2,player,Ilkka Malin,,complete
1999,freestyle,Pro Freestyle,3,player,Justin Sexton,,complete
1999,freestyle,Pro Freestyle,4,player,Juho Vesa,,complete
1999,freestyle,Pro Freestyle,5,player,Antti Lehtovirta,,complete
1999,freestyle,Pro Freestyle,6,player,Antti Herva,,complete
1999,freestyle,Pro Freestyle,7,player,Samuli Viitanen,,complete
1999,freestyle,Pro Freestyle,8,player,Juha Linnanen,,complete
1999,freestyle,Pro Singles Freestyle,1,player,Ryan Mulroney,,complete
1999,freestyle,Pro Singles Freestyle,2,player,Peter Irish,,complete
1999,freestyle,Pro Singles Freestyle,3,player,Scott Davidson,,complete
1999,freestyle,Pro Singles Freestyle,4,player,Sunil Jani,,complete
1999,freestyle,Pro Singles Freestyle,5,player,Greg Nelson,,complete
1999,freestyle,Shred Contest,1,player,Mika Koistinen,,complete
1999,freestyle,Shred Contest,2,player,Juho Vesa,,complete
1999,freestyle,Shred Contest,3,player,Justin Sexton,,complete
1999,freestyle,Shred Contest,4,player,Ilkka Malin,,complete
1999,freestyle,Shred Contest,5,player,Lauri Ahonen,,complete
1999,freestyle,Shred Contest,6,player,Juha Linnanen,,complete
1999,freestyle,Shred Heads,1,player,Ryan Mulroney,,complete
1999,freestyle,Women's Singles Freestyle,1,player,Jane Jones,,complete
1999,freestyle,Women's Singles Freestyle,2,player,Ann Kaplan,,complete
1999,freestyle,Women's Singles Freestyle,2,player,Carol Wedemeyer,,complete
1999,freestyle,Women's Singles Freestyle,3,player,Tricia George,,complete
1999,freestyle,Women's Singles Freestyle,4,player,Melissa Schneider,,complete
1999,freestyle,Women's Singles Freestyle,5,player,Jane Jones,,complete
1999,freestyle,Women's Singles Freestyle,6,player,Valeria Davidson,,complete
1999,golf,Advanced Footbag Golf,1,player,François Leh,,complete
1999,golf,Advanced Footbag Golf,2,player,Gibson Holub,,complete
1999,golf,Advanced Footbag Golf,3,player,André Lemaire,,complete
1999,golf,Amateur Golf,1,player,Jason Donnelly,,complete
1999,golf,Amateur Golf,2,player,Ian Price,,complete
1999,golf,Amateur Golf,3,player,Check Donelly,,complete
1999,golf,Amateur Golf,4,player,Joe Lepley,,complete
1999,golf,Intermediate Golf,1,player,Dave Neill,,complete
1999,golf,Intermediate Golf,1,player,Ben Little,,complete
1999,golf,Intermediate Golf,1,player,Judy Prokopiak,,complete
1999,golf,Intermediate Golf,2,player,Hugh Harrell,,complete
1999,golf,Intermediate Golf,2,player,Alex Smith,,complete
1999,golf,Intermediate Golf,2,player,Lucas Prokopiak,,complete
1999,golf,Intermediate Golf,3,player,Nick Jaros,,complete
1999,golf,Intermediate Golf,3,player,Jim Pomey,,complete
1999,golf,Intermediate Golf,3,player,Craig Sturgess,,complete
1999,golf,Intermediate Golf,4,player,Steve Richardson,,complete
1999,golf,Intermediate Singles Golf,1,player,Leanne Makcrow,,complete
1999,golf,Intermediate Singles Golf,2,player,Ben Cochrane,,complete
1999,golf,Intermediate Singles Golf,3,player,Michelle Fyfe,,complete
1999,golf,Novice Golf,1,player,Justin Wilbert,,complete
1999,golf,Novice Golf,2,player,Brandon Morrow,,complete
1999,golf,Novice Golf,2,player,Mark Schiltz,,complete
1999,golf,Open Footbag Golf,1,player,Geoff Hand,,complete
1999,golf,Open Footbag Golf,2,player,Jim Cobb,,complete
1999,golf,Open Footbag Golf,3,player,Jim Derricott,,complete
1999,golf,Open Footbag Golf,4,player,Greg Durrett,,complete
1999,golf,Open Golf,1,player,Steve Smith,,complete
1999,golf,Open Golf,1,player,Jim Fitzgerald,,complete
1999,golf,Open Golf,1,player,Steve Smith,,mostly_complete
1999,golf,Open Golf,1,player,Steve Dusablon,,complete
1999,golf,Open Golf,1,player,Torbin Wigger,,complete
1999,golf,Open Golf,1,player,Jamie Lepley,,complete
1999,golf,Open Golf,1,player,Yossarian Kelley,,complete
1999,golf,Open Golf,2,player,Derric Scalf,,complete
1999,golf,Open Golf,2,player,Dave Wedertz,,complete
1999,golf,Open Golf,2,player,Jack Schoolcraft,,complete
1999,golf,Open Golf,2,player,Be Announced,,complete
1999,golf,Open Golf,2,player,Steve Smith,,complete
1999,golf,Open Golf,2,player,Mark DeFilippo,,complete
1999,golf,Open Golf,3,player,James Roberts,,complete
1999,golf,Open Golf,3,player,Brent Allard,,complete
1999,golf,Open Golf,3,player,Dave Bernard,,complete
1999,golf,Open Golf,3,player,Be Announced,,complete
1999,golf,Open Golf,3,player,Bill Langbehn,,complete
1999,golf,Open Golf,4,player,Greg Durrett,,complete
1999,golf,Open Golf,4,player,James Roberts,,mostly_complete
1999,golf,Open Golf,4,player,Rick Bates,,complete
1999,golf,Open Golf,5,player,Larry Doyle,,mostly_complete
1999,golf,Open Golf,5,player,Simon Hearsey,,complete
1999,golf,Open Golf,6,player,Bruce Guettich,,mostly_complete
1999,golf,Open Golf,7,player,Chard Cook,,mostly_complete
1999,golf,Open Golf,7,player,Garth Smith,,mostly_complete
1999,golf,Open Golf,9,player,Mark DeFilippo,,mostly_complete
1999,golf,Open Golf,10,player,Matt Strong,,mostly_complete
1999,golf,Open Golf,12,player,Peter Shunny,,mostly_complete
1999,golf,Open Golf,13,player,Greg Durrett,,mostly_complete
1999,golf,Open Singles Golf,1,player,Rick Bates,,complete
1999,golf,Open Singles Golf,2,player,Steve Dusablon,,complete
1999,golf,Open Singles Golf,3,player,Geoff Hand,,complete
1999,golf,Pro Golf,1,player,Jamie Lepley,,complete
1999,golf,Pro Golf,2,player,Garth Smith,,complete
1999,golf,Pro Golf,3,player,Thomas Bergamasco,,complete
1999,golf,Pro Golf,4,player,Gred Nice,,complete
1999,golf,Women's Golf,1,player,Tricia George,,complete
1999,golf,Women's Golf,2,player,Tina Lewis,,complete
1999,golf,Women's Golf,3,player,Valeria Davidson,,complete
1999,golf,Women's Golf,4,player,Kelly Kelley,,complete
1999,net,Advanced Singles,1,player,Ben West,,complete
1999,net,Advanced Singles,2,player,Chris James,,complete
1999,net,Advanced Singles,3,player,Greg Lee,,complete
1999,net,Advanced Singles Footbag Net,1,player,André Lemaire,,complete
1999,net,Advanced Singles Footbag Net,2,player,Greg Lee,,complete
1999,net,Advanced Singles Footbag Net,3,player,Darlene Goodridge,,complete
1999,net,Advanced Singles Footbag Net,4,player,Wendy Curran,,complete
1999,net,Grand Masters Division: :-),1,player,Brian Pihl,,complete
1999,net,Grand Masters Division: :-),1,player,Ryan Mulroney,,complete
1999,net,Grand Masters Division: :-),2,player,Sam Colclough,,complete
1999,net,Grand Masters Division: :-),3,player,Awesome Austin Sparks,,complete
1999,net,Grand Masters Division: :-),3,player,Sunil Jani,,complete
1999,net,Grand Masters Division: :-),4,player,Wicked Eric Windsor,,complete
1999,net,Intermediate Net,1,player,Matt Garvin,,complete
1999,net,Intermediate Net,2,player,Jason Donnelly,,complete
1999,net,Intermediate Net,3,player,Chris Garvin,,complete
1999,net,Intermediate Net,4,player,Joe Lepley,,complete
1999,net,Intermediate Singles,1,player,Rex Stoler,,complete
1999,net,Intermediate Singles,2,player,Sam Gregory,,complete
1999,net,Intermediate Singles,3,player,Nate Oates,,complete
1999,net,Intermediate Singles,4,player,Pam Kile,,complete
1999,net,Intermediate Singles Footbag Net,1,player,François Leh,,complete
1999,net,Intermediate Singles Footbag Net,2,player,Paul Vorvick,,complete
1999,net,Intermediate Singles Footbag Net,3,player,Sam Gregory,,complete
1999,net,Intermediate Singles Footbag Net,4,player,Torbin Wigger,,complete
1999,net,Intermediate Singles Net,1,player,Sal Moreno,,complete
1999,net,Intermediate Singles Net,1,player,Dave Neill,,complete
1999,net,Intermediate Singles Net,1,player,Kyle Baird,,complete
1999,net,Intermediate Singles Net,1,player,Eric Lardinois,,complete
1999,net,Intermediate Singles Net,1,player,Darik McLaughlin,,complete
1999,net,Intermediate Singles Net,1,player,Taco Regtien,,complete
1999,net,Intermediate Singles Net,1,player,Josh Vorvel,,complete
1999,net,Intermediate Singles Net,1,player,Mohsime Damma Sidi,,complete
1999,net,Intermediate Singles Net,1,player,Jack Lentz,,complete
1999,net,Intermediate Singles Net,1,player,Joonas Saartamo,,complete
1999,net,Intermediate Singles Net,1,player,Oskari Forstén,,complete
1999,net,Intermediate Singles Net,2,player,Rex Stoler,,complete
1999,net,Intermediate Singles Net,2,player,Ian Cummings,,complete
1999,net,Intermediate Singles Net,2,player,Dan Kramer,,complete
1999,net,Intermediate Singles Net,2,player,Crag Sturgess,,complete
1999,net,Intermediate Singles Net,2,player,Erwin Horjus,,complete
1999,net,Intermediate Singles Net,2,player,Pete Nawara,,complete
1999,net,Intermediate Singles Net,2,player,Maude Laudreville,,complete
1999,net,Intermediate Singles Net,2,player,Jason Donnelly,,complete
1999,net,Intermediate Singles Net,2,player,Boris Calonius,,complete
1999,net,Intermediate Singles Net,2,player,Jaakko Lindstrom,,complete
1999,net,Intermediate Singles Net,3,player,Sam Gregory,,complete
1999,net,Intermediate Singles Net,3,player,Ariel Santesteban,,complete
1999,net,Intermediate Singles Net,3,player,Jason Stover,,complete
1999,net,Intermediate Singles Net,3,player,Maude Laudreville,,complete
1999,net,Intermediate Singles Net,3,player,Lucas Prokopiak,,complete
1999,net,Intermediate Singles Net,3,player,Mikkel Frederiksen,,complete
1999,net,Intermediate Singles Net,3,player,Jeff Cruz,,complete
1999,net,Intermediate Singles Net,3,player,Natacha Mercure,,complete
1999,net,Intermediate Singles Net,3,player,Gus Chiconas,,complete
1999,net,Intermediate Singles Net,3,player,Ville Schutt,,complete
1999,net,Intermediate Singles Net,3,player,Tapio Karhunen,,complete
1999,net,Intermediate Singles Net,4,player,Derrick Fogle,,complete
1999,net,Intermediate Singles Net,4,player,Katia Couture,,complete
1999,net,Intermediate Singles Net,4,player,Bruno Pischel,,complete
1999,net,Intermediate Singles Net,4,player,Stéphane Tailleur,,complete
1999,net,Intermediate Singles Net,4,player,Greg Crofford,,complete
1999,net,Intermediate Singles Net,4,player,Janne Pesonen,,complete
1999,net,Intermediate Singles Net,4,player,Jarno Terho,,complete
1999,net,Intermediate Singles Net,5,player,Tim Livson,,complete
1999,net,Intermediate Singles Net,6,player,Kern McNutt,,complete
1999,net,Intermediate Singles Net,6,player,Jani Lirkki,,complete
1999,net,Intermediate Singles Net,7,player,Mark DeFilippo,,complete
1999,net,Intermediate Singles Net,7,player,Miikka Laine,,complete
1999,net,Intermediate Singles Net,8,player,Jaakko Inkinen,,complete
1999,net,Intermediate Singles Net,9,player,Antti Lehtovirta,,complete
1999,net,Intermediate Singles Net,9,player,Ariel Santesteban,,complete
1999,net,Intermediate Singles Net,9,player,Jack Lentz,,complete
1999,net,Intermediate Singles Net,9,player,Jim Pomey,,complete
1999,net,Intermediate Singles Net,9,player,Sam Gregory,,complete
1999,net,Intermediate Singles Net,9,player,Steve Richardson,,complete
1999,net,Intermediate Singles Net,9,player,Yacine Merzouk,,complete
1999,net,Mixed Net,1,player,Myles Lanzone,,complete
1999,net,Mixed Net,2,player,Roy Newman,,complete
1999,net,Mixed Net,3,player,Awesome Austin Sparks,,complete
1999,net,Mixed Net,4,player,Sam Colclough,,complete
1999,net,Mixed Net,5,player,Brian Pihl,,complete
1999,net,Novice Freeestyle,1,player,Scott Bevier,,complete
1999,net,Novice Freeestyle,2,player,Matthew Cross,,complete
1999,net,Novice Freeestyle,3,player,Ken Schuyler,,complete
1999,net,Novice Net,1,player,Shane Kelly,,complete
1999,net,Novice Net,2,player,Lovell McIlwain,,complete
1999,net,Novice Net,3,player,Jeremy Walters,,complete
1999,net,Novice Net,4,player,Ken Sams,,complete
1999,net,Novice Overall,1,player,Brad Watkins,,mostly_complete
1999,net,Novice Overall,2,player,Brandon Morrow,,mostly_complete
1999,net,Novice Overall,3,player,Justin Wilbert,,mostly_complete
1999,net,Novice Overall,4,player,Mark Schiltz,,mostly_complete
1999,net,Novice Overall,4,player,Matt Israel,,mostly_complete
1999,net,Novice Overall,6,player,Aaron Grauer,,mostly_complete
1999,net,Novice Overall,7,player,C.J. Zohrer,,mostly_complete
1999,net,Novice Overall,8,player,Chris Kapel,,mostly_complete
1999,net,Novice Overall,9,player,Rick Broesel,,mostly_complete
1999,net,Novice Overall,12,player,Sam Barker,,mostly_complete
1999,net,Novice Singles,1,player,Daniel Herrick,,complete
1999,net,Novice Singles,2,player,Scott Chain,,complete
1999,net,Novice Singles,3,player,Alex Starks,,complete
1999,net,Novice Singles,4,player,Robert Lee Mistretta,,complete
1999,net,Novice Singles Net,1,player,Brandon Sowers,,complete
1999,net,Novice Singles Net,1,player,Brandon Morrow,,complete
1999,net,Novice Singles Net,2,player,Shardul Sarhad,,complete
1999,net,Novice Singles Net,2,player,Rick Broesel,,complete
1999,net,Novice Singles Net,3,player,Mike Sheridan,,complete
1999,net,Novice Singles Net,3,player,Matt Israel,,complete
1999,net,Open Singles,1,player,Randy Mulder,,complete
1999,net,Open Singles,2,player,Emmanuel Bouchard,,complete
1999,net,Open Singles,3,player,Martin Cote,,complete
1999,net,Open Singles,4,player,Patrick Asswad,,complete
1999,net,Open Singles,5,player,Alexis Deschenes,,complete
1999,net,Open Singles,6,player,Rick Bates,,complete
1999,net,Open Singles,7,player,Hung Chang,,complete
1999,net,Open Singles,8,player,Steve Smith,,complete
1999,net,Open Singles Bowling,1,player,Wally Victory,,complete
1999,net,Open Singles Bowling,2,player,James Roberts,,complete
1999,net,Open Singles Bowling,3,player,Geoff Hand,,complete
1999,net,Open Singles Footbag Net,1,player,Yossarian Kelley,,complete
1999,net,Open Singles Footbag Net,2,player,Alexis Deschenes,,complete
1999,net,Open Singles Footbag Net,3,player,Jake Leong,,complete
1999,net,Open Singles Footbag Net,4,player,Hung Chang,,complete
1999,net,Open Singles Net,1,player,Alexis Deschenes,,complete
1999,net,Open Singles Net,1,player,Steve Smith,,complete
1999,net,Open Singles Net,1,player,Emmanuel Bouchard,,mostly_complete
1999,net,Open Singles Net,1,player,Emmanuel Bouchard,,complete
1999,net,Open Singles Net,1,player,Dave Bernard,,complete
1999,net,Open Singles Net,1,player,Yves Archambault,,complete
1999,net,Open Singles Net,1,player,Steve Smith,,complete
1999,net,Open Singles Net,1,player,Emmanuel Bouchard,,complete
1999,net,Open Singles Net,1,player,Emmanuel Bouchard,,complete
1999,net,Open Singles Net,1,player,Yossarian Kelley,,complete
1999,net,Open Singles Net,2,player,Hung Chang,,complete
1999,net,Open Singles Net,2,player,James Harley,,complete
1999,net,Open Singles Net,2,player,Randy Mulder,,mostly_complete
1999,net,Open Singles Net,2,player,Yves Archambault,,complete
1999,net,Open Singles Net,2,player,Chris Seibert,,complete
1999,net,Open Singles Net,2,player,Jakob Hall,,complete
1999,net,Open Singles Net,2,player,Ted Martin,,complete
1999,net,Open Singles Net,2,player,Patrick Asswad,,complete
1999,net,Open Singles Net,2,player,Steve Smith,,complete
1999,net,Open Singles Net,2,player,David Butcher,,complete
1999,net,Open Singles Net,3,player,David Butcher,,complete
1999,net,Open Singles Net,3,player,Davie Piper,,complete
1999,net,Open Singles Net,3,player,Peter Shunny,,mostly_complete
1999,net,Open Singles Net,3,player,Patrick Asswad,,complete
1999,net,Open Singles Net,3,player,Steve Dusablon,,complete
1999,net,Open Singles Net,3,player,Tuomas Karki,,complete
1999,net,Open Singles Net,3,player,Tom Whitworth,,complete
1999,net,Open Singles Net,3,player,Dominique Soulard,,complete
1999,net,Open Singles Net,3,player,Jason Langis,,complete
1999,net,Open Singles Net,3,player,Rick Bates,,complete
1999,net,Open Singles Net,4,player,Bruce Guettich,,mostly_complete
1999,net,Open Singles Net,4,player,Martin Graton,,complete
1999,net,Open Singles Net,4,player,Jukka Peltola,,complete
1999,net,Open Singles Net,4,player,Mario Vaillancourt,,complete
1999,net,Open Singles Net,4,player,Vincent Bradley,,complete
1999,net,Open Singles Net,4,player,Simon Hearsey,,complete
1999,net,Open Singles Net,5,player,Steve Smith,,mostly_complete
1999,net,Open Singles Net,5,player,Mark DeFilippo,,complete
1999,net,Open Singles Net,6,player,Robert Lavigne,,mostly_complete
1999,net,Open Singles Net,7,player,Jake Leong,,mostly_complete
1999,net,Open Singles Net,8,player,Sebastien Verdy,,mostly_complete
1999,net,Open Singles Net,10,player,Yves Archambault,,mostly_complete
1999,net,Open Singles Net,12,player,David Butcher,,mostly_complete
1999,net,Open Singles Net,13,player,Alexis Deschenes,,mostly_complete
1999,net,Open Singles Net,14,player,Hung Chang,,mostly_complete
1999,net,Open Singles Net,16,player,Yossarian Kelley,,mostly_complete
1999,net,Open Singles Net,17,player,Rob Adams,,mostly_complete
1999,net,Open Singles Net,18,player,Bob Nicholson,,mostly_complete
1999,net,Open Singles Net,19,player,Jeff Bowling,,mostly_complete
1999,net,Open Singles Net,20,player,Jason Langis,,mostly_complete
1999,net,Open Singles Net,22,player,Tuomas Karki,,mostly_complete
1999,net,Open Singles Net,23,player,Jukka Peltola,,mostly_complete
1999,net,Open Singles Net,24,player,Cory Current,,mostly_complete
1999,net,Open Singles Net,25,player,James Roberts,,mostly_complete
1999,net,Open Singles Net,25,player,Jim Hankins,,mostly_complete
1999,net,Open Singles Net,27,player,Jesse Fryckman,,mostly_complete
1999,net,Open Singles Net,28,player,Pierre Jacques Daigle,,mostly_complete
1999,net,Open Singles Net,29,player,Greg Durrett,,mostly_complete
1999,net,Open Singles Net,31,player,Jerry Vigil,,mostly_complete
1999,net,Open Singles Net,31,player,Jon Hayduk,,mostly_complete
1999,net,Open Singles Net,35,player,Thomas Bergamasco,,mostly_complete
1999,net,Open Singles Net,36,player,Aaron Dean,,mostly_complete
1999,net,Open Singles Net,37,player,Edwin Veltman,,mostly_complete
1999,net,Open Singles Net,39,player,Matthew Quint,,mostly_complete
1999,net,Open Singles Net,40,player,Mike Voightmann,,mostly_complete
1999,net,Open Singles Net,42,player,Garth Smith,,mostly_complete
1999,net,Open Singles Net,43,player,Bryan Nelson,,mostly_complete
1999,net,Open Singles Net,44,player,Scot Hansen,,mostly_complete
1999,net,Open Singles Net 17 Entrants,1,player,Jake Leong,,mostly_complete
1999,net,Open Singles Net 17 Entrants,2,player,Peter Shunny,,mostly_complete
1999,net,Open Singles Net 17 Entrants,3,player,Alexis Deschenes,,mostly_complete
1999,net,Open Singles Net 17 Entrants,3,player,Yossarian Kelley,,mostly_complete
1999,net,Open Singles Net 17 Entrants,5,player,Chris Seibert,,mostly_complete
1999,net,Open Singles Net 17 Entrants,6,player,Rick Bates,,mostly_complete
1999,net,Open Singles Net 17 Entrants,7,player,Dave Bernard,,mostly_complete
1999,net,Open Singles Net 17 Entrants,7,player,Hung Chang,,mostly_complete
1999,net,Pro Singles Net,1,player,Emmanuel Bouchard,,complete
1999,net,Pro Singles Net,1,player,Tuomas Karki,,complete
1999,net,Pro Singles Net,1,player,Tuomas Karki,,complete
1999,net,Pro Singles Net,2,player,Patrick Asswad,,complete
1999,net,Pro Singles Net,2,player,Jani Sakari Markkanen,,complete
1999,net,Pro Singles Net,2,player,Jukka Peltola,,complete
1999,net,Pro Singles Net,3,player,Yves Archambault,,complete
1999,net,Pro Singles Net,3,player,Jukka Peltola,,complete
1999,net,Pro Singles Net,3,player,Jani Sakari Markkanen,,complete
1999,net,Pro Singles Net,4,player,Jason Langis,,complete
1999,net,Pro Singles Net,4,player,Justin Sexton,,complete
1999,net,Pro Singles Net,4,player,Justin Sexton,,complete
1999,net,Pro Singles Net,5,player,Jean-Francois Lemieux,,complete
1999,net,Pro Singles Net,5,player,Jakob Hall,,complete
1999,net,Pro Singles Net,6,player,Olli Savoilainen,,complete
1999,net,Pro Singles Net,7,player,Jesse Fryckman,,complete
1999,net,Pro Singles Net,8,player,Aleksi Öhman,,complete
1999,net,Singles Net,1,player,Brent Stewart,,complete
1999,net,Singles Net,2,player,Brent Welch,,complete
1999,net,Singles Net,3,player,Alexis Deschenes,,complete
1999,net,Singles Net,4,player,David Butcher,,complete
