event_id,year,division_canon,division_category,placements_present,min_place,max_place,expected_span,missing_places,coverage_ratio,coverage_flag,rejected_rows,quarantine_rows,excluded_rows,evidence_total,gap_class,priority_score
1064330873,2003,Doubles Net Open,net,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1064330873,2003,Singles Net Open,net,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1105087209,2005,Open Doubles Net,net,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1135116604,2006,Intermediate Singles Freestyle,freestyle,12,1,16,16,4,0.75,mostly_complete,0,0,0,0,document_only,1.0
1189467124,2008,Open Singles,net,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1251990500,2009,Open Circle Contest,freestyle,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1293877917,2011,Open Circle Contest,freestyle,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1297811412,2011,Intermediate Singles Freestyle,freestyle,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1335148163,2012,Open Circle Contest,freestyle,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1376036018,2013,Request Contest,freestyle,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1391189882,2014,Open 2-Square,sideline,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1406219099,2014,Open Circle Contest,freestyle,2,1,4,4,2,0.5,partial,0,0,0,0,document_only,1.0
1498568502,2017,Battle,freestyle,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1519215398,2018,Open Freestyle Battles,freestyle,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1531284609,2018,Open Battles,freestyle,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1536221908,2018,Battle,freestyle,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1678957450,2023,Battles,freestyle,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
1678957450,2023,Intermediate Singles Net,net,6,1,9,9,3,0.6666666666666666,partial,0,0,0,0,document_only,1.0
