event_id,year,division_canon,division_category,placements_present,min_place,max_place,expected_span,missing_places,coverage_ratio,coverage_flag,rejected_rows,quarantine_rows,excluded_rows,evidence_total,gap_class,priority_score
1125936037,2005,Open Double Net,net,14,1,16,16,2,0.875,mostly_complete,0,0,0,0,document_only,0.2
1137942486,2006,Open Golf,golf,5,1,6,6,1,0.8333333333333334,mostly_complete,0,0,0,0,document_only,0.2
1161167528,2006,Shred 30,freestyle,4,1,5,5,1,0.8,mostly_complete,0,0,0,0,document_only,0.2
1173606489,2007,Singles Net 27.5.2007,net,16,1,18,18,2,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.2
1182542776,2007,Intermediate,freestyle,5,1,6,6,1,0.8333333333333334,mostly_complete,0,0,0,0,document_only,0.2
1204904987,2008,Sick 3,freestyle,3,1,4,4,1,0.75,mostly_complete,0,0,0,0,document_only,0.2
1277805979,2010,Open Sick Trick,freestyle,4,1,5,5,1,0.8,mostly_complete,0,0,0,0,document_only,0.2
1285506605,2010,Routines,freestyle,4,1,5,5,1,0.8,mostly_complete,0,0,0,0,document_only,0.2
1293877677,2011,Intermediate Request Contest,freestyle,5,1,6,6,1,0.8333333333333334,mostly_complete,0,0,0,0,document_only,0.2
1357101984,2013,Intermediate Singles Net,net,4,1,5,5,1,0.8,mostly_complete,0,0,0,0,document_only,0.2
1357101984,2013,Women's Doubles Net,net,4,1,5,5,1,0.8,mostly_complete,0,0,0,0,document_only,0.2
1386623061,2014,Intermediate Singles Net,net,4,1,5,5,1,0.8,mostly_complete,0,0,0,0,document_only,0.2
1389613723,2014,Intermediate Singles Routines,freestyle,4,1,5,5,1,0.8,mostly_complete,0,0,0,0,document_only,0.2
1430596760,2015,Open Doubles Net,net,4,1,5,5,1,0.8,mostly_complete,0,0,0,0,document_only,0.2
1435110091,2015,Open Freestyle Routines,freestyle,5,1,6,6,1,0.8333333333333334,mostly_complete,0,0,0,0,document_only,0.2
1471686537,2017,Women's Singles Net,net,5,1,6,6,1,0.8333333333333334,mostly_complete,0,0,0,0,document_only,0.2
1567551985,2019,Circle Contest Polish,freestyle,5,1,6,6,1,0.8333333333333334,mostly_complete,0,0,0,0,document_only,0.2
1623054449,2021,Rank Player Combo (Judged) Combo,freestyle,4,2,6,5,1,0.8,mostly_complete,0,0,0,0,document_only,0.2
877061793,1998,Open Doubles Net 12 Teams,net,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
912467534,1999,Open Singles Net 17 Entrants,net,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
915561090,1999,Open Golf,golf,12,1,13,13,1,0.9230769230769231,mostly_complete,0,0,0,0,document_only,0.1
915561090,1999,Mixed Doubles Net,net,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
931840905,1999,Novice Overall,net,11,1,12,12,1,0.9166666666666666,mostly_complete,0,0,0,0,document_only,0.1
933870505,1999,Intermediate Freestyle,freestyle,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
947196813,2000,Freestyle Open Mens Singles,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
961626997,2000,Open Doubles,net,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
1001076203,2001,Men's Singles,net,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
972427576,2001,Routines Intermediate Freestyle,freestyle,11,1,12,12,1,0.9166666666666666,mostly_complete,0,0,0,0,document_only,0.1
972427576,2001,Open Singles Net,net,12,1,13,13,1,0.9230769230769231,mostly_complete,0,0,0,0,document_only,0.1
979334083,2001,Open Singles Freestyle,freestyle,10,1,11,11,1,0.9090909090909091,mostly_complete,0,0,0,0,document_only,0.1
981560223,2001,Women's Open Frestyle,net,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
991285803,2001,Open Singles,net,18,1,19,19,1,0.9473684210526315,mostly_complete,0,0,0,0,document_only,0.1
1013283071,2002,Women's Singles Net,net,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
1018812342,2002,Intermediate Freestyle,freestyle,11,1,12,12,1,0.9166666666666666,mostly_complete,0,0,0,0,document_only,0.1
1028800969,2002,Doubles Net Open,net,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1049457912,2003,Open Singles,freestyle,15,1,16,16,1,0.9375,mostly_complete,0,0,0,0,document_only,0.1
1063788560,2003,Pro Doubles Net,net,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1064849293,2003,Open Shred,freestyle,11,1,12,12,1,0.9166666666666666,mostly_complete,0,0,0,0,document_only,0.1
1069929277,2004,Open Singles Net,net,35,1,37,37,2,0.9459459459459459,mostly_complete,0,0,0,0,document_only,0.1
1079605499,2004,Open Golf,golf,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
1092073845,2004,Sick 3,freestyle,14,1,15,15,1,0.9333333333333333,mostly_complete,0,0,0,0,document_only,0.1
1097686137,2005,Men: Open Singles Freestyle,freestyle,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1102443443,2005,Open Big One,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1103297805,2005,Shred 30 Sec,freestyle,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1135116604,2006,Open Golf,golf,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1135116604,2006,Intermediate Doubles Net,net,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1137942486,2006,Intermediate Singles Freestyle,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1137942486,2006,Open Singles Freestyle,freestyle,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
1148374547,2006,Double Net,net,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1148374547,2006,Single Net,net,15,1,16,16,1,0.9375,mostly_complete,0,0,0,0,document_only,0.1
1149763452,2006,Open Singles Freestyle,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1161871029,2006,Circle Contest,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1163784775,2007,Women's Singles Freestyle,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1163784775,2007,Mixed Doubles Net,net,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
1166622628,2007,Open Singles Routines,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1177512537,2007,Singles Freestyle,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1182542776,2007,Open Singles,freestyle,16,1,17,17,1,0.9411764705882353,mostly_complete,0,0,0,0,document_only,0.1
1189467124,2008,Open Doubles,net,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1193783964,2008,Intermediate Singles Net:,net,12,1,13,13,1,0.9230769230769231,mostly_complete,0,0,0,0,document_only,0.1
1194517448,2008,Intermediate Doubles Net,net,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1204009603,2008,Open Singles,net,15,1,16,16,1,0.9375,mostly_complete,0,0,0,0,document_only,0.1
1216058526,2008,Masters Singles Net- Prizes,net,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1228946926,2008,Open Routine,freestyle,10,1,11,11,1,0.9090909090909091,mostly_complete,0,0,0,0,document_only,0.1
1226378339,2009,Open Singles Net,net,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1226679678,2009,Open Sick3-Trick,freestyle,10,1,11,11,1,0.9090909090909091,mostly_complete,0,0,0,0,document_only,0.1
1241031822,2009,Circle,freestyle,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1244553505,2009,Singles Net,net,10,1,11,11,1,0.9090909090909091,mostly_complete,0,0,0,0,document_only,0.1
1245404642,2009,Open Circle Contest,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1251990500,2009,Open Singles Routines,freestyle,10,1,11,11,1,0.9090909090909091,mostly_complete,0,0,0,0,document_only,0.1
1254829577,2009,Circle Competition,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1256202918,2010,Open Routines,freestyle,12,1,13,13,1,0.9230769230769231,mostly_complete,0,0,0,0,document_only,0.1
1272817638,2010,Doubles,net,12,1,13,13,1,0.9230769230769231,mostly_complete,0,0,0,0,document_only,0.1
1277805979,2010,Open Doubles Net,net,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1278603677,2010,Open Singles Routines,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1282224512,2010,Golf,golf,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1288096032,2010,Open Singles Freestyle,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1293877677,2011,Open Sick 3-Trick Contest,freestyle,18,1,19,19,1,0.9473684210526315,mostly_complete,0,0,0,0,document_only,0.1
1293877677,2011,Women's Singles Routines,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1299532552,2011,Intermediate Singles,net,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1300316952,2011,Open Doubles Net,net,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
1301837824,2011,Open Doubles Net,net,10,1,11,11,1,0.9090909090909091,mostly_complete,0,0,0,0,document_only,0.1
1314229545,2011,Golf,golf,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1316280393,2011,Open Routines,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1323272493,2012,Open Singles Net,net,67,1,69,69,2,0.9710144927536232,complete,0,0,0,0,document_only,0.1
1326451143,2012,Open Doubles Net,net,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1330833781,2012,Open Singles Net,net,18,1,19,19,1,0.9473684210526315,mostly_complete,0,0,0,0,document_only,0.1
1330902233,2012,Open Circle Contest,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1330902233,2012,Open Singles Net,net,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1335381794,2012,Open Doubles Net,net,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1335381794,2012,Open Singles Net,net,17,1,18,18,1,0.9444444444444444,mostly_complete,0,0,0,0,document_only,0.1
1336988107,2012,Open Freestyle Routines,freestyle,10,1,11,11,1,0.9090909090909091,mostly_complete,0,0,0,0,document_only,0.1
1336988107,2012,Shred 30,freestyle,14,1,15,15,1,0.9333333333333333,mostly_complete,0,0,0,0,document_only,0.1
1339389008,2012,Open Doubles Net,net,14,1,15,15,1,0.9333333333333333,mostly_complete,0,0,0,0,document_only,0.1
1344593549,2012,Open Austrian Freestyle Routines,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1344593549,2012,Open Freestyle Routines,freestyle,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1346947092,2012,Open Doubles Net,net,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1353380057,2013,Open Doubles Net,net,11,1,12,12,1,0.9166666666666666,mostly_complete,0,0,0,0,document_only,0.1
1353380057,2013,Open Singles Net,net,17,1,18,18,1,0.9444444444444444,mostly_complete,0,0,0,0,document_only,0.1
1357101984,2013,Open Mixed Doubles Net,net,10,1,11,11,1,0.9090909090909091,mostly_complete,0,0,0,0,document_only,0.1
1358271250,2013,Open Circle Contest,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1360305756,2013,Open Circle Contest,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1360305756,2013,Open Singles Routines,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1366375326,2013,Request Contest,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1374570632,2013,Routines,freestyle,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
1376036018,2013,Open Singles Routines,freestyle,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
1386623061,2014,Open Circle Contest,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1389338303,2014,Open Circle Contest,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1389338303,2014,Open Singles Routines,freestyle,10,1,11,11,1,0.9090909090909091,mostly_complete,0,0,0,0,document_only,0.1
1389730147,2014,Open Circle Contest,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1389730147,2014,Open Sick Trick,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1394742347,2014,Open Singles Net,net,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
1421069713,2015,Open Singles Net,net,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1445178271,2015,Request,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1449259560,2016,Master Doubles Net,net,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1449259560,2016,Master Singles Net,net,10,1,11,11,1,0.9090909090909091,mostly_complete,0,0,0,0,document_only,0.1
1458170459,2016,Open Doubles Net,net,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1489248474,2017,Footbag Net: Singles,net,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1518200935,2018,Request Contest,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1518200935,2018,Golf,golf,12,1,13,13,1,0.9230769230769231,mostly_complete,0,0,0,0,document_only,0.1
1519215398,2018,Open Singles Net,net,34,1,36,36,2,0.9444444444444444,mostly_complete,0,0,0,0,document_only,0.1
1566532030,2019,2-Square,sideline,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1567551985,2019,Circle Contest International,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1567551985,2019,Request Contest,freestyle,8,1,9,9,1,0.8888888888888888,mostly_complete,0,0,0,0,document_only,0.1
1600984774,2020,Open Doubles Net,net,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1646855336,2022,Open Singles Net,net,27,1,29,29,2,0.9310344827586207,mostly_complete,0,0,0,0,document_only,0.1
1649177702,2022,Open Singles Net,net,7,1,8,8,1,0.875,mostly_complete,0,0,0,0,document_only,0.1
1668541701,2022,Open Freestyle Challenge,freestyle,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
1713276656,2024,Open Singles,net,17,1,18,18,1,0.9444444444444444,mostly_complete,0,0,0,0,document_only,0.1
1741024635,2025,Circle Contest,freestyle,6,1,7,7,1,0.8571428571428571,mostly_complete,0,0,0,0,document_only,0.1
1741024635,2025,2-Square,sideline,9,1,10,10,1,0.9,mostly_complete,0,0,0,0,document_only,0.1
980969461,2001,Open Singles Net,net,31,1,32,32,1,0.96875,complete,0,0,0,0,document_only,0.0
1194517448,2008,Open Shred:30,freestyle,27,1,28,28,1,0.9642857142857143,complete,0,0,0,0,document_only,0.0
1226679678,2009,Open Doubles Net,net,41,1,42,42,1,0.9761904761904762,complete,0,0,0,0,document_only,0.0
1252451527,2010,Pro Singles Net,net,22,1,23,23,1,0.9565217391304348,complete,0,0,0,0,document_only,0.0
1293877677,2011,Open Shred:30,freestyle,27,1,28,28,1,0.9642857142857143,complete,0,0,0,0,document_only,0.0
1389338303,2014,Open Singles Net,net,36,1,37,37,1,0.972972972972973,complete,0,0,0,0,document_only,0.0
1417735560,2015,Open Singles Net,net,50,1,51,51,1,0.9803921568627451,complete,0,0,0,0,document_only,0.0
1114277529,2005,Intermediate Freestyle,freestyle,4,1,30,30,26,0.13333333333333333,sparse,0,0,0,0,not_recoverable,22.5
