event_id,event_name,year,issue_class,severity,note,n_placements,n_divisions,has_dup_places,has_round_kw,place_reset_count,has_mirror_manual,results_raw_len
1547415984,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,2019,POOL_FINALS_MERGED,severe,"pool+finals results merged (4 divisions, 19 dup pairs, 121 affected rows)",294,22,1,0,25,1,7843
1566532030,German Footbag Open 2019,2019,MERGED_DIVISION_RESULTS,moderate,"division results merged (""2-Square"", ""Freestyle Battles"", 3 dup pairs)",65,7,1,0,7,1,1856
1567551985,XIX Polish Footbag Championships - Krakow 2019,2019,MINOR_TIES_MERGED,moderate,"minor: 3 duplicate place(s) in ""Sick 3",74,13,1,0,13,1,2050
1568692191,MedeJam de Footbag 2019,2019,MINOR_TIES_MERGED,minor,"minor: 2 duplicate place(s) in ""Open Doubles Net",19,3,1,0,2,1,907
1600984774,XX Polish Footbag Championships - Warsaw 2020,2020,MERGED_DIVISION_RESULTS,moderate,"division results merged (""Circle"", ""Open Doubles Net"", ""Sick3"", 6 dup pairs)",44,6,1,0,0,1,1031
1646855336,22nd Annual IFPA European Footbag Championships,2022,MERGED_UNLABELLED_DIVISIONS,severe,"Open/Intermediate results merged under unlabelled divisions (""Open Doubles Net"", ""Open Singles Net"")",51,3,1,0,3,1,2062
1667566506,Refaski Cup 2022,2022,MERGED_UNLABELLED_DIVISIONS,minor,"Open/Intermediate results merged under unlabelled divisions (""Open Doubles Net"", ""Open Singles Net"")",13,2,1,0,2,1,1551
1678957450,42nd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2023,2023,MERGED_DIVISION_RESULTS,severe,"division results merged (""Circle Contest"", ""Women's Singles Net"", 9 dup pairs)",141,14,1,0,15,1,4199
1694170899,XXIII Polish Footbag Championships - Warsaw 2023,2023,POOL_FINALS_MERGED,severe,"pool+finals results merged (4 divisions, 17 dup pairs, 63 affected rows)",85,8,1,0,2,1,1653
1700920831,Finnish Footbag Open 2023,2023,MERGED_DIVISION_RESULTS,minor,"division results merged (""Singles Net"", 4 dup pairs)",15,2,1,0,3,1,403
1706036811,43rd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2024,2024,POOL_FINALS_MERGED,severe,"pool+finals results merged (6 divisions, 15 dup pairs, 86 affected rows)",168,18,1,0,9,1,5074
1727756195,24th Polish Footbag Championships - Krakow 2024,2024,MERGED_DIVISION_RESULTS,severe,"division results merged (""Open Golf"", ""Open Sick3"", ""Request"", 8 dup pairs)",63,9,1,0,11,1,1485
1759558836,Memorial Jindry Smoly-Refaski cup 11,2025,MINOR_TIES_MERGED,minor,"minor: 1 duplicate place(s) in ""Singles Result",4,1,1,0,1,1,290
857874500,University of Oregon Footbag Tournament,1997,POOL_FINALS_MERGED,severe,"pool+finals results merged (5 divisions, 17 dup pairs, 36 affected rows)",34,9,1,0,6,1,1973
857876870,Eugene Celebration Footbag Tournament,1997,MERGED_DIVISION_RESULTS,moderate,"division results merged (""Doubles Golf"", ""Open Doubles Net"", 6 dup pairs)",25,2,1,0,3,1,1429
857879540,The 15th Annual EAST COAST FOOTBAG CHAMPIONSHIPS,1997,MERGED_DIVISION_RESULTS,moderate,"division results merged (""Doubles Net"", ""Singles Net"", 6 dup pairs)",38,7,1,0,10,1,1866
857880054,Bedford (Australia) Indoor Footbag Championships,1997,MINOR_TIES_MERGED,moderate,"minor: 3 duplicate place(s) in ""Open Singles Net",8,1,1,0,0,1,519
859400929,Montreal International Footbag Championships,1997,MERGED_UNLABELLED_DIVISIONS,moderate,"Open/Intermediate results merged under unlabelled divisions (""Intermediate Doubles Net"", ""Open Doubl",29,9,1,0,8,1,1098
859787898,HEART OF FOOTBAG Freestyle Tournament,1997,MERGED_UNLABELLED_DIVISIONS,minor,"Open/Intermediate results merged under unlabelled divisions (""Open Doubles"", ""Open Singles"")",37,8,1,0,0,1,1501
859923755,California State Footbag Championships,1997,MINOR_TIES_MERGED,moderate,"minor: 1 duplicate place(s) in ""Intermediate Doubles",39,6,1,0,2,1,2771
876336655,Air-A-Zona 2nd Annual Footbag Net Championships,1998,MERGED_UNLABELLED_DIVISIONS,severe,"Open/Intermediate results merged under unlabelled divisions (""Open Doubles"", ""Open Mixed Doubles"", """,67,7,1,0,7,1,1506
876356874,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,1998,POOL_FINALS_MERGED,severe,"pool+finals results merged (6 divisions, 15 dup pairs, 100 affected rows)",148,19,1,0,17,1,4457
883135865,1998 Winter Windchill Warm-Up (l'Hivernal),1998,MERGED_UNLABELLED_DIVISIONS,minor,"Open/Intermediate results merged under unlabelled divisions (""Intermediate Singles Net"", ""Open Singl",14,4,1,0,0,1,424
901349509,18th Annual Beaver Open,1998,MERGED_DIVISION_RESULTS,minor,"division results merged (""Juggle Golf"", ""Unsanctioned Late-Night Fire-Bag Net"", 2 dup pairs)",11,4,1,0,4,1,589
910551956,1999 Western Regional Footbag Championships,1999,MERGED_UNLABELLED_DIVISIONS,severe,"Open/Intermediate results merged under unlabelled divisions (""Intermediate Singles Net"", ""Novice Dou",106,15,1,0,16,1,4292
912467534,12th Annual U.S. Open Footbag Net Championships,1999,MERGED_DIVISION_RESULTS,moderate,"division results merged (""Open Doubles Net 10 Teams"", ""Open Singles Net 17 Entrants"", ""Women's Singl",38,8,1,0,0,1,1193
919703711,13th Annual Vancouver Open Footbag Net Tournament,1999,MERGED_UNLABELLED_DIVISIONS,severe,"Open/Intermediate results merged under unlabelled divisions (""Open Singles"")",57,9,1,0,8,1,1438
931840905,1st Annual Montana Invitational,1999,MERGED_UNLABELLED_DIVISIONS,moderate,"Open/Intermediate results merged under unlabelled divisions (""Novice Golf"", ""Novice Overall"", ""Open ",56,12,1,0,12,1,1448
937727262,California State Footbag Championships,1999,MERGED_DIVISION_RESULTS,moderate,"division results merged (""Doubles Net"", ""Grand Masters Division: :-)"", ""Mixed Net"", 7 dup pairs)",25,5,1,0,7,1,805
937854594,Turku Tournee 1999,1999,MERGED_DIVISION_RESULTS,moderate,"division results merged (""Doubles Net"", ""Singles Net"", 8 dup pairs)",16,2,1,0,4,1,763
947026077,The 2nd Annual Philly Open Footbag Championships,2000,MERGED_DIVISION_RESULTS,moderate,"division results merged (""Doubles Net"", ""Freestyle"", ""Singles Net"", 9 dup pairs)",30,5,1,0,10,1,2406
948198763,European Footbag Championships 2000,2000,MERGED_UNLABELLED_DIVISIONS,moderate,"Open/Intermediate results merged under unlabelled divisions (""Open Doubles Freestyle"", ""Open Women's",63,14,1,0,6,1,2786
948943299,First Annual Arica Open,2000,MINOR_TIES_MERGED,minor,"minor: 1 duplicate place(s) in ""Doubles Net",10,2,1,0,3,1,231
952906680,Montreal International Footbag Championships,2000,MERGED_UNLABELLED_DIVISIONS,moderate,"Open/Intermediate results merged under unlabelled divisions (""Open - Double"", ""Open - Simple"")",51,10,1,0,10,1,1490
955745735,4th Annual Kansas Footbag Open,2000,MINOR_TIES_MERGED,minor,"minor: 3 duplicate place(s) in ""Doubles Footbag Net",24,8,1,0,8,1,1048
961626997,Quebec City Footbag Net Championships,2000,MERGED_UNLABELLED_DIVISIONS,moderate,"Open/Intermediate results merged under unlabelled divisions (""Open Doubles"", ""Open Singles"")",30,3,1,0,0,1,852
972427576,L'Hivernal (The Windchill) Footbag Tournament,2001,MERGED_UNLABELLED_DIVISIONS,moderate,"Open/Intermediate results merged under unlabelled divisions (""Intermediate Singles Net"", ""Open Doubl",58,7,1,0,7,1,2227
974683678,COLORADO SHRED SYMPOSIUM 2,2001,MINOR_TIES_MERGED,minor,"minor: 1 duplicate place(s) in ""Intermediate Shred",26,1,1,0,2,1,905
980502839,European Footbag Championships,2001,MINOR_TIES_MERGED,moderate,"minor: 3 duplicate place(s) in ""Intermediate Doubles Net",50,12,1,0,13,1,1719
981560223,Swiss Footbag Championships (FootJam),2001,MERGED_DIVISION_RESULTS,moderate,"division results merged (""Mens Open Freestyle"", 6 dup pairs)",116,9,1,1,18,1,6224
988434364,2001 Southern Regional Footbag Championships,2001,MERGED_UNLABELLED_DIVISIONS,moderate,"Open/Intermediate results merged under unlabelled divisions (""Intermediate Freestyle"", ""Open Golf"", ",56,12,1,0,12,1,1354
989875090,Chicago Inner Circle Museum of Science and Industry Jam,2001,MINOR_TIES_MERGED,minor,"minor: 2 duplicate place(s) in ""30 Second Shred",11,4,1,0,5,1,1122
991285803,Montreal International Footbag Net Championships 2001,2001,MERGED_UNLABELLED_DIVISIONS,severe,"Open/Intermediate results merged under unlabelled divisions (""Open Doubles"", ""Open Singles"")",40,3,1,0,4,1,1166
996293200,Australian Footbag Championships,2001,MINOR_TIES_MERGED,moderate,"minor: 3 duplicate place(s) in ""Doubles Freestyle",20,3,1,0,0,1,935
999985344,Estonian Footbag Championships,2001,MERGED_DIVISION_RESULTS,moderate,"division results merged (""Footbag Freestyle Overall"", ""Footbag Net Estonia"", 9 dup pairs)",35,3,1,0,4,1,940
